"X1","Left_start","Left_stop","Center_start","Center_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Contact_Left_start","Contact_Left_stop","Unknown_start","Unknown_stop","Huddle_Center_start","Huddle_Center_stop"
705,5216.367,5216.533,NA,NA,NA,NA,NA,NA,7577.7,7595.9,NA,NA,NA,NA
706,5233.467,5235.467,NA,NA,NA,NA,NA,NA,7599.833,7672.567,NA,NA,NA,NA
707,5242.5,5243.2,NA,NA,NA,NA,NA,NA,7672.7,7810.667,NA,NA,NA,NA
708,5243.567,5246.467,NA,NA,NA,NA,NA,NA,7812,7825.067,NA,NA,NA,NA
709,5246.533,5246.733,NA,NA,NA,NA,NA,NA,7825.267,7863.933,NA,NA,NA,NA
710,5247.667,5248.767,NA,NA,NA,NA,NA,NA,7868.8,7869.4,NA,NA,NA,NA
711,5280.233,5280.967,NA,NA,NA,NA,NA,NA,7872.333,7874.867,NA,NA,NA,NA
712,5283.7,5284.433,NA,NA,NA,NA,NA,NA,7878.133,7880.467,NA,NA,NA,NA
713,5387.667,5388.9,NA,NA,NA,NA,NA,NA,7880.933,7948.367,NA,NA,NA,NA
714,5404.8,5406.433,NA,NA,NA,NA,NA,NA,7965.233,7974.167,NA,NA,NA,NA
715,5410.233,5444.6,NA,NA,NA,NA,NA,NA,7978.333,7980.733,NA,NA,NA,NA
716,5487.233,5492.167,NA,NA,NA,NA,NA,NA,7981,7986.667,NA,NA,NA,NA
717,5509.167,5512.7,NA,NA,NA,NA,NA,NA,7989.667,8753.933,NA,NA,NA,NA
718,5555.733,5556.2,NA,NA,NA,NA,NA,NA,8755.466,8894.4,NA,NA,NA,NA
719,5556.267,5556.433,NA,NA,NA,NA,NA,NA,8897.2,8956.066,NA,NA,NA,NA
720,5562.267,5563.2,NA,NA,NA,NA,NA,NA,8958.333,8963.133,NA,NA,NA,NA
721,5563.333,5565.333,NA,NA,NA,NA,NA,NA,8963.4,9793.033,NA,NA,NA,NA
722,5580.067,5580.733,NA,NA,NA,NA,NA,NA,9793.666,10021.333,NA,NA,NA,NA
723,5585.933,5586.467,NA,NA,NA,NA,NA,NA,10041.666,10042.666,NA,NA,NA,NA
724,5586.533,5586.6,NA,NA,NA,NA,NA,NA,10043.5,10054.3,NA,NA,NA,NA
725,5653.467,5653.5,NA,NA,NA,NA,NA,NA,10054.533,10054.933,NA,NA,NA,NA
726,5704.567,5705.467,NA,NA,NA,NA,NA,NA,10055.366,10085,NA,NA,NA,NA
727,5709.467,5709.767,NA,NA,NA,NA,NA,NA,10087.266,10088.133,NA,NA,NA,NA
728,5709.8,5709.867,NA,NA,NA,NA,NA,NA,10088.333,10088.4,NA,NA,NA,NA
729,5710,5710.067,NA,NA,NA,NA,NA,NA,10088.6,10091.4,NA,NA,NA,NA
730,5710.1,5710.5,NA,NA,NA,NA,NA,NA,10091.866,10092,NA,NA,NA,NA
731,5710.9,5711.3,NA,NA,NA,NA,NA,NA,10092.266,10104.1,NA,NA,NA,NA
732,5711.533,5716.733,NA,NA,NA,NA,NA,NA,10129.4,10129.466,NA,NA,NA,NA
733,5716.767,5719.467,NA,NA,NA,NA,NA,NA,10129.5,10129.633,NA,NA,NA,NA
734,5725.167,5725.367,NA,NA,NA,NA,NA,NA,10129.7,10129.733,NA,NA,NA,NA
735,5725.4,5725.6,NA,NA,NA,NA,NA,NA,10132.4,10132.466,NA,NA,NA,NA
736,5725.633,5726.033,NA,NA,NA,NA,NA,NA,10132.5,10132.633,NA,NA,NA,NA
737,5726.067,5726.1,NA,NA,NA,NA,NA,NA,10132.7,10132.733,NA,NA,NA,NA
738,5726.933,5727.1,NA,NA,NA,NA,NA,NA,10277.533,10277.566,NA,NA,NA,NA
739,5729.2,5729.5,NA,NA,NA,NA,NA,NA,10277.6,10277.666,NA,NA,NA,NA
740,5734.167,5734.2,NA,NA,NA,NA,NA,NA,10277.933,10277.966,NA,NA,NA,NA
741,5737.5,5737.733,NA,NA,NA,NA,NA,NA,10278.5,10278.633,NA,NA,NA,NA
742,5748.333,5748.667,NA,NA,NA,NA,NA,NA,10279.166,10286.4,NA,NA,NA,NA
743,5753.467,5753.733,NA,NA,NA,NA,NA,NA,10286.433,10286.566,NA,NA,NA,NA
744,5754.133,5754.867,NA,NA,NA,NA,NA,NA,10286.866,10325.4,NA,NA,NA,NA
745,5755.267,5755.733,NA,NA,NA,NA,NA,NA,10325.566,10325.6,NA,NA,NA,NA
746,5756.867,5756.967,NA,NA,NA,NA,NA,NA,10325.633,10325.666,NA,NA,NA,NA
747,5757.033,5757.4,NA,NA,NA,NA,NA,NA,10325.8,10325.833,NA,NA,NA,NA
748,5757.433,5757.733,NA,NA,NA,NA,NA,NA,10325.9,10326.066,NA,NA,NA,NA
749,5757.967,5758.233,NA,NA,NA,NA,NA,NA,10326.133,10634.566,NA,NA,NA,NA
750,5758.367,5758.433,NA,NA,NA,NA,NA,NA,10637.9,11346.566,NA,NA,NA,NA
751,5758.533,5758.633,NA,NA,NA,NA,NA,NA,11347.233,11506.566,NA,NA,NA,NA
752,5886.233,5887.167,NA,NA,NA,NA,NA,NA,11506.7,11508.566,NA,NA,NA,NA
753,5901.567,5902.733,NA,NA,NA,NA,NA,NA,11509.5,11533,NA,NA,NA,NA
754,6009.467,6018.167,NA,NA,NA,NA,NA,NA,11536.9,11538.066,NA,NA,NA,NA
755,6024.233,6030.833,NA,NA,NA,NA,NA,NA,11554.466,11558.066,NA,NA,NA,NA
756,6063.9,6255.767,NA,NA,NA,NA,NA,NA,11558.1,11558.166,NA,NA,NA,NA
757,6354.667,6367.8,NA,NA,NA,NA,NA,NA,11559.3,11559.633,NA,NA,NA,NA
758,6370.733,6371.467,NA,NA,NA,NA,NA,NA,11559.7,11559.733,NA,NA,NA,NA
759,6388.333,6388.4,NA,NA,NA,NA,NA,NA,11559.766,11559.833,NA,NA,NA,NA
760,6388.7,6390.8,NA,NA,NA,NA,NA,NA,11559.866,11559.9,NA,NA,NA,NA
761,6525.5,6525.933,NA,NA,NA,NA,NA,NA,11559.933,11559.966,NA,NA,NA,NA
762,6527.3,6528.367,NA,NA,NA,NA,NA,NA,11560.133,11630.333,NA,NA,NA,NA
763,6537.4,6537.6,NA,NA,NA,NA,NA,NA,11631.4,11631.433,NA,NA,NA,NA
764,6542.6,6542.867,NA,NA,NA,NA,NA,NA,11633.133,11633.966,NA,NA,NA,NA
765,6558.133,6560.867,NA,NA,NA,NA,NA,NA,11634.166,11634.633,NA,NA,NA,NA
766,6564.1,6568.433,NA,NA,NA,NA,NA,NA,11634.733,11635.933,NA,NA,NA,NA
767,6570.9,6571.333,NA,NA,NA,NA,NA,NA,11635.966,11636.166,NA,NA,NA,NA
768,6571.733,6572.767,NA,NA,NA,NA,NA,NA,11636.2,11636.6,NA,NA,NA,NA
769,6573.2,6573.233,NA,NA,NA,NA,NA,NA,11637.733,11637.8,NA,NA,NA,NA
770,6577.233,6581.633,NA,NA,NA,NA,NA,NA,11638.2,11638.266,NA,NA,NA,NA
771,6615.933,6617.367,NA,NA,NA,NA,NA,NA,11638.333,11638.533,NA,NA,NA,NA
772,6717.933,6718.267,NA,NA,NA,NA,NA,NA,11639.066,11639.533,NA,NA,NA,NA
773,6718.3,6718.9,NA,NA,NA,NA,NA,NA,11640.666,11640.866,NA,NA,NA,NA
774,6721.767,6724.667,NA,NA,NA,NA,NA,NA,11641,11645.4,NA,NA,NA,NA
775,6727.433,6747.6,NA,NA,NA,NA,NA,NA,11645.533,11656.5,NA,NA,NA,NA
776,6783.6,6788.8,NA,NA,NA,NA,NA,NA,11660.8,11666.833,NA,NA,NA,NA
777,6808.833,6809,NA,NA,NA,NA,NA,NA,11874.3,11874.933,NA,NA,NA,NA
778,6848.5,6865.267,NA,NA,NA,NA,NA,NA,11875,11875.166,NA,NA,NA,NA
779,6869.967,6872.633,NA,NA,NA,NA,NA,NA,11875.266,11875.3,NA,NA,NA,NA
780,6901.7,6902.1,NA,NA,NA,NA,NA,NA,11875.666,11876.166,NA,NA,NA,NA
781,6905.067,6907.2,NA,NA,NA,NA,NA,NA,11876.2,11876.5,NA,NA,NA,NA
782,6937.8,6938.1,NA,NA,NA,NA,NA,NA,11883.666,11889.366,NA,NA,NA,NA
783,6939.333,6942.967,NA,NA,NA,NA,NA,NA,11889.933,11890.533,NA,NA,NA,NA
784,6955.2,6955.6,NA,NA,NA,NA,NA,NA,11890.733,11907.2,NA,NA,NA,NA
785,7541.167,7542.433,NA,NA,NA,NA,NA,NA,11908.366,11913.8,NA,NA,NA,NA
786,7545.4,7546.8,NA,NA,NA,NA,NA,NA,11914,12109.333,NA,NA,NA,NA
787,7575.7,7577.7,NA,NA,NA,NA,NA,NA,12110.8,12113.066,NA,NA,NA,NA
788,7595.9,7599.833,NA,NA,NA,NA,NA,NA,12257.133,12289.666,NA,NA,NA,NA
789,7672.567,7672.7,NA,NA,NA,NA,NA,NA,12289.7,12289.9,NA,NA,NA,NA
790,7810.667,7812,NA,NA,NA,NA,NA,NA,12290.366,12290.5,NA,NA,NA,NA
791,7825.067,7825.267,NA,NA,NA,NA,NA,NA,12291.266,12291.3,NA,NA,NA,NA
792,7863.933,7868.8,NA,NA,NA,NA,NA,NA,12291.366,12291.6,NA,NA,NA,NA
793,7869.4,7872.333,NA,NA,NA,NA,NA,NA,12292,12292.033,NA,NA,NA,NA
794,7874.867,7878.133,NA,NA,NA,NA,NA,NA,12293.2,12294.4,NA,NA,NA,NA
795,7880.467,7880.933,NA,NA,NA,NA,NA,NA,12294.666,12296.266,NA,NA,NA,NA
796,7948.367,7965.233,NA,NA,NA,NA,NA,NA,12296.3,12296.366,NA,NA,NA,NA
797,7974.167,7978.333,NA,NA,NA,NA,NA,NA,12370.1,12371.033,NA,NA,NA,NA
798,7980.733,7981,NA,NA,NA,NA,NA,NA,12371.566,12371.866,NA,NA,NA,NA
799,7986.667,7989.667,NA,NA,NA,NA,NA,NA,12373.266,12373.566,NA,NA,NA,NA
800,8753.933,8755.466,NA,NA,NA,NA,NA,NA,12377.833,12378,NA,NA,NA,NA
801,8894.4,8897.2,NA,NA,NA,NA,NA,NA,12379.233,12379.966,NA,NA,NA,NA
802,8956.066,8958.333,NA,NA,NA,NA,NA,NA,12380.033,12380.133,NA,NA,NA,NA
803,8963.133,8963.4,NA,NA,NA,NA,NA,NA,12380.933,12381.166,NA,NA,NA,NA
804,9793.033,9793.666,NA,NA,NA,NA,NA,NA,12381.2,12381.233,NA,NA,NA,NA
805,10021.333,10041.666,NA,NA,NA,NA,NA,NA,12381.366,12382.766,NA,NA,NA,NA
806,10042.666,10043.5,NA,NA,NA,NA,NA,NA,12383.033,12383.066,NA,NA,NA,NA
807,10054.3,10054.533,NA,NA,NA,NA,NA,NA,12384.2,12384.333,NA,NA,NA,NA
808,10054.933,10055.366,NA,NA,NA,NA,NA,NA,12386.2,12386.5,NA,NA,NA,NA
809,10085,10087.266,NA,NA,NA,NA,NA,NA,12395.433,12395.633,NA,NA,NA,NA
810,10088.133,10088.333,NA,NA,NA,NA,NA,NA,12395.7,12396.733,NA,NA,NA,NA
811,10088.4,10088.6,NA,NA,NA,NA,NA,NA,12397.4,12398.066,NA,NA,NA,NA
812,10091.4,10091.866,NA,NA,NA,NA,NA,NA,12398.1,12398.133,NA,NA,NA,NA
813,10092,10092.266,NA,NA,NA,NA,NA,NA,12399.466,12400.7,NA,NA,NA,NA
814,10104.1,10129.4,NA,NA,NA,NA,NA,NA,12400.866,12402.7,NA,NA,NA,NA
815,10129.466,10129.5,NA,NA,NA,NA,NA,NA,12402.833,12405.9,NA,NA,NA,NA
816,10129.633,10129.7,NA,NA,NA,NA,NA,NA,12407.033,12410.1,NA,NA,NA,NA
817,10129.733,10130.9,NA,NA,NA,NA,NA,NA,12410.2,12415,NA,NA,NA,NA
818,10130.9,10132.4,NA,NA,NA,NA,NA,NA,12417.266,12432.966,NA,NA,NA,NA
819,10132.466,10132.5,NA,NA,NA,NA,NA,NA,12435.666,12436.2,NA,NA,NA,NA
820,10132.633,10132.7,NA,NA,NA,NA,NA,NA,12445.233,12446.2,NA,NA,NA,NA
821,10132.733,10160.133,NA,NA,NA,NA,NA,NA,12446.266,12449.633,NA,NA,NA,NA
822,10276.9,10277.533,NA,NA,NA,NA,NA,NA,12450.133,12450.233,NA,NA,NA,NA
823,10277.566,10277.6,NA,NA,NA,NA,NA,NA,12450.6,12533.233,NA,NA,NA,NA
824,10277.666,10277.933,NA,NA,NA,NA,NA,NA,12544.433,12563.033,NA,NA,NA,NA
825,10277.966,10278.5,NA,NA,NA,NA,NA,NA,12583.966,12584,NA,NA,NA,NA
826,10278.633,10279.166,NA,NA,NA,NA,NA,NA,12584.1,12585.066,NA,NA,NA,NA
827,10286.4,10286.433,NA,NA,NA,NA,NA,NA,12588.5,12588.566,NA,NA,NA,NA
828,10286.566,10286.866,NA,NA,NA,NA,NA,NA,12588.633,12589,NA,NA,NA,NA
829,10325.4,10325.566,NA,NA,NA,NA,NA,NA,12589.8,12598.533,NA,NA,NA,NA
830,10325.6,10325.633,NA,NA,NA,NA,NA,NA,12669,12669.4,NA,NA,NA,NA
831,10325.666,10325.8,NA,NA,NA,NA,NA,NA,12673.7,12674.633,NA,NA,NA,NA
832,10325.833,10325.9,NA,NA,NA,NA,NA,NA,12679.633,12679.7,NA,NA,NA,NA
833,10326.066,10326.133,NA,NA,NA,NA,NA,NA,12886.066,12890.3,NA,NA,NA,NA
834,10634.566,10637.9,NA,NA,NA,NA,NA,NA,12890.366,12892.133,NA,NA,NA,NA
835,11346.566,11347.233,NA,NA,NA,NA,NA,NA,12892.733,12893.233,NA,NA,NA,NA
836,11506.566,11506.7,NA,NA,NA,NA,NA,NA,12894.266,12895.366,NA,NA,NA,NA
837,11508.566,11509.5,NA,NA,NA,NA,NA,NA,12895.766,12896.2,NA,NA,NA,NA
838,11533,11536.9,NA,NA,NA,NA,NA,NA,12896.533,12898.666,NA,NA,NA,NA
839,11538.066,11554.466,NA,NA,NA,NA,NA,NA,12899.2,12899.4,NA,NA,NA,NA
840,11558.066,11558.1,NA,NA,NA,NA,NA,NA,12900.066,12900.133,NA,NA,NA,NA
841,11558.166,11559.3,NA,NA,NA,NA,NA,NA,12900.366,12900.466,NA,NA,NA,NA
842,11559.633,11559.7,NA,NA,NA,NA,NA,NA,12900.633,12902.233,NA,NA,NA,NA
843,11559.733,11559.766,NA,NA,NA,NA,NA,NA,12902.533,12904.166,NA,NA,NA,NA
844,11559.833,11559.866,NA,NA,NA,NA,NA,NA,12904.366,12904.433,NA,NA,NA,NA
845,11559.9,11559.933,NA,NA,NA,NA,NA,NA,12905.7,12906.066,NA,NA,NA,NA
846,11559.966,11560.133,NA,NA,NA,NA,NA,NA,12906.1,12907.5,NA,NA,NA,NA
847,11630.333,11631.4,NA,NA,NA,NA,NA,NA,12907.7,12909.966,NA,NA,NA,NA
848,11631.433,11633.133,NA,NA,NA,NA,NA,NA,12910.1,12910.5,NA,NA,NA,NA
849,11633.966,11634.166,NA,NA,NA,NA,NA,NA,12994.233,12995.166,NA,NA,NA,NA
850,11634.633,11634.733,NA,NA,NA,NA,NA,NA,12997.7,12998.533,NA,NA,NA,NA
851,11635.933,11635.966,NA,NA,NA,NA,NA,NA,13064.966,13066.9,NA,NA,NA,NA
852,11636.166,11636.2,NA,NA,NA,NA,NA,NA,13067.566,13070.966,NA,NA,NA,NA
853,11636.6,11637.733,NA,NA,NA,NA,NA,NA,13071.166,13071.433,NA,NA,NA,NA
854,11637.8,11638.2,NA,NA,NA,NA,NA,NA,13072.2,13074.966,NA,NA,NA,NA
855,11638.266,11638.333,NA,NA,NA,NA,NA,NA,13075.033,13075.3,NA,NA,NA,NA
856,11638.533,11639.066,NA,NA,NA,NA,NA,NA,13075.433,13083.233,NA,NA,NA,NA
857,11639.533,11640.666,NA,NA,NA,NA,NA,NA,13119.2,13119.633,NA,NA,NA,NA
858,11640.866,11641,NA,NA,NA,NA,NA,NA,13245.933,13246.633,NA,NA,NA,NA
859,11645.4,11645.533,NA,NA,NA,NA,NA,NA,13246.7,13246.833,NA,NA,NA,NA
860,11656.5,11660.8,NA,NA,NA,NA,NA,NA,13247.433,13248.333,NA,NA,NA,NA
861,11666.833,11675.566,NA,NA,NA,NA,NA,NA,13249.833,13250.133,NA,NA,NA,NA
862,11856.1,11874.3,NA,NA,NA,NA,NA,NA,13250.866,13251.566,NA,NA,NA,NA
863,11874.933,11875,NA,NA,NA,NA,NA,NA,13252.633,13258.466,NA,NA,NA,NA
864,11875.166,11875.266,NA,NA,NA,NA,NA,NA,13260.466,13262.266,NA,NA,NA,NA
865,11875.3,11875.666,NA,NA,NA,NA,NA,NA,13273.966,13277.966,NA,NA,NA,NA
866,11876.166,11876.2,NA,NA,NA,NA,NA,NA,13281.8,13282.766,NA,NA,NA,NA
867,11876.5,11876.566,NA,NA,NA,NA,NA,NA,13293.233,13294.633,NA,NA,NA,NA
868,11883.6,11883.666,NA,NA,NA,NA,NA,NA,13295.166,13295.866,NA,NA,NA,NA
869,11889.366,11889.933,NA,NA,NA,NA,NA,NA,13542.033,13542.633,NA,NA,NA,NA
870,11890.533,11890.733,NA,NA,NA,NA,NA,NA,13543.133,13543.3,NA,NA,NA,NA
871,11907.2,11908.366,NA,NA,NA,NA,NA,NA,13546.633,13546.766,NA,NA,NA,NA
872,11913.8,11914,NA,NA,NA,NA,NA,NA,13557.5,13560.266,NA,NA,NA,NA
873,12109.333,12110.8,NA,NA,NA,NA,NA,NA,13627.5,13629.1,NA,NA,NA,NA
874,12113.066,12115.566,NA,NA,NA,NA,NA,NA,13845.432,13849.932,NA,NA,NA,NA
875,12238.266,12257.133,NA,NA,NA,NA,NA,NA,13849.966,13850.599,NA,NA,NA,NA
876,12289.666,12289.7,NA,NA,NA,NA,NA,NA,13850.799,13852.166,NA,NA,NA,NA
877,12289.9,12290.366,NA,NA,NA,NA,NA,NA,13852.366,13855.566,NA,NA,NA,NA
878,12290.5,12291.266,NA,NA,NA,NA,NA,NA,13855.799,13858.166,NA,NA,NA,NA
879,12291.3,12291.366,NA,NA,NA,NA,NA,NA,13863.532,13864.566,NA,NA,NA,NA
880,12291.6,12292,NA,NA,NA,NA,NA,NA,13867.166,13870.299,NA,NA,NA,NA
881,12292.033,12293.2,NA,NA,NA,NA,NA,NA,13873.766,13873.999,NA,NA,NA,NA
882,12294.4,12294.666,NA,NA,NA,NA,NA,NA,13874.999,13875.032,NA,NA,NA,NA
883,12296.266,12296.3,NA,NA,NA,NA,NA,NA,13875.332,13899.466,NA,NA,NA,NA
884,12296.366,12297.7,NA,NA,NA,NA,NA,NA,13903.332,13905.466,NA,NA,NA,NA
885,12357.1,12361.466,NA,NA,NA,NA,NA,NA,13905.532,13909.566,NA,NA,NA,NA
886,12365.2,12370.1,NA,NA,NA,NA,NA,NA,13912.766,13913.999,NA,NA,NA,NA
887,12371.033,12371.566,NA,NA,NA,NA,NA,NA,13914.099,13915.332,NA,NA,NA,NA
888,12371.866,12373.266,NA,NA,NA,NA,NA,NA,13916.332,13929.866,NA,NA,NA,NA
889,12373.566,12377.833,NA,NA,NA,NA,NA,NA,13929.966,13929.999,NA,NA,NA,NA
890,12378,12379.233,NA,NA,NA,NA,NA,NA,13934.232,13943.299,NA,NA,NA,NA
891,12379.966,12380.033,NA,NA,NA,NA,NA,NA,13944.766,14023.699,NA,NA,NA,NA
892,12380.133,12380.933,NA,NA,NA,NA,NA,NA,14025.599,14030.566,NA,NA,NA,NA
893,12381.166,12381.2,NA,NA,NA,NA,NA,NA,14302.599,14302.999,NA,NA,NA,NA
894,12381.233,12381.366,NA,NA,NA,NA,NA,NA,14303.166,14303.366,NA,NA,NA,NA
895,12382.766,12383.033,NA,NA,NA,NA,NA,NA,14303.499,14306.932,NA,NA,NA,NA
896,12383.066,12384.2,NA,NA,NA,NA,NA,NA,14307.666,14328.766,NA,NA,NA,NA
897,12384.333,12386.2,NA,NA,NA,NA,NA,NA,14329.499,14329.866,NA,NA,NA,NA
898,12386.5,12395.433,NA,NA,NA,NA,NA,NA,14330.799,14335.266,NA,NA,NA,NA
899,12395.633,12395.7,NA,NA,NA,NA,NA,NA,14336.432,14336.566,NA,NA,NA,NA
900,12396.733,12397.4,NA,NA,NA,NA,NA,NA,14337.399,14338.099,NA,NA,NA,NA
901,12398.066,12398.1,NA,NA,NA,NA,NA,NA,14338.432,14401.999,NA,NA,NA,NA
902,12398.133,12399.466,NA,NA,NA,NA,NA,NA,14404.899,14407.099,NA,NA,NA,NA
903,12400.7,12400.866,NA,NA,NA,NA,NA,NA,14407.432,14416.632,NA,NA,NA,NA
904,12402.7,12402.833,NA,NA,NA,NA,NA,NA,14417.199,14417.232,NA,NA,NA,NA
905,12405.9,12407.033,NA,NA,NA,NA,NA,NA,14417.466,14432.399,NA,NA,NA,NA
906,12410.1,12410.2,NA,NA,NA,NA,NA,NA,14671.066,14671.099,NA,NA,NA,NA
907,12415,12417.266,NA,NA,NA,NA,NA,NA,14723.566,14723.732,NA,NA,NA,NA
908,12432.966,12435.666,NA,NA,NA,NA,NA,NA,14736.632,14737.266,NA,NA,NA,NA
909,12436.2,12445.233,NA,NA,NA,NA,NA,NA,14737.732,14738.799,NA,NA,NA,NA
910,12446.2,12446.266,NA,NA,NA,NA,NA,NA,14738.866,14740.766,NA,NA,NA,NA
911,12449.633,12450.133,NA,NA,NA,NA,NA,NA,14740.832,15025.132,NA,NA,NA,NA
912,12450.233,12450.6,NA,NA,NA,NA,NA,NA,15131.766,15132.699,NA,NA,NA,NA
913,12533.233,12544.433,NA,NA,NA,NA,NA,NA,15132.932,15135.866,NA,NA,NA,NA
914,12563.033,12583.966,NA,NA,NA,NA,NA,NA,15139.666,15141.766,NA,NA,NA,NA
915,12584,12584.1,NA,NA,NA,NA,NA,NA,15141.966,15142.166,NA,NA,NA,NA
916,12585.066,12588.5,NA,NA,NA,NA,NA,NA,15142.232,15142.399,NA,NA,NA,NA
917,12588.566,12588.633,NA,NA,NA,NA,NA,NA,15142.632,15142.899,NA,NA,NA,NA
918,12589,12589.8,NA,NA,NA,NA,NA,NA,15147.766,15147.932,NA,NA,NA,NA
919,12598.533,12617.7,NA,NA,NA,NA,NA,NA,15148.132,15148.399,NA,NA,NA,NA
920,12618.233,12620.5,NA,NA,NA,NA,NA,NA,15153.332,15153.632,NA,NA,NA,NA
921,12620.766,12623.366,NA,NA,NA,NA,NA,NA,15154.999,15155.199,NA,NA,NA,NA
922,12662.533,12669,NA,NA,NA,NA,NA,NA,15155.266,15155.466,NA,NA,NA,NA
923,12669.4,12673.7,NA,NA,NA,NA,NA,NA,15156.066,15159.632,NA,NA,NA,NA
924,12674.633,12679.633,NA,NA,NA,NA,NA,NA,15159.766,15159.966,NA,NA,NA,NA
925,12679.7,12682.833,NA,NA,NA,NA,NA,NA,15161.332,15161.899,NA,NA,NA,NA
926,12752,12756.233,NA,NA,NA,NA,NA,NA,15161.932,15162.532,NA,NA,NA,NA
927,12848,12848.433,NA,NA,NA,NA,NA,NA,15163.666,15164.966,NA,NA,NA,NA
928,12881.466,12886.066,NA,NA,NA,NA,NA,NA,15167.099,15167.432,NA,NA,NA,NA
929,12890.3,12890.366,NA,NA,NA,NA,NA,NA,15169.866,15170.732,NA,NA,NA,NA
930,12892.133,12892.733,NA,NA,NA,NA,NA,NA,15170.832,15171.399,NA,NA,NA,NA
931,12893.233,12894.266,NA,NA,NA,NA,NA,NA,15171.732,15172.466,NA,NA,NA,NA
932,12895.366,12895.766,NA,NA,NA,NA,NA,NA,15173.466,15176.799,NA,NA,NA,NA
933,12896.2,12896.533,NA,NA,NA,NA,NA,NA,15250.799,15252.032,NA,NA,NA,NA
934,12898.666,12899.2,NA,NA,NA,NA,NA,NA,15252.199,15255.366,NA,NA,NA,NA
935,12899.4,12900.066,NA,NA,NA,NA,NA,NA,15255.599,15256.266,NA,NA,NA,NA
936,12900.133,12900.366,NA,NA,NA,NA,NA,NA,15256.999,15257.066,NA,NA,NA,NA
937,12900.466,12900.633,NA,NA,NA,NA,NA,NA,15263.432,15265.499,NA,NA,NA,NA
938,12902.233,12902.533,NA,NA,NA,NA,NA,NA,15266.299,15266.366,NA,NA,NA,NA
939,12904.166,12904.366,NA,NA,NA,NA,NA,NA,15289.099,15289.232,NA,NA,NA,NA
940,12904.433,12905.7,NA,NA,NA,NA,NA,NA,15289.299,15289.666,NA,NA,NA,NA
941,12906.066,12906.1,NA,NA,NA,NA,NA,NA,15293.666,15293.699,NA,NA,NA,NA
942,12907.5,12907.7,NA,NA,NA,NA,NA,NA,15364.799,15364.866,NA,NA,NA,NA
943,12909.966,12910.1,NA,NA,NA,NA,NA,NA,15397.599,15398.399,NA,NA,NA,NA
944,12910.5,12910.566,NA,NA,NA,NA,NA,NA,15398.732,15399.199,NA,NA,NA,NA
945,12913.166,12994.233,NA,NA,NA,NA,NA,NA,15481.132,15481.266,NA,NA,NA,NA
946,12995.166,12997.7,NA,NA,NA,NA,NA,NA,15535.266,15535.332,NA,NA,NA,NA
947,12998.533,13064.966,NA,NA,NA,NA,NA,NA,15549.166,15549.332,NA,NA,NA,NA
948,13070.966,13071.166,NA,NA,NA,NA,NA,NA,15549.532,15549.766,NA,NA,NA,NA
949,13071.433,13072.2,NA,NA,NA,NA,NA,NA,15549.832,15549.899,NA,NA,NA,NA
950,13074.966,13075.033,NA,NA,NA,NA,NA,NA,15550.032,15550.699,NA,NA,NA,NA
951,13075.3,13075.433,NA,NA,NA,NA,NA,NA,15551.766,15551.966,NA,NA,NA,NA
952,13083.233,13119.2,NA,NA,NA,NA,NA,NA,15552.032,15553.699,NA,NA,NA,NA
953,13119.633,13153.2,NA,NA,NA,NA,NA,NA,15554.499,15590.199,NA,NA,NA,NA
954,13233.4,13240.466,NA,NA,NA,NA,NA,NA,15590.266,15594.299,NA,NA,NA,NA
955,13242.2,13245.933,NA,NA,NA,NA,NA,NA,15594.699,15594.832,NA,NA,NA,NA
956,13246.633,13246.7,NA,NA,NA,NA,NA,NA,15594.966,15598.566,NA,NA,NA,NA
957,13246.833,13247.433,NA,NA,NA,NA,NA,NA,15598.632,15606.632,NA,NA,NA,NA
958,13248.333,13249.833,NA,NA,NA,NA,NA,NA,15606.732,15607.932,NA,NA,NA,NA
959,13250.133,13250.866,NA,NA,NA,NA,NA,NA,15608.032,15608.532,NA,NA,NA,NA
960,13251.566,13252.633,NA,NA,NA,NA,NA,NA,15609.666,15609.866,NA,NA,NA,NA
961,13258.466,13260.466,NA,NA,NA,NA,NA,NA,15609.932,15620.699,NA,NA,NA,NA
962,13262.266,13273.966,NA,NA,NA,NA,NA,NA,15620.966,15621.499,NA,NA,NA,NA
963,13277.966,13281.8,NA,NA,NA,NA,NA,NA,15622.766,15685.066,NA,NA,NA,NA
964,13282.766,13293.233,NA,NA,NA,NA,NA,NA,15842.099,15843.299,NA,NA,NA,NA
965,13294.633,13295.166,NA,NA,NA,NA,NA,NA,15858.799,15870.566,NA,NA,NA,NA
966,13295.866,13301.7,NA,NA,NA,NA,NA,NA,15870.599,15883.499,NA,NA,NA,NA
967,13355.533,13381.533,NA,NA,NA,NA,NA,NA,15883.632,15893.166,NA,NA,NA,NA
968,13427.266,13430.8,NA,NA,NA,NA,NA,NA,16065.066,16065.532,NA,NA,NA,NA
969,13448.733,13451.3,NA,NA,NA,NA,NA,NA,16067.999,16076.732,NA,NA,NA,NA
970,13540.266,13542.033,NA,NA,NA,NA,NA,NA,16076.999,16077.732,NA,NA,NA,NA
971,13542.633,13543.133,NA,NA,NA,NA,NA,NA,16077.799,16077.866,NA,NA,NA,NA
972,13543.3,13546.633,NA,NA,NA,NA,NA,NA,16078.199,16079.399,NA,NA,NA,NA
