"X1","Contact_Right_start","Contact_Right_stop","Right_start","Right_stop","Center_start","Center_stop","Unknown_start","Unknown_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Contact_Center_start","Contact_Center_stop","Contact_Unknown_start","Contact_Unknown_stop"
431,NA,NA,15227.266,15228.266,NA,NA,NA,NA,14413.266,14420.866,NA,NA,NA,NA,NA,NA
432,NA,NA,15312.966,15315.666,NA,NA,NA,NA,14420.899,14422.999,NA,NA,NA,NA,NA,NA
433,NA,NA,15318.399,15319.332,NA,NA,NA,NA,14423.366,14423.966,NA,NA,NA,NA,NA,NA
434,NA,NA,15893.766,15893.832,NA,NA,NA,NA,14426.066,14426.099,NA,NA,NA,NA,NA,NA
435,NA,NA,15894.032,16055.199,NA,NA,NA,NA,14430.732,14430.999,NA,NA,NA,NA,NA,NA
436,NA,NA,16587.166,16589.132,NA,NA,NA,NA,14431.466,14431.532,NA,NA,NA,NA,NA,NA
437,NA,NA,16590.132,16590.166,NA,NA,NA,NA,14431.599,14431.832,NA,NA,NA,NA,NA,NA
438,NA,NA,16590.532,16591.866,NA,NA,NA,NA,14432.666,14524.032,NA,NA,NA,NA,NA,NA
439,NA,NA,16593.132,16593.366,NA,NA,NA,NA,14693.266,14706.366,NA,NA,NA,NA,NA,NA
440,NA,NA,16593.866,16595.166,NA,NA,NA,NA,15030.766,15097.966,NA,NA,NA,NA,NA,NA
441,NA,NA,16595.232,16595.699,NA,NA,NA,NA,15112.399,15153.266,NA,NA,NA,NA,NA,NA
442,NA,NA,16595.899,16595.966,NA,NA,NA,NA,15229.132,15273.432,NA,NA,NA,NA,NA,NA
443,NA,NA,16596.232,16600.299,NA,NA,NA,NA,15281.466,15285.832,NA,NA,NA,NA,NA,NA
444,NA,NA,16614.332,16614.366,NA,NA,NA,NA,15290.632,15303.099,NA,NA,NA,NA,NA,NA
445,NA,NA,17687.332,17687.399,NA,NA,NA,NA,15303.466,15308.032,NA,NA,NA,NA,NA,NA
446,NA,NA,19070.565,19075.865,NA,NA,NA,NA,15435.932,15437.799,NA,NA,NA,NA,NA,NA
447,NA,NA,19076.332,19077.765,NA,NA,NA,NA,15441.466,15459.799,NA,NA,NA,NA,NA,NA
448,NA,NA,19109.498,19109.565,NA,NA,NA,NA,15598.766,15599.666,NA,NA,NA,NA,NA,NA
449,NA,NA,19109.632,19110.165,NA,NA,NA,NA,15600.566,15600.899,NA,NA,NA,NA,NA,NA
450,NA,NA,21304.365,21305.165,NA,NA,NA,NA,15601.199,15601.432,NA,NA,NA,NA,NA,NA
451,NA,NA,21305.198,21305.231,NA,NA,NA,NA,15601.632,15629.532,NA,NA,NA,NA,NA,NA
452,NA,NA,21305.265,21305.798,NA,NA,NA,NA,15629.666,15629.699,NA,NA,NA,NA,NA,NA
453,NA,NA,21326.331,21326.398,NA,NA,NA,NA,15629.732,15629.766,NA,NA,NA,NA,NA,NA
454,NA,NA,21326.598,21326.665,NA,NA,NA,NA,15629.799,15630.866,NA,NA,NA,NA,NA,NA
455,NA,NA,21331.998,21333.931,NA,NA,NA,NA,15631.899,15632.166,NA,NA,NA,NA,NA,NA
456,NA,NA,21600,21600,NA,NA,NA,NA,15632.266,15638.632,NA,NA,NA,NA,NA,NA
457,NA,NA,21600,21600,NA,NA,NA,NA,15642.032,15642.299,NA,NA,NA,NA,NA,NA
458,NA,NA,21600,21600,NA,NA,NA,NA,15643.966,15644.732,NA,NA,NA,NA,NA,NA
459,NA,NA,21600,21600,NA,NA,NA,NA,15647.099,15711.332,NA,NA,NA,NA,NA,NA
460,NA,NA,21600,21600,NA,NA,NA,NA,15740.666,15743.799,NA,NA,NA,NA,NA,NA
461,NA,NA,21600,21600,NA,NA,NA,NA,15750.599,15751.599,NA,NA,NA,NA,NA,NA
462,NA,NA,21600,21600,NA,NA,NA,NA,15783.966,15806.699,NA,NA,NA,NA,NA,NA
463,NA,NA,21600,21600,NA,NA,NA,NA,16062.232,16104.832,NA,NA,NA,NA,NA,NA
464,NA,NA,21600,21600,NA,NA,NA,NA,16105.266,16106.199,NA,NA,NA,NA,NA,NA
465,NA,NA,21600,21600,NA,NA,NA,NA,16106.332,16106.566,NA,NA,NA,NA,NA,NA
466,NA,NA,21600,21600,NA,NA,NA,NA,16106.599,16106.766,NA,NA,NA,NA,NA,NA
467,NA,NA,21600,21600,NA,NA,NA,NA,16107.132,16107.399,NA,NA,NA,NA,NA,NA
468,NA,NA,21600,21600,NA,NA,NA,NA,16108.232,16108.299,NA,NA,NA,NA,NA,NA
469,NA,NA,21600,21600,NA,NA,NA,NA,16109.432,16109.466,NA,NA,NA,NA,NA,NA
470,NA,NA,21600,21600,NA,NA,NA,NA,16163.366,16165.766,NA,NA,NA,NA,NA,NA
471,NA,NA,21600,21600,NA,NA,NA,NA,16167.232,16201.899,NA,NA,NA,NA,NA,NA
472,NA,NA,21600,21600,NA,NA,NA,NA,16201.966,16202.766,NA,NA,NA,NA,NA,NA
473,NA,NA,21600,21600,NA,NA,NA,NA,16620.766,17658.866,NA,NA,NA,NA,NA,NA
474,NA,NA,21600,21600,NA,NA,NA,NA,17659.132,17660.066,NA,NA,NA,NA,NA,NA
475,NA,NA,21600,21600,NA,NA,NA,NA,17739.032,17745.166,NA,NA,NA,NA,NA,NA
476,NA,NA,21600,21600,NA,NA,NA,NA,17745.566,17746.766,NA,NA,NA,NA,NA,NA
477,NA,NA,21600,21600,NA,NA,NA,NA,17746.832,17748.832,NA,NA,NA,NA,NA,NA
478,NA,NA,NA,NA,NA,NA,NA,NA,17749.099,17978.066,NA,NA,NA,NA,NA,NA
479,NA,NA,NA,NA,NA,NA,NA,NA,17978.799,17980.332,NA,NA,NA,NA,NA,NA
480,NA,NA,NA,NA,NA,NA,NA,NA,17980.332,17980.865,NA,NA,NA,NA,NA,NA
481,NA,NA,NA,NA,NA,NA,NA,NA,17981.598,18008.198,NA,NA,NA,NA,NA,NA
482,NA,NA,NA,NA,NA,NA,NA,NA,18011.798,18011.998,NA,NA,NA,NA,NA,NA
483,NA,NA,NA,NA,NA,NA,NA,NA,18023.998,18069.665,NA,NA,NA,NA,NA,NA
484,NA,NA,NA,NA,NA,NA,NA,NA,18069.732,18205.865,NA,NA,NA,NA,NA,NA
485,NA,NA,NA,NA,NA,NA,NA,NA,18205.998,18230.332,NA,NA,NA,NA,NA,NA
486,NA,NA,NA,NA,NA,NA,NA,NA,18230.465,18242.532,NA,NA,NA,NA,NA,NA
487,NA,NA,NA,NA,NA,NA,NA,NA,18243.798,18244.132,NA,NA,NA,NA,NA,NA
488,NA,NA,NA,NA,NA,NA,NA,NA,18244.198,18246.998,NA,NA,NA,NA,NA,NA
489,NA,NA,NA,NA,NA,NA,NA,NA,18394.198,18606.565,NA,NA,NA,NA,NA,NA
490,NA,NA,NA,NA,NA,NA,NA,NA,18610.565,18874.732,NA,NA,NA,NA,NA,NA
491,NA,NA,NA,NA,NA,NA,NA,NA,18874.798,18979.532,NA,NA,NA,NA,NA,NA
492,NA,NA,NA,NA,NA,NA,NA,NA,18980.198,18980.598,NA,NA,NA,NA,NA,NA
493,NA,NA,NA,NA,NA,NA,NA,NA,18980.798,19013.932,NA,NA,NA,NA,NA,NA
494,NA,NA,NA,NA,NA,NA,NA,NA,19014.532,19049.732,NA,NA,NA,NA,NA,NA
495,NA,NA,NA,NA,NA,NA,NA,NA,19049.798,19049.865,NA,NA,NA,NA,NA,NA
496,NA,NA,NA,NA,NA,NA,NA,NA,19049.998,19050.132,NA,NA,NA,NA,NA,NA
497,NA,NA,NA,NA,NA,NA,NA,NA,19050.332,19050.398,NA,NA,NA,NA,NA,NA
498,NA,NA,NA,NA,NA,NA,NA,NA,19050.532,19068.632,NA,NA,NA,NA,NA,NA
499,NA,NA,NA,NA,NA,NA,NA,NA,19112.365,19146.565,NA,NA,NA,NA,NA,NA
500,NA,NA,NA,NA,NA,NA,NA,NA,19146.965,19151.832,NA,NA,NA,NA,NA,NA
501,NA,NA,NA,NA,NA,NA,NA,NA,19160.365,19382.698,NA,NA,NA,NA,NA,NA
502,NA,NA,NA,NA,NA,NA,NA,NA,19382.932,19498.398,NA,NA,NA,NA,NA,NA
503,NA,NA,NA,NA,NA,NA,NA,NA,19519.632,19524.498,NA,NA,NA,NA,NA,NA
504,NA,NA,NA,NA,NA,NA,NA,NA,19524.565,19524.698,NA,NA,NA,NA,NA,NA
505,NA,NA,NA,NA,NA,NA,NA,NA,19529.832,19602.031,NA,NA,NA,NA,NA,NA
506,NA,NA,NA,NA,NA,NA,NA,NA,19604.098,19608.031,NA,NA,NA,NA,NA,NA
507,NA,NA,NA,NA,NA,NA,NA,NA,19609.431,19697.865,NA,NA,NA,NA,NA,NA
508,NA,NA,NA,NA,NA,NA,NA,NA,19704.798,19704.965,NA,NA,NA,NA,NA,NA
509,NA,NA,NA,NA,NA,NA,NA,NA,19711.598,19774.331,NA,NA,NA,NA,NA,NA
510,NA,NA,NA,NA,NA,NA,NA,NA,19775.265,19785.131,NA,NA,NA,NA,NA,NA
511,NA,NA,NA,NA,NA,NA,NA,NA,19785.665,19813.865,NA,NA,NA,NA,NA,NA
512,NA,NA,NA,NA,NA,NA,NA,NA,19815.798,19816.931,NA,NA,NA,NA,NA,NA
513,NA,NA,NA,NA,NA,NA,NA,NA,20020.865,20021.131,NA,NA,NA,NA,NA,NA
514,NA,NA,NA,NA,NA,NA,NA,NA,20122.265,20158.431,NA,NA,NA,NA,NA,NA
515,NA,NA,NA,NA,NA,NA,NA,NA,20159.098,20159.298,NA,NA,NA,NA,NA,NA
516,NA,NA,NA,NA,NA,NA,NA,NA,20160.765,20161.098,NA,NA,NA,NA,NA,NA
517,NA,NA,NA,NA,NA,NA,NA,NA,20708.898,20711.298,NA,NA,NA,NA,NA,NA
518,NA,NA,NA,NA,NA,NA,NA,NA,20721.698,20732.531,NA,NA,NA,NA,NA,NA
519,NA,NA,NA,NA,NA,NA,NA,NA,20732.998,20739.998,NA,NA,NA,NA,NA,NA
520,NA,NA,NA,NA,NA,NA,NA,NA,20740.131,20740.465,NA,NA,NA,NA,NA,NA
521,NA,NA,NA,NA,NA,NA,NA,NA,20741.331,20741.531,NA,NA,NA,NA,NA,NA
522,NA,NA,NA,NA,NA,NA,NA,NA,21268.931,21268.998,NA,NA,NA,NA,NA,NA
523,NA,NA,NA,NA,NA,NA,NA,NA,21288.465,21288.998,NA,NA,NA,NA,NA,NA
524,NA,NA,NA,NA,NA,NA,NA,NA,21289.131,21294.365,NA,NA,NA,NA,NA,NA
525,NA,NA,NA,NA,NA,NA,NA,NA,21295.631,21296.431,NA,NA,NA,NA,NA,NA
526,NA,NA,NA,NA,NA,NA,NA,NA,21297.365,21302.665,NA,NA,NA,NA,NA,NA
527,NA,NA,NA,NA,NA,NA,NA,NA,21302.731,21303.165,NA,NA,NA,NA,NA,NA
