"X1","Contact_Right_start","Contact_Right_stop","Right_start","Right_stop","Center_start","Center_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Unknown_start","Unknown_stop","Contact_Unknown_start","Contact_Unknown_stop"
422,6443.033,6443.766,5285.866,5286.1,13823.298,13824.398,8361.499,8361.899,10636.299,10636.432,NA,NA,NA,NA
423,6443.8,6444.1,5657.166,5657.2,13824.498,13836.165,8365.632,8365.666,10636.465,10636.832,NA,NA,NA,NA
424,6444.3,6445.166,5663.266,5664.7,13840.065,13851.865,8367.432,8377.699,10636.932,10640.165,NA,NA,NA,NA
425,6445.3,6445.466,5665.6,5666.3,13852.065,13852.331,8378.732,8384.866,10654.032,10654.132,NA,NA,NA,NA
426,6447.966,6448.3,5668.433,5668.6,13852.498,13853.231,8418.132,8422.766,10654.165,10654.465,NA,NA,NA,NA
427,6462.1,6462.166,5669.333,5669.933,13853.265,13853.831,8431.299,8432.766,10657.299,10657.332,NA,NA,NA,NA
428,6463.9,6464.433,5670,5670.1,13853.965,13855.065,8434.966,8438.432,10657.732,10658.332,NA,NA,NA,NA
429,6465.933,6466.133,5670.266,5670.666,13855.665,13857.598,8439.932,8466.699,10705.531,10705.765,NA,NA,NA,NA
430,6468.933,6469.133,5674.9,5675.133,13858.465,13859.098,8605.066,8605.299,10708.465,10708.498,NA,NA,NA,NA
431,6469.2,6471.333,5677.4,5681.933,13903.765,13908.465,8614.032,8638.766,10708.531,10708.598,NA,NA,NA,NA
432,6486.466,6488.833,5685.666,5686.233,13908.565,13908.765,8640.432,8644.632,10708.631,10708.665,NA,NA,NA,NA
433,6489.733,6489.8,5697.333,5702.833,13908.798,13908.865,8654.299,8661.832,10708.731,10709.031,NA,NA,NA,NA
434,6490.166,6492.566,5708.8,5769.3,13908.931,13908.965,8663.832,8668.099,10727.665,10727.698,NA,NA,NA,NA
435,6492.633,6493.7,5777.333,5801.333,13910.065,13910.331,8669.166,8684.166,10728.298,10729.198,NA,NA,NA,NA
436,6494.033,6494.266,5802,5808.7,13910.698,13910.798,8687.632,8704.032,10732.598,10732.998,NA,NA,NA,NA
437,6494.6,6494.633,5809,5809.666,13910.831,13911.431,8704.432,8704.532,10737.731,10737.831,NA,NA,NA,NA
438,6494.7,6496.666,5810.733,5811.5,13911.598,13911.898,8721.532,8721.666,10741.898,10742.365,NA,NA,NA,NA
439,6603.966,6604.9,5811.666,5811.933,13912.098,13912.498,8721.732,8723.199,10769.298,10770.465,NA,NA,NA,NA
440,6605.033,6605.1,5814.5,5815.266,13914.965,13916.898,8723.799,8724.132,10813.565,10813.631,NA,NA,NA,NA
441,6607.066,6607.166,5817.033,5817.4,13916.931,13916.998,8738.632,8740.732,10813.665,10813.698,NA,NA,NA,NA
442,6690,6706.3,5820.3,5822.166,13917.065,13917.131,8984.632,8984.932,10814.898,10816.231,NA,NA,NA,NA
443,6708,6708.733,5823.733,5825,13917.165,13917.431,8991.299,9098.866,10816.865,10819.498,NA,NA,NA,NA
444,6708.9,6709.9,5825.3,5825.6,13917.465,13917.565,9099.966,9100.632,10819.631,10819.998,NA,NA,NA,NA
445,6715.533,6715.6,5827.333,5829.933,13928.765,13964.265,9100.699,9102.332,10820.465,10820.498,NA,NA,NA,NA
446,6715.766,6715.8,5830.4,5833.1,14126.598,14127.165,9102.466,9110.632,10820.531,10821.965,NA,NA,NA,NA
447,6715.866,6716.233,5833.233,5833.366,14335.098,14335.464,9171.799,9171.999,10822.165,10836.998,NA,NA,NA,NA
448,6746.8,6746.833,5833.433,5836.2,14335.631,14375.364,9173.632,9181.232,10837.198,10837.431,NA,NA,NA,NA
449,6747.1,6747.233,5836.333,5836.433,14377.631,14387.331,9183.032,9183.366,10838.898,10863.598,NA,NA,NA,NA
450,6752.633,6752.666,5837.2,5837.266,14486.931,14490.431,10083.665,10083.999,10865.865,10866.398,NA,NA,NA,NA
451,6752.8,6753.633,5837.333,5839.2,14534.398,14536.731,10085.299,10085.399,10868.531,10878.531,NA,NA,NA,NA
452,6755.433,6756.7,5839.266,5839.666,14675.831,14684.498,10093.032,10093.099,10878.631,10878.865,NA,NA,NA,NA
453,6756.966,6769.066,5839.933,5841.4,14685.231,14689.498,10181.832,10181.999,10879.031,10884.198,NA,NA,NA,NA
454,6820.633,6820.733,5841.533,5842.533,14721.698,14722.198,10182.032,10182.165,10885.665,10894.231,NA,NA,NA,NA
455,6822.966,6825.733,5843.1,5843.533,14722.298,14722.631,10182.232,10182.265,10894.331,10894.865,NA,NA,NA,NA
456,6834.1,6834.533,5852.133,5862.5,14851.231,14852.798,10183.265,10183.465,10894.898,10912.431,NA,NA,NA,NA
457,6836.333,6836.4,5862.8,5877.5,14852.831,14852.898,10183.899,10184.032,10912.798,10915.931,NA,NA,NA,NA
458,6836.433,6836.6,5883.133,5885.9,14853.098,14853.498,10184.165,10184.365,10916.031,10922.531,NA,NA,NA,NA
459,6892.833,6893.833,5886.233,5889.2,14853.531,14854.298,10184.965,10185.232,10922.731,10927.598,NA,NA,NA,NA
460,6895.633,6907.266,5889.4,5889.466,14854.364,14854.398,10185.599,10185.699,10928.231,10940.898,NA,NA,NA,NA
461,6907.6,6907.866,5889.6,5889.8,14854.598,14855.064,10185.832,10185.965,10941.665,10957.431,NA,NA,NA,NA
462,6908.133,6908.166,5890,5910.8,14860.331,14861.964,10189.499,10189.532,10958.431,10959.165,NA,NA,NA,NA
463,7195.732,7195.766,5910.966,5911.133,14877.231,14879.031,10191.899,10192.032,10960.498,10960.565,NA,NA,NA,NA
464,7195.932,7195.999,5911.766,5921.633,14893.398,14896.498,10192.232,10192.399,10960.765,10962.165,NA,NA,NA,NA
465,7196.799,7197.066,5921.866,5922.233,14897.998,14921.764,10193.132,10193.299,10962.298,10965.565,NA,NA,NA,NA
466,7197.232,7197.432,5922.866,5929.033,14921.831,14943.064,10196.565,10196.665,10967.031,10967.165,NA,NA,NA,NA
467,7199.832,7201.332,5930.233,5934.633,14959.664,14963.498,10197.099,10197.299,10967.431,10967.498,NA,NA,NA,NA
468,7201.466,7207.766,5949.7,5949.9,14994.864,14998.931,10201.832,10203.699,10967.698,10968.231,NA,NA,NA,NA
469,7207.832,7208.232,5959.8,5968.166,15000.398,15033.664,10220.232,10225.732,10969.165,10971.765,NA,NA,NA,NA
470,7208.299,7210.966,6085.7,6086.166,15040.231,15047.398,10226.032,10226.199,10971.831,10973.765,NA,NA,NA,NA
471,7211.032,7215.099,6126.8,6126.833,15054.664,15057.098,10226.432,10226.832,10973.898,10974.365,NA,NA,NA,NA
472,7215.132,7216.332,6126.9,6126.966,15072.964,15099.531,10227.165,10227.632,10974.765,10977.098,NA,NA,NA,NA
473,7391.866,7392.732,6146.8,6147.133,15464.631,15465.264,10228.265,10228.299,10977.831,10978.231,NA,NA,NA,NA
474,7392.832,7392.966,6150.666,6152.333,15465.431,15465.598,10228.465,10228.865,10979.365,10982.331,NA,NA,NA,NA
475,7505.599,7507.199,6152.866,6153,15494.264,15506.964,10228.899,10230.232,10995.665,10996.098,NA,NA,NA,NA
476,7512.199,7521.666,6153.2,6153.9,15507.131,15507.164,10231.032,10231.265,10996.698,10996.831,NA,NA,NA,NA
477,7524.666,7525.132,6195.033,6207.866,15507.231,15507.898,10246.265,10246.332,10998.265,10998.531,NA,NA,NA,NA
478,7527.299,7527.432,6208.2,6210.633,15513.464,15524.531,10246.432,10246.765,10999.431,10999.565,NA,NA,NA,NA
479,7527.566,7527.932,6211.433,6211.733,15534.431,15539.731,10246.965,10247.032,10999.598,10999.831,NA,NA,NA,NA
480,7560.566,7564.766,6212.966,6214.8,15541.864,15550.798,10247.132,10247.199,11001.665,11002.398,NA,NA,NA,NA
481,7564.899,7587.099,6217.233,6217.466,15550.831,15552.531,10248.532,10248.765,11003.665,11003.998,NA,NA,NA,NA
482,7591.832,7601.199,6219.566,6219.7,15561.431,15563.831,10249.099,10249.532,11004.631,11006.165,NA,NA,NA,NA
483,7820.832,7844.532,6219.766,6243.033,15565.098,15566.331,10251.065,10251.232,11006.365,11006.498,NA,NA,NA,NA
484,7844.599,7844.666,6259.133,6259.633,15567.998,15576.231,10251.365,10251.399,11007.598,11013.431,NA,NA,NA,NA
485,7961.632,8048.032,6262.3,6263.4,15589.431,15590.464,10251.532,10251.832,11067.731,11069.031,NA,NA,NA,NA
486,8056.232,8056.932,6264.9,6281.133,15601.331,15604.498,10252.799,10253.732,11147.098,11147.331,NA,NA,NA,NA
487,8096.832,8097.799,6388.7,6389.066,15604.564,15604.798,10255.232,10257.532,11150.265,11150.431,NA,NA,NA,NA
488,8097.832,8098.432,6389.366,6393.9,15605.098,15605.364,10277.099,10278.599,11168.298,11168.531,NA,NA,NA,NA
489,8113.299,8121.399,6394.3,6406.433,15607.164,15609.764,10278.732,10278.965,11169.131,11208.365,NA,NA,NA,NA
490,8126.066,8127.466,6409.166,6410.5,15615.131,15618.364,10278.999,10279.299,11212.165,11214.765,NA,NA,NA,NA
491,8127.599,8127.666,6411.266,6411.3,15618.664,15619.498,10279.399,10279.832,11214.831,11216.431,NA,NA,NA,NA
492,8127.932,8128.266,6413.233,6413.366,15620.298,15644.831,10280.199,10280.399,11227.831,11227.898,NA,NA,NA,NA
493,8154.332,8155.332,6424.133,6434.033,15650.331,15699.131,10289.365,10289.665,11228.231,11228.298,NA,NA,NA,NA
494,8155.399,8315.766,6436.433,6443.033,15701.864,15704.664,10289.899,10289.999,11238.031,11238.498,NA,NA,NA,NA
495,8315.866,8325.166,6443.766,6443.8,15709.264,15709.798,10292.599,10292.832,11240.231,11240.365,NA,NA,NA,NA
496,8327.232,8327.299,6444.1,6444.3,15709.864,15710.198,10319.532,10321.165,11240.498,11306.798,NA,NA,NA,NA
497,8327.432,8327.499,6445.166,6445.3,15710.231,15713.764,10323.532,10333.565,11306.865,11307.531,NA,NA,NA,NA
498,8327.632,8327.699,6445.466,6447.966,15715.098,15734.364,10595.932,10603.332,11307.598,11307.798,NA,NA,NA,NA
499,8328.099,8328.166,6448.3,6462.1,15734.398,15735.631,10603.432,10604.965,11307.998,11308.065,NA,NA,NA,NA
500,8476.566,8517.799,6462.166,6463.9,15736.631,15738.398,10606.632,10608.265,11308.398,11311.465,NA,NA,NA,NA
501,8550.966,8603.366,6464.433,6465.933,15753.731,15755.898,10609.099,10609.199,11311.798,11318.398,NA,NA,NA,NA
502,8604.099,8604.166,6466.133,6468.933,15878.164,15878.564,10610.032,10610.165,11318.498,11318.531,NA,NA,NA,NA
503,8761.766,8864.732,6469.133,6469.2,15878.664,15878.998,10621.232,10621.365,11318.698,11347.265,NA,NA,NA,NA
504,8864.799,8864.866,6471.333,6476.533,15908.964,15909.664,10621.632,10622.332,11351.165,11351.298,NA,NA,NA,NA
505,8864.932,8864.999,6477.6,6486.466,15932.331,15933.931,10622.765,10626.032,11372.198,11373.165,NA,NA,NA,NA
506,8865.199,8865.666,6488.833,6489.733,16078.298,16086.798,10632.565,10632.599,11373.665,11375.431,NA,NA,NA,NA
507,8865.799,8981.332,6489.8,6490.166,16126.898,16127.264,10635.999,10636.299,11376.665,11377.731,NA,NA,NA,NA
508,9131.966,9132.066,6492.566,6492.633,16127.398,16127.431,10636.432,10636.465,12446.398,12447.898,NA,NA,NA,NA
509,9132.166,9161.899,6493.7,6494.033,16127.464,16132.098,10636.832,10636.932,12454.331,12454.665,NA,NA,NA,NA
510,9163.299,9163.832,6494.266,6494.6,16135.464,16135.531,10653.899,10654.032,12454.731,12454.865,NA,NA,NA,NA
511,9227.432,9230.999,6494.633,6494.7,16152.964,16196.831,10654.132,10654.165,12454.998,12455.031,NA,NA,NA,NA
512,9233.366,9233.999,6569.2,6572.5,16197.031,16197.064,10656.865,10657.232,12803.165,12803.431,NA,NA,NA,NA
513,9236.766,9257.299,6603.9,6603.966,16197.098,16197.431,10705.498,10705.531,12806.831,12807.298,NA,NA,NA,NA
514,9259.499,9260.099,6604.9,6605.033,16213.364,16239.031,10725.698,10725.865,12807.431,12807.665,NA,NA,NA,NA
515,9260.499,9260.699,6605.1,6607.066,16239.531,16239.764,10726.931,10727.665,12807.831,12807.998,NA,NA,NA,NA
516,9262.232,9263.899,6607.166,6608.566,16239.831,16240.664,10727.698,10728.298,12808.298,12810.265,NA,NA,NA,NA
517,9275.699,9276.166,6689.333,6690,16241.898,16242.564,10729.198,10732.598,12810.298,12810.565,NA,NA,NA,NA
518,9276.266,9276.332,6706.3,6708,16245.298,16263.698,10732.998,10737.731,12810.631,12810.898,NA,NA,NA,NA
519,9278.266,9279.066,6708.733,6708.9,16266.098,16285.331,10737.831,10741.898,12812.531,12813.331,NA,NA,NA,NA
520,9282.499,9283.732,6709.9,6711.6,16521.664,16521.698,10761.465,10769.298,12813.398,12813.531,NA,NA,NA,NA
521,9288.032,9289.232,6715.166,6715.533,16521.731,16521.798,10770.465,10770.531,12813.631,12813.665,NA,NA,NA,NA
522,9289.366,9296.166,6715.6,6715.766,16522.098,16528.864,10813.398,10813.565,12813.865,12814.398,NA,NA,NA,NA
523,9296.232,9296.266,6715.8,6715.866,16585.264,16587.131,10813.631,10813.665,12814.531,12818.865,NA,NA,NA,NA
524,9296.299,9302.599,6716.233,6746.8,16608.131,16608.664,10813.698,10814.898,12819.531,12820.598,NA,NA,NA,NA
525,9302.666,9304.399,6746.833,6747.1,16839.198,16846.764,10816.231,10816.865,12821.531,12823.631,NA,NA,NA,NA
526,9305.266,9310.466,6747.233,6752.633,16948.464,16967.131,10819.498,10819.631,12823.865,12824.698,NA,NA,NA,NA
527,9310.866,9310.999,6752.666,6752.8,16967.198,16967.364,10819.998,10820.465,12824.965,12824.998,NA,NA,NA,NA
528,9311.599,9311.999,6753.633,6755.433,16967.698,16969.564,10820.498,10820.531,12825.298,12825.365,NA,NA,NA,NA
529,9314.599,9321.666,6756.7,6756.966,17112.764,17125.398,10821.965,10822.165,12825.531,12825.698,NA,NA,NA,NA
530,9324.466,10079.899,6769.066,6772,17127.164,17129.298,10836.998,10837.198,12825.965,12826.031,NA,NA,NA,NA
531,10093.832,10115.899,6775.333,6779.066,17129.431,17129.464,10837.431,10838.898,12826.098,12826.998,NA,NA,NA,NA
532,10115.999,10144.732,6810.6,6820.633,17129.598,17129.664,10863.598,10865.865,12832.098,12832.131,NA,NA,NA,NA
533,10147.065,10176.199,6820.733,6822.966,17171.531,17177.731,10866.398,10868.531,12837.765,12838.898,NA,NA,NA,NA
534,10204.499,10210.099,6825.733,6834.1,17178.498,17181.798,10878.531,10878.631,12841.331,12841.431,NA,NA,NA,NA
535,10212.499,10212.599,6834.533,6836.333,17639.431,17640.731,10878.865,10879.031,12841.498,12841.665,NA,NA,NA,NA
536,10213.599,10214.432,6836.4,6836.433,17640.764,17640.798,10884.198,10885.665,12844.698,12844.731,NA,NA,NA,NA
537,10215.099,10215.199,6836.6,6842.4,17640.831,17640.931,10894.231,10894.331,12844.798,12844.998,NA,NA,NA,NA
538,10231.965,10232.032,6855.033,6855.466,17658.964,17660.798,10894.865,10894.898,12870.331,12873.465,NA,NA,NA,NA
539,10233.465,10233.565,6892.233,6892.833,17744.031,17744.631,10912.431,10912.798,12875.598,12883.898,NA,NA,NA,NA
540,10268.832,10269.165,6893.833,6895.633,17940.297,17946.297,10915.931,10916.031,12909.465,12909.765,NA,NA,NA,NA
541,10541.465,10566.999,6907.266,6907.6,18113.364,18113.697,10922.531,10922.731,13008.065,13008.098,NA,NA,NA,NA
542,10712.031,10713.098,6907.866,6908.133,18113.764,18116.331,10927.598,10928.231,13009.065,13009.331,NA,NA,NA,NA
543,10713.498,10716.865,6908.166,6912.133,18121.464,18128.064,10940.898,10941.665,13012.398,13012.731,NA,NA,NA,NA
544,10716.931,10716.998,7195.166,7195.732,18128.131,18131.197,10957.431,10958.431,13012.831,13012.998,NA,NA,NA,NA
545,10748.031,10748.265,7195.766,7195.932,18141.264,18144.397,10959.165,10960.498,13021.765,13025.131,NA,NA,NA,NA
546,10749.431,10752.431,7195.999,7196.799,18271.997,18278.464,10960.565,10960.765,13027.065,13027.698,NA,NA,NA,NA
547,11069.931,11088.198,7197.066,7197.232,19847.397,19848.564,10962.165,10962.298,13027.865,13028.465,NA,NA,NA,NA
548,11088.965,11093.898,7197.432,7199.832,19848.597,19848.997,10965.565,10967.031,13028.565,13029.698,NA,NA,NA,NA
549,11094.331,11094.731,7201.332,7201.466,19871.131,19879.497,10967.165,10967.431,13029.765,13029.831,NA,NA,NA,NA
550,11094.831,11094.898,7207.766,7207.832,19891.364,19905.864,10967.498,10967.698,13029.998,13030.331,NA,NA,NA,NA
551,11098.531,11128.431,7208.232,7208.299,19905.931,19912.731,10968.231,10969.165,13038.165,13038.231,NA,NA,NA,NA
552,11128.498,11133.398,7210.966,7211.032,19912.964,19912.997,10971.765,10971.831,13038.331,13039.331,NA,NA,NA,NA
553,11436.665,11436.965,7215.099,7215.132,19913.031,19913.264,10973.765,10973.898,13041.331,13059.865,NA,NA,NA,NA
554,11437.031,11470.598,7216.332,7216.566,19913.297,19913.897,10974.365,10974.765,13060.065,13060.198,NA,NA,NA,NA
555,11472.065,11484.365,7379.799,7391.866,19916.697,19927.364,10977.098,10977.831,13060.731,13060.798,NA,NA,NA,NA
556,11523.765,11657.798,7392.732,7392.832,19928.864,19939.231,10978.231,10979.365,13061.531,13065.865,NA,NA,NA,NA
557,11658.165,11658.298,7392.966,7412.099,19943.897,19946.064,10982.331,10995.665,13066.131,13070.098,NA,NA,NA,NA
558,11658.565,11658.631,7414.632,7426.366,19961.964,19971.564,10996.098,10996.698,13077.865,13078.198,NA,NA,NA,NA
559,11658.665,11662.031,7431.232,7472.232,19971.631,19974.931,10996.831,10998.265,13078.298,13078.598,NA,NA,NA,NA
560,11672.231,11676.231,7477.032,7484.632,19975.131,19978.497,10998.531,10999.431,13083.398,13083.498,NA,NA,NA,NA
561,11676.465,11678.165,7493.966,7505.599,19983.131,19996.497,10999.565,10999.598,13186.465,13187.265,NA,NA,NA,NA
562,11837.565,11852.498,7507.199,7512.199,19998.231,20000.697,10999.831,11001.665,13187.598,13187.965,NA,NA,NA,NA
563,11853.931,11854.631,7521.666,7524.666,20007.997,20008.131,11002.398,11003.665,13484.965,13502.765,NA,NA,NA,NA
564,11858.631,11859.398,7525.132,7527.299,20014.031,20030.397,11003.998,11004.631,13851.865,13852.065,NA,NA,NA,NA
565,11866.765,11867.265,7527.432,7527.566,20030.464,20030.764,11006.165,11006.365,13852.331,13852.498,NA,NA,NA,NA
566,11867.298,11867.331,7527.932,7560.566,20210.597,20222.897,11006.498,11007.598,13853.231,13853.265,NA,NA,NA,NA
567,11938.765,11938.831,7564.766,7564.899,20224.931,20231.931,11013.431,11065.098,13853.831,13853.965,NA,NA,NA,NA
568,11938.865,11939.031,7587.099,7591.832,20232.164,20232.197,11067.331,11067.731,13855.065,13855.665,NA,NA,NA,NA
569,11990.298,11991.598,7601.199,7601.499,20232.664,20232.864,11069.031,11069.098,13908.465,13908.565,NA,NA,NA,NA
570,11991.631,11991.665,7820.432,7820.832,20239.897,20247.264,11147.665,11150.265,13908.765,13908.798,NA,NA,NA,NA
571,11992.931,11992.998,7844.532,7844.599,20247.664,20247.897,11150.431,11157.265,13908.865,13908.931,NA,NA,NA,NA
572,11993.098,11993.331,7844.666,7887.066,20248.631,20248.764,11161.598,11168.298,13908.965,13910.065,NA,NA,NA,NA
573,11993.565,11993.898,7959.466,7961.632,20249.031,20249.731,11168.531,11169.131,13910.331,13910.698,NA,NA,NA,NA
574,12003.198,12003.231,8048.032,8056.232,20253.797,20259.831,11208.365,11212.165,13910.798,13910.831,NA,NA,NA,NA
575,12003.265,12007.265,8056.932,8058.632,20259.964,20262.264,11214.765,11214.831,13911.431,13911.598,NA,NA,NA,NA
576,12007.298,12010.165,8092.399,8096.832,NA,NA,11216.431,11227.831,13911.898,13912.098,NA,NA,NA,NA
577,12010.231,12010.965,8097.799,8097.832,NA,NA,11227.898,11228.231,13912.565,13913.265,NA,NA,NA,NA
578,12012.665,12012.765,8098.432,8113.299,NA,NA,11228.298,11238.031,13913.631,13914.965,NA,NA,NA,NA
579,12012.798,12014.498,8121.399,8126.066,NA,NA,11238.498,11240.231,13916.898,13916.931,NA,NA,NA,NA
580,12022.165,12023.831,8127.466,8127.599,NA,NA,11240.365,11240.498,13916.998,13917.065,NA,NA,NA,NA
581,12025.798,12025.865,8127.666,8127.932,NA,NA,11306.798,11306.865,13917.131,13917.165,NA,NA,NA,NA
582,12039.131,12039.565,8128.266,8154.332,NA,NA,11307.531,11307.598,13917.431,13917.465,NA,NA,NA,NA
583,12056.965,12058.298,8155.332,8155.399,NA,NA,11307.798,11307.998,13917.565,13917.998,NA,NA,NA,NA
584,12059.265,12063.065,8315.766,8315.866,NA,NA,11308.065,11308.398,13918.265,13918.998,NA,NA,NA,NA
585,12063.498,12063.531,8325.166,8327.232,NA,NA,11311.465,11311.798,13919.065,13919.131,NA,NA,NA,NA
586,12065.965,12065.998,8327.299,8327.432,NA,NA,11318.398,11318.498,13919.165,13919.198,NA,NA,NA,NA
587,12066.031,12068.231,8327.499,8327.632,NA,NA,11318.531,11318.698,13919.431,13919.931,NA,NA,NA,NA
588,12071.031,12071.365,8327.699,8328.099,NA,NA,11347.265,11351.165,13920.965,13921.031,NA,NA,NA,NA
589,12074.131,12074.465,8328.166,8360.799,NA,NA,11351.298,11372.198,13964.998,13966.065,NA,NA,NA,NA
590,12076.165,12077.765,8475.532,8476.566,NA,NA,11373.165,11373.665,14002.465,14003.231,NA,NA,NA,NA
591,12079.998,12083.631,8517.799,8523.399,NA,NA,11375.431,11376.665,14017.431,14021.931,NA,NA,NA,NA
592,12084.131,12089.198,8528.866,8530.232,NA,NA,11377.731,11378.365,14027.865,14028.398,NA,NA,NA,NA
593,12089.798,12091.531,8530.899,8548.899,NA,NA,11383.631,11383.731,14029.531,14029.598,NA,NA,NA,NA
594,12094.131,12097.665,8603.366,8604.099,NA,NA,11383.998,11384.565,14029.931,14030.431,NA,NA,NA,NA
595,12100.665,12105.431,8604.166,8604.566,NA,NA,12439.898,12446.398,14072.765,14072.865,NA,NA,NA,NA
596,12106.231,12106.465,8759.366,8761.766,NA,NA,12447.898,12454.331,14074.198,14074.365,NA,NA,NA,NA
597,12132.665,12135.031,8864.732,8864.799,NA,NA,12454.665,12454.731,14074.398,14076.098,NA,NA,NA,NA
598,12160.331,12160.365,8864.866,8864.932,NA,NA,12789.698,12803.165,14081.165,14081.265,NA,NA,NA,NA
599,12162.998,12170.431,8864.999,8865.199,NA,NA,12803.431,12803.498,14081.565,14084.431,NA,NA,NA,NA
600,12171.065,12177.065,8865.666,8865.799,NA,NA,12806.765,12806.831,14087.198,14087.398,NA,NA,NA,NA
601,12180.565,12182.331,8981.332,8981.832,NA,NA,12807.298,12807.431,14087.431,14087.998,NA,NA,NA,NA
602,12185.865,12186.765,8981.999,8982.099,NA,NA,12807.765,12807.831,14088.065,14088.331,NA,NA,NA,NA
603,12343.265,12343.931,8982.166,8982.199,NA,NA,12807.998,12808.298,14098.798,14098.931,NA,NA,NA,NA
604,12345.798,12346.531,9119.899,9120.232,NA,NA,12810.265,12810.298,14099.765,14099.965,NA,NA,NA,NA
605,12346.598,12346.931,9120.832,9131.966,NA,NA,12810.565,12810.631,14100.198,14100.298,NA,NA,NA,NA
606,12380.265,12380.498,9132.066,9132.166,NA,NA,12810.898,12812.531,14100.365,14101.498,NA,NA,NA,NA
607,12386.531,12386.998,9161.899,9163.299,NA,NA,12813.331,12813.398,14102.231,14121.998,NA,NA,NA,NA
608,12435.298,12435.765,9163.832,9167.966,NA,NA,12813.531,12813.631,14122.031,14122.365,NA,NA,NA,NA
609,12436.498,12436.665,9170.232,9170.966,NA,NA,12813.665,12813.865,14125.498,14125.598,NA,NA,NA,NA
610,12460.198,12460.265,9196.032,9227.432,NA,NA,12814.398,12814.531,14125.698,14126.598,NA,NA,NA,NA
611,12460.398,12460.631,9230.999,9233.366,NA,NA,12818.865,12819.531,14722.198,14722.298,NA,NA,NA,NA
612,12460.665,12460.698,9233.999,9236.766,NA,NA,12820.598,12821.531,14722.898,14739.231,NA,NA,NA,NA
613,12460.798,12460.865,9257.299,9259.499,NA,NA,12823.631,12823.865,14739.664,14747.931,NA,NA,NA,NA
614,12460.898,12461.431,9260.099,9260.499,NA,NA,12824.698,12824.965,14748.098,14749.964,NA,NA,NA,NA
615,12461.698,12463.731,9260.699,9262.232,NA,NA,12824.998,12825.298,14753.298,14754.631,NA,NA,NA,NA
616,12464.898,12465.231,9263.899,9275.699,NA,NA,12825.365,12825.531,14758.031,14759.998,NA,NA,NA,NA
617,12465.565,12466.198,9276.166,9276.266,NA,NA,12825.698,12825.965,14762.598,14764.198,NA,NA,NA,NA
618,12466.398,12467.531,9276.332,9278.266,NA,NA,12826.031,12826.098,14775.098,14775.764,NA,NA,NA,NA
619,12493.165,12493.765,9279.066,9282.499,NA,NA,12826.998,12832.098,14776.698,14782.964,NA,NA,NA,NA
620,12494.298,12495.465,9283.732,9288.032,NA,NA,12832.131,12837.765,14815.698,14826.731,NA,NA,NA,NA
621,12502.331,12502.565,9289.232,9289.366,NA,NA,12838.898,12841.331,14826.964,14827.164,NA,NA,NA,NA
622,12512.265,12516.365,9296.166,9296.232,NA,NA,12841.431,12841.498,14830.298,14839.798,NA,NA,NA,NA
623,12516.498,12516.765,9296.266,9296.299,NA,NA,12841.665,12844.698,14840.898,14842.198,NA,NA,NA,NA
624,12516.965,12517.165,9302.599,9302.666,NA,NA,12844.731,12844.798,14849.164,14851.231,NA,NA,NA,NA
625,12706.131,12706.865,9304.399,9305.266,NA,NA,12844.998,12861.431,14852.798,14852.831,NA,NA,NA,NA
626,12707.565,12708.031,9310.466,9310.866,NA,NA,12873.465,12875.598,14852.898,14853.098,NA,NA,NA,NA
627,12708.131,12711.531,9310.999,9311.599,NA,NA,12899.031,12904.131,14853.498,14853.531,NA,NA,NA,NA
628,12711.898,12711.931,9311.999,9314.599,NA,NA,12909.765,12911.431,14854.298,14854.364,NA,NA,NA,NA
629,12711.965,12721.965,9321.666,9324.466,NA,NA,12911.798,12916.931,14854.398,14854.598,NA,NA,NA,NA
630,12723.198,12723.298,10079.899,10081.099,NA,NA,12919.565,12919.631,14855.164,14855.264,NA,NA,NA,NA
631,12725.398,12731.131,10093.532,10093.832,NA,NA,13010.231,13012.398,14855.498,14860.198,NA,NA,NA,NA
632,12734.665,12735.631,10115.899,10115.999,NA,NA,13012.731,13012.831,14921.764,14921.831,NA,NA,NA,NA
633,12736.898,12743.331,10144.732,10147.065,NA,NA,13012.998,13013.498,14952.431,14953.398,NA,NA,NA,NA
634,12745.131,12747.765,10176.199,10177.532,NA,NA,13021.631,13021.765,14953.998,14955.531,NA,NA,NA,NA
635,12748.665,12760.598,10204.132,10204.499,NA,NA,13025.131,13027.065,15465.264,15465.431,NA,NA,NA,NA
636,12760.631,12763.631,10210.099,10211.665,NA,NA,13027.698,13027.865,15465.598,15468.031,NA,NA,NA,NA
637,12765.098,12765.498,10212.599,10213.599,NA,NA,13028.465,13028.565,15468.164,15471.698,NA,NA,NA,NA
638,12779.198,12783.565,10214.432,10215.099,NA,NA,13029.698,13029.765,15471.998,15472.498,NA,NA,NA,NA
639,12783.731,12784.665,10215.199,10219.399,NA,NA,13029.831,13029.998,15472.598,15474.964,NA,NA,NA,NA
640,12784.765,12785.965,10231.665,10231.965,NA,NA,13030.331,13038.165,15475.031,15475.364,NA,NA,NA,NA
641,12786.098,12786.331,10232.032,10233.465,NA,NA,13038.231,13038.331,15475.431,15475.764,NA,NA,NA,NA
642,12786.631,12786.765,10233.565,10244.065,NA,NA,13039.331,13041.331,15478.631,15494.264,NA,NA,NA,NA
