"X1","Center_start","Center_stop","Contact_Right_start","Contact_Right_stop","Right_start","Right_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop"
482,18425.83333,18427.2,5454.733333,5455,4958.033333,4958.1,14689.93333,14691.46667,NA,NA
483,18427.23333,18427.83333,5457.2,5473.333333,4958.166667,4958.233333,14693.1,14697.43333,NA,NA
484,18457.73333,18459.5,5480.9,5481.8,4958.7,4958.733333,14713.76667,14714.33333,NA,NA
485,18466.03333,18470.56667,5481.9,5482.033333,4959,4959.066667,14721.46667,14729.2,NA,NA
486,18472.9,18473.33333,5484.4,5485.066667,4959.2,4959.533333,14730.43333,14731.86667,NA,NA
487,18476.03333,18476.43333,5486.033333,5486.766667,4959.6,4959.666667,14732.06667,14732.63333,NA,NA
488,18479.06667,18479.4,5503.8,5504.066667,4960.166667,4960.633333,14732.7,14732.73333,NA,NA
489,18481.1,18481.46667,5514.166667,5514.366667,4960.733333,4960.9,14733.23333,14733.26667,NA,NA
490,18483.96667,18484.96667,5514.4,5514.933333,4961.133333,4961.333333,14733.73333,14740.73333,NA,NA
491,18486.86667,18487.3,5514.966667,5522.6,4965.9,4966,14757.43333,14758.2,NA,NA
492,18489.23333,18489.63333,5680.2,5680.4,4966.366667,4969.733333,14761.73333,14762.83333,NA,NA
493,18493.4,18494.9,5680.633333,5693.833333,4973.033333,4973.1,14777.66667,14799.5,NA,NA
494,18496.66667,18497.1,5693.866667,5695.733333,4973.333333,4973.433333,14799.66667,14799.7,NA,NA
495,18497.36667,18497.83333,5696.3,5696.333333,4979.833333,4979.933333,14799.93333,14837.93333,NA,NA
496,18497.96667,18498.2,5696.366667,5751.5,4983.166667,4985.133333,15385.9,15386.53333,NA,NA
497,18498.73333,18516.73333,5751.533333,5752.133333,4985.166667,4985.366667,15389.53333,15394.1,NA,NA
498,18555.8,18556.13333,5753.166667,5753.3,4985.6,4985.866667,15446.3,15449.73333,NA,NA
499,18707.53333,18726.36667,5753.4,5754.766667,4986.033333,4986.166667,15449.83333,15451.06667,NA,NA
500,18728.73333,18754.3,5769.166667,5769.366667,4986.3,4987.233333,15457,15462.86667,NA,NA
501,NA,NA,5770.1,5771.5,4987.4,4991.433333,15485.23333,15485.93333,NA,NA
502,NA,NA,5771.933333,5773.633333,4991.733333,4994.566667,15486.2,15488.53333,NA,NA
503,NA,NA,5774.833333,5775.866667,4998.466667,5011.333333,15488.9,15491.06667,NA,NA
504,NA,NA,5837.733333,5843.566667,5012.966667,5013.233333,15491.2,15491.96667,NA,NA
505,NA,NA,5943.833333,5946.133333,5013.366667,5020.266667,15492.06667,15525.7,NA,NA
506,NA,NA,5946.166667,5946.2,5021.966667,5022.266667,15525.93333,15527.23333,NA,NA
507,NA,NA,5948.8,5955.033333,5023.733333,5031.733333,15539.26667,15540.86667,NA,NA
508,NA,NA,5963.933333,5967.633333,5039.666667,5041.733333,15542.63333,15543.5,NA,NA
509,NA,NA,5969.3,6018.833333,5043.633333,5044.166667,15543.6,15559.3,NA,NA
510,NA,NA,6020.066667,6025.333333,5044.333333,5044.466667,15814.66667,15815.93333,NA,NA
511,NA,NA,6028.766667,6028.966667,5047.833333,5050.166667,15838.33333,15842.3,NA,NA
512,NA,NA,6125.566667,6127.666667,5057.933333,5059.066667,15867.46667,15872.1,NA,NA
513,NA,NA,6139.466667,6139.766667,5069.233333,5072.633333,15881.93333,15888.56667,NA,NA
514,NA,NA,6140.833333,6142.666667,5089.333333,5089.366667,15952.6,15953.83333,NA,NA
515,NA,NA,6142.7,6157.8,5089.433333,5090,15953.86667,15953.96667,NA,NA
516,NA,NA,6160.866667,6161.433333,5090.166667,5090.366667,15954.06667,15956.56667,NA,NA
517,NA,NA,6161.566667,6161.866667,5090.466667,5090.633333,15957.3,15959.03333,NA,NA
518,NA,NA,6162.3,6162.4,5090.666667,5090.7,15959.46667,15960.66667,NA,NA
519,NA,NA,6224.233333,6224.566667,5090.766667,5092.066667,16017.23333,16019.66667,NA,NA
520,NA,NA,6225.066667,6225.6,5102.966667,5106.033333,16071.3,16077.73333,NA,NA
521,NA,NA,6225.8,6277.266667,5106.066667,5106.133333,16078.23333,16087.63333,NA,NA
522,NA,NA,6277.966667,6278,5106.333333,5106.4,16128.2,16129.23333,NA,NA
523,NA,NA,6278.033333,6278.1,5106.433333,5107.466667,16129.26667,16129.3,NA,NA
524,NA,NA,6278.466667,6278.566667,5108.066667,5108.2,16129.36667,16129.83333,NA,NA
525,NA,NA,6278.7,6278.766667,5108.266667,5108.766667,16134.63333,16167.13333,NA,NA
526,NA,NA,6279.7,6280.9,5114.566667,5114.633333,16241.66667,16242.2,NA,NA
527,NA,NA,6539.033333,6539.066667,5132.6,5132.666667,16364.16667,16364.33333,NA,NA
528,NA,NA,6539.266667,6542.066667,5143,5144.166667,16364.66667,16366.3,NA,NA
529,NA,NA,6542.3,6542.533333,5162.766667,5164.8,16366.63333,16366.76667,NA,NA
530,NA,NA,6729.333333,6734.5,5169.366667,5169.533333,16367.56667,16375.5,NA,NA
531,NA,NA,6786.533333,6786.633333,5172.966667,5173.233333,16397.46667,16401.23333,NA,NA
532,NA,NA,6786.7,6791.733333,5175.3,5175.366667,16402.16667,16402.46667,NA,NA
533,NA,NA,7303.166667,7304.2,5192.4,5202.8,16403.1,16403.46667,NA,NA
534,NA,NA,7304.466667,7306.466667,5251.266667,5257,16547.43333,16547.8,NA,NA
535,NA,NA,7306.733333,7307.7,5257.166667,5264.5,16547.86667,16548.33333,NA,NA
536,NA,NA,7319.566667,7320.5,5265.166667,5284.233333,16549.46667,16550,NA,NA
537,NA,NA,7338,7339.7,5284.733333,5285.5,16550.33333,16550.36667,NA,NA
538,NA,NA,7340.733333,7341.033333,5287.733333,5291.4,16559.33333,16563.2,NA,NA
539,NA,NA,7361.033333,7361.233333,5374.1,5374.7,16590.63333,16593.4,NA,NA
540,NA,NA,7414.733333,7416.1,5374.866667,5378.766667,16594.9,16596.46667,NA,NA
541,NA,NA,7416.233333,7417,5390.166667,5390.233333,16596.7,16597.63333,NA,NA
542,NA,NA,7450.6,7450.933333,5396.1,5398.033333,16600.6,16613.23333,NA,NA
543,NA,NA,7451.933333,7452.266667,5399.466667,5399.533333,16613.56667,16617.53333,NA,NA
544,NA,NA,7452.333333,7452.733333,5399.566667,5399.633333,16618.56667,16619.63333,NA,NA
545,NA,NA,7485.9,7486.8,5407.866667,5408.733333,16619.83333,16623.36667,NA,NA
546,NA,NA,7501.266667,7503.566667,5440.766667,5440.8,16803.06667,16814.66667,NA,NA
547,NA,NA,7536.733333,7542.533333,5449.8,5450.833333,16941.36667,16947.46667,NA,NA
548,NA,NA,7570.366667,7570.566667,5452.566667,5454.733333,16947.83333,16958.46667,NA,NA
549,NA,NA,7588.133333,7591.4,5455,5457.2,16971.43333,16972.66667,NA,NA
550,NA,NA,7602.7,7602.933333,5473.333333,5480.9,17092.6,17093.3,NA,NA
551,NA,NA,7603.266667,7605,5481.8,5481.9,17093.43333,17093.63333,NA,NA
552,NA,NA,7609,7609.233333,5482.033333,5484.4,17093.93333,17094.2,NA,NA
553,NA,NA,7609.333333,7609.833333,5485.066667,5486.033333,17094.53333,17105.6,NA,NA
554,NA,NA,7614.933333,7615.433333,5486.766667,5503.8,17160.46667,17161.03333,NA,NA
555,NA,NA,7615.933333,7616.233333,5504.066667,5514.166667,17161.2,17161.5,NA,NA
556,NA,NA,7616.6,7616.766667,5514.366667,5514.4,17162.13333,17162.76667,NA,NA
557,NA,NA,7616.833333,7617.166667,5514.933333,5514.966667,17170.3,17174.66667,NA,NA
558,NA,NA,7617.5,7618,5522.6,5540.133333,17218.73333,17221.66667,NA,NA
559,NA,NA,7618.033333,7618.2,5637.566667,5680.2,17221.86667,17223.93333,NA,NA
560,NA,NA,7618.7,7618.866667,5680.4,5680.633333,17226,17226.6,NA,NA
561,NA,NA,7618.9,7619,5693.833333,5693.866667,17227.6,17228.4,NA,NA
562,NA,NA,7631.166667,7633.066667,5695.733333,5696.3,17229.7,17233.43333,NA,NA
563,NA,NA,7633.466667,7634.366667,5696.333333,5696.366667,17401.3,17406.36667,NA,NA
564,NA,NA,7635.433333,7636.833333,5751.5,5751.533333,17410.06667,17444.7,NA,NA
565,NA,NA,7636.933333,7702.533333,5752.133333,5753.166667,17496.63333,17497.7,NA,NA
566,NA,NA,7702.733333,7704.933333,5753.3,5753.4,17498.2,17498.23333,NA,NA
567,NA,NA,7705,7710.5,5754.766667,5769.166667,17509.9,17519.43333,NA,NA
568,NA,NA,7717.2,7717.333333,5769.366667,5770.1,17522.4,17528.56667,NA,NA
569,NA,NA,7717.9,7717.966667,5771.5,5771.933333,17528.73333,17538.63333,NA,NA
570,NA,NA,7718.2,7718.433333,5773.633333,5774.833333,17539,17539.1,NA,NA
571,NA,NA,7730.366667,7730.566667,5820.1,5820.2,17539.53333,17546.73333,NA,NA
572,NA,NA,7765.2,7765.866667,5821.5,5821.966667,17546.86667,17547.03333,NA,NA
573,NA,NA,7771.6,7774.266667,5822.566667,5822.666667,17552.43333,17568.7,NA,NA
574,NA,NA,7774.366667,7774.4,5823.2,5830.966667,17743.56667,17746.13333,NA,NA
575,NA,NA,7809.033333,7809.866667,5831.1,5831.166667,17766.56667,17767.43333,NA,NA
576,NA,NA,7810.266667,7810.366667,5831.633333,5833.333333,17767.46667,17767.5,NA,NA
577,NA,NA,7810.4,7811.1,5833.633333,5835.1,17768.06667,17770.63333,NA,NA
578,NA,NA,7811.733333,7814.5,5835.566667,5836.066667,18016.7,18032.33333,NA,NA
579,NA,NA,7814.533333,7816.166667,5837.3,5837.733333,18050.03333,18057.7,NA,NA
580,NA,NA,7823.333333,7823.566667,5872.166667,5943.833333,18065.06667,18065.96667,NA,NA
581,NA,NA,7823.733333,7823.9,5946.133333,5946.166667,18066,18066.03333,NA,NA
582,NA,NA,7924.333333,7924.533333,5946.2,5948.8,18066.36667,18070.06667,NA,NA
583,NA,NA,7924.733333,7926.233333,5955.033333,5963.933333,18087.56667,18089.86667,NA,NA
584,NA,NA,7965.333333,7966.166667,5967.633333,5969.3,18093.33333,18093.36667,NA,NA
585,NA,NA,7966.6,7966.866667,6018.833333,6020.066667,18093.43333,18093.53333,NA,NA
586,NA,NA,7970.133333,7974.6,6025.333333,6028.766667,18094.86667,18095.16667,NA,NA
587,NA,NA,8033.966667,8035.8,6028.966667,6040.9,18114.9,18115,NA,NA
588,NA,NA,8035.9,8035.933333,6112.166667,6125.566667,18115.03333,18115.1,NA,NA
589,NA,NA,8036.1,8036.133333,6127.666667,6139.466667,18115.13333,18115.16667,NA,NA
590,NA,NA,8036.5,8036.8,6139.766667,6140.833333,18117.36667,18117.46667,NA,NA
591,NA,NA,8038.833333,8043.1,6142.666667,6142.7,18117.9,18193.03333,NA,NA
592,NA,NA,8044.233333,8044.366667,6157.8,6160.866667,18241.76667,18244.36667,NA,NA
593,NA,NA,8044.4,8044.433333,6161.433333,6161.566667,18244.4,18247.16667,NA,NA
594,NA,NA,8044.466667,8045.166667,6161.866667,6162.3,18269.86667,18285.06667,NA,NA
595,NA,NA,8045.233333,8045.366667,6162.4,6169.6,18459.5,18466.03333,NA,NA
596,NA,NA,8045.933333,8065.166667,6198.966667,6199.3,18473.33333,18473.86667,NA,NA
597,NA,NA,8066.1,8082.533333,6199.333333,6201.533333,18474.7,18474.8,NA,NA
598,NA,NA,8082.666667,8082.7,6223.3,6224.233333,18474.86667,18474.96667,NA,NA
599,NA,NA,8090.833333,8094.133333,6224.566667,6225.066667,18475.7,18476.03333,NA,NA
600,NA,NA,8094.166667,8094.266667,6225.6,6225.8,18479.4,18481.1,NA,NA
601,NA,NA,8099.166667,8100.266667,6277.266667,6277.966667,18487.3,18489.23333,NA,NA
602,NA,NA,8101.133333,8101.366667,6278,6278.033333,18494.9,18496.66667,NA,NA
603,NA,NA,8102.733333,8129.5,6278.1,6278.466667,18516.73333,18539.23333,NA,NA
604,NA,NA,8133.8,8134.6,6278.566667,6278.7,18540.3,18541.83333,NA,NA
605,NA,NA,8134.8,8163.566667,6278.766667,6279.7,18547.36667,18555.8,NA,NA
606,NA,NA,8168.333333,8168.366667,6280.9,6281.366667,18726.36667,18728.73333,NA,NA
607,NA,NA,8168.6,8169.133333,6283.8,6427.633333,NA,NA,NA,NA
608,NA,NA,8176.933333,8177.033333,6489.433333,6539.033333,NA,NA,NA,NA
609,NA,NA,8177.5,8177.566667,6539.066667,6539.266667,NA,NA,NA,NA
610,NA,NA,8178.366667,8178.9,6542.066667,6542.3,NA,NA,NA,NA
611,NA,NA,8179.533333,8179.566667,6542.533333,6545.766667,NA,NA,NA,NA
612,NA,NA,8179.7,8180.533333,6558.7,6634.033333,NA,NA,NA,NA
613,NA,NA,8180.566667,8180.666667,6636.333333,6641.9,NA,NA,NA,NA
614,NA,NA,8180.833333,8182.733333,6726.366667,6729.333333,NA,NA,NA,NA
615,NA,NA,8183.533333,8185.133333,6734.5,6734.9,NA,NA,NA,NA
616,NA,NA,8185.933333,8186.2,6781,6786.533333,NA,NA,NA,NA
617,NA,NA,8186.266667,8188.166667,6786.633333,6786.7,NA,NA,NA,NA
618,NA,NA,8188.233333,8189.466667,6791.733333,6796.5,NA,NA,NA,NA
619,NA,NA,8189.633333,8214.233333,6856.566667,7303.166667,NA,NA,NA,NA
620,NA,NA,8216.9,8216.933333,7304.2,7304.466667,NA,NA,NA,NA
621,NA,NA,8217,8230,7306.466667,7306.733333,NA,NA,NA,NA
622,NA,NA,8237.233333,8255.666667,7307.7,7314.3,NA,NA,NA,NA
623,NA,NA,8255.833333,8255.933333,7314.666667,7319.566667,NA,NA,NA,NA
624,NA,NA,8256.666667,8256.7,7320.5,7338,NA,NA,NA,NA
625,NA,NA,8257.366667,8257.566667,7339.7,7340.733333,NA,NA,NA,NA
626,NA,NA,8257.766667,8259.1,7341.033333,7346.1,NA,NA,NA,NA
627,NA,NA,8259.133333,8259.266667,7358.5,7361.033333,NA,NA,NA,NA
628,NA,NA,8260.566667,8262.566667,7361.233333,7411.866667,NA,NA,NA,NA
629,NA,NA,8262.6,8262.666667,7414.233333,7414.733333,NA,NA,NA,NA
630,NA,NA,8263,8263.2,7416.1,7416.233333,NA,NA,NA,NA
631,NA,NA,8263.3,8263.433333,7417,7417.466667,NA,NA,NA,NA
632,NA,NA,8263.466667,8264.233333,7420.1,7434.5,NA,NA,NA,NA
633,NA,NA,8264.266667,8304.333333,7436.2,7441.366667,NA,NA,NA,NA
634,NA,NA,8306.266667,8306.7,7443.266667,7445.333333,NA,NA,NA,NA
635,NA,NA,8307.4,8308,7448.233333,7450.6,NA,NA,NA,NA
636,NA,NA,8308.033333,8308.1,7450.933333,7451.933333,NA,NA,NA,NA
637,NA,NA,8308.266667,8313.4,7452.266667,7452.333333,NA,NA,NA,NA
638,NA,NA,8313.533333,8313.666667,7452.733333,7453.266667,NA,NA,NA,NA
639,NA,NA,8314.066667,8314.766667,7455.533333,7482.266667,NA,NA,NA,NA
640,NA,NA,8329.633333,8346.166667,7484.933333,7485.9,NA,NA,NA,NA
641,NA,NA,8389.7,8422.5,7486.8,7488.233333,NA,NA,NA,NA
642,NA,NA,8422.733333,8422.766667,7499.533333,7501.266667,NA,NA,NA,NA
643,NA,NA,8427.033333,8427.9,7503.566667,7504.733333,NA,NA,NA,NA
644,NA,NA,8428.7,8432.533333,7506.666667,7528.366667,NA,NA,NA,NA
645,NA,NA,8432.966667,8433.5,7532.433333,7536.733333,NA,NA,NA,NA
646,NA,NA,8433.7,8433.866667,7542.533333,7570.366667,NA,NA,NA,NA
647,NA,NA,8445.8,8447.6,7570.566667,7571.4,NA,NA,NA,NA
648,NA,NA,8447.8,8447.933333,7587.2,7588.133333,NA,NA,NA,NA
649,NA,NA,8503.366667,8503.666667,7591.4,7602.7,NA,NA,NA,NA
650,NA,NA,8503.866667,8508.333333,7602.933333,7603.266667,NA,NA,NA,NA
651,NA,NA,8533.533333,8533.866667,7605,7609,NA,NA,NA,NA
652,NA,NA,8534.066667,8534.333333,7609.233333,7609.333333,NA,NA,NA,NA
653,NA,NA,8534.733333,8536.333333,7609.833333,7614.933333,NA,NA,NA,NA
654,NA,NA,8536.833333,8536.866667,7615.433333,7615.933333,NA,NA,NA,NA
655,NA,NA,8537.3,8537.333333,7616.233333,7616.6,NA,NA,NA,NA
656,NA,NA,8537.433333,8537.466667,7616.766667,7616.833333,NA,NA,NA,NA
657,NA,NA,8538.033333,8538.133333,7617.166667,7617.5,NA,NA,NA,NA
658,NA,NA,8539.133333,8539.166667,7618,7618.033333,NA,NA,NA,NA
659,NA,NA,8539.2,8539.233333,7618.2,7618.7,NA,NA,NA,NA
660,NA,NA,8539.766667,8539.833333,7618.866667,7618.9,NA,NA,NA,NA
661,NA,NA,8558.266667,8558.333333,7619,7619.366667,NA,NA,NA,NA
662,NA,NA,8563.433333,8563.6,7621.933333,7631.166667,NA,NA,NA,NA
663,NA,NA,8563.866667,8564.166667,7633.066667,7633.466667,NA,NA,NA,NA
664,NA,NA,8564.3,8587.133333,7634.366667,7635.433333,NA,NA,NA,NA
665,NA,NA,8627.733333,8627.866667,7636.833333,7636.933333,NA,NA,NA,NA
666,NA,NA,8627.966667,8628.066667,7702.533333,7702.733333,NA,NA,NA,NA
667,NA,NA,8628.266667,8631.133333,7704.933333,7705,NA,NA,NA,NA
668,NA,NA,8631.3,8631.366667,7710.5,7717.2,NA,NA,NA,NA
669,NA,NA,8732.833333,8856.3,7717.333333,7717.9,NA,NA,NA,NA
670,NA,NA,8865.2,8868.7,7717.966667,7718.2,NA,NA,NA,NA
671,NA,NA,8908.566667,9176.033333,7718.433333,7730.366667,NA,NA,NA,NA
672,NA,NA,9176.433333,9183,7730.566667,7740.366667,NA,NA,NA,NA
673,NA,NA,9183.166667,9183.2,7758.866667,7760.3,NA,NA,NA,NA
674,NA,NA,9186.966667,9188.633333,7761.666667,7765.2,NA,NA,NA,NA
675,NA,NA,9188.9,9242.733333,7765.866667,7766.4,NA,NA,NA,NA
676,NA,NA,9324.633333,9324.7,7768.3,7771.6,NA,NA,NA,NA
677,NA,NA,9324.866667,9324.966667,7774.266667,7774.366667,NA,NA,NA,NA
678,NA,NA,9326.733333,9391.633333,7774.4,7782.333333,NA,NA,NA,NA
679,NA,NA,9422.533333,9443.733333,7807.433333,7809.033333,NA,NA,NA,NA
680,NA,NA,9444,9454.066667,7809.866667,7810.266667,NA,NA,NA,NA
681,NA,NA,9459.4,9459.566667,7810.366667,7810.4,NA,NA,NA,NA
682,NA,NA,9463.533333,9463.8,7811.1,7811.733333,NA,NA,NA,NA
683,NA,NA,9463.833333,9464,7814.5,7814.533333,NA,NA,NA,NA
684,NA,NA,9471.5,9475.033333,7816.166667,7823.333333,NA,NA,NA,NA
685,NA,NA,9478.4,9501.133333,7823.566667,7823.733333,NA,NA,NA,NA
686,NA,NA,9504.333333,9504.466667,7823.9,7826,NA,NA,NA,NA
687,NA,NA,9505.133333,9505.433333,7923.6,7924.333333,NA,NA,NA,NA
688,NA,NA,9505.466667,9507.133333,7924.533333,7924.733333,NA,NA,NA,NA
689,NA,NA,9507.6,9508,7926.233333,7933.466667,NA,NA,NA,NA
690,NA,NA,9509.566667,9510.1,7964.733333,7965.333333,NA,NA,NA,NA
691,NA,NA,9510.133333,9510.166667,7966.166667,7966.6,NA,NA,NA,NA
692,NA,NA,9510.2,9510.333333,7966.866667,7970.133333,NA,NA,NA,NA
693,NA,NA,9553.866667,9582.966667,7974.6,7977.133333,NA,NA,NA,NA
694,NA,NA,9584.033333,9594.5,7998.3,8033.966667,NA,NA,NA,NA
695,NA,NA,9594.866667,9595.233333,8035.8,8035.9,NA,NA,NA,NA
696,NA,NA,9595.666667,9666.2,8035.933333,8036.1,NA,NA,NA,NA
697,NA,NA,9666.466667,9668.5,8036.133333,8036.5,NA,NA,NA,NA
698,NA,NA,9725.166667,9727.066667,8036.8,8038.833333,NA,NA,NA,NA
699,NA,NA,9727.1,9727.166667,8043.1,8044.233333,NA,NA,NA,NA
700,NA,NA,9728.166667,9728.3,8044.366667,8044.4,NA,NA,NA,NA
701,NA,NA,9732.233333,9735.033333,8044.433333,8044.466667,NA,NA,NA,NA
702,NA,NA,9762.5,9762.8,8045.166667,8045.233333,NA,NA,NA,NA
703,NA,NA,9762.866667,9764.033333,8045.366667,8045.933333,NA,NA,NA,NA
704,NA,NA,9764.366667,9764.433333,8065.166667,8066.1,NA,NA,NA,NA
705,NA,NA,9765.5,9765.8,8082.533333,8082.666667,NA,NA,NA,NA
706,NA,NA,9818.966667,9834.733333,8082.7,8090.833333,NA,NA,NA,NA
707,NA,NA,9876.1,9877.466667,8094.133333,8094.166667,NA,NA,NA,NA
708,NA,NA,9910.233333,9910.966667,8094.266667,8099.166667,NA,NA,NA,NA
709,NA,NA,9913.433333,9914.4,8100.266667,8101.133333,NA,NA,NA,NA
710,NA,NA,9914.5,9914.766667,8101.366667,8102.733333,NA,NA,NA,NA
711,NA,NA,9947.5,9948.066667,8129.5,8133.8,NA,NA,NA,NA
712,NA,NA,9948.166667,9948.3,8134.6,8134.8,NA,NA,NA,NA
713,NA,NA,9948.333333,9948.366667,8163.566667,8168.333333,NA,NA,NA,NA
714,NA,NA,9952.9,9953.1,8168.366667,8168.6,NA,NA,NA,NA
715,NA,NA,9953.2,9953.3,8169.133333,8176.933333,NA,NA,NA,NA
716,NA,NA,9953.333333,9959.4,8177.033333,8177.5,NA,NA,NA,NA
717,NA,NA,9959.5,9959.733333,8177.566667,8178.366667,NA,NA,NA,NA
718,NA,NA,9968.766667,9969.7,8178.9,8179.533333,NA,NA,NA,NA
719,NA,NA,9969.8,9969.833333,8179.566667,8179.7,NA,NA,NA,NA
720,NA,NA,9969.866667,9970.7,8180.533333,8180.566667,NA,NA,NA,NA
721,NA,NA,9980.733333,9980.8,8180.666667,8180.833333,NA,NA,NA,NA
722,NA,NA,9980.933333,9981.933333,8182.733333,8183.533333,NA,NA,NA,NA
723,NA,NA,9982.033333,9982.166667,8185.133333,8185.933333,NA,NA,NA,NA
724,NA,NA,10018.76667,10019.06667,8186.2,8186.266667,NA,NA,NA,NA
725,NA,NA,10026.66667,10027.3,8188.166667,8188.233333,NA,NA,NA,NA
726,NA,NA,10028.2,10029.26667,8189.466667,8189.633333,NA,NA,NA,NA
727,NA,NA,10030.76667,10030.83333,8214.233333,8216.9,NA,NA,NA,NA
728,NA,NA,10040,10041.86667,8216.933333,8217,NA,NA,NA,NA
729,NA,NA,10077.13333,10077.23333,8230,8237.233333,NA,NA,NA,NA
730,NA,NA,10077.4,10077.8,8255.666667,8255.833333,NA,NA,NA,NA
731,NA,NA,10092.83333,10092.93333,8255.933333,8256.666667,NA,NA,NA,NA
732,NA,NA,10092.96667,10114.8,8256.7,8257.366667,NA,NA,NA,NA
733,NA,NA,10116.43333,10116.6,8257.566667,8257.766667,NA,NA,NA,NA
734,NA,NA,10270.9,10270.93333,8259.1,8259.133333,NA,NA,NA,NA
735,NA,NA,10271.03333,10271.16667,8259.266667,8260.566667,NA,NA,NA,NA
736,NA,NA,10271.33333,10289.36667,8262.566667,8262.6,NA,NA,NA,NA
737,NA,NA,10289.56667,10296.3,8262.666667,8263,NA,NA,NA,NA
738,NA,NA,10300.43333,10300.66667,8263.2,8263.3,NA,NA,NA,NA
739,NA,NA,10300.7,10300.83333,8263.433333,8263.466667,NA,NA,NA,NA
740,NA,NA,10301.23333,10301.3,8264.233333,8264.266667,NA,NA,NA,NA
741,NA,NA,10301.36667,10301.46667,8304.333333,8306.266667,NA,NA,NA,NA
742,NA,NA,10301.53333,10301.56667,8306.7,8307.4,NA,NA,NA,NA
743,NA,NA,10307.5,10307.53333,8308,8308.033333,NA,NA,NA,NA
744,NA,NA,10309.46667,10309.5,8308.1,8308.266667,NA,NA,NA,NA
745,NA,NA,10309.53333,10309.56667,8313.4,8313.533333,NA,NA,NA,NA
746,NA,NA,10309.6,10309.63333,8313.666667,8314.066667,NA,NA,NA,NA
747,NA,NA,10312.7,10321.6,8314.766667,8329.633333,NA,NA,NA,NA
748,NA,NA,10363.53333,10364.3,8346.166667,8346.933333,NA,NA,NA,NA
749,NA,NA,10365.23333,10369.7,8374.433333,8389.7,NA,NA,NA,NA
750,NA,NA,10377.8,10378.06667,8422.5,8422.733333,NA,NA,NA,NA
751,NA,NA,10379.26667,10379.63333,8422.766667,8427.033333,NA,NA,NA,NA
752,NA,NA,10380.16667,10380.63333,8427.9,8428.7,NA,NA,NA,NA
753,NA,NA,10381.53333,10391.96667,8432.533333,8432.966667,NA,NA,NA,NA
754,NA,NA,10395.7,10396.5,8433.5,8433.7,NA,NA,NA,NA
755,NA,NA,10396.96667,10397.5,8433.866667,8434.4,NA,NA,NA,NA
756,NA,NA,10399.23333,10399.63333,8445,8445.8,NA,NA,NA,NA
757,NA,NA,10402.93333,10404.03333,8447.6,8447.8,NA,NA,NA,NA
758,NA,NA,10404.3,10404.36667,8447.933333,8456.666667,NA,NA,NA,NA
759,NA,NA,10404.53333,10404.73333,8502.633333,8503.366667,NA,NA,NA,NA
760,NA,NA,10406.2,10406.86667,8503.666667,8503.866667,NA,NA,NA,NA
761,NA,NA,10410.73333,10423.96667,8508.333333,8533.533333,NA,NA,NA,NA
762,NA,NA,10424.1,10429.8,8533.866667,8534.066667,NA,NA,NA,NA
763,NA,NA,10437.46667,10437.7,8534.333333,8534.733333,NA,NA,NA,NA
764,NA,NA,10437.8,10462.06667,8536.333333,8536.833333,NA,NA,NA,NA
765,NA,NA,10462.1,10462.36667,8536.866667,8537.3,NA,NA,NA,NA
766,NA,NA,10462.76667,10462.83333,8537.333333,8537.433333,NA,NA,NA,NA
767,NA,NA,10462.86667,10476,8537.466667,8538.033333,NA,NA,NA,NA
768,NA,NA,10476.7,10477.23333,8538.133333,8539.133333,NA,NA,NA,NA
769,NA,NA,10477.46667,10477.5,8539.166667,8539.2,NA,NA,NA,NA
770,NA,NA,10478.33333,10478.4,8539.233333,8539.766667,NA,NA,NA,NA
771,NA,NA,10478.46667,10481.4,8539.833333,8558.266667,NA,NA,NA,NA
772,NA,NA,10616.16667,10616.4,8558.333333,8563.433333,NA,NA,NA,NA
773,NA,NA,10621.73333,10621.76667,8563.6,8563.866667,NA,NA,NA,NA
774,NA,NA,10621.86667,10625.3,8564.166667,8564.3,NA,NA,NA,NA
775,NA,NA,11034.4,11321.03333,8587.133333,8596.933333,NA,NA,NA,NA
776,NA,NA,11321.63333,11324.4,8598.966667,8600.9,NA,NA,NA,NA
777,NA,NA,11324.93333,11336.8,8627.266667,8627.733333,NA,NA,NA,NA
778,NA,NA,11375.06667,11387.16667,8627.866667,8627.966667,NA,NA,NA,NA
779,NA,NA,11531.73333,11579.93333,8628.066667,8628.266667,NA,NA,NA,NA
780,NA,NA,11581.3,11581.63333,8631.133333,8631.3,NA,NA,NA,NA
781,NA,NA,11581.8,11582.36667,8631.366667,8732.833333,NA,NA,NA,NA
782,NA,NA,11582.46667,11656.6,8856.3,8865.2,NA,NA,NA,NA
783,NA,NA,11850.8,11858.6,8868.7,8873.133333,NA,NA,NA,NA
784,NA,NA,11887.53333,11888.73333,8907.966667,8908.566667,NA,NA,NA,NA
785,NA,NA,11894.43333,12282.63333,9176.033333,9176.433333,NA,NA,NA,NA
786,NA,NA,12282.63333,12940.06667,9183,9183.166667,NA,NA,NA,NA
787,NA,NA,12965.06667,12965.26667,9183.2,9186.966667,NA,NA,NA,NA
788,NA,NA,12965.3,12972.46667,9188.633333,9188.9,NA,NA,NA,NA
789,NA,NA,12976.53333,13011.2,9242.733333,9244.9,NA,NA,NA,NA
790,NA,NA,13011.26667,13011.53333,9264.466667,9272.833333,NA,NA,NA,NA
