"X1","Center_start","Center_stop","Left_start","Left_stop","Unknown_start","Unknown_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Contact_Left_start","Contact_Left_stop"
505,NA,NA,9072.199,9072.266,NA,NA,6814.766,6819.533,10890.199,10891.065,10275.266,10278.033
506,NA,NA,9072.399,9072.466,NA,NA,6846,6854.8,10892.399,10892.565,10288.633,10288.799
507,NA,NA,9072.533,9084.766,NA,NA,6882.233,6884.6,10892.599,10894.065,10288.833,10288.866
508,NA,NA,9090.533,9090.766,NA,NA,6889.933,6901.8,10894.132,10894.365,10289.266,10289.299
509,NA,NA,9090.899,9091.099,NA,NA,6903.6,6915.5,10896.532,10898.465,10289.466,10290.399
510,NA,NA,9091.433,9091.899,NA,NA,6921.933,6923.166,10900.065,10900.899,10291.166,10332.066
511,NA,NA,9093.433,9100.099,NA,NA,6923.8,6926.066,10900.932,10900.965,10465.033,10467.366
512,NA,NA,9100.299,9104.766,NA,NA,6926.1,6926.2,10901.765,10902.032,10467.866,10468.266
513,NA,NA,9105.633,9198.699,NA,NA,6926.233,6927.233,10915.432,10915.565,10473.033,10475.566
514,NA,NA,9198.833,9198.966,NA,NA,6927.266,6927.3,10916.132,10916.199,10475.933,10475.966
515,NA,NA,9199.433,9200.166,NA,NA,6928.033,6928.1,11052.899,11053.165,10475.999,10477.433
516,NA,NA,9201.599,9224.633,NA,NA,6928.166,6928.433,11054.299,11056.932,10477.699,10480.299
517,NA,NA,9226.566,9234.966,NA,NA,6929.533,6930.1,11057.299,11058.199,10480.566,10481.566
518,NA,NA,9234.999,9235.166,NA,NA,6930.4,6930.7,11067.232,11067.532,10481.633,10481.766
519,NA,NA,9235.399,9235.499,NA,NA,6931.6,6931.633,11068.265,11068.632,10481.899,10482.099
520,NA,NA,9238.366,9239.099,NA,NA,6942.233,6943.1,11068.699,11068.832,10482.666,10485.099
521,NA,NA,9239.299,9239.566,NA,NA,6947.133,6952.533,11069.232,11069.299,10485.299,10486.899
522,NA,NA,9243.199,9260.533,NA,NA,6973.333,6976.7,11069.399,11069.565,10487.166,10487.299
523,NA,NA,9260.699,9267.266,NA,NA,6979.433,6984.6,11071.865,11071.932,10487.399,10488.033
524,NA,NA,9268.133,9270.133,NA,NA,6984.666,7135.533,11072.865,11073.232,10488.133,10488.366
525,NA,NA,9273.033,9275.533,NA,NA,7135.533,7703.366,11073.632,11074.332,10493.166,10520.433
526,NA,NA,9275.766,9278.599,NA,NA,7720.266,7752.633,11075.132,11075.399,10528.566,10528.599
527,NA,NA,9279.999,9322.866,NA,NA,7769.499,7769.633,11075.632,11075.732,10528.666,10528.899
528,NA,NA,9323.999,9324.533,NA,NA,7771.766,7772.066,11246.265,11246.599,10528.966,10535.066
529,NA,NA,9324.666,9324.733,NA,NA,7778.499,7781.366,11254.032,11254.165,10535.566,10535.833
530,NA,NA,9328.633,9490.433,NA,NA,7806.833,7823.333,11259.899,11261.099,10536.333,10729.166
531,NA,NA,9504.866,9509.099,NA,NA,7823.633,7850.399,11331.865,11332.032,10761.132,10765.099
532,NA,NA,9509.133,9509.266,NA,NA,7850.633,7852.733,11336.999,11338.832,10766.199,10767.265
533,NA,NA,9509.466,9511.166,NA,NA,7853.699,7854.333,11339.865,11339.932,10797.599,10797.865
534,NA,NA,9512.399,9512.499,NA,NA,7854.599,7854.799,11339.965,11340.665,10799.165,10799.732
535,NA,NA,9512.699,9513.166,NA,NA,7858.233,7858.333,11340.765,11341.832,11082.832,11082.865
536,NA,NA,9539.666,9575.233,NA,NA,7858.599,7864.799,11342.132,11342.465,11083.232,11083.865
537,NA,NA,9575.533,9578.199,NA,NA,7869.899,7870.866,11342.632,11342.965,11084.099,11084.199
538,NA,NA,9578.866,9578.899,NA,NA,7872.566,7882.299,11343.232,11344.865,11282.565,11285.065
539,NA,NA,9579.633,9583.133,NA,NA,7894.766,7900.566,11346.765,11346.832,11285.632,11285.832
540,NA,NA,9583.699,9583.766,NA,NA,7902.399,7903.866,11347.032,11347.399,11305.765,11305.832
541,NA,NA,9584.066,9593.899,NA,NA,7903.999,7904.266,11356.565,11356.799,11317.965,11318.465
542,NA,NA,9596.666,9596.866,NA,NA,7997.566,8001.499,13532.899,13532.965,11365.999,11366.399
543,NA,NA,9596.933,9604.333,NA,NA,8038.066,8043.733,13532.999,13534.232,11367.265,11370.332
544,NA,NA,9604.566,9605.099,NA,NA,8043.999,8051.366,13534.265,13535.732,11526.999,11527.232
545,NA,NA,9605.166,9610.866,NA,NA,8051.566,8052.099,13535.799,13536.365,11527.465,11527.965
546,NA,NA,9611.399,9652.366,NA,NA,8052.399,8052.933,13536.965,13545.032,11528.632,11529.199
547,NA,NA,9652.633,9652.933,NA,NA,8054.399,8055.866,13551.332,13551.399,11637.765,11637.899
548,NA,NA,9653.033,9731.166,NA,NA,8057.499,8060.299,13551.532,13551.632,11640.232,11653.532
549,NA,NA,9732.399,9745.466,NA,NA,8060.599,8061.133,13552.432,13552.665,11661.565,11661.699
550,NA,NA,9745.599,9770.799,NA,NA,8062.566,8072.633,13552.965,13554.132,11663.932,11664.099
551,NA,NA,9771.066,9771.199,NA,NA,8080.633,8093.399,13670.899,13671.132,11666.099,11666.732
552,NA,NA,9783.099,9788.866,NA,NA,8093.666,8103.899,13671.665,13674.165,11671.232,11674.665
553,NA,NA,9788.966,9789.299,NA,NA,8113.366,8123.266,13674.232,13674.432,11675.699,11676.699
554,NA,NA,9852.766,9869.099,NA,NA,8124.633,8125.699,13674.499,13674.665,11676.832,11679.565
555,NA,NA,9871.499,9913.299,NA,NA,8139.133,8141.266,13676.232,13676.299,11682.765,11685.899
556,NA,NA,9913.433,9929.733,NA,NA,8255.766,8256.099,13707.432,13707.732,11689.932,11690.799
557,NA,NA,9930.166,9935.966,NA,NA,8257.133,8257.333,13707.999,13708.499,11691.632,11692.599
558,NA,NA,9944.566,9948.866,NA,NA,8260.166,8262.266,13708.565,13708.632,11692.932,11694.332
559,NA,NA,9950.499,9951.633,NA,NA,8290.799,8354.366,13708.765,13709.199,11698.165,11698.299
560,NA,NA,9959.199,9964.033,NA,NA,8354.699,8354.966,13710.432,13710.532,11698.999,11699.165
561,NA,NA,9964.299,9964.633,NA,NA,8355.033,8385.566,14271.832,14287.899,11734.165,11734.365
562,NA,NA,9966.433,9967.766,NA,NA,8387.366,8395.033,14309.032,14309.532,11755.932,11756.732
563,NA,NA,9967.799,9968.133,NA,NA,8752.833,8764.033,14749.565,14750.265,11757.032,11757.799
564,NA,NA,9968.199,9968.766,NA,NA,8768.833,8772.533,14750.298,14750.365,11757.899,11757.932
565,NA,NA,9971.899,9985.499,NA,NA,8773.633,8774.199,14751.331,14751.531,11758.032,11759.032
566,NA,NA,9985.533,9986.566,NA,NA,8776.766,8790.066,14760.598,14761.031,11769.732,11770.499
567,NA,NA,9988.866,9989.099,NA,NA,9519.699,9519.766,14761.165,14762.231,11770.532,11771.265
568,NA,NA,9989.366,9989.899,NA,NA,9522.033,9522.133,14762.331,14762.398,11779.332,11781.799
569,NA,NA,10002.033,10003.466,NA,NA,9522.366,9522.533,14762.931,14762.965,11782.699,11783.499
570,NA,NA,10005.199,10006.099,NA,NA,9522.566,9522.866,14762.998,14763.531,11787.599,11787.832
571,NA,NA,10020.733,10020.966,NA,NA,9523.533,9526.133,14763.865,14764.031,11794.532,11795.865
572,NA,NA,10022.133,10033.966,NA,NA,9526.766,9527.533,14764.065,14764.131,11800.799,11804.799
573,NA,NA,10034.199,10034.299,NA,NA,9527.699,9529.499,14764.465,14765.398,11809.565,11813.732
574,NA,NA,10034.533,10034.799,NA,NA,9529.699,9529.999,14765.965,14766.331,11820.032,11820.865
575,NA,NA,10035.199,10035.299,NA,NA,9530.866,9531.233,14772.465,14773.631,12073.132,12073.165
576,NA,NA,10035.766,10035.933,NA,NA,9531.533,9531.599,14956.365,14956.498,12073.965,12074.532
577,NA,NA,10036.499,10036.699,NA,NA,9533.633,9533.966,14956.631,14956.798,12075.465,12076.032
578,NA,NA,10036.933,10039.833,NA,NA,9534.133,9534.166,14958.531,14958.765,12081.399,12082.132
579,NA,NA,10040.499,10042.233,NA,NA,9536.299,9536.933,14959.298,14960.698,12086.865,12088.832
580,NA,NA,10048.033,10115.233,NA,NA,9789.699,9793.499,15273.798,15273.865,12089.232,12089.299
581,NA,NA,10132.699,10132.733,NA,NA,9798.966,9800.399,15274.198,15276.765,12095.765,12101.832
582,NA,NA,10132.799,10132.966,NA,NA,9803.866,9816.333,15750.565,15750.665,12193.332,12193.532
583,NA,NA,10133.199,10133.266,NA,NA,9816.366,9816.499,15750.865,15751.365,12393.865,12394.499
584,NA,NA,10133.299,10133.333,NA,NA,9816.966,9817.066,15751.398,15751.465,12394.565,12394.865
585,NA,NA,10133.866,10135.199,NA,NA,9817.166,9817.399,15751.498,15751.698,12395.699,12396.265
586,NA,NA,10135.466,10135.533,NA,NA,9819.366,9821.366,15751.831,15752.031,12504.932,12505.099
587,NA,NA,10140.399,10140.799,NA,NA,9821.866,9822.066,15752.098,15753.065,12511.432,12511.699
588,NA,NA,10151.033,10151.666,NA,NA,9823.333,9830.333,15753.365,15753.965,12511.899,12512.132
589,NA,NA,10153.733,10153.899,NA,NA,10809.165,10809.699,15785.165,15785.831,12518.199,12518.999
590,NA,NA,10154.166,10154.199,NA,NA,10810.165,10810.932,15786.165,15786.431,12519.165,12521.165
591,NA,NA,10154.699,10154.799,NA,NA,10810.965,10811.132,15832.431,15838.465,12540.665,12540.799
592,NA,NA,10157.999,10158.333,NA,NA,10819.932,10822.265,15908.765,15908.898,12540.832,12541.132
593,NA,NA,10167.399,10168.633,NA,NA,10822.332,10823.732,16645.598,16659.431,12546.432,12547.232
594,NA,NA,10187.333,10189.499,NA,NA,10823.865,10824.099,16659.731,16659.765,12550.432,12550.599
595,NA,NA,10193.066,10196.833,NA,NA,10824.365,10825.932,16659.798,16659.865,12550.732,12562.799
596,NA,NA,10213.233,10213.266,NA,NA,10829.032,10831.632,16659.931,16660.098,12562.899,12562.932
597,NA,NA,10213.366,10213.433,NA,NA,10831.865,10832.365,16660.165,16769.065,12562.999,12563.132
598,NA,NA,10214.133,10214.233,NA,NA,10832.632,10833.199,16769.365,16769.531,12564.399,12564.932
599,NA,NA,10217.933,10221.566,NA,NA,10833.832,10833.999,16769.665,16769.798,12565.399,12566.132
600,NA,NA,10224.599,10224.666,NA,NA,10835.032,10841.565,16787.165,16788.465,12566.199,12566.432
601,NA,NA,10225.133,10225.866,NA,NA,10841.765,10842.065,16788.698,16788.965,12566.732,12617.765
602,NA,NA,10227.733,10227.899,NA,NA,10842.832,10845.732,16788.998,16790.865,12813.332,12813.999
603,NA,NA,10228.566,10228.599,NA,NA,10845.799,10846.899,16790.931,16791.631,12815.832,12816.532
604,NA,NA,10228.633,10228.699,NA,NA,10847.132,10847.199,16791.765,16791.865,12863.065,12863.332
605,NA,NA,10229.333,10229.433,NA,NA,10848.065,10848.565,16791.931,16795.931,12863.532,12863.599
606,NA,NA,10229.633,10231.266,NA,NA,10849.799,10850.632,16796.531,16797.365,12863.665,12863.799
607,NA,NA,10232.333,10232.866,NA,NA,10850.932,10851.032,16797.631,16797.731,12866.265,12866.532
608,NA,NA,10235.766,10235.933,NA,NA,10851.332,10854.799,16797.798,16842.431,12867.199,12867.332
609,NA,NA,10238.599,10238.666,NA,NA,10854.832,10854.899,16843.231,16843.265,12868.065,12868.332
610,NA,NA,10239.733,10240.399,NA,NA,10857.032,10857.665,17582.298,17582.598,12869.932,12871.265
611,NA,NA,10241.666,10242.199,NA,NA,10857.865,10882.799,17583.565,17584.998,12871.932,12872.932
612,NA,NA,10242.966,10243.466,NA,NA,10883.265,10883.332,17878.031,17880.765,12874.265,12879.599
613,NA,NA,10243.833,10243.866,NA,NA,10883.399,10883.432,17890.498,17890.665,12879.665,12892.532
614,NA,NA,10249.133,10251.299,NA,NA,10883.565,10884.099,17890.798,17908.398,12896.332,12896.432
615,NA,NA,10251.433,10251.566,NA,NA,10884.232,10885.099,17908.931,17909.065,12896.699,12912.899
616,NA,NA,10252.266,10252.466,NA,NA,10885.299,10886.699,17909.098,17910.198,12975.265,12975.299
617,NA,NA,10257.166,10257.266,NA,NA,10886.999,10887.432,17928.131,17943.598,12975.665,12975.965
618,NA,NA,10257.633,10260.433,NA,NA,10887.799,10889.332,17943.598,17951.264,12979.265,13000.965
619,NA,NA,10260.733,10261.166,NA,NA,10889.465,10890.199,17959.564,17962.298,13001.165,13027.565
620,NA,NA,10270.466,10275.266,NA,NA,10891.065,10892.399,17962.764,17962.831,13315.165,13316.232
621,NA,NA,10278.033,10279.833,NA,NA,10892.565,10892.599,17976.698,17976.764,13317.965,13322.332
622,NA,NA,10288.266,10288.633,NA,NA,10894.065,10894.132,17984.798,17985.598,13326.599,13326.732
623,NA,NA,10288.799,10288.833,NA,NA,10894.365,10896.532,17985.631,17992.398,13326.765,13327.232
624,NA,NA,10288.866,10289.266,NA,NA,10898.465,10900.065,17998.898,17999.064,13330.599,13330.765
625,NA,NA,10289.299,10289.466,NA,NA,10900.899,10900.932,17999.631,17999.664,13365.132,13365.265
626,NA,NA,10290.399,10291.166,NA,NA,10900.965,10901.765,18001.198,18001.398,13365.365,13365.465
627,NA,NA,10332.066,10465.033,NA,NA,10902.032,10903.865,18009.364,18013.098,13368.432,13368.632
628,NA,NA,10467.366,10467.866,NA,NA,10915.199,10915.432,18015.898,18016.298,13369.332,13379.365
629,NA,NA,10468.266,10473.033,NA,NA,10915.565,10916.132,18254.164,18254.864,13481.899,13500.399
630,NA,NA,10475.566,10475.933,NA,NA,10916.199,10917.299,18255.264,18264.998,13505.565,13507.199
631,NA,NA,10475.966,10475.999,NA,NA,11052.732,11052.899,18265.598,18269.598,13524.732,13524.999
632,NA,NA,10477.433,10477.699,NA,NA,11053.165,11054.299,18270.398,18270.598,13557.432,13557.532
633,NA,NA,10480.299,10480.566,NA,NA,11056.932,11057.299,18270.831,18271.598,13632.065,13632.199
634,NA,NA,10481.566,10481.633,NA,NA,11058.199,11058.265,18271.631,18271.664,13634.032,13634.099
635,NA,NA,10481.766,10481.899,NA,NA,11066.899,11067.232,18271.898,18271.998,13635.865,13639.065
636,NA,NA,10482.099,10482.666,NA,NA,11067.532,11068.265,18272.131,18273.164,13639.265,13642.065
637,NA,NA,10485.099,10485.299,NA,NA,11068.632,11068.699,18273.664,18273.831,13642.132,13642.199
638,NA,NA,10486.899,10487.166,NA,NA,11068.832,11069.232,18274.031,18281.998,13644.465,13647.565
639,NA,NA,10487.299,10487.399,NA,NA,11069.299,11069.399,18282.064,18282.264,13647.965,13666.699
640,NA,NA,10488.033,10488.133,NA,NA,11069.565,11071.865,18282.331,18282.664,13666.732,13667.732
641,NA,NA,10488.366,10493.166,NA,NA,11071.932,11072.865,18283.564,18283.864,13667.932,13668.865
642,NA,NA,10520.433,10528.566,NA,NA,11073.232,11073.632,18288.931,18291.398,13733.165,13733.365
643,NA,NA,10528.599,10528.666,NA,NA,11074.332,11075.132,18291.731,18291.798,13733.665,13733.699
644,NA,NA,10528.899,10528.966,NA,NA,11075.399,11075.632,18323.631,18323.831,13733.732,13733.965
645,NA,NA,10535.066,10535.566,NA,NA,11075.732,11080.099,18323.898,18328.364,13734.399,13737.732
646,NA,NA,10535.833,10536.333,NA,NA,11084.532,11246.265,18504.364,18505.364,13778.699,13778.899
647,NA,NA,10729.166,10737.899,NA,NA,11246.599,11254.032,18506.598,18519.231,13788.565,13788.932
648,NA,NA,10737.899,10761.132,NA,NA,11254.165,11259.899,18806.764,18806.831,13789.599,13789.632
649,NA,NA,10765.099,10766.199,NA,NA,11261.099,11261.265,18807.231,18808.664,13789.665,13789.732
650,NA,NA,10767.265,10797.599,NA,NA,11321.532,11331.865,18810.164,18816.531,13790.232,13790.499
651,NA,NA,10797.865,10799.165,NA,NA,11332.032,11332.532,18989.931,18995.264,13792.099,13792.132
652,NA,NA,10799.732,10807.699,NA,NA,11338.832,11339.865,19235.631,19339.364,13792.165,13792.365
653,NA,NA,11081.699,11082.832,NA,NA,11339.932,11339.965,19340.631,19342.764,13792.832,13793.099
654,NA,NA,11082.865,11083.232,NA,NA,11340.665,11340.765,19351.631,19357.631,13794.632,13794.665
655,NA,NA,11083.865,11084.099,NA,NA,11341.832,11342.132,19359.431,19365.231,13797.665,13798.199
656,NA,NA,11084.199,11084.232,NA,NA,11342.465,11342.632,19478.731,19480.131,13798.432,13799.599
657,NA,NA,11267.899,11282.565,NA,NA,11342.965,11343.232,19603.297,19604.031,13800.232,13800.399
658,NA,NA,11285.065,11285.632,NA,NA,11344.865,11346.765,19651.131,19651.764,13800.665,13800.732
659,NA,NA,11285.832,11305.765,NA,NA,11346.832,11347.032,19660.131,19661.031,13800.865,13801.065
660,NA,NA,11305.832,11317.965,NA,NA,11347.399,11356.565,19716.197,19719.164,13867.232,13867.532
661,NA,NA,11318.465,11318.865,NA,NA,11356.799,11358.465,19832.364,19832.697,13867.699,13868.065
662,NA,NA,11360.665,11365.999,NA,NA,13534.232,13534.265,19833.897,19835.331,13890.632,13890.865
663,NA,NA,11366.399,11367.265,NA,NA,13535.732,13535.799,19847.297,19847.464,13895.432,13895.665
664,NA,NA,11370.332,11526.999,NA,NA,13536.365,13536.965,19935.364,19935.597,13908.199,13908.799
665,NA,NA,11527.232,11527.465,NA,NA,13545.032,13551.332,19943.597,19946.531,13909.432,13909.565
666,NA,NA,11527.965,11528.632,NA,NA,13551.399,13551.532,20122.997,20188.097,13910.165,13910.665
667,NA,NA,11529.199,11637.765,NA,NA,13551.632,13552.432,20188.697,20189.964,13963.032,13963.165
668,NA,NA,11637.899,11640.232,NA,NA,13552.665,13552.965,20200.331,20374.364,13995.065,13996.832
669,NA,NA,11653.532,11661.565,NA,NA,13554.132,13555.599,20376.864,20385.731,13999.332,13999.665
670,NA,NA,11661.699,11663.932,NA,NA,13669.399,13670.899,21234.364,21234.531,14222.232,14222.299
671,NA,NA,11664.099,11666.099,NA,NA,13671.132,13671.665,21234.597,21236.797,14223.165,14223.332
672,NA,NA,11666.732,11671.232,NA,NA,13674.165,13674.232,21239.031,21239.764,14315.632,14315.765
673,NA,NA,11674.665,11675.699,NA,NA,13674.432,13674.499,21252.331,21252.397,14334.332,14334.365
674,NA,NA,11676.699,11676.832,NA,NA,13674.665,13676.165,21253.631,21254.231,14334.432,14334.465
675,NA,NA,11679.565,11682.765,NA,NA,13697.732,13707.432,21600,21600,14340.099,14340.199
676,NA,NA,11685.899,11689.932,NA,NA,13707.732,13707.999,21600,21600,14344.298,14344.398
677,NA,NA,11690.799,11691.632,NA,NA,13708.499,13708.565,21600,21600,14344.931,14346.231
678,NA,NA,11692.599,11692.932,NA,NA,13708.632,13708.765,21600,21600,14355.598,14355.631
679,NA,NA,11694.332,11698.165,NA,NA,13709.199,13710.432,21600,21600,14356.831,14356.898
680,NA,NA,11698.299,11698.999,NA,NA,13710.532,13711.732,21600,21600,14357.198,14357.665
681,NA,NA,11699.165,11734.165,NA,NA,14015.399,14022.932,21600,21600,14357.998,14358.798
682,NA,NA,11734.365,11755.932,NA,NA,14270.832,14271.832,21600,21600,14358.965,14360.965
683,NA,NA,11756.732,11757.032,NA,NA,14287.899,14296.799,21600,21600,14361.765,14364.798
684,NA,NA,11757.799,11757.899,NA,NA,14300.132,14309.032,21600,21600,14365.831,14368.098
685,NA,NA,11757.932,11758.032,NA,NA,14309.532,14309.699,NA,NA,14373.598,14379.065
686,NA,NA,11759.032,11769.732,NA,NA,14743.731,14749.565,NA,NA,14381.531,14383.731
687,NA,NA,11770.499,11770.532,NA,NA,14750.265,14750.298,NA,NA,14411.931,14412.631
688,NA,NA,11771.265,11779.332,NA,NA,14750.365,14751.331,NA,NA,14413.931,14425.765
689,NA,NA,11781.799,11782.699,NA,NA,14751.531,14755.165,NA,NA,14426.031,14426.365
690,NA,NA,11783.499,11787.599,NA,NA,14756.898,14760.598,NA,NA,14512.165,14512.531
691,NA,NA,11787.832,11794.532,NA,NA,14761.031,14761.165,NA,NA,14514.165,14515.531
692,NA,NA,11795.865,11800.799,NA,NA,14762.231,14762.331,NA,NA,14516.231,14517.231
693,NA,NA,11804.799,11809.565,NA,NA,14762.398,14762.931,NA,NA,14534.331,14534.598
694,NA,NA,11813.732,11820.032,NA,NA,14762.965,14762.998,NA,NA,14534.631,14534.998
695,NA,NA,11820.865,12073.132,NA,NA,14763.531,14763.865,NA,NA,14537.798,14537.931
696,NA,NA,12073.165,12073.965,NA,NA,14764.031,14764.065,NA,NA,14538.931,14539.398
697,NA,NA,12074.532,12075.465,NA,NA,14764.131,14764.465,NA,NA,14544.765,14545.231
698,NA,NA,12076.032,12081.399,NA,NA,14765.398,14765.965,NA,NA,14546.031,14546.431
699,NA,NA,12082.132,12086.865,NA,NA,14766.331,14766.998,NA,NA,14567.298,14567.565
700,NA,NA,12088.832,12089.232,NA,NA,14767.598,14767.698,NA,NA,14568.265,14568.365
701,NA,NA,12089.299,12095.765,NA,NA,14773.631,14781.065,NA,NA,14568.665,14569.798
702,NA,NA,12101.832,12193.332,NA,NA,14781.331,14787.431,NA,NA,14570.831,14571.031
703,NA,NA,12193.532,12393.865,NA,NA,14789.165,14791.165,NA,NA,14639.098,14639.798
704,NA,NA,12394.499,12394.565,NA,NA,14796.298,14799.731,NA,NA,14640.665,14640.765
705,NA,NA,12394.865,12395.699,NA,NA,14809.298,14811.065,NA,NA,14640.898,14641.598
706,NA,NA,12396.265,12504.932,NA,NA,14812.298,14814.765,NA,NA,14644.065,14644.598
707,NA,NA,12505.099,12511.432,NA,NA,14818.298,14956.365,NA,NA,14644.665,14644.998
708,NA,NA,12511.699,12511.899,NA,NA,14956.498,14956.631,NA,NA,14646.665,14646.731
709,NA,NA,12512.132,12518.199,NA,NA,14956.798,14958.531,NA,NA,14647.665,14647.831
710,NA,NA,12518.999,12519.165,NA,NA,14958.765,14959.298,NA,NA,14647.865,14648.598
711,NA,NA,12521.165,12540.665,NA,NA,14960.698,15063.165,NA,NA,14651.298,14651.598
712,NA,NA,12540.799,12540.832,NA,NA,15120.865,15123.631,NA,NA,14665.665,14665.831
713,NA,NA,12541.132,12546.432,NA,NA,15199.631,15199.831,NA,NA,14666.531,14672.198
714,NA,NA,12547.232,12550.432,NA,NA,15201.865,15201.998,NA,NA,14724.665,14737.231
715,NA,NA,12550.599,12550.732,NA,NA,15202.331,15204.365,NA,NA,14795.131,14795.365
716,NA,NA,12562.799,12562.899,NA,NA,15221.865,15223.398,NA,NA,14795.398,14795.598
717,NA,NA,12562.932,12562.999,NA,NA,15224.965,15227.531,NA,NA,14795.765,14795.865
718,NA,NA,12563.132,12564.399,NA,NA,15227.798,15273.798,NA,NA,15107.965,15108.565
719,NA,NA,12564.932,12565.399,NA,NA,15273.865,15274.198,NA,NA,15284.098,15284.731
720,NA,NA,12566.132,12566.199,NA,NA,15276.765,15277.598,NA,NA,15455.865,15456.065
721,NA,NA,12566.432,12566.732,NA,NA,15748.998,15750.565,NA,NA,15456.698,15457.965
722,NA,NA,12617.765,12813.332,NA,NA,15750.665,15750.865,NA,NA,15458.565,15458.865
723,NA,NA,12813.999,12815.832,NA,NA,15751.365,15751.398,NA,NA,15465.431,15465.531
724,NA,NA,12816.532,12863.065,NA,NA,15751.465,15751.498,NA,NA,15466.398,15466.598
725,NA,NA,12863.332,12863.532,NA,NA,15751.698,15751.831,NA,NA,15467.065,15472.765
726,NA,NA,12863.599,12863.665,NA,NA,15752.031,15752.098,NA,NA,15473.298,15473.365
727,NA,NA,12863.799,12866.265,NA,NA,15753.065,15753.365,NA,NA,15473.431,15476.065
728,NA,NA,12866.532,12867.199,NA,NA,15753.965,15785.165,NA,NA,15537.665,15537.798
729,NA,NA,12867.332,12868.065,NA,NA,15785.831,15786.165,NA,NA,15537.898,15539.265
730,NA,NA,12868.332,12869.932,NA,NA,15786.431,15832.431,NA,NA,15539.798,15539.965
731,NA,NA,12871.265,12871.932,NA,NA,15838.465,15908.765,NA,NA,15540.198,15540.331
732,NA,NA,12872.932,12874.265,NA,NA,15908.898,15911.831,NA,NA,15544.165,15551.765
733,NA,NA,12879.599,12879.665,NA,NA,15914.898,15917.665,NA,NA,15552.665,15552.898
734,NA,NA,12892.532,12896.332,NA,NA,16126.265,16127.865,NA,NA,15554.198,15564.665
735,NA,NA,12896.432,12896.699,NA,NA,16539.165,16645.598,NA,NA,15564.765,15564.798
736,NA,NA,12912.899,12975.265,NA,NA,16659.431,16659.731,NA,NA,15565.098,15565.398
737,NA,NA,12975.299,12975.665,NA,NA,16659.765,16659.798,NA,NA,15587.331,15588.231
738,NA,NA,12975.965,12979.265,NA,NA,16659.865,16659.931,NA,NA,15592.665,15593.698
739,NA,NA,13000.965,13001.165,NA,NA,16660.098,16660.165,NA,NA,15594.065,15595.698
740,NA,NA,13027.565,13315.165,NA,NA,16769.065,16769.365,NA,NA,15595.765,15597.031
741,NA,NA,13316.232,13317.965,NA,NA,16769.531,16769.665,NA,NA,15624.998,15625.165
742,NA,NA,13322.332,13326.599,NA,NA,16769.798,16787.165,NA,NA,15665.365,15665.398
743,NA,NA,13326.732,13326.765,NA,NA,16788.465,16788.698,NA,NA,15665.431,15668.165
744,NA,NA,13327.232,13330.599,NA,NA,16788.965,16788.998,NA,NA,15668.798,15669.598
745,NA,NA,13330.765,13365.132,NA,NA,16790.865,16790.931,NA,NA,15670.031,15670.165
746,NA,NA,13365.265,13365.365,NA,NA,16791.631,16791.765,NA,NA,16019.798,16020.131
747,NA,NA,13365.465,13368.432,NA,NA,16791.865,16791.931,NA,NA,16021.898,16023.398
748,NA,NA,13368.632,13369.332,NA,NA,16795.931,16796.531,NA,NA,16023.598,16023.931
749,NA,NA,13379.365,13481.899,NA,NA,16797.365,16797.631,NA,NA,16025.398,16026.065
750,NA,NA,13500.399,13505.565,NA,NA,16797.731,16797.798,NA,NA,16026.565,16028.998
751,NA,NA,13507.199,13524.732,NA,NA,16842.431,16843.231,NA,NA,16029.198,16029.765
752,NA,NA,13524.999,13525.999,NA,NA,16843.265,16843.431,NA,NA,16030.031,16030.298
753,NA,NA,13557.532,13557.765,NA,NA,17577.898,17582.298,NA,NA,16030.498,16031.331
754,NA,NA,13559.799,13560.165,NA,NA,17582.598,17583.565,NA,NA,16031.498,16033.798
755,NA,NA,13580.832,13581.732,NA,NA,17584.998,17595.365,NA,NA,16033.865,16034.665
756,NA,NA,13630.065,13632.065,NA,NA,17604.498,17612.998,NA,NA,16034.731,16034.798
757,NA,NA,13632.199,13634.032,NA,NA,17620.431,17620.865,NA,NA,16038.098,16038.165
758,NA,NA,13634.099,13635.865,NA,NA,17847.731,17847.831,NA,NA,16038.765,16038.831
759,NA,NA,13639.065,13639.265,NA,NA,17848.031,17878.031,NA,NA,16039.531,16039.598
760,NA,NA,13642.065,13642.132,NA,NA,17880.765,17890.498,NA,NA,16040.365,16040.898
761,NA,NA,13642.199,13644.465,NA,NA,17890.665,17890.798,NA,NA,16041.565,16041.631
762,NA,NA,13647.565,13647.965,NA,NA,17908.398,17908.931,NA,NA,16041.665,16041.765
763,NA,NA,13666.699,13666.732,NA,NA,17909.065,17909.098,NA,NA,16042.065,16045.498
764,NA,NA,13667.732,13667.932,NA,NA,17910.198,17928.131,NA,NA,16045.865,16045.931
765,NA,NA,13668.865,13668.999,NA,NA,17951.264,17959.564,NA,NA,16046.231,16046.265
766,NA,NA,13729.232,13733.165,NA,NA,17962.298,17962.764,NA,NA,16046.331,16047.198
767,NA,NA,13733.365,13733.665,NA,NA,17962.831,17976.698,NA,NA,16047.398,16047.465
768,NA,NA,13733.699,13733.732,NA,NA,17976.764,17984.798,NA,NA,16153.798,16154.331
