"X1","Center_start","Center_stop","Right_start","Right_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Contact_Right_start","Contact_Right_stop","Unknown_start","Unknown_stop","Contact_Center_start","Contact_Center_stop"
497,NA,NA,NA,NA,15591.398,15591.832,16899.732,16938.398,NA,NA,NA,NA,NA,NA
498,NA,NA,NA,NA,15591.865,15591.898,16940.598,16951.398,NA,NA,NA,NA,NA,NA
499,NA,NA,NA,NA,15591.965,15592.665,16952.065,16974.298,NA,NA,NA,NA,NA,NA
500,NA,NA,NA,NA,15592.932,15593.532,16976.165,17025.565,NA,NA,NA,NA,NA,NA
501,NA,NA,NA,NA,15593.932,15612.898,17027.232,17027.632,NA,NA,NA,NA,NA,NA
502,NA,NA,NA,NA,15614.032,15614.132,17256.565,17257.698,NA,NA,NA,NA,NA,NA
503,NA,NA,NA,NA,15615.265,15617.498,17258.298,17263.032,NA,NA,NA,NA,NA,NA
504,NA,NA,NA,NA,15622.865,15631.998,17263.165,17274.465,NA,NA,NA,NA,NA,NA
505,NA,NA,NA,NA,15632.332,15632.698,17274.498,17274.898,NA,NA,NA,NA,NA,NA
506,NA,NA,NA,NA,15632.765,15633.465,17275.365,17275.498,NA,NA,NA,NA,NA,NA
507,NA,NA,NA,NA,15641.432,15641.765,17277.498,17277.632,NA,NA,NA,NA,NA,NA
508,NA,NA,NA,NA,15661.965,15661.998,17277.665,17279.198,NA,NA,NA,NA,NA,NA
509,NA,NA,NA,NA,15909.998,15910.065,17279.432,17279.798,NA,NA,NA,NA,NA,NA
510,NA,NA,NA,NA,15910.398,15911.065,17280.065,17280.232,NA,NA,NA,NA,NA,NA
511,NA,NA,NA,NA,15911.132,15912.398,17282.365,17997.932,NA,NA,NA,NA,NA,NA
512,NA,NA,NA,NA,15937.932,15938.532,17997.932,18407.698,NA,NA,NA,NA,NA,NA
513,NA,NA,NA,NA,16121.165,16309.165,18409.332,18409.565,NA,NA,NA,NA,NA,NA
514,NA,NA,NA,NA,16309.432,16309.832,18409.998,18410.365,NA,NA,NA,NA,NA,NA
515,NA,NA,NA,NA,16322.865,16324.865,18410.898,18410.965,NA,NA,NA,NA,NA,NA
516,NA,NA,NA,NA,16345.532,16346.698,18411.065,18461.598,NA,NA,NA,NA,NA,NA
517,NA,NA,NA,NA,16346.932,16347.198,18490.732,18490.865,NA,NA,NA,NA,NA,NA
518,NA,NA,NA,NA,16347.232,16347.998,18494.198,18496.465,NA,NA,NA,NA,NA,NA
519,NA,NA,NA,NA,16348.032,16349.532,18522.598,18553.598,NA,NA,NA,NA,NA,NA
520,NA,NA,NA,NA,16350.398,16350.432,18556.398,18556.598,NA,NA,NA,NA,NA,NA
521,NA,NA,NA,NA,16350.532,16350.698,18563.132,18563.265,NA,NA,NA,NA,NA,NA
522,NA,NA,NA,NA,16352.698,16352.832,18590.732,18591.132,NA,NA,NA,NA,NA,NA
523,NA,NA,NA,NA,16353.298,16353.332,18591.732,18591.932,NA,NA,NA,NA,NA,NA
524,NA,NA,NA,NA,16357.532,16357.798,18592.998,18648.865,NA,NA,NA,NA,NA,NA
525,NA,NA,NA,NA,16357.932,16358.798,18653.932,18673.532,NA,NA,NA,NA,NA,NA
526,NA,NA,NA,NA,16358.932,16362.598,18677.332,18742.398,NA,NA,NA,NA,NA,NA
527,NA,NA,NA,NA,16362.932,16363.098,18742.665,19414.865,NA,NA,NA,NA,NA,NA
528,NA,NA,NA,NA,16363.132,16363.332,19415.198,19417.065,NA,NA,NA,NA,NA,NA
529,NA,NA,NA,NA,16363.532,16364.698,19470.932,19890.931,NA,NA,NA,NA,NA,NA
530,NA,NA,NA,NA,16364.732,16364.998,19891.531,19892.065,NA,NA,NA,NA,NA,NA
531,NA,NA,NA,NA,16365.032,16365.532,19892.131,20206.631,NA,NA,NA,NA,NA,NA
532,NA,NA,NA,NA,16366.532,16367.098,20209.398,20209.465,NA,NA,NA,NA,NA,NA
533,NA,NA,NA,NA,16367.132,16367.398,20213.165,20260.531,NA,NA,NA,NA,NA,NA
534,NA,NA,NA,NA,16367.632,16368.498,20264.631,20264.798,NA,NA,NA,NA,NA,NA
535,NA,NA,NA,NA,16368.732,16369.098,20264.865,20266.265,NA,NA,NA,NA,NA,NA
536,NA,NA,NA,NA,16369.132,16369.332,20268.298,20269.165,NA,NA,NA,NA,NA,NA
537,NA,NA,NA,NA,16369.498,16369.532,20378.298,20380.565,NA,NA,NA,NA,NA,NA
538,NA,NA,NA,NA,16370.032,16375.598,20381.831,20381.931,NA,NA,NA,NA,NA,NA
539,NA,NA,NA,NA,16378.932,16378.998,20383.731,20383.965,NA,NA,NA,NA,NA,NA
540,NA,NA,NA,NA,16379.132,16757.332,20384.031,20384.398,NA,NA,NA,NA,NA,NA
541,NA,NA,NA,NA,16757.465,16899.732,20384.531,20384.731,NA,NA,NA,NA,NA,NA
542,NA,NA,NA,NA,16938.398,16940.598,20384.865,20384.965,NA,NA,NA,NA,NA,NA
543,NA,NA,NA,NA,16951.398,16952.065,20385.198,20385.431,NA,NA,NA,NA,NA,NA
544,NA,NA,NA,NA,16974.298,16976.165,20385.865,20386.065,NA,NA,NA,NA,NA,NA
545,NA,NA,NA,NA,17025.565,17027.232,20386.098,20386.165,NA,NA,NA,NA,NA,NA
546,NA,NA,NA,NA,17027.632,17256.565,20386.798,20387.998,NA,NA,NA,NA,NA,NA
547,NA,NA,NA,NA,17257.698,17258.298,20388.031,20388.365,NA,NA,NA,NA,NA,NA
548,NA,NA,NA,NA,17263.032,17263.165,20388.565,20388.631,NA,NA,NA,NA,NA,NA
549,NA,NA,NA,NA,17274.465,17274.498,20388.798,20389.365,NA,NA,NA,NA,NA,NA
550,NA,NA,NA,NA,17274.898,17275.365,20389.465,20389.598,NA,NA,NA,NA,NA,NA
551,NA,NA,NA,NA,17275.498,17277.498,20389.665,20389.865,NA,NA,NA,NA,NA,NA
552,NA,NA,NA,NA,17277.632,17277.665,20390.198,20392.131,NA,NA,NA,NA,NA,NA
553,NA,NA,NA,NA,17279.198,17279.432,20392.365,20392.465,NA,NA,NA,NA,NA,NA
554,NA,NA,NA,NA,17279.798,17280.065,20393.865,20393.931,NA,NA,NA,NA,NA,NA
555,NA,NA,NA,NA,17280.232,17282.365,20393.965,20394.265,NA,NA,NA,NA,NA,NA
556,NA,NA,NA,NA,18407.698,18409.332,20638.231,20638.331,NA,NA,NA,NA,NA,NA
557,NA,NA,NA,NA,18409.565,18409.998,20648.598,20648.731,NA,NA,NA,NA,NA,NA
558,NA,NA,NA,NA,18410.365,18410.898,20787.498,20788.231,NA,NA,NA,NA,NA,NA
559,NA,NA,NA,NA,18410.965,18411.065,20792.698,20792.731,NA,NA,NA,NA,NA,NA
560,NA,NA,NA,NA,18461.598,18490.732,20792.765,20793.265,NA,NA,NA,NA,NA,NA
561,NA,NA,NA,NA,18490.865,18494.198,20793.398,20796.998,NA,NA,NA,NA,NA,NA
562,NA,NA,NA,NA,18496.465,18522.598,20797.198,20800.598,NA,NA,NA,NA,NA,NA
563,NA,NA,NA,NA,18553.598,18556.398,20802.198,20802.665,NA,NA,NA,NA,NA,NA
564,NA,NA,NA,NA,18556.598,18563.132,20806.665,20809.565,NA,NA,NA,NA,NA,NA
565,NA,NA,NA,NA,18563.265,18590.732,20812.765,20816.831,NA,NA,NA,NA,NA,NA
566,NA,NA,NA,NA,18591.132,18591.732,20816.898,20818.298,NA,NA,NA,NA,NA,NA
567,NA,NA,NA,NA,18591.932,18592.998,20818.698,20819.098,NA,NA,NA,NA,NA,NA
568,NA,NA,NA,NA,18648.865,18653.932,20819.831,20825.765,NA,NA,NA,NA,NA,NA
569,NA,NA,NA,NA,18673.532,18677.332,20826.898,20833.831,NA,NA,NA,NA,NA,NA
570,NA,NA,NA,NA,18742.398,18742.665,20834.031,20834.265,NA,NA,NA,NA,NA,NA
571,NA,NA,NA,NA,19414.865,19415.198,20834.298,20835.098,NA,NA,NA,NA,NA,NA
572,NA,NA,NA,NA,19417.065,19470.932,20838.831,20839.165,NA,NA,NA,NA,NA,NA
573,NA,NA,NA,NA,19890.931,19891.531,20839.231,20839.365,NA,NA,NA,NA,NA,NA
574,NA,NA,NA,NA,19892.065,19892.131,20841.698,20845.698,NA,NA,NA,NA,NA,NA
575,NA,NA,NA,NA,20206.631,20209.398,20846.698,20848.698,NA,NA,NA,NA,NA,NA
576,NA,NA,NA,NA,20209.465,20213.165,20848.831,20849.631,NA,NA,NA,NA,NA,NA
577,NA,NA,NA,NA,20260.531,20264.631,20851.031,20851.565,NA,NA,NA,NA,NA,NA
578,NA,NA,NA,NA,20264.798,20264.865,20853.765,20855.431,NA,NA,NA,NA,NA,NA
579,NA,NA,NA,NA,20266.265,20268.298,20855.498,20855.565,NA,NA,NA,NA,NA,NA
580,NA,NA,NA,NA,20269.165,20272.765,20855.631,20858.431,NA,NA,NA,NA,NA,NA
581,NA,NA,NA,NA,20355.465,20378.298,20859.231,20863.565,NA,NA,NA,NA,NA,NA
582,NA,NA,NA,NA,20380.565,20381.831,20863.798,20865.465,NA,NA,NA,NA,NA,NA
583,NA,NA,NA,NA,20381.931,20383.731,20867.465,20871.031,NA,NA,NA,NA,NA,NA
584,NA,NA,NA,NA,20383.965,20384.031,20871.098,20871.365,NA,NA,NA,NA,NA,NA
585,NA,NA,NA,NA,20384.398,20384.531,20874.598,20874.798,NA,NA,NA,NA,NA,NA
586,NA,NA,NA,NA,20384.731,20384.865,20875.398,20875.598,NA,NA,NA,NA,NA,NA
587,NA,NA,NA,NA,20384.965,20385.198,20876.065,20876.298,NA,NA,NA,NA,NA,NA
588,NA,NA,NA,NA,20385.431,20385.865,20878.498,20889.131,NA,NA,NA,NA,NA,NA
589,NA,NA,NA,NA,20386.065,20386.098,20889.765,20890.498,NA,NA,NA,NA,NA,NA
590,NA,NA,NA,NA,20386.165,20386.798,20893.265,20894.365,NA,NA,NA,NA,NA,NA
591,NA,NA,NA,NA,20387.998,20388.031,20895.298,20895.498,NA,NA,NA,NA,NA,NA
592,NA,NA,NA,NA,20388.365,20388.565,20897.998,20899.465,NA,NA,NA,NA,NA,NA
593,NA,NA,NA,NA,20388.631,20388.798,20900.231,20907.698,NA,NA,NA,NA,NA,NA
594,NA,NA,NA,NA,20389.365,20389.465,20907.765,20907.831,NA,NA,NA,NA,NA,NA
595,NA,NA,NA,NA,20389.598,20389.665,21030.531,21031.065,NA,NA,NA,NA,NA,NA
596,NA,NA,NA,NA,20389.865,20390.198,21091.331,21091.465,NA,NA,NA,NA,NA,NA
597,NA,NA,NA,NA,20392.131,20392.365,21091.898,21092.331,NA,NA,NA,NA,NA,NA
598,NA,NA,NA,NA,20392.465,20393.865,21251.765,21251.865,NA,NA,NA,NA,NA,NA
599,NA,NA,NA,NA,20393.931,20393.965,21255.898,21255.998,NA,NA,NA,NA,NA,NA
600,NA,NA,NA,NA,20394.265,20638.231,21256.265,21256.565,NA,NA,NA,NA,NA,NA
601,NA,NA,NA,NA,20638.331,20648.598,NA,NA,NA,NA,NA,NA,NA,NA
602,NA,NA,NA,NA,20648.731,20649.631,NA,NA,NA,NA,NA,NA,NA,NA
603,NA,NA,NA,NA,20758.965,20774.031,NA,NA,NA,NA,NA,NA,NA,NA
604,NA,NA,NA,NA,20774.965,20775.065,NA,NA,NA,NA,NA,NA,NA,NA
605,NA,NA,NA,NA,20775.098,20787.498,NA,NA,NA,NA,NA,NA,NA,NA
606,NA,NA,NA,NA,20788.231,20792.698,NA,NA,NA,NA,NA,NA,NA,NA
607,NA,NA,NA,NA,20792.731,20792.765,NA,NA,NA,NA,NA,NA,NA,NA
608,NA,NA,NA,NA,20793.265,20793.398,NA,NA,NA,NA,NA,NA,NA,NA
609,NA,NA,NA,NA,20796.998,20797.198,NA,NA,NA,NA,NA,NA,NA,NA
610,NA,NA,NA,NA,20800.598,20802.198,NA,NA,NA,NA,NA,NA,NA,NA
611,NA,NA,NA,NA,20802.665,20806.665,NA,NA,NA,NA,NA,NA,NA,NA
612,NA,NA,NA,NA,20809.565,20812.765,NA,NA,NA,NA,NA,NA,NA,NA
613,NA,NA,NA,NA,20816.831,20816.898,NA,NA,NA,NA,NA,NA,NA,NA
614,NA,NA,NA,NA,20818.298,20818.698,NA,NA,NA,NA,NA,NA,NA,NA
615,NA,NA,NA,NA,20819.098,20819.831,NA,NA,NA,NA,NA,NA,NA,NA
616,NA,NA,NA,NA,20825.765,20826.898,NA,NA,NA,NA,NA,NA,NA,NA
617,NA,NA,NA,NA,20833.831,20834.031,NA,NA,NA,NA,NA,NA,NA,NA
618,NA,NA,NA,NA,20834.265,20834.298,NA,NA,NA,NA,NA,NA,NA,NA
619,NA,NA,NA,NA,20835.098,20838.831,NA,NA,NA,NA,NA,NA,NA,NA
620,NA,NA,NA,NA,20839.165,20839.231,NA,NA,NA,NA,NA,NA,NA,NA
621,NA,NA,NA,NA,20839.365,20841.698,NA,NA,NA,NA,NA,NA,NA,NA
622,NA,NA,NA,NA,20845.698,20846.698,NA,NA,NA,NA,NA,NA,NA,NA
623,NA,NA,NA,NA,20848.698,20848.831,NA,NA,NA,NA,NA,NA,NA,NA
624,NA,NA,NA,NA,20849.631,20851.031,NA,NA,NA,NA,NA,NA,NA,NA
625,NA,NA,NA,NA,20851.565,20853.765,NA,NA,NA,NA,NA,NA,NA,NA
626,NA,NA,NA,NA,20855.431,20855.498,NA,NA,NA,NA,NA,NA,NA,NA
627,NA,NA,NA,NA,20855.565,20855.631,NA,NA,NA,NA,NA,NA,NA,NA
628,NA,NA,NA,NA,20858.431,20859.231,NA,NA,NA,NA,NA,NA,NA,NA
629,NA,NA,NA,NA,20863.565,20863.798,NA,NA,NA,NA,NA,NA,NA,NA
630,NA,NA,NA,NA,20865.465,20867.465,NA,NA,NA,NA,NA,NA,NA,NA
631,NA,NA,NA,NA,20871.031,20871.098,NA,NA,NA,NA,NA,NA,NA,NA
632,NA,NA,NA,NA,20871.365,20874.598,NA,NA,NA,NA,NA,NA,NA,NA
633,NA,NA,NA,NA,20874.798,20875.398,NA,NA,NA,NA,NA,NA,NA,NA
634,NA,NA,NA,NA,20875.598,20876.065,NA,NA,NA,NA,NA,NA,NA,NA
635,NA,NA,NA,NA,20876.298,20878.498,NA,NA,NA,NA,NA,NA,NA,NA
636,NA,NA,NA,NA,20889.131,20889.765,NA,NA,NA,NA,NA,NA,NA,NA
637,NA,NA,NA,NA,20890.498,20893.265,NA,NA,NA,NA,NA,NA,NA,NA
638,NA,NA,NA,NA,20894.365,20895.298,NA,NA,NA,NA,NA,NA,NA,NA
639,NA,NA,NA,NA,20895.498,20897.998,NA,NA,NA,NA,NA,NA,NA,NA
640,NA,NA,NA,NA,20899.465,20900.231,NA,NA,NA,NA,NA,NA,NA,NA
641,NA,NA,NA,NA,20907.698,20907.765,NA,NA,NA,NA,NA,NA,NA,NA
642,NA,NA,NA,NA,20907.831,20911.165,NA,NA,NA,NA,NA,NA,NA,NA
643,NA,NA,NA,NA,20998.798,21030.531,NA,NA,NA,NA,NA,NA,NA,NA
644,NA,NA,NA,NA,21031.065,21091.331,NA,NA,NA,NA,NA,NA,NA,NA
645,NA,NA,NA,NA,21091.465,21091.898,NA,NA,NA,NA,NA,NA,NA,NA
646,NA,NA,NA,NA,21092.331,21251.765,NA,NA,NA,NA,NA,NA,NA,NA
647,NA,NA,NA,NA,21251.865,21255.898,NA,NA,NA,NA,NA,NA,NA,NA
648,NA,NA,NA,NA,21255.998,21256.265,NA,NA,NA,NA,NA,NA,NA,NA
649,NA,NA,NA,NA,21256.565,21600,NA,NA,NA,NA,NA,NA,NA,NA
