"X1","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Center_start","Center_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Unknown_start","Unknown_stop","Contact_Center_start","Contact_Center_stop"
683,16670.198,16703.131,NA,NA,NA,NA,15140.598,15145.798,21287.197,21287.231,NA,NA,NA,NA
684,16740.798,16746.765,NA,NA,NA,NA,15222.831,15223.065,21287.764,21288.431,NA,NA,NA,NA
685,16750.498,16752.831,NA,NA,NA,NA,15224.865,15225.431,21445.331,21475.764,NA,NA,NA,NA
686,16837.798,16842.198,NA,NA,NA,NA,15225.598,15225.698,21478.497,21480.297,NA,NA,NA,NA
687,16844.365,16848.765,NA,NA,NA,NA,15225.898,15227.798,21483.297,21488.297,NA,NA,NA,NA
688,16859.165,16859.231,NA,NA,NA,NA,15236.965,15237.065,21488.497,21489.964,NA,NA,NA,NA
689,20214.197,20215.497,NA,NA,NA,NA,15239.031,15246.565,21494.764,21496.297,NA,NA,NA,NA
690,20215.664,20216.331,NA,NA,NA,NA,15247.231,15249.998,21499.631,21503.897,NA,NA,NA,NA
691,20217.231,20221.464,NA,NA,NA,NA,15252.898,15254.865,21517.664,21545.964,NA,NA,NA,NA
692,20221.697,20222.764,NA,NA,NA,NA,15254.965,15267.198,21545.964,21550.364,NA,NA,NA,NA
693,20222.997,20225.097,NA,NA,NA,NA,15291.331,15294.765,21553.164,21553.497,NA,NA,NA,NA
694,20225.631,20225.964,NA,NA,NA,NA,15410.898,15411.631,21554.43,21555.064,NA,NA,NA,NA
695,20234.297,20251.597,NA,NA,NA,NA,15446.398,15450.598,21555.397,21558.13,NA,NA,NA,NA
696,20251.764,20251.897,NA,NA,NA,NA,15451.465,15453.765,NA,NA,NA,NA,NA,NA
697,20252.064,20252.497,NA,NA,NA,NA,15456.898,15457.398,NA,NA,NA,NA,NA,NA
698,20253.831,20256.064,NA,NA,NA,NA,15459.431,15459.465,NA,NA,NA,NA,NA,NA
699,20256.231,20256.664,NA,NA,NA,NA,15465.531,15469.331,NA,NA,NA,NA,NA,NA
700,20256.764,20256.931,NA,NA,NA,NA,15473.631,15476.831,NA,NA,NA,NA,NA,NA
701,20257.164,20261.997,NA,NA,NA,NA,15476.931,15476.965,NA,NA,NA,NA,NA,NA
702,20263.564,20263.664,NA,NA,NA,NA,15491.398,15502.698,NA,NA,NA,NA,NA,NA
703,20265.531,20266.964,NA,NA,NA,NA,15503.565,15503.798,NA,NA,NA,NA,NA,NA
704,20282.297,20282.364,NA,NA,NA,NA,15503.898,15503.931,NA,NA,NA,NA,NA,NA
705,20293.197,20315.264,NA,NA,NA,NA,15504.731,15504.931,NA,NA,NA,NA,NA,NA
706,20315.631,20315.864,NA,NA,NA,NA,15506.865,15510.698,NA,NA,NA,NA,NA,NA
707,20316.564,20316.597,NA,NA,NA,NA,15511.731,15515.198,NA,NA,NA,NA,NA,NA
708,20316.697,20317.064,NA,NA,NA,NA,15515.365,15535.265,NA,NA,NA,NA,NA,NA
709,20317.997,20318.297,NA,NA,NA,NA,15537.431,15542.531,NA,NA,NA,NA,NA,NA
710,20319.297,20323.964,NA,NA,NA,NA,15549.631,15551.965,NA,NA,NA,NA,NA,NA
711,20324.931,20325.597,NA,NA,NA,NA,15566.598,15573.631,NA,NA,NA,NA,NA,NA
712,20333.097,20354.631,NA,NA,NA,NA,15576.665,15582.631,NA,NA,NA,NA,NA,NA
713,20357.131,20357.264,NA,NA,NA,NA,15625.831,15633.731,NA,NA,NA,NA,NA,NA
714,20365.797,20372.331,NA,NA,NA,NA,15641.698,15642.065,NA,NA,NA,NA,NA,NA
715,20375.097,20375.897,NA,NA,NA,NA,15642.265,15646.898,NA,NA,NA,NA,NA,NA
716,20376.764,20378.064,NA,NA,NA,NA,15647.131,15647.365,NA,NA,NA,NA,NA,NA
717,20378.797,20392.031,NA,NA,NA,NA,15665.365,15668.931,NA,NA,NA,NA,NA,NA
718,20400.197,20400.764,NA,NA,NA,NA,15684.631,15689.031,NA,NA,NA,NA,NA,NA
719,20401.764,20402.797,NA,NA,NA,NA,15696.398,15696.931,NA,NA,NA,NA,NA,NA
720,20403.664,20407.097,NA,NA,NA,NA,15700.865,15707.731,NA,NA,NA,NA,NA,NA
721,20407.431,20417.831,NA,NA,NA,NA,15710.698,15712.531,NA,NA,NA,NA,NA,NA
722,20423.164,20426.597,NA,NA,NA,NA,15716.765,15716.865,NA,NA,NA,NA,NA,NA
723,20426.731,20427.397,NA,NA,NA,NA,16045.531,16086.665,NA,NA,NA,NA,NA,NA
724,20427.731,20428.031,NA,NA,NA,NA,16088.431,16092.365,NA,NA,NA,NA,NA,NA
725,20428.131,20428.297,NA,NA,NA,NA,16108.898,16159.665,NA,NA,NA,NA,NA,NA
726,20436.364,20436.764,NA,NA,NA,NA,16163.665,16167.765,NA,NA,NA,NA,NA,NA
727,20438.964,20439.097,NA,NA,NA,NA,16189.565,16191.765,NA,NA,NA,NA,NA,NA
728,20439.164,20442.697,NA,NA,NA,NA,16197.998,16198.098,NA,NA,NA,NA,NA,NA
729,20443.731,20443.764,NA,NA,NA,NA,16198.131,16205.731,NA,NA,NA,NA,NA,NA
730,20445.864,20446.631,NA,NA,NA,NA,16214.565,16234.131,NA,NA,NA,NA,NA,NA
731,20446.897,20447.031,NA,NA,NA,NA,16237.931,16240.265,NA,NA,NA,NA,NA,NA
732,20447.097,20449.864,NA,NA,NA,NA,16244.198,16250.765,NA,NA,NA,NA,NA,NA
733,20451.764,20452.231,NA,NA,NA,NA,16265.131,16276.198,NA,NA,NA,NA,NA,NA
734,20746.397,20752.131,NA,NA,NA,NA,16291.298,16294.598,NA,NA,NA,NA,NA,NA
735,20754.964,20755.897,NA,NA,NA,NA,16298.631,16300.998,NA,NA,NA,NA,NA,NA
736,20790.131,20790.297,NA,NA,NA,NA,16304.298,16304.431,NA,NA,NA,NA,NA,NA
737,20792.164,20792.297,NA,NA,NA,NA,16312.131,16313.331,NA,NA,NA,NA,NA,NA
738,20840.997,20841.631,NA,NA,NA,NA,16320.065,16320.198,NA,NA,NA,NA,NA,NA
739,20841.664,20841.697,NA,NA,NA,NA,16329.931,16333.498,NA,NA,NA,NA,NA,NA
740,20841.831,20842.397,NA,NA,NA,NA,16334.165,16335.331,NA,NA,NA,NA,NA,NA
741,20842.664,20842.831,NA,NA,NA,NA,16344.231,16355.565,NA,NA,NA,NA,NA,NA
742,20844.731,20850.931,NA,NA,NA,NA,16356.098,16357.365,NA,NA,NA,NA,NA,NA
743,20862.597,20891.464,NA,NA,NA,NA,16375.531,16378.365,NA,NA,NA,NA,NA,NA
744,20891.697,20896.264,NA,NA,NA,NA,16378.965,16384.065,NA,NA,NA,NA,NA,NA
745,21100.597,21102.997,NA,NA,NA,NA,16384.431,16384.531,NA,NA,NA,NA,NA,NA
746,21231.564,21232.797,NA,NA,NA,NA,16541.698,16543.398,NA,NA,NA,NA,NA,NA
747,21295.131,21295.231,NA,NA,NA,NA,16545.165,16547.465,NA,NA,NA,NA,NA,NA
748,21296.497,21304.631,NA,NA,NA,NA,16558.598,16574.565,NA,NA,NA,NA,NA,NA
749,21346.131,21357.097,NA,NA,NA,NA,16575.231,16581.498,NA,NA,NA,NA,NA,NA
750,21357.231,21357.631,NA,NA,NA,NA,16585.365,16587.998,NA,NA,NA,NA,NA,NA
751,21357.864,21357.997,NA,NA,NA,NA,16590.765,16596.198,NA,NA,NA,NA,NA,NA
752,21358.231,21361.997,NA,NA,NA,NA,16604.931,16628.298,NA,NA,NA,NA,NA,NA
753,21362.164,21362.297,NA,NA,NA,NA,16704.131,16712.898,NA,NA,NA,NA,NA,NA
754,21363.131,21363.397,NA,NA,NA,NA,16739.231,16740.431,NA,NA,NA,NA,NA,NA
755,21365.531,21365.564,NA,NA,NA,NA,16753.431,16756.131,NA,NA,NA,NA,NA,NA
756,21366.031,21367.597,NA,NA,NA,NA,16781.765,16803.398,NA,NA,NA,NA,NA,NA
757,21368.397,21368.797,NA,NA,NA,NA,16808.398,16822.398,NA,NA,NA,NA,NA,NA
758,21368.964,21438.631,NA,NA,NA,NA,16824.598,16830.698,NA,NA,NA,NA,NA,NA
759,21440.031,21440.097,NA,NA,NA,NA,16849.465,16853.198,NA,NA,NA,NA,NA,NA
760,NA,NA,NA,NA,NA,NA,16859.731,16864.598,NA,NA,NA,NA,NA,NA
761,NA,NA,NA,NA,NA,NA,16880.198,16932.898,NA,NA,NA,NA,NA,NA
762,NA,NA,NA,NA,NA,NA,17020.798,17030.831,NA,NA,NA,NA,NA,NA
763,NA,NA,NA,NA,NA,NA,17036.231,17050.065,NA,NA,NA,NA,NA,NA
764,NA,NA,NA,NA,NA,NA,17115.165,17130.231,NA,NA,NA,NA,NA,NA
765,NA,NA,NA,NA,NA,NA,17259.231,17259.498,NA,NA,NA,NA,NA,NA
766,NA,NA,NA,NA,NA,NA,17260.498,17260.531,NA,NA,NA,NA,NA,NA
767,NA,NA,NA,NA,NA,NA,17260.665,17261.465,NA,NA,NA,NA,NA,NA
768,NA,NA,NA,NA,NA,NA,17296.831,17306.065,NA,NA,NA,NA,NA,NA
769,NA,NA,NA,NA,NA,NA,17333.231,17333.431,NA,NA,NA,NA,NA,NA
770,NA,NA,NA,NA,NA,NA,17446.531,17449.265,NA,NA,NA,NA,NA,NA
771,NA,NA,NA,NA,NA,NA,17461.098,17461.631,NA,NA,NA,NA,NA,NA
772,NA,NA,NA,NA,NA,NA,17597.165,17598.231,NA,NA,NA,NA,NA,NA
773,NA,NA,NA,NA,NA,NA,17600.765,17601.698,NA,NA,NA,NA,NA,NA
774,NA,NA,NA,NA,NA,NA,17611.065,17611.131,NA,NA,NA,NA,NA,NA
775,NA,NA,NA,NA,NA,NA,17747.165,17750.198,NA,NA,NA,NA,NA,NA
776,NA,NA,NA,NA,NA,NA,17845.531,17845.565,NA,NA,NA,NA,NA,NA
777,NA,NA,NA,NA,NA,NA,17846.665,17846.698,NA,NA,NA,NA,NA,NA
778,NA,NA,NA,NA,NA,NA,18052.298,18054.131,NA,NA,NA,NA,NA,NA
779,NA,NA,NA,NA,NA,NA,18156.331,18156.898,NA,NA,NA,NA,NA,NA
780,NA,NA,NA,NA,NA,NA,18205.898,18216.464,NA,NA,NA,NA,NA,NA
781,NA,NA,NA,NA,NA,NA,18374.764,18375.431,NA,NA,NA,NA,NA,NA
782,NA,NA,NA,NA,NA,NA,18412.831,18414.698,NA,NA,NA,NA,NA,NA
783,NA,NA,NA,NA,NA,NA,18469.064,18469.931,NA,NA,NA,NA,NA,NA
784,NA,NA,NA,NA,NA,NA,18627.164,18633.731,NA,NA,NA,NA,NA,NA
785,NA,NA,NA,NA,NA,NA,18687.097,18687.164,NA,NA,NA,NA,NA,NA
786,NA,NA,NA,NA,NA,NA,18779.764,18787.764,NA,NA,NA,NA,NA,NA
787,NA,NA,NA,NA,NA,NA,18880.897,18905.297,NA,NA,NA,NA,NA,NA
788,NA,NA,NA,NA,NA,NA,18925.597,18926.497,NA,NA,NA,NA,NA,NA
789,NA,NA,NA,NA,NA,NA,19003.731,19008.397,NA,NA,NA,NA,NA,NA
790,NA,NA,NA,NA,NA,NA,19137.197,19170.164,NA,NA,NA,NA,NA,NA
791,NA,NA,NA,NA,NA,NA,19700.831,19714.364,NA,NA,NA,NA,NA,NA
792,NA,NA,NA,NA,NA,NA,19826.264,19832.964,NA,NA,NA,NA,NA,NA
793,NA,NA,NA,NA,NA,NA,19852.097,19852.464,NA,NA,NA,NA,NA,NA
794,NA,NA,NA,NA,NA,NA,19879.131,19881.131,NA,NA,NA,NA,NA,NA
795,NA,NA,NA,NA,NA,NA,20033.264,20033.331,NA,NA,NA,NA,NA,NA
796,NA,NA,NA,NA,NA,NA,20069.197,20069.564,NA,NA,NA,NA,NA,NA
797,NA,NA,NA,NA,NA,NA,20075.197,20077.864,NA,NA,NA,NA,NA,NA
798,NA,NA,NA,NA,NA,NA,20115.131,20204.131,NA,NA,NA,NA,NA,NA
799,NA,NA,NA,NA,NA,NA,20212.431,20213.497,NA,NA,NA,NA,NA,NA
800,NA,NA,NA,NA,NA,NA,20357.764,20358.764,NA,NA,NA,NA,NA,NA
801,NA,NA,NA,NA,NA,NA,20364.497,20364.831,NA,NA,NA,NA,NA,NA
802,NA,NA,NA,NA,NA,NA,20452.797,20458.564,NA,NA,NA,NA,NA,NA
803,NA,NA,NA,NA,NA,NA,20478.431,20480.631,NA,NA,NA,NA,NA,NA
804,NA,NA,NA,NA,NA,NA,20487.831,20499.264,NA,NA,NA,NA,NA,NA
805,NA,NA,NA,NA,NA,NA,20503.031,20516.731,NA,NA,NA,NA,NA,NA
806,NA,NA,NA,NA,NA,NA,20522.097,20522.264,NA,NA,NA,NA,NA,NA
807,NA,NA,NA,NA,NA,NA,20525.197,20528.364,NA,NA,NA,NA,NA,NA
808,NA,NA,NA,NA,NA,NA,20530.131,20544.031,NA,NA,NA,NA,NA,NA
809,NA,NA,NA,NA,NA,NA,20544.097,20546.364,NA,NA,NA,NA,NA,NA
810,NA,NA,NA,NA,NA,NA,20546.664,20551.164,NA,NA,NA,NA,NA,NA
811,NA,NA,NA,NA,NA,NA,20556.064,20561.331,NA,NA,NA,NA,NA,NA
812,NA,NA,NA,NA,NA,NA,20566.131,20568.597,NA,NA,NA,NA,NA,NA
813,NA,NA,NA,NA,NA,NA,20574.997,20575.764,NA,NA,NA,NA,NA,NA
814,NA,NA,NA,NA,NA,NA,20575.897,20575.964,NA,NA,NA,NA,NA,NA
815,NA,NA,NA,NA,NA,NA,20576.097,20576.331,NA,NA,NA,NA,NA,NA
816,NA,NA,NA,NA,NA,NA,20657.731,20660.231,NA,NA,NA,NA,NA,NA
817,NA,NA,NA,NA,NA,NA,20660.964,20672.197,NA,NA,NA,NA,NA,NA
818,NA,NA,NA,NA,NA,NA,20680.931,20681.597,NA,NA,NA,NA,NA,NA
819,NA,NA,NA,NA,NA,NA,20685.231,20685.464,NA,NA,NA,NA,NA,NA
820,NA,NA,NA,NA,NA,NA,20686.364,20687.564,NA,NA,NA,NA,NA,NA
821,NA,NA,NA,NA,NA,NA,20688.297,20688.497,NA,NA,NA,NA,NA,NA
822,NA,NA,NA,NA,NA,NA,20688.531,20688.931,NA,NA,NA,NA,NA,NA
823,NA,NA,NA,NA,NA,NA,20688.997,20689.031,NA,NA,NA,NA,NA,NA
824,NA,NA,NA,NA,NA,NA,20689.097,20689.264,NA,NA,NA,NA,NA,NA
825,NA,NA,NA,NA,NA,NA,20698.497,20699.564,NA,NA,NA,NA,NA,NA
826,NA,NA,NA,NA,NA,NA,20701.297,20707.631,NA,NA,NA,NA,NA,NA
827,NA,NA,NA,NA,NA,NA,20716.931,20717.031,NA,NA,NA,NA,NA,NA
828,NA,NA,NA,NA,NA,NA,20725.364,20727.697,NA,NA,NA,NA,NA,NA
829,NA,NA,NA,NA,NA,NA,20729.297,20734.431,NA,NA,NA,NA,NA,NA
830,NA,NA,NA,NA,NA,NA,20738.131,20740.031,NA,NA,NA,NA,NA,NA
831,NA,NA,NA,NA,NA,NA,20740.797,20740.931,NA,NA,NA,NA,NA,NA
832,NA,NA,NA,NA,NA,NA,20741.464,20744.764,NA,NA,NA,NA,NA,NA
833,NA,NA,NA,NA,NA,NA,20756.697,20757.397,NA,NA,NA,NA,NA,NA
834,NA,NA,NA,NA,NA,NA,20764.064,20765.064,NA,NA,NA,NA,NA,NA
835,NA,NA,NA,NA,NA,NA,20765.764,20766.031,NA,NA,NA,NA,NA,NA
836,NA,NA,NA,NA,NA,NA,20766.697,20769.164,NA,NA,NA,NA,NA,NA
837,NA,NA,NA,NA,NA,NA,20769.364,20769.664,NA,NA,NA,NA,NA,NA
838,NA,NA,NA,NA,NA,NA,20773.731,20774.164,NA,NA,NA,NA,NA,NA
839,NA,NA,NA,NA,NA,NA,20802.097,20810.297,NA,NA,NA,NA,NA,NA
840,NA,NA,NA,NA,NA,NA,20810.764,20811.164,NA,NA,NA,NA,NA,NA
841,NA,NA,NA,NA,NA,NA,20826.431,20831.931,NA,NA,NA,NA,NA,NA
842,NA,NA,NA,NA,NA,NA,20831.997,20832.231,NA,NA,NA,NA,NA,NA
843,NA,NA,NA,NA,NA,NA,20832.331,20833.264,NA,NA,NA,NA,NA,NA
844,NA,NA,NA,NA,NA,NA,20833.331,20833.431,NA,NA,NA,NA,NA,NA
845,NA,NA,NA,NA,NA,NA,20833.731,20836.964,NA,NA,NA,NA,NA,NA
846,NA,NA,NA,NA,NA,NA,20837.064,20837.197,NA,NA,NA,NA,NA,NA
847,NA,NA,NA,NA,NA,NA,20896.897,20902.231,NA,NA,NA,NA,NA,NA
848,NA,NA,NA,NA,NA,NA,20902.531,20902.631,NA,NA,NA,NA,NA,NA
849,NA,NA,NA,NA,NA,NA,20909.597,20910.331,NA,NA,NA,NA,NA,NA
850,NA,NA,NA,NA,NA,NA,20921.564,20929.964,NA,NA,NA,NA,NA,NA
851,NA,NA,NA,NA,NA,NA,21028.364,21028.631,NA,NA,NA,NA,NA,NA
852,NA,NA,NA,NA,NA,NA,21028.864,21029.097,NA,NA,NA,NA,NA,NA
853,NA,NA,NA,NA,NA,NA,21029.897,21057.097,NA,NA,NA,NA,NA,NA
854,NA,NA,NA,NA,NA,NA,21057.397,21057.764,NA,NA,NA,NA,NA,NA
855,NA,NA,NA,NA,NA,NA,21065.764,21073.464,NA,NA,NA,NA,NA,NA
856,NA,NA,NA,NA,NA,NA,21075.731,21076.197,NA,NA,NA,NA,NA,NA
857,NA,NA,NA,NA,NA,NA,21078.797,21079.064,NA,NA,NA,NA,NA,NA
858,NA,NA,NA,NA,NA,NA,21079.697,21079.864,NA,NA,NA,NA,NA,NA
859,NA,NA,NA,NA,NA,NA,21083.097,21092.364,NA,NA,NA,NA,NA,NA
860,NA,NA,NA,NA,NA,NA,21094.897,21095.031,NA,NA,NA,NA,NA,NA
861,NA,NA,NA,NA,NA,NA,21241.497,21241.664,NA,NA,NA,NA,NA,NA
862,NA,NA,NA,NA,NA,NA,21241.731,21242.097,NA,NA,NA,NA,NA,NA
863,NA,NA,NA,NA,NA,NA,21242.364,21242.397,NA,NA,NA,NA,NA,NA
864,NA,NA,NA,NA,NA,NA,21271.664,21272.331,NA,NA,NA,NA,NA,NA
865,NA,NA,NA,NA,NA,NA,21440.797,21445.331,NA,NA,NA,NA,NA,NA
866,NA,NA,NA,NA,NA,NA,21475.764,21478.497,NA,NA,NA,NA,NA,NA
867,NA,NA,NA,NA,NA,NA,21480.297,21483.297,NA,NA,NA,NA,NA,NA
868,NA,NA,NA,NA,NA,NA,21488.297,21488.497,NA,NA,NA,NA,NA,NA
869,NA,NA,NA,NA,NA,NA,21496.297,21499.631,NA,NA,NA,NA,NA,NA
870,NA,NA,NA,NA,NA,NA,21503.897,21504.264,NA,NA,NA,NA,NA,NA
871,NA,NA,NA,NA,NA,NA,21507.697,21508.164,NA,NA,NA,NA,NA,NA
872,NA,NA,NA,NA,NA,NA,21515.931,21517.264,NA,NA,NA,NA,NA,NA
873,NA,NA,NA,NA,NA,NA,21550.364,21553.164,NA,NA,NA,NA,NA,NA
874,NA,NA,NA,NA,NA,NA,21553.497,21554.43,NA,NA,NA,NA,NA,NA
875,NA,NA,NA,NA,NA,NA,21555.064,21555.397,NA,NA,NA,NA,NA,NA
876,NA,NA,NA,NA,NA,NA,21558.13,21558.23,NA,NA,NA,NA,NA,NA
