"X1","Center_start","Center_stop","Unknown_start","Unknown_stop","Contact_Right_start","Contact_Right_stop","Right_start","Right_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Contact_Center_start","Contact_Center_stop"
473,NA,NA,NA,NA,12417.699,12449.866,11309.666,11310.666,NA,NA,NA,NA,NA,NA
474,NA,NA,NA,NA,12449.899,12449.932,11311.432,11311.466,NA,NA,NA,NA,NA,NA
475,NA,NA,NA,NA,12451.532,12453.132,11331.732,11334.499,NA,NA,NA,NA,NA,NA
476,NA,NA,NA,NA,12453.332,12453.399,11339.766,11339.899,NA,NA,NA,NA,NA,NA
477,NA,NA,NA,NA,12453.466,12453.499,11340.799,11340.999,NA,NA,NA,NA,NA,NA
478,NA,NA,NA,NA,12453.566,12455.866,11344.466,11357.166,NA,NA,NA,NA,NA,NA
479,NA,NA,NA,NA,12457.632,12457.966,11358.499,11373.699,NA,NA,NA,NA,NA,NA
480,NA,NA,NA,NA,12458.532,12458.599,11752.899,11753.132,NA,NA,NA,NA,NA,NA
481,NA,NA,NA,NA,12459.532,12540.132,11753.366,11753.566,NA,NA,NA,NA,NA,NA
482,NA,NA,NA,NA,12540.266,12540.466,11753.599,11753.866,NA,NA,NA,NA,NA,NA
483,NA,NA,NA,NA,12540.866,12541.432,11780.299,11780.366,NA,NA,NA,NA,NA,NA
484,NA,NA,NA,NA,12542.566,12543.666,11820.366,11828.166,NA,NA,NA,NA,NA,NA
485,NA,NA,NA,NA,12551.066,12557.666,11901.132,11901.332,NA,NA,NA,NA,NA,NA
486,NA,NA,NA,NA,12559.499,12563.299,11904.699,11905.599,NA,NA,NA,NA,NA,NA
487,NA,NA,NA,NA,12610.066,12616.999,11931.466,11932.266,NA,NA,NA,NA,NA,NA
488,NA,NA,NA,NA,12673.132,12690.832,11933.932,11933.966,NA,NA,NA,NA,NA,NA
489,NA,NA,NA,NA,12690.866,12733.066,11951.566,11958.432,NA,NA,NA,NA,NA,NA
490,NA,NA,NA,NA,12733.132,12780.166,11978.332,11991.966,NA,NA,NA,NA,NA,NA
491,NA,NA,NA,NA,12780.366,12784.399,11993.132,12004.499,NA,NA,NA,NA,NA,NA
492,NA,NA,NA,NA,12784.432,12789.166,12012.432,12012.499,NA,NA,NA,NA,NA,NA
493,NA,NA,NA,NA,12789.266,12789.299,12012.566,12013.432,NA,NA,NA,NA,NA,NA
494,NA,NA,NA,NA,12789.332,12790.299,12015.499,12015.566,NA,NA,NA,NA,NA,NA
495,NA,NA,NA,NA,12790.799,12791.232,12029.799,12030.166,NA,NA,NA,NA,NA,NA
496,NA,NA,NA,NA,12791.299,12795.332,12032.832,12033.099,NA,NA,NA,NA,NA,NA
497,NA,NA,NA,NA,12795.866,12799.632,12065.299,12065.466,NA,NA,NA,NA,NA,NA
498,NA,NA,NA,NA,12802.232,12802.599,12068.032,12068.099,NA,NA,NA,NA,NA,NA
499,NA,NA,NA,NA,12806.466,12807.966,12068.132,12068.266,NA,NA,NA,NA,NA,NA
500,NA,NA,NA,NA,12808.199,12824.399,12080.499,12080.966,NA,NA,NA,NA,NA,NA
501,NA,NA,NA,NA,12825.899,12837.532,12120.099,12120.299,NA,NA,NA,NA,NA,NA
502,NA,NA,NA,NA,12871.799,12871.866,12123.399,12123.466,NA,NA,NA,NA,NA,NA
503,NA,NA,NA,NA,12874.632,12874.732,12123.532,12123.632,NA,NA,NA,NA,NA,NA
504,NA,NA,NA,NA,12875.066,12875.566,12123.832,12123.999,NA,NA,NA,NA,NA,NA
505,NA,NA,NA,NA,12876.466,12891.399,12128.466,12128.866,NA,NA,NA,NA,NA,NA
506,NA,NA,NA,NA,12891.466,12895.199,12135.066,12135.466,NA,NA,NA,NA,NA,NA
507,NA,NA,NA,NA,12895.299,12897.332,12135.599,12135.666,NA,NA,NA,NA,NA,NA
508,NA,NA,NA,NA,12910.999,12925.799,12135.732,12136.099,NA,NA,NA,NA,NA,NA
509,NA,NA,NA,NA,12925.966,12927.166,12137.199,12137.266,NA,NA,NA,NA,NA,NA
510,NA,NA,NA,NA,12931.799,12932.366,12137.632,12138.066,NA,NA,NA,NA,NA,NA
511,NA,NA,NA,NA,12936.566,12937.466,12151.199,12151.332,NA,NA,NA,NA,NA,NA
512,NA,NA,NA,NA,12941.666,12942.732,12152.999,12153.066,NA,NA,NA,NA,NA,NA
513,NA,NA,NA,NA,12942.899,13053.132,12191.166,12191.666,NA,NA,NA,NA,NA,NA
514,NA,NA,NA,NA,13419.832,13419.899,12192.899,12193.099,NA,NA,NA,NA,NA,NA
515,NA,NA,NA,NA,13419.999,13421.166,12193.499,12195.499,NA,NA,NA,NA,NA,NA
516,NA,NA,NA,NA,13424.066,13840.332,12202.399,12202.466,NA,NA,NA,NA,NA,NA
517,NA,NA,NA,NA,13847.099,14238.166,12203.699,12218.466,NA,NA,NA,NA,NA,NA
518,NA,NA,NA,NA,14238.299,14265.999,12219.699,12219.899,NA,NA,NA,NA,NA,NA
519,NA,NA,NA,NA,14370.799,14371.599,12225.332,12249.966,NA,NA,NA,NA,NA,NA
520,NA,NA,NA,NA,14490.265,14490.865,12250.632,12250.699,NA,NA,NA,NA,NA,NA
521,NA,NA,NA,NA,14791.299,14791.599,12278.399,12279.599,NA,NA,NA,NA,NA,NA
522,NA,NA,NA,NA,14791.665,14798.365,12281.432,12281.599,NA,NA,NA,NA,NA,NA
523,NA,NA,NA,NA,14798.632,14803.699,12281.766,12281.799,NA,NA,NA,NA,NA,NA
524,NA,NA,NA,NA,14893.665,14894.499,12281.866,12281.899,NA,NA,NA,NA,NA,NA
525,NA,NA,NA,NA,14894.565,14907.432,12281.932,12281.999,NA,NA,NA,NA,NA,NA
526,NA,NA,NA,NA,15978.499,15983.199,12303.932,12312.666,NA,NA,NA,NA,NA,NA
527,NA,NA,NA,NA,16059.899,16060.232,12312.899,12313.932,NA,NA,NA,NA,NA,NA
528,NA,NA,NA,NA,16060.299,16105.432,12314.099,12314.299,NA,NA,NA,NA,NA,NA
529,NA,NA,NA,NA,16155.365,16169.532,12314.966,12314.999,NA,NA,NA,NA,NA,NA
530,NA,NA,NA,NA,16386.399,16386.599,12407.866,12408.199,NA,NA,NA,NA,NA,NA
531,NA,NA,NA,NA,16386.665,16386.865,12408.332,12408.732,NA,NA,NA,NA,NA,NA
532,NA,NA,NA,NA,16387.132,16388.232,12417.666,12417.699,NA,NA,NA,NA,NA,NA
533,NA,NA,NA,NA,16669.432,16851.899,12449.866,12449.899,NA,NA,NA,NA,NA,NA
534,NA,NA,NA,NA,17021.699,17047.799,12449.932,12451.532,NA,NA,NA,NA,NA,NA
535,NA,NA,NA,NA,17303.199,17305.232,12453.132,12453.332,NA,NA,NA,NA,NA,NA
536,NA,NA,NA,NA,17305.765,17309.632,12453.399,12453.466,NA,NA,NA,NA,NA,NA
537,NA,NA,NA,NA,17425.532,17426.032,12453.499,12453.566,NA,NA,NA,NA,NA,NA
538,NA,NA,NA,NA,17426.132,17429.365,12455.866,12457.632,NA,NA,NA,NA,NA,NA
539,NA,NA,NA,NA,17429.699,17429.732,12457.966,12458.532,NA,NA,NA,NA,NA,NA
540,NA,NA,NA,NA,17483.732,17483.965,12458.599,12459.532,NA,NA,NA,NA,NA,NA
541,NA,NA,NA,NA,17484.665,17590.932,12540.132,12540.266,NA,NA,NA,NA,NA,NA
542,NA,NA,NA,NA,17591.599,17599.999,12540.466,12540.866,NA,NA,NA,NA,NA,NA
543,NA,NA,NA,NA,17600.265,17668.365,12541.432,12542.566,NA,NA,NA,NA,NA,NA
544,NA,NA,NA,NA,17668.932,17668.999,12543.666,12551.066,NA,NA,NA,NA,NA,NA
545,NA,NA,NA,NA,17669.032,17674.765,12557.666,12559.499,NA,NA,NA,NA,NA,NA
546,NA,NA,NA,NA,17677.499,17693.899,12563.299,12568.132,NA,NA,NA,NA,NA,NA
547,NA,NA,NA,NA,17695.032,17699.899,12608.299,12608.399,NA,NA,NA,NA,NA,NA
548,NA,NA,NA,NA,17699.965,17710.899,12616.999,12673.132,NA,NA,NA,NA,NA,NA
549,NA,NA,NA,NA,17712.732,17721.932,12690.832,12690.866,NA,NA,NA,NA,NA,NA
550,NA,NA,NA,NA,17722.932,17723.099,12733.066,12733.132,NA,NA,NA,NA,NA,NA
551,NA,NA,NA,NA,17723.265,17724.632,12780.166,12780.366,NA,NA,NA,NA,NA,NA
552,NA,NA,NA,NA,17752.532,17763.432,12784.399,12784.432,NA,NA,NA,NA,NA,NA
553,NA,NA,NA,NA,17767.099,17767.332,12789.166,12789.266,NA,NA,NA,NA,NA,NA
554,NA,NA,NA,NA,17768.532,17769.465,12789.299,12789.332,NA,NA,NA,NA,NA,NA
555,NA,NA,NA,NA,17769.532,17771.332,12790.299,12790.799,NA,NA,NA,NA,NA,NA
556,NA,NA,NA,NA,17772.199,17778.399,12791.232,12791.299,NA,NA,NA,NA,NA,NA
557,NA,NA,NA,NA,17778.532,17779.432,12795.332,12795.866,NA,NA,NA,NA,NA,NA
558,NA,NA,NA,NA,17823.732,17823.832,12799.632,12802.232,NA,NA,NA,NA,NA,NA
559,NA,NA,NA,NA,17823.865,17824.099,12802.599,12806.466,NA,NA,NA,NA,NA,NA
560,NA,NA,NA,NA,17835.532,17839.232,12807.966,12808.199,NA,NA,NA,NA,NA,NA
561,NA,NA,NA,NA,17842.965,17843.232,12824.399,12825.899,NA,NA,NA,NA,NA,NA
562,NA,NA,NA,NA,17916.632,18020.532,12837.532,12871.799,NA,NA,NA,NA,NA,NA
563,NA,NA,NA,NA,18021.232,18163.232,12871.866,12874.632,NA,NA,NA,NA,NA,NA
564,NA,NA,NA,NA,18216.498,18217.565,12874.732,12875.066,NA,NA,NA,NA,NA,NA
565,NA,NA,NA,NA,18218.365,18284.898,12875.566,12876.466,NA,NA,NA,NA,NA,NA
566,NA,NA,NA,NA,18340.331,18342.165,12891.399,12891.466,NA,NA,NA,NA,NA,NA
567,NA,NA,NA,NA,18352.198,18666.465,12895.199,12895.299,NA,NA,NA,NA,NA,NA
568,NA,NA,NA,NA,18676.465,18751.565,12897.332,12910.999,NA,NA,NA,NA,NA,NA
569,NA,NA,NA,NA,18831.065,18832.198,12925.799,12925.966,NA,NA,NA,NA,NA,NA
570,NA,NA,NA,NA,18836.898,18838.231,12927.166,12931.799,NA,NA,NA,NA,NA,NA
571,NA,NA,NA,NA,18838.265,18838.298,12932.366,12936.566,NA,NA,NA,NA,NA,NA
572,NA,NA,NA,NA,18838.331,18838.565,12937.466,12941.666,NA,NA,NA,NA,NA,NA
573,NA,NA,NA,NA,18840.698,18841.698,12942.732,12942.899,NA,NA,NA,NA,NA,NA
574,NA,NA,NA,NA,18892.798,18895.831,13053.132,13419.832,NA,NA,NA,NA,NA,NA
575,NA,NA,NA,NA,18955.598,18956.765,13419.899,13419.999,NA,NA,NA,NA,NA,NA
576,NA,NA,NA,NA,18956.831,18957.031,13421.166,13424.066,NA,NA,NA,NA,NA,NA
577,NA,NA,NA,NA,18957.298,18957.831,13840.332,13847.099,NA,NA,NA,NA,NA,NA
578,NA,NA,NA,NA,18960.031,18960.098,14238.166,14238.299,NA,NA,NA,NA,NA,NA
579,NA,NA,NA,NA,18961.031,18962.631,14265.999,14268.499,NA,NA,NA,NA,NA,NA
580,NA,NA,NA,NA,18963.865,18967.198,14370.399,14370.799,NA,NA,NA,NA,NA,NA
581,NA,NA,NA,NA,18973.265,18973.931,14371.599,14490.265,NA,NA,NA,NA,NA,NA
582,NA,NA,NA,NA,18973.998,18974.065,14490.865,14526.099,NA,NA,NA,NA,NA,NA
583,NA,NA,NA,NA,18974.198,18974.265,14545.199,14558.232,NA,NA,NA,NA,NA,NA
584,NA,NA,NA,NA,18980.998,19004.898,14783.865,14783.932,NA,NA,NA,NA,NA,NA
585,NA,NA,NA,NA,19005.398,19009.365,14784.099,14785.899,NA,NA,NA,NA,NA,NA
586,NA,NA,NA,NA,19009.398,19009.565,14790.965,14791.299,NA,NA,NA,NA,NA,NA
587,NA,NA,NA,NA,19016.898,19028.231,14791.599,14791.665,NA,NA,NA,NA,NA,NA
588,NA,NA,NA,NA,19030.831,19092.165,14798.365,14798.632,NA,NA,NA,NA,NA,NA
589,NA,NA,NA,NA,19123.031,19133.631,14803.699,14819.599,NA,NA,NA,NA,NA,NA
590,NA,NA,NA,NA,19134.331,19136.065,14819.932,14820.065,NA,NA,NA,NA,NA,NA
591,NA,NA,NA,NA,19141.265,19141.765,14820.432,14821.365,NA,NA,NA,NA,NA,NA
592,NA,NA,NA,NA,19142.198,19142.831,14893.132,14893.665,NA,NA,NA,NA,NA,NA
593,NA,NA,NA,NA,19143.565,19147.031,14894.499,14894.565,NA,NA,NA,NA,NA,NA
594,NA,NA,NA,NA,19147.665,19208.065,14907.432,14939.699,NA,NA,NA,NA,NA,NA
595,NA,NA,NA,NA,19276.598,19276.865,15977.699,15978.499,NA,NA,NA,NA,NA,NA
596,NA,NA,NA,NA,19283.131,19283.298,15983.199,16059.899,NA,NA,NA,NA,NA,NA
597,NA,NA,NA,NA,19284.531,19284.698,16060.232,16060.299,NA,NA,NA,NA,NA,NA
598,NA,NA,NA,NA,19285.165,19286.498,16105.432,16148.032,NA,NA,NA,NA,NA,NA
599,NA,NA,NA,NA,19286.965,19288.665,16152.599,16155.365,NA,NA,NA,NA,NA,NA
600,NA,NA,NA,NA,19289.131,19289.265,16169.532,16175.565,NA,NA,NA,NA,NA,NA
601,NA,NA,NA,NA,19290.165,19291.531,16190.665,16208.199,NA,NA,NA,NA,NA,NA
602,NA,NA,NA,NA,19291.998,19292.398,16242.932,16270.965,NA,NA,NA,NA,NA,NA
603,NA,NA,NA,NA,19292.531,19294.798,16272.432,16316.199,NA,NA,NA,NA,NA,NA
604,NA,NA,NA,NA,19295.031,19296.565,16351.365,16365.065,NA,NA,NA,NA,NA,NA
605,NA,NA,NA,NA,19296.598,19312.631,16375.699,16386.399,NA,NA,NA,NA,NA,NA
606,NA,NA,NA,NA,19312.698,19312.765,16386.599,16386.665,NA,NA,NA,NA,NA,NA
607,NA,NA,NA,NA,19313.065,19328.031,16386.865,16387.132,NA,NA,NA,NA,NA,NA
608,NA,NA,NA,NA,19330.065,19333.631,16388.232,16399.865,NA,NA,NA,NA,NA,NA
609,NA,NA,NA,NA,19334.065,19334.098,16433.399,16444.399,NA,NA,NA,NA,NA,NA
610,NA,NA,NA,NA,19334.131,19334.165,16459.732,16669.432,NA,NA,NA,NA,NA,NA
611,NA,NA,NA,NA,19336.531,19336.998,16851.899,17021.699,NA,NA,NA,NA,NA,NA
612,NA,NA,NA,NA,19337.331,19337.631,17047.799,17048.832,NA,NA,NA,NA,NA,NA
613,NA,NA,NA,NA,19337.765,19337.831,17092.265,17299.199,NA,NA,NA,NA,NA,NA
614,NA,NA,NA,NA,19337.965,19338.165,17305.232,17305.765,NA,NA,NA,NA,NA,NA
615,NA,NA,NA,NA,19339.065,19339.165,17309.632,17425.532,NA,NA,NA,NA,NA,NA
616,NA,NA,NA,NA,19339.698,19339.831,17426.032,17426.132,NA,NA,NA,NA,NA,NA
617,NA,NA,NA,NA,19340.131,19340.398,17429.365,17429.699,NA,NA,NA,NA,NA,NA
618,NA,NA,NA,NA,19340.665,19342.531,17429.732,17430.665,NA,NA,NA,NA,NA,NA
619,NA,NA,NA,NA,19344.798,19346.231,17451.099,17483.732,NA,NA,NA,NA,NA,NA
620,NA,NA,NA,NA,19347.865,19348.165,17483.965,17484.665,NA,NA,NA,NA,NA,NA
621,NA,NA,NA,NA,19348.698,19349.031,17590.932,17591.599,NA,NA,NA,NA,NA,NA
622,NA,NA,NA,NA,19349.065,19349.265,17599.999,17600.265,NA,NA,NA,NA,NA,NA
623,NA,NA,NA,NA,19349.565,19358.431,17668.365,17668.932,NA,NA,NA,NA,NA,NA
624,NA,NA,NA,NA,19361.398,19361.598,17668.999,17669.032,NA,NA,NA,NA,NA,NA
625,NA,NA,NA,NA,19361.698,19372.665,17674.765,17677.499,NA,NA,NA,NA,NA,NA
626,NA,NA,NA,NA,19373.631,19376.165,17693.899,17695.032,NA,NA,NA,NA,NA,NA
627,NA,NA,NA,NA,19377.698,19379.265,17699.899,17699.965,NA,NA,NA,NA,NA,NA
628,NA,NA,NA,NA,19384.298,19385.131,17710.899,17712.732,NA,NA,NA,NA,NA,NA
629,NA,NA,NA,NA,19392.998,19396.065,17721.932,17722.932,NA,NA,NA,NA,NA,NA
630,NA,NA,NA,NA,19396.798,19403.231,17723.099,17723.265,NA,NA,NA,NA,NA,NA
631,NA,NA,NA,NA,19406.698,19412.465,17746.432,17752.532,NA,NA,NA,NA,NA,NA
632,NA,NA,NA,NA,19413.198,19413.731,17763.432,17767.099,NA,NA,NA,NA,NA,NA
633,NA,NA,NA,NA,19417.865,19418.565,17767.332,17768.532,NA,NA,NA,NA,NA,NA
634,NA,NA,NA,NA,19418.765,19419.731,17769.465,17769.532,NA,NA,NA,NA,NA,NA
635,NA,NA,NA,NA,19419.765,19420.098,17771.332,17772.199,NA,NA,NA,NA,NA,NA
636,NA,NA,NA,NA,19420.165,19420.298,17778.399,17778.532,NA,NA,NA,NA,NA,NA
637,NA,NA,NA,NA,19438.031,19442.765,17779.432,17792.132,NA,NA,NA,NA,NA,NA
638,NA,NA,NA,NA,19442.798,19442.831,17823.232,17823.699,NA,NA,NA,NA,NA,NA
639,NA,NA,NA,NA,19494.098,19501.165,17824.632,17826.399,NA,NA,NA,NA,NA,NA
640,NA,NA,NA,NA,19502.565,19502.731,17839.232,17842.965,NA,NA,NA,NA,NA,NA
641,NA,NA,NA,NA,19502.898,19502.965,17843.232,17893.932,NA,NA,NA,NA,NA,NA
642,NA,NA,NA,NA,19503.365,19505.998,17893.932,17916.632,NA,NA,NA,NA,NA,NA
643,NA,NA,NA,NA,19506.331,19520.065,18020.532,18021.232,NA,NA,NA,NA,NA,NA
644,NA,NA,NA,NA,19520.831,19521.765,18163.232,18163.932,NA,NA,NA,NA,NA,NA
645,NA,NA,NA,NA,19527.931,19528.098,18216.098,18216.498,NA,NA,NA,NA,NA,NA
646,NA,NA,NA,NA,19528.398,19531.698,18217.565,18218.365,NA,NA,NA,NA,NA,NA
647,NA,NA,NA,NA,19531.731,19531.765,18284.898,18285.498,NA,NA,NA,NA,NA,NA
648,NA,NA,NA,NA,19531.898,19532.198,18293.165,18296.298,NA,NA,NA,NA,NA,NA
649,NA,NA,NA,NA,19532.698,19533.398,18302.031,18302.098,NA,NA,NA,NA,NA,NA
650,NA,NA,NA,NA,19534.431,19535.765,18319.498,18322.298,NA,NA,NA,NA,NA,NA
651,NA,NA,NA,NA,19537.265,19539.031,18339.865,18340.331,NA,NA,NA,NA,NA,NA
652,NA,NA,NA,NA,19540.031,19540.598,18342.165,18349.831,NA,NA,NA,NA,NA,NA
653,NA,NA,NA,NA,19540.698,19557.265,18666.465,18668.531,NA,NA,NA,NA,NA,NA
654,NA,NA,NA,NA,19990.531,19999.065,18675.865,18676.465,NA,NA,NA,NA,NA,NA
655,NA,NA,NA,NA,19999.331,20020.865,18751.565,18752.198,NA,NA,NA,NA,NA,NA
656,NA,NA,NA,NA,20021.431,20025.665,18830.831,18831.065,NA,NA,NA,NA,NA,NA
657,NA,NA,NA,NA,20025.698,20025.831,18832.198,18836.898,NA,NA,NA,NA,NA,NA
658,NA,NA,NA,NA,20025.998,20026.965,18838.231,18838.265,NA,NA,NA,NA,NA,NA
659,NA,NA,NA,NA,20258.498,20259.531,18838.298,18838.331,NA,NA,NA,NA,NA,NA
660,NA,NA,NA,NA,20270.465,20271.465,18838.565,18840.698,NA,NA,NA,NA,NA,NA
661,NA,NA,NA,NA,20297.165,20297.431,18841.698,18842.365,NA,NA,NA,NA,NA,NA
662,NA,NA,NA,NA,20297.498,20299.731,18877.865,18892.798,NA,NA,NA,NA,NA,NA
663,NA,NA,NA,NA,20300.398,20301.398,18895.831,18939.498,NA,NA,NA,NA,NA,NA
664,NA,NA,NA,NA,20301.531,20303.665,18953.831,18955.598,NA,NA,NA,NA,NA,NA
665,NA,NA,NA,NA,20303.698,20303.731,18956.765,18956.831,NA,NA,NA,NA,NA,NA
666,NA,NA,NA,NA,20303.765,20303.831,18957.031,18957.298,NA,NA,NA,NA,NA,NA
667,NA,NA,NA,NA,20351.898,20358.365,18957.831,18960.031,NA,NA,NA,NA,NA,NA
668,NA,NA,NA,NA,20368.865,20373.731,18960.098,18961.031,NA,NA,NA,NA,NA,NA
669,NA,NA,NA,NA,20382.331,20382.598,18962.631,18963.865,NA,NA,NA,NA,NA,NA
670,NA,NA,NA,NA,20382.965,20393.365,18967.198,18973.265,NA,NA,NA,NA,NA,NA
671,NA,NA,NA,NA,20393.631,20397.765,18973.931,18973.998,NA,NA,NA,NA,NA,NA
672,NA,NA,NA,NA,20397.831,20404.565,18974.065,18974.198,NA,NA,NA,NA,NA,NA
673,NA,NA,NA,NA,20405.798,20410.165,18974.265,18980.998,NA,NA,NA,NA,NA,NA
674,NA,NA,NA,NA,20411.765,20413.431,19004.898,19005.398,NA,NA,NA,NA,NA,NA
675,NA,NA,NA,NA,20420.631,20421.031,19009.365,19009.398,NA,NA,NA,NA,NA,NA
676,NA,NA,NA,NA,20421.498,20421.831,19009.565,19013.565,NA,NA,NA,NA,NA,NA
677,NA,NA,NA,NA,20422.431,20423.498,19028.231,19028.765,NA,NA,NA,NA,NA,NA
678,NA,NA,NA,NA,20423.931,20458.631,19092.165,19092.631,NA,NA,NA,NA,NA,NA
679,NA,NA,NA,NA,20458.665,20460.298,19121.165,19121.298,NA,NA,NA,NA,NA,NA
680,NA,NA,NA,NA,20460.598,20462.098,19133.631,19134.331,NA,NA,NA,NA,NA,NA
681,NA,NA,NA,NA,20466.765,20468.131,19136.065,19141.265,NA,NA,NA,NA,NA,NA
682,NA,NA,NA,NA,20468.198,20476.731,19141.765,19142.198,NA,NA,NA,NA,NA,NA
683,NA,NA,NA,NA,20477.065,20504.798,19142.831,19143.565,NA,NA,NA,NA,NA,NA
684,NA,NA,NA,NA,20523.765,20583.298,19147.031,19147.665,NA,NA,NA,NA,NA,NA
685,NA,NA,NA,NA,20583.365,20584.098,19208.065,19208.865,NA,NA,NA,NA,NA,NA
686,NA,NA,NA,NA,20588.431,20588.765,19276.231,19276.598,NA,NA,NA,NA,NA,NA
687,NA,NA,NA,NA,20588.831,20633.265,19276.865,19283.131,NA,NA,NA,NA,NA,NA
688,NA,NA,NA,NA,20644.631,20645.165,19283.298,19284.531,NA,NA,NA,NA,NA,NA
689,NA,NA,NA,NA,20645.898,20647.431,19284.698,19285.165,NA,NA,NA,NA,NA,NA
690,NA,NA,NA,NA,20648.298,20660.065,19286.498,19286.965,NA,NA,NA,NA,NA,NA
691,NA,NA,NA,NA,20666.298,20668.831,19288.665,19289.131,NA,NA,NA,NA,NA,NA
692,NA,NA,NA,NA,20669.631,20673.298,19289.265,19290.165,NA,NA,NA,NA,NA,NA
693,NA,NA,NA,NA,20685.231,20685.465,19291.531,19291.998,NA,NA,NA,NA,NA,NA
694,NA,NA,NA,NA,20685.531,20701.365,19292.398,19292.531,NA,NA,NA,NA,NA,NA
695,NA,NA,NA,NA,20701.498,20766.865,19294.798,19295.031,NA,NA,NA,NA,NA,NA
696,NA,NA,NA,NA,20768.965,20779.798,19296.565,19296.598,NA,NA,NA,NA,NA,NA
697,NA,NA,NA,NA,21112.365,21113.031,19312.631,19312.698,NA,NA,NA,NA,NA,NA
698,NA,NA,NA,NA,21114.431,21120.098,19312.765,19313.065,NA,NA,NA,NA,NA,NA
699,NA,NA,NA,NA,21121.765,21134.565,19328.031,19330.065,NA,NA,NA,NA,NA,NA
700,NA,NA,NA,NA,21135.098,21137.165,19333.631,19334.065,NA,NA,NA,NA,NA,NA
701,NA,NA,NA,NA,21143.298,21154.431,19334.098,19334.131,NA,NA,NA,NA,NA,NA
702,NA,NA,NA,NA,21156.131,21163.098,19334.165,19336.531,NA,NA,NA,NA,NA,NA
703,NA,NA,NA,NA,21163.131,21163.165,19336.998,19337.331,NA,NA,NA,NA,NA,NA
704,NA,NA,NA,NA,21164.098,21179.031,19337.631,19337.765,NA,NA,NA,NA,NA,NA
705,NA,NA,NA,NA,21179.065,21179.965,19337.831,19337.965,NA,NA,NA,NA,NA,NA
706,NA,NA,NA,NA,21180.098,21227.465,19338.165,19339.065,NA,NA,NA,NA,NA,NA
707,NA,NA,NA,NA,21229.765,21257.498,19339.165,19339.698,NA,NA,NA,NA,NA,NA
708,NA,NA,NA,NA,21257.665,21459.798,19339.831,19340.131,NA,NA,NA,NA,NA,NA
709,NA,NA,NA,NA,21460.865,21463.865,19340.398,19340.665,NA,NA,NA,NA,NA,NA
710,NA,NA,NA,NA,21474.065,21494.331,19342.531,19344.798,NA,NA,NA,NA,NA,NA
711,NA,NA,NA,NA,21494.331,21600,19346.231,19347.865,NA,NA,NA,NA,NA,NA
712,NA,NA,NA,NA,21600,21600,19348.165,19348.698,NA,NA,NA,NA,NA,NA
713,NA,NA,NA,NA,NA,NA,19349.031,19349.065,NA,NA,NA,NA,NA,NA
714,NA,NA,NA,NA,NA,NA,19349.265,19349.565,NA,NA,NA,NA,NA,NA
715,NA,NA,NA,NA,NA,NA,19358.431,19361.398,NA,NA,NA,NA,NA,NA
716,NA,NA,NA,NA,NA,NA,19361.598,19361.698,NA,NA,NA,NA,NA,NA
717,NA,NA,NA,NA,NA,NA,19372.665,19373.631,NA,NA,NA,NA,NA,NA
718,NA,NA,NA,NA,NA,NA,19376.165,19377.698,NA,NA,NA,NA,NA,NA
719,NA,NA,NA,NA,NA,NA,19379.265,19384.298,NA,NA,NA,NA,NA,NA
720,NA,NA,NA,NA,NA,NA,19385.131,19392.998,NA,NA,NA,NA,NA,NA
721,NA,NA,NA,NA,NA,NA,19396.065,19396.798,NA,NA,NA,NA,NA,NA
722,NA,NA,NA,NA,NA,NA,19403.231,19406.698,NA,NA,NA,NA,NA,NA
723,NA,NA,NA,NA,NA,NA,19412.465,19413.198,NA,NA,NA,NA,NA,NA
724,NA,NA,NA,NA,NA,NA,19413.731,19417.865,NA,NA,NA,NA,NA,NA
725,NA,NA,NA,NA,NA,NA,19418.565,19418.765,NA,NA,NA,NA,NA,NA
726,NA,NA,NA,NA,NA,NA,19419.731,19419.765,NA,NA,NA,NA,NA,NA
727,NA,NA,NA,NA,NA,NA,19420.098,19420.165,NA,NA,NA,NA,NA,NA
728,NA,NA,NA,NA,NA,NA,19420.298,19438.031,NA,NA,NA,NA,NA,NA
729,NA,NA,NA,NA,NA,NA,19442.765,19442.798,NA,NA,NA,NA,NA,NA
730,NA,NA,NA,NA,NA,NA,19442.831,19442.998,NA,NA,NA,NA,NA,NA
731,NA,NA,NA,NA,NA,NA,19492.731,19494.098,NA,NA,NA,NA,NA,NA
732,NA,NA,NA,NA,NA,NA,19501.165,19502.565,NA,NA,NA,NA,NA,NA
733,NA,NA,NA,NA,NA,NA,19502.731,19502.898,NA,NA,NA,NA,NA,NA
734,NA,NA,NA,NA,NA,NA,19502.965,19503.365,NA,NA,NA,NA,NA,NA
735,NA,NA,NA,NA,NA,NA,19505.998,19506.331,NA,NA,NA,NA,NA,NA
736,NA,NA,NA,NA,NA,NA,19520.065,19520.831,NA,NA,NA,NA,NA,NA
737,NA,NA,NA,NA,NA,NA,19521.765,19527.931,NA,NA,NA,NA,NA,NA
738,NA,NA,NA,NA,NA,NA,19528.098,19528.398,NA,NA,NA,NA,NA,NA
739,NA,NA,NA,NA,NA,NA,19531.698,19531.731,NA,NA,NA,NA,NA,NA
740,NA,NA,NA,NA,NA,NA,19531.765,19531.898,NA,NA,NA,NA,NA,NA
741,NA,NA,NA,NA,NA,NA,19532.198,19532.698,NA,NA,NA,NA,NA,NA
