"X1","Center_start","Center_stop","Contact_Left_start","Contact_Left_stop","Contact_Right_start","Contact_Right_stop","Interact_Left_start","Interact_Left_stop","Interact_Right_start","Interact_Right_stop","Left_start","Left_stop","Right_start","Right_stop","Unknown_start","Unknown_stop","Contact_Center_start","Contact_Center_stop"
375,NA,NA,10739.099,10744.799,3987.034,3990.767,NA,NA,NA,NA,9606.1,9606.166,3707.067,3707.367,NA,NA,NA,NA
376,NA,NA,10745.066,10745.533,3991.667,3991.901,NA,NA,NA,NA,9606.2,9606.266,3707.401,3707.467,NA,NA,NA,NA
377,NA,NA,10770.566,10770.799,3992.901,3993.934,NA,NA,NA,NA,9611.9,9617.3,3707.534,3707.601,NA,NA,NA,NA
378,NA,NA,10770.899,10770.933,3994.001,3994.667,NA,NA,NA,NA,9859.166,9860.6,3711.334,3711.401,NA,NA,NA,NA
379,NA,NA,10770.966,10772.166,3995.067,3995.234,NA,NA,NA,NA,9860.766,9862,3713.667,3715.467,NA,NA,NA,NA
380,NA,NA,11197.666,11202.299,3995.501,3995.567,NA,NA,NA,NA,9862.133,9882.066,3715.667,3715.701,NA,NA,NA,NA
381,NA,NA,11203.099,11208.899,3996.467,3996.734,NA,NA,NA,NA,9930.133,9937.066,3718.534,3718.767,NA,NA,NA,NA
382,NA,NA,11229.633,11229.799,4040.701,4040.934,NA,NA,NA,NA,9940.033,9940.166,3719.134,3719.301,NA,NA,NA,NA
383,NA,NA,11230.633,11234.966,4065.334,4066.167,NA,NA,NA,NA,9942.166,9943.833,3719.367,3719.567,NA,NA,NA,NA
384,NA,NA,11237.666,11237.899,4066.234,4066.367,NA,NA,NA,NA,9943.966,9944.133,3752.367,3753.867,NA,NA,NA,NA
385,NA,NA,11258.599,11258.699,4066.401,4072.934,NA,NA,NA,NA,9944.166,9944.8,3756.067,3756.134,NA,NA,NA,NA
386,NA,NA,11258.733,11261.299,4072.967,4073.234,NA,NA,NA,NA,9946.133,9946.166,3756.867,3757.367,NA,NA,NA,NA
387,NA,NA,11261.633,11261.899,4073.367,4077.501,NA,NA,NA,NA,9947.4,9947.433,3757.401,3761.634,NA,NA,NA,NA
388,NA,NA,11263.166,11264.799,4077.734,4079.501,NA,NA,NA,NA,9947.466,9953.633,3761.901,3761.934,NA,NA,NA,NA
389,NA,NA,11343.499,11343.766,4079.701,4080.167,NA,NA,NA,NA,9956.066,9956.166,3762.201,3762.334,NA,NA,NA,NA
390,NA,NA,11346.099,11346.133,4080.467,4080.534,NA,NA,NA,NA,9957.733,9957.9,3776.034,3776.167,NA,NA,NA,NA
391,NA,NA,11347.033,11354.966,4080.601,4086.667,NA,NA,NA,NA,10045.233,10046.633,3776.301,3779.734,NA,NA,NA,NA
392,NA,NA,11356.033,11358.166,4086.901,4087.534,NA,NA,NA,NA,10048.4,10057.333,3782.634,3783.301,NA,NA,NA,NA
393,NA,NA,11360.566,11361.133,4088.634,4088.867,NA,NA,NA,NA,10057.466,10057.5,3783.367,3783.434,NA,NA,NA,NA
394,NA,NA,11361.299,11366.499,4160.434,4161.234,NA,NA,NA,NA,10059,10059.266,3783.501,3783.567,NA,NA,NA,NA
395,NA,NA,11371.999,11372.266,4183.534,4183.601,NA,NA,NA,NA,10060.1,10062.466,3783.667,3783.701,NA,NA,NA,NA
396,NA,NA,11463.533,11463.633,4184.001,4198.934,NA,NA,NA,NA,10065.666,10066,3785.701,3786.734,NA,NA,NA,NA
397,NA,NA,11464.233,11464.366,4202.334,4229.534,NA,NA,NA,NA,10066.066,10066.333,3833.701,3834.001,NA,NA,NA,NA
398,NA,NA,11467.233,11467.399,4231.567,4231.734,NA,NA,NA,NA,10066.433,10066.833,3840.434,3842.334,NA,NA,NA,NA
399,NA,NA,11467.433,11470.299,4231.767,4231.834,NA,NA,NA,NA,10067.1,10086.933,3842.901,3843.067,NA,NA,NA,NA
400,NA,NA,11609.833,11609.999,4234.501,4234.601,NA,NA,NA,NA,10087.066,10087.1,3843.667,3843.967,NA,NA,NA,NA
401,NA,NA,11610.066,11610.199,4234.801,4235.334,NA,NA,NA,NA,10087.233,10087.633,3844.267,3844.534,NA,NA,NA,NA
402,NA,NA,11610.399,11610.566,4258.267,4258.334,NA,NA,NA,NA,10088.266,10090.7,3844.767,3847.934,NA,NA,NA,NA
403,NA,NA,11610.599,11610.633,4269.401,4275.401,NA,NA,NA,NA,10090.9,10091.133,3968.267,3968.934,NA,NA,NA,NA
404,NA,NA,11610.733,11610.833,4275.634,4277.834,NA,NA,NA,NA,10255.9,10256.1,3968.967,3969.134,NA,NA,NA,NA
405,NA,NA,11610.899,11611.099,4277.901,4277.967,NA,NA,NA,NA,10257.9,10258.1,3969.201,3969.267,NA,NA,NA,NA
406,NA,NA,11614.199,11615.133,4278.701,4279.101,NA,NA,NA,NA,10356.533,10357.066,3969.567,3970.734,NA,NA,NA,NA
407,NA,NA,11616.033,11616.166,4289.734,4294.267,NA,NA,NA,NA,10357.3,10357.333,3971.801,3973.634,NA,NA,NA,NA
408,NA,NA,11617.866,11617.933,4294.801,4295.201,NA,NA,NA,NA,10358.2,10358.433,3973.667,3973.701,NA,NA,NA,NA
409,NA,NA,11881.399,11881.433,4296.134,4303.801,NA,NA,NA,NA,10358.766,10359,3973.734,3977.967,NA,NA,NA,NA
410,NA,NA,11882.766,11883.966,4303.934,4304.101,NA,NA,NA,NA,10493.7,10499.533,3978.001,3979.701,NA,NA,NA,NA
411,NA,NA,11885.766,11889.099,4304.501,4311.467,NA,NA,NA,NA,10499.533,10514.099,3980.134,3981.601,NA,NA,NA,NA
412,NA,NA,11889.166,11892.966,4314.634,4315.001,NA,NA,NA,NA,10514.399,10516.766,3981.734,3985.601,NA,NA,NA,NA
413,NA,NA,11892.999,11893.133,4315.034,4315.234,NA,NA,NA,NA,10518.433,10518.799,3986.467,3986.534,NA,NA,NA,NA
414,NA,NA,12082.133,12082.499,4316.667,4317.301,NA,NA,NA,NA,10519.999,10520.133,3986.901,3987.034,NA,NA,NA,NA
415,NA,NA,12083.299,12083.399,4317.434,4317.634,NA,NA,NA,NA,10520.233,10537.766,3990.767,3991.667,NA,NA,NA,NA
416,NA,NA,12083.533,12086.866,4318.134,4319.134,NA,NA,NA,NA,10538.233,10538.366,3991.901,3992.901,NA,NA,NA,NA
417,NA,NA,15454.832,15458.899,4319.167,4320.901,NA,NA,NA,NA,10541.399,10541.766,3993.934,3994.001,NA,NA,NA,NA
418,NA,NA,15460.399,15460.465,4321.001,4321.034,NA,NA,NA,NA,10543.366,10543.399,3994.667,3995.067,NA,NA,NA,NA
419,NA,NA,15461.665,15463.732,4321.901,4332.501,NA,NA,NA,NA,10543.433,10543.466,3995.234,3995.501,NA,NA,NA,NA
420,NA,NA,15463.765,15470.465,4334.567,4339.467,NA,NA,NA,NA,10545.966,10546.099,3995.567,3996.467,NA,NA,NA,NA
421,NA,NA,15471.199,15471.565,4340.301,4340.334,NA,NA,NA,NA,10546.266,10547.766,3996.734,3997.001,NA,NA,NA,NA
422,NA,NA,15471.599,15471.632,4342.301,4343.067,NA,NA,NA,NA,10547.999,10554.966,4040.934,4065.334,NA,NA,NA,NA
423,NA,NA,15472.165,15473.499,4343.934,4416.801,NA,NA,NA,NA,10555.299,10556.066,4066.167,4066.234,NA,NA,NA,NA
424,NA,NA,15476.465,15507.232,4417.067,4417.101,NA,NA,NA,NA,10561.566,10561.766,4066.367,4066.401,NA,NA,NA,NA
425,NA,NA,15507.865,15510.432,4417.667,4474.767,NA,NA,NA,NA,10624.433,10627.666,4072.934,4072.967,NA,NA,NA,NA
426,NA,NA,15513.232,15513.265,4474.967,4475.767,NA,NA,NA,NA,10627.999,10630.899,4073.234,4073.367,NA,NA,NA,NA
427,NA,NA,15513.332,15513.365,4475.967,4476.267,NA,NA,NA,NA,10633.933,10641.266,4077.501,4077.734,NA,NA,NA,NA
428,NA,NA,15513.699,15513.899,4476.401,4698.367,NA,NA,NA,NA,10648.999,10649.466,4079.501,4079.701,NA,NA,NA,NA
429,NA,NA,15513.932,15513.999,4703.867,4704.667,NA,NA,NA,NA,10650.066,10650.733,4080.167,4080.467,NA,NA,NA,NA
430,NA,NA,15518.799,15543.032,4704.801,4706.167,NA,NA,NA,NA,10650.966,10684.066,4080.534,4080.601,NA,NA,NA,NA
431,NA,NA,15543.065,15576.565,4741.234,4745.201,NA,NA,NA,NA,10738.166,10739.099,4086.667,4086.901,NA,NA,NA,NA
432,NA,NA,15577.199,15591.299,4745.301,4764.601,NA,NA,NA,NA,10744.799,10745.066,4087.534,4088.634,NA,NA,NA,NA
433,NA,NA,15591.365,15634.099,4764.801,4765.134,NA,NA,NA,NA,10745.533,10770.566,4160.034,4160.434,NA,NA,NA,NA
434,NA,NA,15634.199,15654.565,4766.634,4766.801,NA,NA,NA,NA,10770.799,10770.899,4161.234,4163.201,NA,NA,NA,NA
435,NA,NA,15746.665,15750.132,4767.134,4767.801,NA,NA,NA,NA,10770.933,10770.966,4168.567,4183.534,NA,NA,NA,NA
436,NA,NA,15772.632,15772.699,4768.301,4768.334,NA,NA,NA,NA,11197.299,11197.333,4183.601,4184.001,NA,NA,NA,NA
437,NA,NA,15773.465,15773.532,4778.801,4779.367,NA,NA,NA,NA,11197.366,11197.399,4198.934,4202.334,NA,NA,NA,NA
438,NA,NA,15773.565,15773.699,4780.067,4782.334,NA,NA,NA,NA,11197.533,11197.599,4229.534,4231.567,NA,NA,NA,NA
439,NA,NA,16146.432,16154.799,4782.501,4784.167,NA,NA,NA,NA,11197.633,11197.666,4231.734,4231.767,NA,NA,NA,NA
440,NA,NA,16155.332,16157.299,4784.301,4789.001,NA,NA,NA,NA,11202.299,11203.099,4231.834,4234.501,NA,NA,NA,NA
441,NA,NA,16167.032,16167.099,4789.234,4789.501,NA,NA,NA,NA,11208.899,11229.633,4234.601,4234.801,NA,NA,NA,NA
442,NA,NA,16167.865,16168.099,4790.334,4791.567,NA,NA,NA,NA,11229.799,11230.633,4235.334,4258.267,NA,NA,NA,NA
443,NA,NA,16169.765,16170.399,4791.634,4791.667,NA,NA,NA,NA,11234.966,11237.666,4258.334,4269.401,NA,NA,NA,NA
444,NA,NA,16170.499,16172.399,4791.734,4791.801,NA,NA,NA,NA,11237.899,11258.599,4275.401,4275.634,NA,NA,NA,NA
445,NA,NA,16173.799,16173.965,4792.034,4792.767,NA,NA,NA,NA,11258.699,11258.733,4277.834,4277.901,NA,NA,NA,NA
446,NA,NA,16174.099,16177.765,4793.101,4822.734,NA,NA,NA,NA,11261.299,11261.633,4277.967,4278.701,NA,NA,NA,NA
447,NA,NA,16179.032,16179.199,4824.534,4853.734,NA,NA,NA,NA,11261.899,11263.166,4279.101,4289.734,NA,NA,NA,NA
448,NA,NA,16180.965,16184.832,4862.567,4863.434,NA,NA,NA,NA,11264.799,11267.533,4294.267,4294.801,NA,NA,NA,NA
449,NA,NA,16184.965,16185.032,4863.634,4863.667,NA,NA,NA,NA,11345.966,11346.099,4295.201,4296.134,NA,NA,NA,NA
450,NA,NA,16186.532,16187.065,4864.267,4895.601,NA,NA,NA,NA,11346.133,11347.033,4303.801,4303.934,NA,NA,NA,NA
451,NA,NA,16191.699,16193.132,4895.667,4898.101,NA,NA,NA,NA,11354.966,11356.033,4304.101,4304.501,NA,NA,NA,NA
452,NA,NA,16193.365,16193.432,4898.767,4899.967,NA,NA,NA,NA,11358.166,11360.566,4311.467,4314.634,NA,NA,NA,NA
453,NA,NA,16193.865,16193.932,4900.034,4900.534,NA,NA,NA,NA,11361.133,11361.299,4315.001,4315.034,NA,NA,NA,NA
454,NA,NA,16460.399,16460.499,4900.567,4900.634,NA,NA,NA,NA,11366.499,11371.999,4315.234,4316.667,NA,NA,NA,NA
455,NA,NA,16485.565,16485.599,4901.001,4902.267,NA,NA,NA,NA,11463.466,11463.533,4317.301,4317.434,NA,NA,NA,NA
456,NA,NA,16485.632,16486.499,4902.601,4904.367,NA,NA,NA,NA,11463.633,11464.233,4317.634,4318.134,NA,NA,NA,NA
457,NA,NA,16486.565,16494.965,4960.601,4960.901,NA,NA,NA,NA,11464.366,11467.233,4319.134,4319.167,NA,NA,NA,NA
458,NA,NA,16496.232,16498.732,4960.934,4961.301,NA,NA,NA,NA,11467.399,11467.433,4320.901,4321.001,NA,NA,NA,NA
459,NA,NA,16499.232,16499.965,4961.367,4965.634,NA,NA,NA,NA,11470.299,11470.866,4321.034,4321.901,NA,NA,NA,NA
460,NA,NA,16515.065,16515.299,4968.234,4968.401,NA,NA,NA,NA,11610.266,11610.399,4332.501,4334.567,NA,NA,NA,NA
461,NA,NA,16515.599,16516.899,4968.434,4970.801,NA,NA,NA,NA,11610.566,11610.599,4339.467,4340.301,NA,NA,NA,NA
462,NA,NA,16518.465,16518.899,4970.867,4971.134,NA,NA,NA,NA,11610.633,11610.733,4340.334,4342.301,NA,NA,NA,NA
463,NA,NA,16519.199,16519.265,4971.267,4971.534,NA,NA,NA,NA,11610.833,11610.899,4343.067,4343.934,NA,NA,NA,NA
464,NA,NA,16568.299,16568.365,4981.401,4995.101,NA,NA,NA,NA,11611.099,11614.199,4416.801,4417.067,NA,NA,NA,NA
465,NA,NA,16612.632,16612.999,5073.901,5086.367,NA,NA,NA,NA,11615.133,11616.033,4417.101,4417.667,NA,NA,NA,NA
466,NA,NA,16712.232,16713.699,5136.734,5153.601,NA,NA,NA,NA,11616.166,11617.866,4474.767,4474.967,NA,NA,NA,NA
467,NA,NA,16713.732,16713.899,5156.734,5243.801,NA,NA,NA,NA,11881.966,11882.766,4475.767,4475.967,NA,NA,NA,NA
468,NA,NA,16714.832,16715.232,5245.967,5246.601,NA,NA,NA,NA,11883.966,11885.766,4476.267,4476.401,NA,NA,NA,NA
469,NA,NA,16716.065,16716.132,5246.634,5246.934,NA,NA,NA,NA,11889.099,11889.166,4698.367,4701.367,NA,NA,NA,NA
470,NA,NA,16735.132,16735.299,5248.667,5858.667,NA,NA,NA,NA,11892.966,11892.999,4703.701,4703.867,NA,NA,NA,NA
471,NA,NA,16767.565,16769.532,5859.867,5932.567,NA,NA,NA,NA,11893.133,11893.299,4704.667,4704.801,NA,NA,NA,NA
472,NA,NA,16769.699,16770.065,5937.067,6344.567,NA,NA,NA,NA,12080.766,12082.133,4706.167,4741.234,NA,NA,NA,NA
473,NA,NA,16773.299,16858.332,6344.867,6896.867,NA,NA,NA,NA,12082.499,12083.299,4745.201,4745.301,NA,NA,NA,NA
474,NA,NA,16867.832,16869.465,6896.867,7327.567,NA,NA,NA,NA,12083.399,12083.533,4764.601,4764.801,NA,NA,NA,NA
475,NA,NA,16871.865,16872.265,7327.633,7327.967,NA,NA,NA,NA,12086.866,12097.599,4765.134,4766.634,NA,NA,NA,NA
476,NA,NA,16872.965,16874.399,7331.567,7386.9,NA,NA,NA,NA,12371.699,12378.399,4766.801,4767.134,NA,NA,NA,NA
477,NA,NA,16874.699,16876.732,7386.933,7387.233,NA,NA,NA,NA,12378.699,12378.766,4767.801,4768.301,NA,NA,NA,NA
478,NA,NA,16888.665,16888.732,7387.433,7424,NA,NA,NA,NA,15454.799,15454.832,4768.334,4778.801,NA,NA,NA,NA
479,NA,NA,16888.799,16889.965,7424.233,7424.7,NA,NA,NA,NA,15458.899,15460.399,4779.367,4780.067,NA,NA,NA,NA
480,NA,NA,16891.032,16891.132,7424.8,7426.367,NA,NA,NA,NA,15460.465,15461.665,4782.334,4782.501,NA,NA,NA,NA
481,NA,NA,16931.332,16931.499,7426.633,7428.033,NA,NA,NA,NA,15463.732,15463.765,4784.167,4784.301,NA,NA,NA,NA
482,NA,NA,16931.532,16931.565,7429.633,7429.933,NA,NA,NA,NA,15470.465,15471.199,4789.001,4789.234,NA,NA,NA,NA
483,NA,NA,16932.599,16932.665,7429.967,7433.7,NA,NA,NA,NA,15471.565,15471.599,4789.501,4790.334,NA,NA,NA,NA
484,NA,NA,16933.132,16939.232,7482.933,7488,NA,NA,NA,NA,15471.632,15472.165,4791.567,4791.634,NA,NA,NA,NA
485,NA,NA,16939.299,16939.732,7489.667,7490.433,NA,NA,NA,NA,15473.499,15476.465,4791.667,4791.734,NA,NA,NA,NA
486,NA,NA,17423.599,17423.632,7490.467,7490.533,NA,NA,NA,NA,15507.232,15507.865,4791.801,4792.034,NA,NA,NA,NA
487,NA,NA,17423.765,17437.665,7494.133,7494.167,NA,NA,NA,NA,15510.432,15513.232,4792.767,4793.101,NA,NA,NA,NA
488,NA,NA,17460.832,17461.332,7494.367,7495.1,NA,NA,NA,NA,15513.265,15513.332,4822.734,4824.534,NA,NA,NA,NA
489,NA,NA,17734.265,17745.499,7498.767,7498.8,NA,NA,NA,NA,15513.365,15513.699,4853.734,4862.567,NA,NA,NA,NA
490,NA,NA,17745.899,17746.099,7498.933,7592.6,NA,NA,NA,NA,15513.899,15513.932,4863.434,4863.634,NA,NA,NA,NA
491,NA,NA,17746.965,17749.632,7592.733,7593.066,NA,NA,NA,NA,15513.999,15518.799,4863.667,4864.267,NA,NA,NA,NA
492,NA,NA,17749.765,17749.965,7593.333,7593.733,NA,NA,NA,NA,15543.032,15543.065,4895.601,4895.667,NA,NA,NA,NA
493,NA,NA,17750.199,17752.632,7594.533,7594.666,NA,NA,NA,NA,15576.565,15577.199,4898.101,4898.767,NA,NA,NA,NA
494,NA,NA,17752.999,17753.099,7595.866,7606.533,NA,NA,NA,NA,15591.299,15591.365,4899.967,4900.034,NA,NA,NA,NA
495,NA,NA,17753.165,17753.665,7608.133,7608.533,NA,NA,NA,NA,15634.099,15634.199,4900.534,4900.567,NA,NA,NA,NA
496,NA,NA,17754.765,17754.799,7619.266,7621.333,NA,NA,NA,NA,15654.565,15656.099,4900.634,4901.001,NA,NA,NA,NA
497,NA,NA,17754.832,17765.565,7621.933,7622.133,NA,NA,NA,NA,15656.165,15657.065,4902.267,4902.601,NA,NA,NA,NA
498,NA,NA,17765.999,17766.565,7622.333,7622.733,NA,NA,NA,NA,15744.532,15746.665,4904.367,4906.767,NA,NA,NA,NA
499,NA,NA,17766.799,17767.299,7623.3,7624,NA,NA,NA,NA,15750.132,15772.632,4959.834,4960.601,NA,NA,NA,NA
500,NA,NA,17767.332,17767.365,7624.766,7625.1,NA,NA,NA,NA,15772.699,15773.465,4960.901,4960.934,NA,NA,NA,NA
501,NA,NA,17767.432,17768.565,7625.2,7625.866,NA,NA,NA,NA,15773.532,15773.565,4961.301,4961.367,NA,NA,NA,NA
502,NA,NA,17768.832,17768.999,7627.3,7627.533,NA,NA,NA,NA,15773.699,15773.732,4965.634,4968.234,NA,NA,NA,NA
503,NA,NA,17769.032,17769.232,7627.833,7627.866,NA,NA,NA,NA,16145.832,16146.432,4968.401,4968.434,NA,NA,NA,NA
504,NA,NA,17769.565,17769.932,7628.966,7629.5,NA,NA,NA,NA,16154.799,16155.332,4970.801,4970.867,NA,NA,NA,NA
505,NA,NA,17770.032,17770.265,7647.466,7647.5,NA,NA,NA,NA,16157.299,16167.032,4971.134,4971.267,NA,NA,NA,NA
506,NA,NA,17770.299,17770.732,7746.533,7754.333,NA,NA,NA,NA,16167.099,16167.865,4971.534,4981.401,NA,NA,NA,NA
507,NA,NA,18073.365,18073.632,7757.233,7757.266,NA,NA,NA,NA,16168.099,16169.765,4995.101,4999.134,NA,NA,NA,NA
508,NA,NA,18073.732,18076.032,7757.333,7757.4,NA,NA,NA,NA,16170.399,16170.499,5003.934,5041.101,NA,NA,NA,NA
509,NA,NA,18077.432,18077.465,7758.9,7779.5,NA,NA,NA,NA,16172.399,16173.799,5072.334,5073.901,NA,NA,NA,NA
510,NA,NA,18077.499,18077.865,7782.066,7782.333,NA,NA,NA,NA,16173.965,16174.099,5086.367,5136.734,NA,NA,NA,NA
511,NA,NA,18078.932,18079.499,7782.8,7784.6,NA,NA,NA,NA,16177.765,16179.032,5153.601,5156.734,NA,NA,NA,NA
512,NA,NA,18281.265,18281.799,7784.766,7799.466,NA,NA,NA,NA,16179.199,16180.965,5243.801,5245.967,NA,NA,NA,NA
513,NA,NA,18282.065,18282.765,7800.033,7800.433,NA,NA,NA,NA,16184.832,16184.965,5246.601,5246.634,NA,NA,NA,NA
514,NA,NA,18297.565,18298.399,7801.366,7803.533,NA,NA,NA,NA,16185.032,16186.532,5246.934,5248.667,NA,NA,NA,NA
515,NA,NA,18298.932,18298.965,7803.633,7803.8,NA,NA,NA,NA,16187.065,16187.232,5858.667,5859.867,NA,NA,NA,NA
516,NA,NA,18299.365,18299.399,7805,7817.866,NA,NA,NA,NA,16187.265,16191.699,5932.567,5937.067,NA,NA,NA,NA
517,NA,NA,18302.465,18303.265,7819.633,7822.866,NA,NA,NA,NA,16193.132,16193.365,6344.567,6344.867,NA,NA,NA,NA
518,NA,NA,18651.632,18655.032,7890.666,7891.166,NA,NA,NA,NA,16193.432,16193.865,7327.567,7327.633,NA,NA,NA,NA
519,NA,NA,18656.032,18656.132,7891.366,7891.633,NA,NA,NA,NA,16193.932,16194.832,7327.967,7331.567,NA,NA,NA,NA
520,NA,NA,18656.299,18656.399,7905,7905.566,NA,NA,NA,NA,16461.065,16485.565,7386.9,7386.933,NA,NA,NA,NA
521,NA,NA,18656.799,18656.965,7905.766,7906.5,NA,NA,NA,NA,16485.599,16485.632,7387.233,7387.433,NA,NA,NA,NA
522,NA,NA,18657.199,18658.899,7906.533,7926.633,NA,NA,NA,NA,16486.499,16486.565,7424,7424.233,NA,NA,NA,NA
523,NA,NA,18658.932,18659.765,7927.066,7942.866,NA,NA,NA,NA,16494.965,16496.232,7424.7,7424.8,NA,NA,NA,NA
524,NA,NA,18659.932,18664.732,7951.533,7951.766,NA,NA,NA,NA,16498.732,16499.232,7426.367,7426.633,NA,NA,NA,NA
525,NA,NA,18665.132,18665.232,7953.433,7956.833,NA,NA,NA,NA,16499.965,16515.065,7428.033,7429.633,NA,NA,NA,NA
526,NA,NA,18665.299,18673.399,7968.833,7971.4,NA,NA,NA,NA,16515.299,16515.599,7429.933,7429.967,NA,NA,NA,NA
527,NA,NA,18677.065,18678.432,8120.3,8156.7,NA,NA,NA,NA,16516.899,16518.465,7488,7489.667,NA,NA,NA,NA
528,NA,NA,18678.665,18679.499,8172.866,8172.966,NA,NA,NA,NA,16518.899,16519.199,7490.433,7490.467,NA,NA,NA,NA
529,NA,NA,18679.732,18679.799,8176.933,8177.366,NA,NA,NA,NA,16519.265,16568.299,7490.533,7494.133,NA,NA,NA,NA
530,NA,NA,18680.332,18680.499,8292.033,8300.3,NA,NA,NA,NA,16568.365,16612.632,7494.167,7494.367,NA,NA,NA,NA
531,NA,NA,18680.565,18681.932,8300.4,8302.9,NA,NA,NA,NA,16612.999,16614.465,7495.1,7498.767,NA,NA,NA,NA
532,NA,NA,18685.199,18705.665,8306.733,8306.766,NA,NA,NA,NA,16616.699,16622.132,7498.8,7498.933,NA,NA,NA,NA
533,NA,NA,18705.699,18705.999,8310.2,8310.866,NA,NA,NA,NA,16710.565,16712.232,7592.6,7592.733,NA,NA,NA,NA
534,NA,NA,18706.032,18706.132,8324.166,8325.066,NA,NA,NA,NA,16713.699,16713.732,7593.066,7593.333,NA,NA,NA,NA
535,NA,NA,18708.999,18709.265,8325.766,8326.633,NA,NA,NA,NA,16713.899,16714.832,7593.733,7594.533,NA,NA,NA,NA
536,NA,NA,18710.299,18710.332,8375.266,8375.633,NA,NA,NA,NA,16715.232,16716.065,7594.666,7595.866,NA,NA,NA,NA
537,NA,NA,18710.465,18710.499,8385,8395.266,NA,NA,NA,NA,16716.132,16735.132,7606.533,7608.133,NA,NA,NA,NA
538,NA,NA,18710.932,18711.865,8395.3,8398.5,NA,NA,NA,NA,16735.299,16767.565,7608.533,7619.266,NA,NA,NA,NA
539,NA,NA,18929.065,18929.265,8399.333,8407.5,NA,NA,NA,NA,16769.532,16769.699,7621.333,7621.933,NA,NA,NA,NA
540,NA,NA,18929.299,18930.232,8413.033,8413.1,NA,NA,NA,NA,16770.065,16773.299,7622.133,7622.333,NA,NA,NA,NA
541,NA,NA,18948.365,18948.399,8653.666,8654.4,NA,NA,NA,NA,16858.332,16861.599,7622.733,7623.3,NA,NA,NA,NA
542,NA,NA,18948.665,18948.932,8655.933,8656.633,NA,NA,NA,NA,16863.265,16864.132,7624,7624.766,NA,NA,NA,NA
543,NA,NA,18949.032,18951.199,8656.666,8657.333,NA,NA,NA,NA,16867.532,16867.832,7625.1,7625.2,NA,NA,NA,NA
544,NA,NA,18963.965,18965.132,8665.466,8683.833,NA,NA,NA,NA,16869.465,16871.865,7625.866,7627.3,NA,NA,NA,NA
545,NA,NA,18965.165,18965.199,8684.1,8699.333,NA,NA,NA,NA,16872.265,16872.965,7627.533,7627.833,NA,NA,NA,NA
546,NA,NA,18966.499,18970.165,8699.666,8701.066,NA,NA,NA,NA,16874.399,16874.699,7627.866,7628.966,NA,NA,NA,NA
547,NA,NA,18970.199,18970.232,8701.266,8701.466,NA,NA,NA,NA,16876.732,16888.665,7629.5,7647.466,NA,NA,NA,NA
548,NA,NA,18970.299,18970.532,8705.866,8710.266,NA,NA,NA,NA,16888.732,16888.799,7647.5,7652.6,NA,NA,NA,NA
549,NA,NA,19001.732,19002.799,8980.366,9001.1,NA,NA,NA,NA,16889.965,16891.032,7743.1,7746.533,NA,NA,NA,NA
550,NA,NA,19328.632,19328.665,9001.666,9005.066,NA,NA,NA,NA,16891.132,16931.332,7754.333,7757.233,NA,NA,NA,NA
551,NA,NA,19328.832,19329.099,9102,9104.3,NA,NA,NA,NA,16931.499,16931.532,7757.266,7757.333,NA,NA,NA,NA
552,NA,NA,19330.265,19330.499,9104.433,9125.2,NA,NA,NA,NA,16931.565,16932.599,7757.4,7758.9,NA,NA,NA,NA
553,NA,NA,19401.365,19401.399,9128.166,9130.666,NA,NA,NA,NA,16932.665,16933.132,7779.5,7782.066,NA,NA,NA,NA
554,NA,NA,19588.232,19588.398,9237.366,9247.866,NA,NA,NA,NA,16939.232,16939.299,7782.333,7782.8,NA,NA,NA,NA
555,NA,NA,19589.065,19589.898,9248.1,9256.1,NA,NA,NA,NA,16939.732,16941.365,7784.6,7784.766,NA,NA,NA,NA
556,NA,NA,19592.032,19592.498,9259.2,9259.266,NA,NA,NA,NA,17423.099,17423.599,7799.466,7800.033,NA,NA,NA,NA
557,NA,NA,19598.332,19598.632,9260.633,9261.4,NA,NA,NA,NA,17423.632,17423.765,7800.433,7801.366,NA,NA,NA,NA
558,NA,NA,19679.965,19680.365,9346.833,9347.1,NA,NA,NA,NA,17437.665,17460.832,7803.533,7803.633,NA,NA,NA,NA
559,NA,NA,19681.232,19689.532,9347.3,9348.066,NA,NA,NA,NA,17461.332,17462.065,7803.8,7805,NA,NA,NA,NA
560,NA,NA,19689.798,19691.665,9369.433,9369.5,NA,NA,NA,NA,17745.499,17745.899,7817.866,7819.633,NA,NA,NA,NA
561,NA,NA,19692.665,19692.732,9374,9377.4,NA,NA,NA,NA,17746.099,17746.965,7822.866,7840.733,NA,NA,NA,NA
562,NA,NA,19692.865,19693.865,9386.9,9387.633,NA,NA,NA,NA,17749.632,17749.765,7891.266,7891.366,NA,NA,NA,NA
563,NA,NA,19712.132,19712.432,9387.733,9389.466,NA,NA,NA,NA,17749.965,17750.199,7891.633,7905,NA,NA,NA,NA
564,NA,NA,19915.565,19915.998,9389.666,9390.833,NA,NA,NA,NA,17752.632,17752.999,7905.566,7905.766,NA,NA,NA,NA
565,NA,NA,19920.265,19920.632,9391.1,9391.166,NA,NA,NA,NA,17753.099,17753.165,7906.5,7906.533,NA,NA,NA,NA
566,NA,NA,20006.898,20008.065,9391.8,9392,NA,NA,NA,NA,17753.665,17754.765,7926.633,7927.066,NA,NA,NA,NA
