"X1","Center_start","Center_stop","Contact_Left_start","Contact_Left_stop","Contact_Right_start","Contact_Right_stop","Interact_Left_start","Interact_Left_stop","Interact_Right_start","Interact_Right_stop","Left_start","Left_stop","Right_start","Right_stop","Unknown_start","Unknown_stop","Contact_Center_start","Contact_Center_stop"
776,NA,NA,NA,NA,12113.999,12114.233,NA,NA,NA,NA,NA,NA,11587.133,11587.533,NA,NA,NA,NA
777,NA,NA,NA,NA,12243.933,12246.533,NA,NA,NA,NA,NA,NA,11587.799,11589.533,NA,NA,NA,NA
778,NA,NA,NA,NA,12297.399,12297.433,NA,NA,NA,NA,NA,NA,11597.233,11603.399,NA,NA,NA,NA
779,NA,NA,NA,NA,12324.499,12329.033,NA,NA,NA,NA,NA,NA,11621.699,11622.666,NA,NA,NA,NA
780,NA,NA,NA,NA,12329.099,12329.299,NA,NA,NA,NA,NA,NA,11625.199,11626.966,NA,NA,NA,NA
781,NA,NA,NA,NA,12329.566,12334.166,NA,NA,NA,NA,NA,NA,11627.266,11628.366,NA,NA,NA,NA
782,NA,NA,NA,NA,12336.166,12336.366,NA,NA,NA,NA,NA,NA,11630.033,11630.366,NA,NA,NA,NA
783,NA,NA,NA,NA,12388.199,12395.466,NA,NA,NA,NA,NA,NA,11630.633,11630.799,NA,NA,NA,NA
784,NA,NA,NA,NA,12430.999,12431.166,NA,NA,NA,NA,NA,NA,11630.899,11631.066,NA,NA,NA,NA
785,NA,NA,NA,NA,12431.199,12432.233,NA,NA,NA,NA,NA,NA,11636.633,11642.866,NA,NA,NA,NA
786,NA,NA,NA,NA,12432.833,12433.266,NA,NA,NA,NA,NA,NA,11644.266,11644.333,NA,NA,NA,NA
787,NA,NA,NA,NA,12433.299,12433.466,NA,NA,NA,NA,NA,NA,11645.866,11645.899,NA,NA,NA,NA
788,NA,NA,NA,NA,12434.266,12435.066,NA,NA,NA,NA,NA,NA,11646.733,11646.933,NA,NA,NA,NA
789,NA,NA,NA,NA,12450.399,12450.699,NA,NA,NA,NA,NA,NA,11679.166,11679.433,NA,NA,NA,NA
790,NA,NA,NA,NA,12450.833,12451.599,NA,NA,NA,NA,NA,NA,11680.466,11688.099,NA,NA,NA,NA
791,NA,NA,NA,NA,12451.899,12452.699,NA,NA,NA,NA,NA,NA,11695.133,11696.399,NA,NA,NA,NA
792,NA,NA,NA,NA,12461.533,12461.933,NA,NA,NA,NA,NA,NA,11728.899,11751.899,NA,NA,NA,NA
793,NA,NA,NA,NA,12503.499,12575.033,NA,NA,NA,NA,NA,NA,11755.899,11756.166,NA,NA,NA,NA
794,NA,NA,NA,NA,12576.133,12613.799,NA,NA,NA,NA,NA,NA,11756.833,11766.533,NA,NA,NA,NA
795,NA,NA,NA,NA,12618.599,12618.666,NA,NA,NA,NA,NA,NA,11766.699,11766.899,NA,NA,NA,NA
796,NA,NA,NA,NA,12703.833,12706.699,NA,NA,NA,NA,NA,NA,11767.066,11769.433,NA,NA,NA,NA
797,NA,NA,NA,NA,12708.999,12732.533,NA,NA,NA,NA,NA,NA,11769.533,11770.966,NA,NA,NA,NA
798,NA,NA,NA,NA,12735.433,12736.699,NA,NA,NA,NA,NA,NA,11771.099,11771.899,NA,NA,NA,NA
799,NA,NA,NA,NA,12737.199,12737.866,NA,NA,NA,NA,NA,NA,11772.733,11772.933,NA,NA,NA,NA
800,NA,NA,NA,NA,12738.733,12738.999,NA,NA,NA,NA,NA,NA,11774.366,11775.299,NA,NA,NA,NA
801,NA,NA,NA,NA,12739.033,12739.199,NA,NA,NA,NA,NA,NA,11775.366,11775.399,NA,NA,NA,NA
802,NA,NA,NA,NA,12739.899,12740.033,NA,NA,NA,NA,NA,NA,11775.666,11776.599,NA,NA,NA,NA
803,NA,NA,NA,NA,12742.299,12742.433,NA,NA,NA,NA,NA,NA,11777.033,11778.199,NA,NA,NA,NA
804,NA,NA,NA,NA,12743.066,12743.733,NA,NA,NA,NA,NA,NA,11778.766,11778.866,NA,NA,NA,NA
805,NA,NA,NA,NA,12745.233,12745.533,NA,NA,NA,NA,NA,NA,11779.166,11810.066,NA,NA,NA,NA
806,NA,NA,NA,NA,12746.866,12747.233,NA,NA,NA,NA,NA,NA,11810.166,11815.866,NA,NA,NA,NA
807,NA,NA,NA,NA,12749.599,12750.666,NA,NA,NA,NA,NA,NA,11816.133,11816.466,NA,NA,NA,NA
808,NA,NA,NA,NA,12764.233,12764.733,NA,NA,NA,NA,NA,NA,11817.466,11826.266,NA,NA,NA,NA
809,NA,NA,NA,NA,12766.266,12770.333,NA,NA,NA,NA,NA,NA,11826.366,11826.399,NA,NA,NA,NA
810,NA,NA,NA,NA,12771.133,12776.966,NA,NA,NA,NA,NA,NA,11826.566,11826.633,NA,NA,NA,NA
811,NA,NA,NA,NA,12864.399,12905.866,NA,NA,NA,NA,NA,NA,11826.899,11828.199,NA,NA,NA,NA
812,NA,NA,NA,NA,12907.399,12907.733,NA,NA,NA,NA,NA,NA,11828.433,11828.866,NA,NA,NA,NA
813,NA,NA,NA,NA,13083.533,13129.333,NA,NA,NA,NA,NA,NA,11829.033,11837.799,NA,NA,NA,NA
814,NA,NA,NA,NA,13130.866,13130.933,NA,NA,NA,NA,NA,NA,11837.999,11838.399,NA,NA,NA,NA
815,NA,NA,NA,NA,13131.066,13253.233,NA,NA,NA,NA,NA,NA,11843.733,11843.866,NA,NA,NA,NA
816,NA,NA,NA,NA,13255.299,13255.566,NA,NA,NA,NA,NA,NA,11844.799,11845.133,NA,NA,NA,NA
817,NA,NA,NA,NA,13296.266,13296.633,NA,NA,NA,NA,NA,NA,11845.199,11845.333,NA,NA,NA,NA
818,NA,NA,NA,NA,13297.033,13297.733,NA,NA,NA,NA,NA,NA,11845.799,11846.066,NA,NA,NA,NA
819,NA,NA,NA,NA,13425.533,13425.899,NA,NA,NA,NA,NA,NA,11848.666,11850.933,NA,NA,NA,NA
820,NA,NA,NA,NA,13425.933,13471.133,NA,NA,NA,NA,NA,NA,11851.199,11852.533,NA,NA,NA,NA
821,NA,NA,NA,NA,13515.566,13517.366,NA,NA,NA,NA,NA,NA,11852.933,11860.166,NA,NA,NA,NA
822,NA,NA,NA,NA,13521.099,13549.399,NA,NA,NA,NA,NA,NA,11860.833,11861.933,NA,NA,NA,NA
823,NA,NA,NA,NA,13567.033,13568.166,NA,NA,NA,NA,NA,NA,11861.966,11862.266,NA,NA,NA,NA
824,NA,NA,NA,NA,13568.966,13569.233,NA,NA,NA,NA,NA,NA,11862.299,11862.333,NA,NA,NA,NA
825,NA,NA,NA,NA,13748.966,13751.099,NA,NA,NA,NA,NA,NA,11862.366,11863.033,NA,NA,NA,NA
826,NA,NA,NA,NA,13752.033,13762.766,NA,NA,NA,NA,NA,NA,11863.166,11864.633,NA,NA,NA,NA
827,NA,NA,NA,NA,13762.833,13767.099,NA,NA,NA,NA,NA,NA,11864.733,11865.866,NA,NA,NA,NA
828,NA,NA,NA,NA,13767.466,13768.233,NA,NA,NA,NA,NA,NA,11865.999,11876.133,NA,NA,NA,NA
829,NA,NA,NA,NA,13791.433,14100.699,NA,NA,NA,NA,NA,NA,11877.133,11879.866,NA,NA,NA,NA
830,NA,NA,NA,NA,14100.699,15446.399,NA,NA,NA,NA,NA,NA,11899.666,11900.299,NA,NA,NA,NA
831,NA,NA,NA,NA,15660.532,15660.765,NA,NA,NA,NA,NA,NA,11901.899,11903.066,NA,NA,NA,NA
832,NA,NA,NA,NA,15660.932,15667.665,NA,NA,NA,NA,NA,NA,11903.099,11905.033,NA,NA,NA,NA
833,NA,NA,NA,NA,15667.765,15670.965,NA,NA,NA,NA,NA,NA,11905.799,12059.533,NA,NA,NA,NA
834,NA,NA,NA,NA,15671.032,15671.365,NA,NA,NA,NA,NA,NA,12062.866,12062.899,NA,NA,NA,NA
835,NA,NA,NA,NA,15673.865,15673.999,NA,NA,NA,NA,NA,NA,12063.266,12063.499,NA,NA,NA,NA
836,NA,NA,NA,NA,15674.365,15674.532,NA,NA,NA,NA,NA,NA,12065.299,12068.433,NA,NA,NA,NA
837,NA,NA,NA,NA,15735.999,15736.832,NA,NA,NA,NA,NA,NA,12068.666,12070.799,NA,NA,NA,NA
838,NA,NA,NA,NA,15778.565,15778.865,NA,NA,NA,NA,NA,NA,12070.866,12071.133,NA,NA,NA,NA
839,NA,NA,NA,NA,15778.965,15779.065,NA,NA,NA,NA,NA,NA,12073.133,12077.766,NA,NA,NA,NA
840,NA,NA,NA,NA,15823.532,15824.832,NA,NA,NA,NA,NA,NA,12104.533,12113.233,NA,NA,NA,NA
841,NA,NA,NA,NA,15824.999,15825.165,NA,NA,NA,NA,NA,NA,12113.533,12113.999,NA,NA,NA,NA
842,NA,NA,NA,NA,15901.999,15902.999,NA,NA,NA,NA,NA,NA,12114.233,12234.266,NA,NA,NA,NA
843,NA,NA,NA,NA,15908.099,15911.265,NA,NA,NA,NA,NA,NA,12236.466,12243.933,NA,NA,NA,NA
844,NA,NA,NA,NA,15911.765,15912.065,NA,NA,NA,NA,NA,NA,12246.533,12297.399,NA,NA,NA,NA
845,NA,NA,NA,NA,15912.165,15912.232,NA,NA,NA,NA,NA,NA,12297.433,12324.499,NA,NA,NA,NA
846,NA,NA,NA,NA,16331.832,16332.099,NA,NA,NA,NA,NA,NA,12329.033,12329.099,NA,NA,NA,NA
847,NA,NA,NA,NA,16332.665,16335.599,NA,NA,NA,NA,NA,NA,12329.299,12329.566,NA,NA,NA,NA
848,NA,NA,NA,NA,16395.065,16395.865,NA,NA,NA,NA,NA,NA,12334.166,12336.166,NA,NA,NA,NA
849,NA,NA,NA,NA,16396.165,16396.432,NA,NA,NA,NA,NA,NA,12336.366,12369.699,NA,NA,NA,NA
850,NA,NA,NA,NA,16397.465,16397.499,NA,NA,NA,NA,NA,NA,12386.999,12388.199,NA,NA,NA,NA
851,NA,NA,NA,NA,16399.632,16400.332,NA,NA,NA,NA,NA,NA,12395.466,12400.499,NA,NA,NA,NA
852,NA,NA,NA,NA,16400.465,16400.932,NA,NA,NA,NA,NA,NA,12429.399,12430.999,NA,NA,NA,NA
853,NA,NA,NA,NA,16401.399,16408.632,NA,NA,NA,NA,NA,NA,12431.166,12431.199,NA,NA,NA,NA
854,NA,NA,NA,NA,16448.299,16449.265,NA,NA,NA,NA,NA,NA,12432.233,12432.833,NA,NA,NA,NA
855,NA,NA,NA,NA,16449.665,16449.732,NA,NA,NA,NA,NA,NA,12433.266,12433.299,NA,NA,NA,NA
856,NA,NA,NA,NA,16665.732,16666.099,NA,NA,NA,NA,NA,NA,12433.466,12434.266,NA,NA,NA,NA
857,NA,NA,NA,NA,16668.099,16668.165,NA,NA,NA,NA,NA,NA,12435.066,12450.399,NA,NA,NA,NA
858,NA,NA,NA,NA,16668.499,16672.465,NA,NA,NA,NA,NA,NA,12450.699,12450.833,NA,NA,NA,NA
859,NA,NA,NA,NA,16706.065,16706.765,NA,NA,NA,NA,NA,NA,12451.599,12451.899,NA,NA,NA,NA
860,NA,NA,NA,NA,16948.965,16963.932,NA,NA,NA,NA,NA,NA,12452.699,12461.533,NA,NA,NA,NA
861,NA,NA,NA,NA,16972.432,16972.765,NA,NA,NA,NA,NA,NA,12461.933,12503.499,NA,NA,NA,NA
862,NA,NA,NA,NA,17030.565,17031.165,NA,NA,NA,NA,NA,NA,12575.033,12576.133,NA,NA,NA,NA
863,NA,NA,NA,NA,17033.965,17034.032,NA,NA,NA,NA,NA,NA,12613.799,12618.599,NA,NA,NA,NA
864,NA,NA,NA,NA,17038.232,17038.499,NA,NA,NA,NA,NA,NA,12618.666,12703.833,NA,NA,NA,NA
865,NA,NA,NA,NA,17046.699,17046.765,NA,NA,NA,NA,NA,NA,12706.699,12708.999,NA,NA,NA,NA
866,NA,NA,NA,NA,17048.899,17061.165,NA,NA,NA,NA,NA,NA,12732.533,12735.433,NA,NA,NA,NA
867,NA,NA,NA,NA,17061.432,17061.499,NA,NA,NA,NA,NA,NA,12736.699,12737.199,NA,NA,NA,NA
868,NA,NA,NA,NA,17061.632,17062.232,NA,NA,NA,NA,NA,NA,12737.866,12738.733,NA,NA,NA,NA
869,NA,NA,NA,NA,17062.299,17062.365,NA,NA,NA,NA,NA,NA,12738.999,12739.033,NA,NA,NA,NA
870,NA,NA,NA,NA,17062.765,17088.065,NA,NA,NA,NA,NA,NA,12739.199,12739.899,NA,NA,NA,NA
871,NA,NA,NA,NA,17088.599,17215.432,NA,NA,NA,NA,NA,NA,12740.033,12742.299,NA,NA,NA,NA
872,NA,NA,NA,NA,17215.565,17216.099,NA,NA,NA,NA,NA,NA,12742.433,12743.066,NA,NA,NA,NA
873,NA,NA,NA,NA,17216.232,17216.265,NA,NA,NA,NA,NA,NA,12743.733,12745.233,NA,NA,NA,NA
874,NA,NA,NA,NA,17216.332,17216.632,NA,NA,NA,NA,NA,NA,12745.533,12746.866,NA,NA,NA,NA
875,NA,NA,NA,NA,17231.032,17231.099,NA,NA,NA,NA,NA,NA,12747.233,12749.599,NA,NA,NA,NA
876,NA,NA,NA,NA,17233.099,17233.232,NA,NA,NA,NA,NA,NA,12750.666,12764.233,NA,NA,NA,NA
877,NA,NA,NA,NA,17233.365,17233.499,NA,NA,NA,NA,NA,NA,12764.733,12766.266,NA,NA,NA,NA
878,NA,NA,NA,NA,17233.632,17234.899,NA,NA,NA,NA,NA,NA,12770.333,12771.133,NA,NA,NA,NA
879,NA,NA,NA,NA,17369.199,17369.465,NA,NA,NA,NA,NA,NA,12776.966,12864.399,NA,NA,NA,NA
880,NA,NA,NA,NA,17370.099,17373.399,NA,NA,NA,NA,NA,NA,12905.866,12907.399,NA,NA,NA,NA
881,NA,NA,NA,NA,17841.932,17841.965,NA,NA,NA,NA,NA,NA,12907.733,13083.533,NA,NA,NA,NA
882,NA,NA,NA,NA,17842.099,17843.499,NA,NA,NA,NA,NA,NA,13129.333,13130.866,NA,NA,NA,NA
883,NA,NA,NA,NA,17843.632,17846.499,NA,NA,NA,NA,NA,NA,13130.933,13131.066,NA,NA,NA,NA
884,NA,NA,NA,NA,17846.532,17847.499,NA,NA,NA,NA,NA,NA,13253.233,13255.299,NA,NA,NA,NA
885,NA,NA,NA,NA,17848.332,17851.165,NA,NA,NA,NA,NA,NA,13255.566,13296.266,NA,NA,NA,NA
886,NA,NA,NA,NA,17851.465,17852.465,NA,NA,NA,NA,NA,NA,13296.633,13297.033,NA,NA,NA,NA
887,NA,NA,NA,NA,17852.532,17868.999,NA,NA,NA,NA,NA,NA,13297.733,13425.533,NA,NA,NA,NA
888,NA,NA,NA,NA,17869.199,17871.265,NA,NA,NA,NA,NA,NA,13425.899,13425.933,NA,NA,NA,NA
889,NA,NA,NA,NA,17871.399,17871.865,NA,NA,NA,NA,NA,NA,13471.133,13515.566,NA,NA,NA,NA
890,NA,NA,NA,NA,17872.999,17873.132,NA,NA,NA,NA,NA,NA,13517.366,13521.099,NA,NA,NA,NA
891,NA,NA,NA,NA,17873.399,17875.265,NA,NA,NA,NA,NA,NA,13549.399,13567.033,NA,NA,NA,NA
892,NA,NA,NA,NA,17875.799,17878.332,NA,NA,NA,NA,NA,NA,13568.166,13568.966,NA,NA,NA,NA
893,NA,NA,NA,NA,17878.499,17879.065,NA,NA,NA,NA,NA,NA,13569.233,13748.966,NA,NA,NA,NA
894,NA,NA,NA,NA,17923.032,17924.299,NA,NA,NA,NA,NA,NA,13751.099,13752.033,NA,NA,NA,NA
895,NA,NA,NA,NA,17924.699,17926.399,NA,NA,NA,NA,NA,NA,13762.766,13762.833,NA,NA,NA,NA
896,NA,NA,NA,NA,18101.399,18101.599,NA,NA,NA,NA,NA,NA,13767.099,13767.466,NA,NA,NA,NA
897,NA,NA,NA,NA,18111.632,18111.699,NA,NA,NA,NA,NA,NA,13768.233,13791.433,NA,NA,NA,NA
898,NA,NA,NA,NA,18111.732,18114.332,NA,NA,NA,NA,NA,NA,15446.399,15449.832,NA,NA,NA,NA
899,NA,NA,NA,NA,18115.999,18119.865,NA,NA,NA,NA,NA,NA,15660.232,15660.532,NA,NA,NA,NA
900,NA,NA,NA,NA,18120.065,18120.099,NA,NA,NA,NA,NA,NA,15660.765,15660.932,NA,NA,NA,NA
901,NA,NA,NA,NA,18121.699,18121.832,NA,NA,NA,NA,NA,NA,15667.665,15667.765,NA,NA,NA,NA
902,NA,NA,NA,NA,18122.032,18122.165,NA,NA,NA,NA,NA,NA,15670.965,15671.032,NA,NA,NA,NA
903,NA,NA,NA,NA,18123.865,18124.232,NA,NA,NA,NA,NA,NA,15671.365,15673.865,NA,NA,NA,NA
904,NA,NA,NA,NA,18307.099,18307.332,NA,NA,NA,NA,NA,NA,15673.999,15674.365,NA,NA,NA,NA
905,NA,NA,NA,NA,18307.732,18307.832,NA,NA,NA,NA,NA,NA,15674.532,15724.299,NA,NA,NA,NA
906,NA,NA,NA,NA,18308.599,18312.299,NA,NA,NA,NA,NA,NA,15732.332,15735.999,NA,NA,NA,NA
907,NA,NA,NA,NA,18318.632,18318.899,NA,NA,NA,NA,NA,NA,15736.832,15739.232,NA,NA,NA,NA
908,NA,NA,NA,NA,18320.165,18320.865,NA,NA,NA,NA,NA,NA,15777.965,15778.565,NA,NA,NA,NA
909,NA,NA,NA,NA,18321.232,18321.265,NA,NA,NA,NA,NA,NA,15778.865,15778.965,NA,NA,NA,NA
910,NA,NA,NA,NA,18321.332,18322.565,NA,NA,NA,NA,NA,NA,15779.065,15823.532,NA,NA,NA,NA
911,NA,NA,NA,NA,18322.765,18322.799,NA,NA,NA,NA,NA,NA,15824.832,15824.999,NA,NA,NA,NA
912,NA,NA,NA,NA,18323.365,18323.565,NA,NA,NA,NA,NA,NA,15825.165,15825.265,NA,NA,NA,NA
913,NA,NA,NA,NA,18324.965,18324.999,NA,NA,NA,NA,NA,NA,15901.699,15901.999,NA,NA,NA,NA
914,NA,NA,NA,NA,18325.065,18325.432,NA,NA,NA,NA,NA,NA,15902.999,15908.099,NA,NA,NA,NA
915,NA,NA,NA,NA,18326.599,18326.765,NA,NA,NA,NA,NA,NA,15911.265,15911.765,NA,NA,NA,NA
916,NA,NA,NA,NA,18326.799,18327.299,NA,NA,NA,NA,NA,NA,15912.065,15912.165,NA,NA,NA,NA
917,NA,NA,NA,NA,18327.699,18327.899,NA,NA,NA,NA,NA,NA,15912.232,16144.299,NA,NA,NA,NA
918,NA,NA,NA,NA,18328.765,18329.132,NA,NA,NA,NA,NA,NA,16283.832,16331.832,NA,NA,NA,NA
919,NA,NA,NA,NA,18329.365,18332.399,NA,NA,NA,NA,NA,NA,16332.099,16332.665,NA,NA,NA,NA
920,NA,NA,NA,NA,18332.532,18334.999,NA,NA,NA,NA,NA,NA,16335.599,16395.065,NA,NA,NA,NA
921,NA,NA,NA,NA,18752.365,18755.699,NA,NA,NA,NA,NA,NA,16395.865,16396.165,NA,NA,NA,NA
922,NA,NA,NA,NA,18756.532,18756.765,NA,NA,NA,NA,NA,NA,16396.432,16397.465,NA,NA,NA,NA
923,NA,NA,NA,NA,18759.032,18759.099,NA,NA,NA,NA,NA,NA,16397.499,16399.632,NA,NA,NA,NA
924,NA,NA,NA,NA,18759.932,18760.065,NA,NA,NA,NA,NA,NA,16400.332,16400.465,NA,NA,NA,NA
925,NA,NA,NA,NA,18770.965,18771.365,NA,NA,NA,NA,NA,NA,16400.932,16401.399,NA,NA,NA,NA
926,NA,NA,NA,NA,18771.432,18775.865,NA,NA,NA,NA,NA,NA,16408.632,16448.299,NA,NA,NA,NA
927,NA,NA,NA,NA,18806.865,18807.065,NA,NA,NA,NA,NA,NA,16449.265,16449.665,NA,NA,NA,NA
928,NA,NA,NA,NA,18808.332,18808.499,NA,NA,NA,NA,NA,NA,16449.732,16455.799,NA,NA,NA,NA
929,NA,NA,NA,NA,18809.132,18809.565,NA,NA,NA,NA,NA,NA,16665.532,16665.732,NA,NA,NA,NA
930,NA,NA,NA,NA,18811.632,18811.899,NA,NA,NA,NA,NA,NA,16666.099,16668.099,NA,NA,NA,NA
931,NA,NA,NA,NA,18812.099,18812.765,NA,NA,NA,NA,NA,NA,16668.165,16668.499,NA,NA,NA,NA
932,NA,NA,NA,NA,18816.765,18816.899,NA,NA,NA,NA,NA,NA,16672.465,16674.599,NA,NA,NA,NA
933,NA,NA,NA,NA,18817.432,18817.565,NA,NA,NA,NA,NA,NA,16695.699,16695.765,NA,NA,NA,NA
934,NA,NA,NA,NA,18818.165,18819.699,NA,NA,NA,NA,NA,NA,16705.932,16706.065,NA,NA,NA,NA
935,NA,NA,NA,NA,18819.765,18821.032,NA,NA,NA,NA,NA,NA,16706.765,16706.932,NA,NA,NA,NA
936,NA,NA,NA,NA,18821.165,18821.432,NA,NA,NA,NA,NA,NA,16943.932,16948.965,NA,NA,NA,NA
937,NA,NA,NA,NA,18822.832,18823.099,NA,NA,NA,NA,NA,NA,16963.932,16972.432,NA,NA,NA,NA
938,NA,NA,NA,NA,18824.032,18827.699,NA,NA,NA,NA,NA,NA,16972.765,17030.565,NA,NA,NA,NA
939,NA,NA,NA,NA,18829.765,18829.832,NA,NA,NA,NA,NA,NA,17031.165,17033.965,NA,NA,NA,NA
940,NA,NA,NA,NA,18832.465,18832.499,NA,NA,NA,NA,NA,NA,17034.032,17038.232,NA,NA,NA,NA
941,NA,NA,NA,NA,18832.632,18832.765,NA,NA,NA,NA,NA,NA,17038.499,17046.699,NA,NA,NA,NA
942,NA,NA,NA,NA,18833.665,18835.399,NA,NA,NA,NA,NA,NA,17046.765,17048.899,NA,NA,NA,NA
943,NA,NA,NA,NA,18835.665,18839.132,NA,NA,NA,NA,NA,NA,17061.165,17061.432,NA,NA,NA,NA
944,NA,NA,NA,NA,18839.999,18843.265,NA,NA,NA,NA,NA,NA,17061.499,17061.632,NA,NA,NA,NA
945,NA,NA,NA,NA,18843.665,18844.665,NA,NA,NA,NA,NA,NA,17062.232,17062.299,NA,NA,NA,NA
946,NA,NA,NA,NA,18844.865,18844.932,NA,NA,NA,NA,NA,NA,17062.365,17062.765,NA,NA,NA,NA
947,NA,NA,NA,NA,18845.199,18852.132,NA,NA,NA,NA,NA,NA,17088.065,17088.599,NA,NA,NA,NA
948,NA,NA,NA,NA,18855.132,18858.332,NA,NA,NA,NA,NA,NA,17215.432,17215.565,NA,NA,NA,NA
949,NA,NA,NA,NA,18859.732,18859.932,NA,NA,NA,NA,NA,NA,17216.099,17216.232,NA,NA,NA,NA
950,NA,NA,NA,NA,18861.532,18861.699,NA,NA,NA,NA,NA,NA,17216.265,17216.332,NA,NA,NA,NA
951,NA,NA,NA,NA,18862.965,18863.199,NA,NA,NA,NA,NA,NA,17216.632,17231.032,NA,NA,NA,NA
952,NA,NA,NA,NA,18863.365,18863.765,NA,NA,NA,NA,NA,NA,17231.099,17233.099,NA,NA,NA,NA
953,NA,NA,NA,NA,18870.765,18884.865,NA,NA,NA,NA,NA,NA,17233.232,17233.365,NA,NA,NA,NA
954,NA,NA,NA,NA,19010.765,19016.499,NA,NA,NA,NA,NA,NA,17233.499,17233.632,NA,NA,NA,NA
955,NA,NA,NA,NA,19017.199,19022.132,NA,NA,NA,NA,NA,NA,17234.899,17350.665,NA,NA,NA,NA
956,NA,NA,NA,NA,19022.632,19024.032,NA,NA,NA,NA,NA,NA,17360.665,17369.199,NA,NA,NA,NA
957,NA,NA,NA,NA,19024.899,19025.299,NA,NA,NA,NA,NA,NA,17369.465,17370.099,NA,NA,NA,NA
958,NA,NA,NA,NA,19028.599,19028.799,NA,NA,NA,NA,NA,NA,17373.399,17420.199,NA,NA,NA,NA
959,NA,NA,NA,NA,19030.265,19034.399,NA,NA,NA,NA,NA,NA,17473.799,17702.399,NA,NA,NA,NA
960,NA,NA,NA,NA,19034.565,19034.632,NA,NA,NA,NA,NA,NA,17702.399,17731.165,NA,NA,NA,NA
961,NA,NA,NA,NA,19034.665,19035.699,NA,NA,NA,NA,NA,NA,17846.499,17846.532,NA,NA,NA,NA
962,NA,NA,NA,NA,19161.065,19169.899,NA,NA,NA,NA,NA,NA,17847.499,17848.332,NA,NA,NA,NA
963,NA,NA,NA,NA,19170.499,19191.565,NA,NA,NA,NA,NA,NA,17851.165,17851.465,NA,NA,NA,NA
964,NA,NA,NA,NA,19191.632,19192.232,NA,NA,NA,NA,NA,NA,17852.465,17852.532,NA,NA,NA,NA
965,NA,NA,NA,NA,19194.965,19195.432,NA,NA,NA,NA,NA,NA,17868.999,17869.199,NA,NA,NA,NA
966,NA,NA,NA,NA,19195.632,19196.699,NA,NA,NA,NA,NA,NA,17871.265,17871.399,NA,NA,NA,NA
967,NA,NA,NA,NA,19197.032,19197.365,NA,NA,NA,NA,NA,NA,17871.865,17872.999,NA,NA,NA,NA
968,NA,NA,NA,NA,19197.699,19198.032,NA,NA,NA,NA,NA,NA,17873.132,17873.399,NA,NA,NA,NA
969,NA,NA,NA,NA,19198.432,19198.832,NA,NA,NA,NA,NA,NA,17875.265,17875.799,NA,NA,NA,NA
970,NA,NA,NA,NA,19201.232,19201.365,NA,NA,NA,NA,NA,NA,17878.332,17878.499,NA,NA,NA,NA
971,NA,NA,NA,NA,19202.965,19203.032,NA,NA,NA,NA,NA,NA,17879.065,17923.032,NA,NA,NA,NA
972,NA,NA,NA,NA,19205.099,19205.765,NA,NA,NA,NA,NA,NA,17924.299,17924.699,NA,NA,NA,NA
973,NA,NA,NA,NA,19206.165,19206.699,NA,NA,NA,NA,NA,NA,17926.399,17934.265,NA,NA,NA,NA
974,NA,NA,NA,NA,19207.099,19207.365,NA,NA,NA,NA,NA,NA,18101.365,18101.399,NA,NA,NA,NA
975,NA,NA,NA,NA,19207.965,19208.965,NA,NA,NA,NA,NA,NA,18101.599,18111.632,NA,NA,NA,NA
976,NA,NA,NA,NA,19209.499,19210.365,NA,NA,NA,NA,NA,NA,18111.699,18111.732,NA,NA,NA,NA
977,NA,NA,NA,NA,19210.432,19210.499,NA,NA,NA,NA,NA,NA,18114.332,18115.999,NA,NA,NA,NA
978,NA,NA,NA,NA,19211.299,19212.665,NA,NA,NA,NA,NA,NA,18119.865,18120.065,NA,NA,NA,NA
979,NA,NA,NA,NA,19212.799,19212.932,NA,NA,NA,NA,NA,NA,18120.099,18121.699,NA,NA,NA,NA
980,NA,NA,NA,NA,19213.699,19213.999,NA,NA,NA,NA,NA,NA,18121.832,18122.032,NA,NA,NA,NA
981,NA,NA,NA,NA,19217.165,19217.232,NA,NA,NA,NA,NA,NA,18122.165,18123.865,NA,NA,NA,NA
982,NA,NA,NA,NA,19277.799,19277.932,NA,NA,NA,NA,NA,NA,18124.232,18149.699,NA,NA,NA,NA
983,NA,NA,NA,NA,19278.132,19278.432,NA,NA,NA,NA,NA,NA,18307.699,18307.732,NA,NA,NA,NA
984,NA,NA,NA,NA,19278.465,19278.865,NA,NA,NA,NA,NA,NA,18307.832,18308.599,NA,NA,NA,NA
985,NA,NA,NA,NA,19279.065,19290.732,NA,NA,NA,NA,NA,NA,18312.299,18318.632,NA,NA,NA,NA
986,NA,NA,NA,NA,19291.065,19291.332,NA,NA,NA,NA,NA,NA,18318.899,18320.165,NA,NA,NA,NA
987,NA,NA,NA,NA,19291.399,19292.332,NA,NA,NA,NA,NA,NA,18320.865,18321.232,NA,NA,NA,NA
988,NA,NA,NA,NA,19294.532,19296.332,NA,NA,NA,NA,NA,NA,18321.265,18321.332,NA,NA,NA,NA
989,NA,NA,NA,NA,19296.399,19298.465,NA,NA,NA,NA,NA,NA,18322.565,18322.765,NA,NA,NA,NA
990,NA,NA,NA,NA,19299.265,19300.332,NA,NA,NA,NA,NA,NA,18322.799,18323.365,NA,NA,NA,NA
991,NA,NA,NA,NA,19301.665,19303.765,NA,NA,NA,NA,NA,NA,18323.565,18324.965,NA,NA,NA,NA
