"X1","Center_start","Center_stop","Contact_Left_start","Contact_Left_stop","Right_start","Right_stop","Left_start","Left_stop","Contact_Right_start","Contact_Right_stop"
560,NA,NA,17659.398,17659.565,5084.433,5084.6,16720.398,16720.465,5511.033,5517.666
561,NA,NA,17659.698,17659.732,5085.066,5085.233,16723.998,16726.065,5517.7,5519.1
562,NA,NA,17661.332,17662.465,5098.1,5099.433,16726.332,16726.398,5520.866,5523.733
563,NA,NA,17662.565,17664.998,5101.666,5101.7,16729.998,16741.632,5523.8,5524.2
564,NA,NA,17665.865,17665.932,5101.733,5102.1,16741.698,16741.965,5524.4,5524.533
565,NA,NA,17668.665,17668.698,5104.366,5105.533,16742.365,16742.998,5524.933,5525.666
566,NA,NA,17678.665,17679.598,5108.166,5110.6,16744.132,16745.532,5526.166,5526.566
567,NA,NA,17680.032,17680.098,5111.066,5111.4,16748.832,16749.065,5528.3,5528.566
568,NA,NA,17680.165,17680.265,5111.5,5111.766,16749.232,16749.598,5528.933,5529.333
569,NA,NA,17680.465,17680.498,5111.966,5112.533,16749.665,16750.132,5531.866,5532.533
570,NA,NA,17680.565,17680.798,5112.7,5113.033,16752.398,16752.432,5535,5535.066
571,NA,NA,17682.698,17682.898,5113.8,5114.233,16752.465,16753.765,5535.733,5536.6
572,NA,NA,17683.032,17686.365,5126,5126.066,16753.998,16755.032,5536.8,5541.066
573,NA,NA,17688.365,17688.398,5148.733,5148.833,16755.065,16755.298,5541.933,5542.333
574,NA,NA,17690.098,17690.898,5154.433,5154.933,16756.898,16756.965,5606.966,5618.333
575,NA,NA,17695.432,17699.498,5164.833,5165.133,16763.598,16763.865,5619.1,5620.066
576,NA,NA,17701.065,17701.498,5165.633,5167.366,16767.732,16769.332,5621.7,5623.833
577,NA,NA,17702.398,17702.798,5170.333,5170.4,16769.398,16769.532,5767.333,5767.466
578,NA,NA,17704.165,17704.498,5271.7,5271.8,16769.598,16770.265,5768.766,5794.2
579,NA,NA,17704.632,17705.065,5287.8,5287.833,16770.332,16770.465,5795.266,5796.666
580,NA,NA,17706.398,17706.432,5288.3,5290.866,16774.132,16774.532,5796.866,5797.033
581,NA,NA,17706.565,17706.765,5338.033,5338.066,16785.332,16789.365,5798.3,5798.8
582,NA,NA,17709.065,17709.765,5353.433,5363.3,16790.632,16790.698,5799,5799.266
583,NA,NA,17710.032,17710.665,5363.333,5363.666,16885.832,16886.032,5799.4,5800.833
584,NA,NA,17711.532,17711.632,5363.933,5363.966,16886.098,16911.698,5801.133,5801.166
585,NA,NA,17711.932,17712.265,5365.066,5365.266,16912.198,16912.265,5801.233,5801.633
586,NA,NA,17713.465,17713.765,5365.466,5365.5,16917.532,16917.632,5801.666,5803.466
587,NA,NA,17727.865,17727.932,5366.066,5366.166,16917.798,16918.198,5804.9,5805.166
588,NA,NA,17727.998,17728.065,5366.233,5367.5,16918.598,16918.965,5839.566,5839.766
589,NA,NA,17732.198,17732.898,5367.8,5367.866,16919.565,16927.332,5839.9,5839.966
590,NA,NA,17741.232,17742.032,5368.066,5369.333,16931.565,16936.898,5840.033,5840.1
591,NA,NA,17742.165,17742.998,5371.366,5371.533,16938.432,16938.698,5840.133,5843.266
592,NA,NA,17751.865,17752.332,5376.366,5376.5,16938.732,16939.432,5843.866,5843.933
593,NA,NA,18074.564,18075.898,5501.1,5501.533,16939.598,16943.198,5844.066,5844.166
594,NA,NA,18077.098,18077.164,5502,5502.366,16945.198,16945.265,5844.266,5847.866
595,NA,NA,18077.464,18077.664,5502.466,5502.766,16946.132,16948.998,5848.1,5852.3
596,NA,NA,18100.564,18100.698,5503.833,5504.366,17018.532,17019.165,5852.466,5852.5
597,NA,NA,18140.731,18140.831,5511,5511.033,17019.265,17020.998,5852.533,5852.566
598,NA,NA,18141.864,18148.398,5517.666,5517.7,17021.298,17021.998,5852.966,5872.966
599,NA,NA,18164.664,18164.798,5519.1,5520.866,17023.298,17047.998,5918,5918.166
600,NA,NA,18322.831,18323.031,5523.733,5523.8,17052.098,17052.365,5946.733,5946.8
601,NA,NA,18323.098,18323.131,5524.2,5524.4,17054.865,17056.865,5975.2,5975.4
602,NA,NA,18323.931,18324.364,5524.533,5524.933,17057.232,17059.232,5976.733,5976.866
603,NA,NA,18324.898,18324.964,5525.666,5526.166,17240.732,17241.065,5977.133,5977.466
604,NA,NA,18333.031,18334.731,5526.566,5528.3,17242.898,17243.965,5978.233,5982.1
605,NA,NA,18336.198,18336.264,5528.566,5528.933,17244.698,17246.165,5982.6,5982.7
606,NA,NA,18336.564,18336.598,5529.333,5531.866,17246.565,17252.332,5982.766,5982.8
607,NA,NA,18336.731,18338.498,5532.533,5535,17252.565,17252.632,5982.9,5983.033
608,NA,NA,18338.931,18340.498,5535.066,5535.733,17255.298,17256.898,5983.166,5983.466
609,NA,NA,18340.598,18340.631,5536.6,5536.8,17264.398,17289.165,5984,5986.766
610,NA,NA,18347.631,18347.898,5541.066,5541.933,17289.398,17289.465,5994.533,5997.3
611,NA,NA,18348.098,18348.631,5542.333,5564,17290.832,17290.965,5998.133,5998.233
612,NA,NA,18349.764,18349.964,5583.266,5606.966,17291.165,17291.398,5998.366,6000.3
613,NA,NA,18353.398,18353.498,5618.333,5619.1,17291.565,17301.365,6000.4,6002.7
614,NA,NA,18354.464,18354.898,5620.066,5621.7,17301.432,17308.798,6004.033,6006.7
615,NA,NA,18357.931,18357.964,5623.833,5624.3,17545.032,17551.365,6007.866,6012.533
616,NA,NA,18358.731,18358.931,5766.066,5767.333,17551.432,17575.365,6012.666,6015.5
617,NA,NA,18360.331,18360.964,5767.466,5768.766,17575.465,17591.398,6020.233,6021.4
618,NA,NA,18361.398,18361.598,5794.2,5795.266,17591.865,17594.365,6026.766,6028.666
619,NA,NA,18361.898,18362.064,5796.666,5796.866,17596.332,17619.065,6028.8,6031.9
620,NA,NA,18404.598,18407.198,5797.033,5798.3,17624.765,17624.965,6032.233,6032.4
621,NA,NA,18407.698,18407.998,5798.8,5799,17628.298,17632.232,6032.433,6033.333
622,NA,NA,18645.964,18647.798,5799.266,5799.4,17632.365,17641.532,6033.5,6038.033
623,NA,NA,18648.098,18651.698,5800.833,5801.133,17641.698,17641.932,6038.233,6038.266
624,NA,NA,18797.231,18798.498,5801.166,5801.233,17649.765,17649.832,6039,6039.9
625,NA,NA,19120.398,19120.798,5801.633,5801.666,17649.898,17649.965,6040.066,6040.6
626,NA,NA,19481.298,19482.231,5803.466,5804.9,17650.365,17650.698,6040.833,6041.133
627,NA,NA,19556.798,19557.198,5805.166,5832.966,17653.098,17653.165,6046.366,6046.6
628,NA,NA,19562.298,19562.531,5836.666,5839.566,17658.598,17658.632,6047.133,6048.366
629,NA,NA,19565.298,19567.698,5839.766,5839.9,17659.365,17659.398,6053.8,6054.566
630,NA,NA,19568.031,19576.364,5839.966,5840.033,17659.565,17659.698,6076.933,6085.6
631,NA,NA,19577.598,19580.098,5840.1,5840.133,17659.732,17661.332,6087.533,6088.533
632,NA,NA,19712.731,19712.831,5843.266,5843.866,17662.465,17662.565,6088.633,6098.8
633,NA,NA,19748.264,19748.931,5843.933,5844.066,17664.998,17665.865,6099,6100.9
634,NA,NA,19784.964,19785.298,5844.166,5844.266,17665.932,17668.665,6101.166,6101.266
635,NA,NA,19793.631,19793.698,5847.866,5848.1,17668.698,17678.665,6101.433,6104.033
636,NA,NA,19936.098,19936.631,5852.3,5852.466,17679.598,17680.032,6105.433,6107
637,NA,NA,19942.831,19943.131,5852.5,5852.533,17680.098,17680.165,6107.133,6108.333
638,NA,NA,19943.498,19943.898,5852.566,5852.966,17680.265,17680.465,6295.7,6298.366
639,NA,NA,19944.264,19944.664,5872.966,5873.2,17680.498,17680.565,6298.533,6298.833
640,NA,NA,19944.798,19945.698,5974.8,5975.2,17680.798,17682.698,6298.966,6300.2
641,NA,NA,19949.731,19950.831,5975.4,5976.733,17682.898,17683.032,6300.266,6316.4
642,NA,NA,19952.064,19952.264,5976.866,5977.133,17686.365,17688.365,6316.9,6319.766
643,NA,NA,19953.631,19954.131,5977.466,5978.233,17688.398,17690.098,6322.733,6322.866
644,NA,NA,19954.898,19955.431,5982.1,5982.6,17690.898,17695.432,6323.4,6323.566
645,NA,NA,19956.531,19956.998,5982.7,5982.766,17699.498,17701.065,6325.133,6325.766
646,NA,NA,19957.164,19962.564,5982.8,5982.9,17701.498,17702.398,6333.133,6334.133
647,NA,NA,19976.064,19976.364,5983.033,5983.166,17702.798,17704.165,6336.5,6336.966
648,NA,NA,19976.464,19976.598,5983.466,5984,17704.498,17704.632,6337.133,6337.233
649,NA,NA,19998.798,20000.731,5986.766,5994.533,17705.065,17706.398,6558.333,6569.666
650,NA,NA,20017.564,20017.631,5997.3,5998.133,17706.432,17706.565,6571.833,6571.866
651,NA,NA,20017.664,20018.031,5998.233,5998.366,17706.765,17709.065,6572.033,6572.933
652,NA,NA,20044.498,20045.164,6000.3,6000.4,17709.765,17710.032,6575,6575.366
653,NA,NA,20045.264,20045.298,6002.7,6004.033,17710.665,17711.532,6575.566,6575.833
654,NA,NA,20045.664,20045.864,6006.7,6007.866,17711.632,17711.932,6575.933,6576.066
655,NA,NA,20046.131,20047.498,6012.533,6012.666,17712.265,17713.465,6576.166,6626.366
656,NA,NA,20078.864,20079.331,6015.5,6020.233,17713.765,17727.865,6626.433,6626.466
657,NA,NA,20079.631,20079.864,6021.4,6026.766,17727.932,17727.998,6626.633,6628.333
658,NA,NA,20193.364,20193.498,6028.666,6028.8,17728.065,17732.198,6628.533,6628.566
659,NA,NA,20362.531,20362.564,6031.9,6032.233,17732.898,17741.232,6628.6,6628.633
660,NA,NA,20362.598,20362.631,6032.4,6032.433,17742.032,17742.165,6628.766,6630.3
661,NA,NA,20369.564,20372.564,6033.333,6033.5,17742.998,17751.865,6630.933,6631.866
662,NA,NA,20373.064,20373.331,6038.033,6038.233,17752.332,18002.898,6631.9,6632.533
663,NA,NA,20520.464,20520.598,6038.266,6039,18002.898,18074.564,6632.566,6635.466
664,NA,NA,20520.731,20521.364,6039.9,6040.066,18075.898,18077.098,6635.933,6635.966
665,NA,NA,20602.964,20603.264,6040.6,6040.833,18077.164,18077.464,6656.433,6656.9
666,NA,NA,20603.298,20603.431,6041.133,6046.366,18077.664,18078.164,6660.9,6668.066
667,NA,NA,20618.364,20621.798,6046.6,6047.133,18100.431,18100.564,6668.2,6668.266
668,NA,NA,20629.864,20632.464,6048.366,6049.2,18100.698,18140.731,6678,6774.066
669,NA,NA,20773.131,20773.698,6052.733,6053.8,18140.831,18141.864,6774.166,6838.766
670,NA,NA,20774.198,20778.164,6054.566,6054.966,18148.398,18164.664,6856.566,6856.8
671,NA,NA,20778.264,20778.731,6075.366,6076.933,18164.798,18201.364,6856.966,6868.2
672,NA,NA,20785.064,20785.364,6085.6,6087.533,18322.698,18322.831,6871.7,6878.066
673,NA,NA,20785.531,20786.398,6088.533,6088.633,18323.031,18323.098,6880.433,7054.3
674,NA,NA,20787.498,20787.531,6098.8,6099,18323.131,18323.931,7054.4,7054.7
675,NA,NA,20787.631,20788.431,6100.9,6101.166,18324.364,18324.898,7056.333,7057.3
676,NA,NA,20789.731,20789.998,6101.266,6101.433,18324.964,18333.031,7057.366,7057.8
677,NA,NA,20791.398,20791.631,6104.033,6105.433,18334.731,18336.198,7058.266,7058.366
678,NA,NA,NA,NA,6107,6107.133,18336.264,18336.564,7061.9,7062.266
679,NA,NA,NA,NA,6108.333,6115.366,18336.598,18336.731,7380.966,7381.533
680,NA,NA,NA,NA,6236.3,6295.7,18338.498,18338.931,7386.299,7387.133
681,NA,NA,NA,NA,6298.366,6298.533,18340.498,18340.598,7387.233,7391.966
682,NA,NA,NA,NA,6298.833,6298.966,18340.631,18347.631,7392.166,7393.733
683,NA,NA,NA,NA,6300.2,6300.266,18347.898,18348.098,7393.933,7394.033
684,NA,NA,NA,NA,6316.4,6316.9,18348.631,18349.764,7394.266,7394.499
685,NA,NA,NA,NA,6319.766,6322.733,18349.964,18353.398,7394.533,7394.833
686,NA,NA,NA,NA,6322.866,6323.4,18353.498,18354.464,7395.333,7395.533
687,NA,NA,NA,NA,6323.566,6325.133,18354.898,18355.531,7395.966,7396.899
688,NA,NA,NA,NA,6325.766,6333.133,18357.264,18357.931,7399.233,7525.499
689,NA,NA,NA,NA,6334.133,6336.5,18357.964,18358.731,7653.299,7658.966
690,NA,NA,NA,NA,6336.966,6337.133,18358.931,18360.331,7659.033,7705.099
691,NA,NA,NA,NA,6337.233,6337.733,18360.964,18361.398,7706.966,7712.433
692,NA,NA,NA,NA,6532.633,6556.1,18361.598,18361.898,7712.499,7713.266
693,NA,NA,NA,NA,6556.2,6558.333,18362.064,18404.598,7713.499,7715.433
694,NA,NA,NA,NA,6569.666,6571.833,18407.198,18407.698,7730.133,7730.599
695,NA,NA,NA,NA,6571.866,6572.033,18407.998,18408.664,7730.733,7731.099
696,NA,NA,NA,NA,6572.933,6575,18647.798,18648.098,7731.233,7731.499
697,NA,NA,NA,NA,6575.366,6575.566,18651.698,18797.231,7731.733,7732.599
698,NA,NA,NA,NA,6575.833,6575.933,18798.498,18799.931,7737.799,7739.999
699,NA,NA,NA,NA,6576.066,6576.166,19109.964,19120.398,7744.833,7746.999
700,NA,NA,NA,NA,6626.366,6626.433,19120.798,19197.964,7747.233,7747.266
701,NA,NA,NA,NA,6626.466,6626.633,19557.198,19562.298,7747.366,7747.866
702,NA,NA,NA,NA,6628.333,6628.533,19562.531,19565.298,7748.699,7749.833
703,NA,NA,NA,NA,6628.566,6628.6,19567.698,19568.031,7750.099,7751.266
704,NA,NA,NA,NA,6628.633,6628.766,19576.364,19577.598,7751.433,7751.699
705,NA,NA,NA,NA,6630.3,6630.933,19580.098,19629.998,7847.199,7848.166
706,NA,NA,NA,NA,6631.866,6631.9,19707.298,19712.731,7848.266,7848.366
707,NA,NA,NA,NA,6632.533,6632.566,19712.831,19713.598,7848.466,7850.299
708,NA,NA,NA,NA,6635.466,6635.933,19717.031,19744.198,7868.566,7868.633
709,NA,NA,NA,NA,6635.966,6656.433,19744.264,19745.198,7868.733,7868.766
710,NA,NA,NA,NA,6656.9,6660.9,19745.431,19748.264,7869.166,7869.433
711,NA,NA,NA,NA,6668.066,6668.2,19748.931,19749.231,7871.133,7872.966
712,NA,NA,NA,NA,6668.266,6678,19753.731,19754.564,8089.399,8089.533
713,NA,NA,NA,NA,6774.066,6774.166,19755.598,19758.064,8091.633,8096.499
714,NA,NA,NA,NA,6838.766,6856.566,19758.898,19760.164,8097.166,8102.166
715,NA,NA,NA,NA,6856.8,6856.966,19760.364,19760.531,8102.233,8196.966
716,NA,NA,NA,NA,6868.2,6871.7,19760.998,19762.231,8197.099,8197.233
717,NA,NA,NA,NA,6878.066,6880.433,19763.098,19763.831,8204.766,8204.833
718,NA,NA,NA,NA,7054.3,7054.4,19763.898,19764.231,8205.099,8207.433
719,NA,NA,NA,NA,7054.7,7056.333,19766.264,19784.964,8213.499,8217.633
720,NA,NA,NA,NA,7057.3,7057.366,19785.298,19793.631,8218.133,8218.299
721,NA,NA,NA,NA,7057.8,7058.266,19793.698,19794.731,8218.733,8218.833
722,NA,NA,NA,NA,7058.366,7061.9,19936.064,19936.098,8251.866,8252.066
723,NA,NA,NA,NA,7062.266,7074.333,19936.631,19942.831,8258.333,8258.999
724,NA,NA,NA,NA,7380.133,7380.966,19943.131,19943.498,8259.066,8261.999
725,NA,NA,NA,NA,7381.533,7386.299,19943.898,19944.264,8262.733,8263.399
726,NA,NA,NA,NA,7387.133,7387.233,19944.664,19944.798,8263.533,8265.199
727,NA,NA,NA,NA,7391.966,7392.166,19945.698,19949.731,8265.466,8266.599
728,NA,NA,NA,NA,7393.733,7393.933,19950.831,19952.064,8267.066,8268.066
729,NA,NA,NA,NA,7394.033,7394.266,19952.264,19953.631,8268.266,8284.866
730,NA,NA,NA,NA,7394.499,7394.533,19954.131,19954.898,8285.133,8285.933
731,NA,NA,NA,NA,7394.833,7395.333,19955.431,19956.531,8290.466,8290.633
732,NA,NA,NA,NA,7395.533,7395.966,19956.998,19957.164,8290.799,8291.133
733,NA,NA,NA,NA,7396.899,7399.233,19962.564,19976.064,8291.333,8292.233
734,NA,NA,NA,NA,7525.499,7545.866,19976.364,19976.464,8292.366,8294.333
735,NA,NA,NA,NA,7653.033,7653.299,19976.598,19998.798,8294.666,8295.933
736,NA,NA,NA,NA,7658.966,7659.033,20000.731,20017.564,8306.433,8306.499
737,NA,NA,NA,NA,7705.099,7706.966,20017.631,20017.664,8311.966,8313.633
738,NA,NA,NA,NA,7712.433,7712.499,20018.031,20018.731,8319.366,8320.833
739,NA,NA,NA,NA,7713.266,7713.499,20044.398,20044.498,8322.366,8323.966
740,NA,NA,NA,NA,7715.433,7717.399,20045.164,20045.264,8325.766,8325.833
741,NA,NA,NA,NA,7728.733,7730.133,20045.298,20045.664,8327.699,8327.966
742,NA,NA,NA,NA,7730.599,7730.733,20045.864,20046.131,8329.033,8335.699
743,NA,NA,NA,NA,7731.099,7731.233,20047.498,20078.864,8335.833,8336.899
744,NA,NA,NA,NA,7731.499,7731.733,20079.331,20079.631,8336.966,8337.499
745,NA,NA,NA,NA,7732.599,7737.799,20079.864,20193.364,8337.633,8338.166
746,NA,NA,NA,NA,7739.999,7744.833,20193.498,20194.264,8339.833,8340.033
747,NA,NA,NA,NA,7746.999,7747.233,20362.331,20362.531,8340.299,8340.699
748,NA,NA,NA,NA,7747.266,7747.366,20362.564,20362.598,8342.033,8345.433
749,NA,NA,NA,NA,7747.866,7748.699,20362.631,20369.564,8345.566,8346.033
750,NA,NA,NA,NA,7749.833,7750.099,20372.564,20373.064,8347.366,8348.233
751,NA,NA,NA,NA,7751.266,7751.433,20373.331,20373.931,8351.433,8351.499
752,NA,NA,NA,NA,7752.899,7753.033,20506.531,20520.464,8351.566,8351.699
753,NA,NA,NA,NA,7760.433,7760.633,20520.598,20520.731,8351.733,8352.599
754,NA,NA,NA,NA,7848.166,7848.266,20521.364,20552.898,8352.666,8352.733
755,NA,NA,NA,NA,7848.366,7848.466,20603.264,20603.298,8352.766,8352.799
756,NA,NA,NA,NA,7850.299,7851.233,20603.431,20618.364,8353.099,8353.166
757,NA,NA,NA,NA,7866.699,7868.566,20621.798,20622.131,8528.533,8529.299
758,NA,NA,NA,NA,7868.633,7868.733,20624.531,20624.564,8531.766,8531.799
759,NA,NA,NA,NA,7868.766,7869.166,20624.698,20624.764,8532.299,8535.033
760,NA,NA,NA,NA,7869.433,7871.133,20624.798,20624.998,8536.966,8537.899
761,NA,NA,NA,NA,8088.999,8089.399,20625.064,20629.864,8538.099,8538.233
762,NA,NA,NA,NA,8089.533,8091.633,20632.464,20633.998,8538.699,8539.699
763,NA,NA,NA,NA,8096.499,8097.166,20773.698,20774.198,8544.099,8544.833
764,NA,NA,NA,NA,8102.166,8102.233,20778.164,20778.264,8545.733,8546.699
765,NA,NA,NA,NA,8196.966,8197.099,20778.731,20785.064,8547.733,8547.866
766,NA,NA,NA,NA,8197.233,8204.766,20785.364,20785.531,8547.933,8548.099
767,NA,NA,NA,NA,8204.833,8205.099,20786.398,20787.498,8549.633,8549.733
768,NA,NA,NA,NA,8207.433,8213.499,20787.531,20787.631,8555.866,8556.599
769,NA,NA,NA,NA,8217.633,8218.133,20788.431,20789.731,8556.733,8558.266
770,NA,NA,NA,NA,8218.299,8218.733,20789.998,20791.398,8558.299,8559.566
771,NA,NA,NA,NA,8218.833,8251.866,20791.631,20821.131,8580.099,8582.133
772,NA,NA,NA,NA,8252.066,8258.333,NA,NA,8584.999,8673.299
773,NA,NA,NA,NA,8258.999,8259.066,NA,NA,8718.266,8733.266
774,NA,NA,NA,NA,8261.999,8262.733,NA,NA,8733.599,8733.666
775,NA,NA,NA,NA,8263.399,8263.533,NA,NA,8747.399,8747.666
776,NA,NA,NA,NA,8265.199,8265.466,NA,NA,8748.266,8808.133
777,NA,NA,NA,NA,8266.599,8267.066,NA,NA,8810.999,8811.733
778,NA,NA,NA,NA,8268.066,8268.266,NA,NA,8812.799,8817.466
779,NA,NA,NA,NA,8284.866,8285.133,NA,NA,8817.533,8818.533
780,NA,NA,NA,NA,8285.933,8290.466,NA,NA,8819.199,8821.866
781,NA,NA,NA,NA,8290.633,8290.799,NA,NA,8824.399,8826.199
782,NA,NA,NA,NA,8291.133,8291.333,NA,NA,8826.399,8831.333
783,NA,NA,NA,NA,8292.233,8292.366,NA,NA,8832.199,8832.266
784,NA,NA,NA,NA,8294.333,8294.666,NA,NA,8832.399,8832.999
785,NA,NA,NA,NA,8295.933,8306.433,NA,NA,8835.199,8848.266
786,NA,NA,NA,NA,8306.499,8311.966,NA,NA,8849.466,8849.533
787,NA,NA,NA,NA,8313.633,8319.366,NA,NA,8849.933,8850.933
788,NA,NA,NA,NA,8320.833,8322.366,NA,NA,9089.033,9089.699
789,NA,NA,NA,NA,8323.966,8325.766,NA,NA,9201.666,9201.966
790,NA,NA,NA,NA,8325.833,8327.699,NA,NA,9318.733,9326.099
791,NA,NA,NA,NA,8327.966,8329.033,NA,NA,9326.233,9357.599
792,NA,NA,NA,NA,8335.699,8335.833,NA,NA,9357.799,9358.066
793,NA,NA,NA,NA,8336.899,8336.966,NA,NA,9368.366,9370.299
794,NA,NA,NA,NA,8337.499,8337.633,NA,NA,9371.433,9372.899
795,NA,NA,NA,NA,8338.166,8339.833,NA,NA,9372.966,9374.099
796,NA,NA,NA,NA,8340.033,8340.299,NA,NA,9374.299,9376.633
797,NA,NA,NA,NA,8340.699,8342.033,NA,NA,9379.033,9384.899
798,NA,NA,NA,NA,8345.433,8345.566,NA,NA,9385.766,9385.833
799,NA,NA,NA,NA,8346.033,8347.366,NA,NA,9385.933,9385.966
800,NA,NA,NA,NA,8348.233,8351.433,NA,NA,9386.199,9388.099
801,NA,NA,NA,NA,8351.499,8351.566,NA,NA,9411.299,9416.533
802,NA,NA,NA,NA,8351.699,8351.733,NA,NA,9417.199,9419.533
803,NA,NA,NA,NA,8352.599,8352.666,NA,NA,9419.666,9423.733
804,NA,NA,NA,NA,8352.733,8352.766,NA,NA,9423.799,9434.333
805,NA,NA,NA,NA,8352.799,8353.099,NA,NA,9434.466,9435.333
806,NA,NA,NA,NA,8353.166,8353.633,NA,NA,9436.799,9437.466
807,NA,NA,NA,NA,8529.433,8531.766,NA,NA,9439.799,9442.466
808,NA,NA,NA,NA,8531.799,8532.299,NA,NA,9527.799,9528.133
809,NA,NA,NA,NA,8535.033,8536.966,NA,NA,9528.999,9529.099
810,NA,NA,NA,NA,8537.899,8538.099,NA,NA,9529.199,9529.266
811,NA,NA,NA,NA,8538.233,8538.699,NA,NA,9529.766,9530.199
812,NA,NA,NA,NA,8539.699,8544.099,NA,NA,9530.966,9543.933
813,NA,NA,NA,NA,8544.833,8545.733,NA,NA,9544.233,9567.799
814,NA,NA,NA,NA,8546.699,8547.733,NA,NA,9619.033,9620.233
815,NA,NA,NA,NA,8547.866,8547.933,NA,NA,9620.966,9621.199
816,NA,NA,NA,NA,8548.099,8549.633,NA,NA,9621.333,9621.666
817,NA,NA,NA,NA,8549.733,8555.866,NA,NA,9622.366,9630.699
818,NA,NA,NA,NA,8556.599,8556.733,NA,NA,9661.566,9661.666
819,NA,NA,NA,NA,8558.266,8558.299,NA,NA,9666.233,9666.599
820,NA,NA,NA,NA,8559.566,8580.099,NA,NA,9709.999,9710.266
821,NA,NA,NA,NA,8582.133,8584.999,NA,NA,9783.899,9784.166
822,NA,NA,NA,NA,8673.299,8718.266,NA,NA,9784.199,9785.066
823,NA,NA,NA,NA,8733.266,8733.599,NA,NA,9785.199,9785.299
824,NA,NA,NA,NA,8733.666,8747.399,NA,NA,9785.566,9785.866
825,NA,NA,NA,NA,8747.666,8748.266,NA,NA,9786.099,9786.433
826,NA,NA,NA,NA,8808.133,8810.999,NA,NA,9786.466,9786.599
827,NA,NA,NA,NA,8811.733,8812.799,NA,NA,9786.799,9786.899
828,NA,NA,NA,NA,8817.466,8817.533,NA,NA,9786.966,9787.033
829,NA,NA,NA,NA,8818.533,8819.199,NA,NA,9796.499,9796.533
830,NA,NA,NA,NA,8821.866,8824.399,NA,NA,9796.633,9797.733
831,NA,NA,NA,NA,8826.199,8826.399,NA,NA,9798.033,9798.999
832,NA,NA,NA,NA,8831.333,8832.199,NA,NA,9799.599,9801.066
833,NA,NA,NA,NA,8832.266,8832.399,NA,NA,9816.833,9817.033
834,NA,NA,NA,NA,8832.999,8835.199,NA,NA,9817.233,9817.266
835,NA,NA,NA,NA,8848.266,8849.466,NA,NA,9817.699,9817.766
836,NA,NA,NA,NA,8849.533,8849.933,NA,NA,9817.933,9819.133
837,NA,NA,NA,NA,8850.933,8912.899,NA,NA,9821.699,9822.533
838,NA,NA,NA,NA,8917.499,8921.566,NA,NA,9826.333,9827.133
839,NA,NA,NA,NA,9088.533,9089.033,NA,NA,9837.566,9837.633
840,NA,NA,NA,NA,9089.699,9193.066,NA,NA,9837.866,9837.899
841,NA,NA,NA,NA,9198.366,9201.666,NA,NA,9837.933,9841.333
842,NA,NA,NA,NA,9201.966,9202.433,NA,NA,9841.399,9841.466
843,NA,NA,NA,NA,9205.466,9207.333,NA,NA,9841.733,9841.766
844,NA,NA,NA,NA,9214.166,9236.966,NA,NA,9857.499,9857.799
845,NA,NA,NA,NA,9318.499,9318.733,NA,NA,9865.699,9866.099
846,NA,NA,NA,NA,9326.099,9326.233,NA,NA,9879.133,9879.699
847,NA,NA,NA,NA,9357.599,9357.799,NA,NA,10188.666,10189.399
848,NA,NA,NA,NA,9358.066,9368.366,NA,NA,10190.399,10191.533
849,NA,NA,NA,NA,9370.299,9371.433,NA,NA,10191.699,10192.733
850,NA,NA,NA,NA,9372.899,9372.966,NA,NA,10193.133,10193.566
851,NA,NA,NA,NA,9374.099,9374.299,NA,NA,10194.333,10198.866
852,NA,NA,NA,NA,9376.633,9379.033,NA,NA,10199.066,10201.533
853,NA,NA,NA,NA,9384.899,9385.766,NA,NA,10203.533,10207.299
854,NA,NA,NA,NA,9385.833,9385.933,NA,NA,10207.333,10207.466
855,NA,NA,NA,NA,9385.966,9386.199,NA,NA,10208.666,10215.166
856,NA,NA,NA,NA,9388.099,9411.299,NA,NA,10215.533,10220.366
857,NA,NA,NA,NA,9416.533,9417.199,NA,NA,11694.899,11694.965
858,NA,NA,NA,NA,9419.533,9419.666,NA,NA,11695.032,11695.065
859,NA,NA,NA,NA,9423.733,9423.799,NA,NA,11698.032,11729.765
860,NA,NA,NA,NA,9434.333,9434.466,NA,NA,11729.932,11729.965
861,NA,NA,NA,NA,9435.333,9436.799,NA,NA,11730.165,11730.799
862,NA,NA,NA,NA,9437.466,9439.799,NA,NA,11730.932,11731.099
863,NA,NA,NA,NA,9442.466,9458.733,NA,NA,12491.699,12565.365
864,NA,NA,NA,NA,9527.566,9527.799,NA,NA,12569.299,12570.699
865,NA,NA,NA,NA,9528.133,9528.999,NA,NA,12571.032,12571.465
866,NA,NA,NA,NA,9529.099,9529.199,NA,NA,12572.099,12683.932
867,NA,NA,NA,NA,9529.266,9529.766,NA,NA,12691.732,12696.765
868,NA,NA,NA,NA,9530.199,9530.966,NA,NA,12696.932,12708.032
869,NA,NA,NA,NA,9543.933,9544.233,NA,NA,12714.332,12785.032
870,NA,NA,NA,NA,9567.799,9568.266,NA,NA,12785.299,12785.365
871,NA,NA,NA,NA,9620.366,9620.966,NA,NA,12786.265,12790.132
872,NA,NA,NA,NA,9621.199,9621.333,NA,NA,12790.199,12791.265
873,NA,NA,NA,NA,9621.666,9622.366,NA,NA,12798.065,12798.332
874,NA,NA,NA,NA,9630.699,9631.233,NA,NA,12801.499,12801.699
875,NA,NA,NA,NA,9661.499,9661.566,NA,NA,12802.765,12802.965
