"X1","Center_start","Center_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Contact_Center_start","Contact_Center_stop","Unknown_start","Unknown_stop"
469,NA,NA,15755.832,15756.899,16716.498,16717.698,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,15779.699,15780.732,16718.198,16718.265,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,15780.799,15781.099,16718.298,16719.431,NA,NA,NA,NA,NA,NA,NA,NA
472,NA,NA,15783.632,15783.765,16719.498,16719.631,NA,NA,NA,NA,NA,NA,NA,NA
473,NA,NA,15784.032,15784.199,16719.665,16719.865,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,15788.299,15795.865,16720.398,16720.531,NA,NA,NA,NA,NA,NA,NA,NA
475,NA,NA,15811.565,15817.132,16720.698,16721.198,NA,NA,NA,NA,NA,NA,NA,NA
476,NA,NA,15817.999,15818.365,16721.265,16721.398,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,15823.199,15833.832,16721.598,16721.731,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,15835.199,15835.232,16721.798,16721.931,NA,NA,NA,NA,NA,NA,NA,NA
479,NA,NA,15835.465,15842.165,16722.665,16722.731,NA,NA,NA,NA,NA,NA,NA,NA
480,NA,NA,15844.332,15844.965,16726.965,16728.998,NA,NA,NA,NA,NA,NA,NA,NA
481,NA,NA,16051.465,16051.598,16729.498,16730.298,NA,NA,NA,NA,NA,NA,NA,NA
482,NA,NA,16051.965,16052.065,16730.431,16731.031,NA,NA,NA,NA,NA,NA,NA,NA
483,NA,NA,16053.265,16054.565,16735.265,16735.798,NA,NA,NA,NA,NA,NA,NA,NA
484,NA,NA,16058.098,16058.131,16737.698,16737.765,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,16058.765,16060.465,16744.931,16745.231,NA,NA,NA,NA,NA,NA,NA,NA
486,NA,NA,16060.831,16060.931,16745.498,16746.731,NA,NA,NA,NA,NA,NA,NA,NA
487,NA,NA,16255.731,16323.098,16747.231,16747.898,NA,NA,NA,NA,NA,NA,NA,NA
488,NA,NA,16409.598,16420.131,16754.131,16757.331,NA,NA,NA,NA,NA,NA,NA,NA
489,NA,NA,16420.165,16420.231,16763.231,16772.931,NA,NA,NA,NA,NA,NA,NA,NA
490,NA,NA,16420.265,16421.098,16773.365,16773.831,NA,NA,NA,NA,NA,NA,NA,NA
491,NA,NA,16421.165,16421.331,16774.198,16774.598,NA,NA,NA,NA,NA,NA,NA,NA
492,NA,NA,16421.498,16421.698,16774.998,16776.065,NA,NA,NA,NA,NA,NA,NA,NA
493,NA,NA,16421.765,16421.831,16776.131,16776.531,NA,NA,NA,NA,NA,NA,NA,NA
494,NA,NA,16423.598,16424.731,16776.998,16783.331,NA,NA,NA,NA,NA,NA,NA,NA
495,NA,NA,16424.798,16474.931,16783.465,16786.465,NA,NA,NA,NA,NA,NA,NA,NA
496,NA,NA,16474.965,16475.065,16787.465,16821.398,NA,NA,NA,NA,NA,NA,NA,NA
497,NA,NA,16476.298,16487.798,16823.065,16823.865,NA,NA,NA,NA,NA,NA,NA,NA
498,NA,NA,16488.298,16491.931,16823.931,16826.398,NA,NA,NA,NA,NA,NA,NA,NA
499,NA,NA,16492.831,16502.565,16826.465,16866.865,NA,NA,NA,NA,NA,NA,NA,NA
500,NA,NA,16538.698,16538.731,16872.565,16893.365,NA,NA,NA,NA,NA,NA,NA,NA
501,NA,NA,16539.098,16539.165,16893.631,16894.165,NA,NA,NA,NA,NA,NA,NA,NA
502,NA,NA,16539.398,16540.798,16896.531,17015.665,NA,NA,NA,NA,NA,NA,NA,NA
503,NA,NA,16540.998,16541.031,17043.331,17043.731,NA,NA,NA,NA,NA,NA,NA,NA
504,NA,NA,16541.431,16541.531,17043.931,17044.031,NA,NA,NA,NA,NA,NA,NA,NA
505,NA,NA,16541.565,16541.765,17044.331,17049.298,NA,NA,NA,NA,NA,NA,NA,NA
506,NA,NA,16561.198,16561.298,17049.331,17052.331,NA,NA,NA,NA,NA,NA,NA,NA
507,NA,NA,16561.365,16565.565,17052.465,17052.598,NA,NA,NA,NA,NA,NA,NA,NA
508,NA,NA,16565.698,16566.831,17052.931,17053.131,NA,NA,NA,NA,NA,NA,NA,NA
509,NA,NA,16575.931,16578.531,17053.331,17057.331,NA,NA,NA,NA,NA,NA,NA,NA
510,NA,NA,16578.965,16635.031,17059.265,17059.565,NA,NA,NA,NA,NA,NA,NA,NA
511,NA,NA,16644.098,16644.131,17060.798,17060.898,NA,NA,NA,NA,NA,NA,NA,NA
512,NA,NA,16657.465,16657.498,17060.965,17065.631,NA,NA,NA,NA,NA,NA,NA,NA
513,NA,NA,16674.065,16675.131,17098.431,17100.798,NA,NA,NA,NA,NA,NA,NA,NA
514,NA,NA,16675.198,16675.698,17101.065,17101.865,NA,NA,NA,NA,NA,NA,NA,NA
515,NA,NA,16675.931,16675.998,17102.231,17160.198,NA,NA,NA,NA,NA,NA,NA,NA
516,NA,NA,16676.065,16676.398,17160.331,17160.531,NA,NA,NA,NA,NA,NA,NA,NA
517,NA,NA,16676.465,16677.365,17161.065,17197.631,NA,NA,NA,NA,NA,NA,NA,NA
518,NA,NA,16679.031,16698.998,17199.898,17208.498,NA,NA,NA,NA,NA,NA,NA,NA
519,NA,NA,16699.031,16699.265,17208.765,17209.031,NA,NA,NA,NA,NA,NA,NA,NA
520,NA,NA,16703.531,16703.631,17210.098,17210.165,NA,NA,NA,NA,NA,NA,NA,NA
521,NA,NA,16705.631,16706.565,17210.431,17210.565,NA,NA,NA,NA,NA,NA,NA,NA
522,NA,NA,16706.598,16707.565,17211.365,17211.631,NA,NA,NA,NA,NA,NA,NA,NA
523,NA,NA,16708.531,16715.731,17211.698,17326.798,NA,NA,NA,NA,NA,NA,NA,NA
524,NA,NA,16715.765,16716.098,17326.931,17326.998,NA,NA,NA,NA,NA,NA,NA,NA
525,NA,NA,16716.431,16716.498,17328.465,17510.931,NA,NA,NA,NA,NA,NA,NA,NA
526,NA,NA,16717.698,16718.198,17511.065,17517.331,NA,NA,NA,NA,NA,NA,NA,NA
527,NA,NA,16718.265,16718.298,17541.798,17545.765,NA,NA,NA,NA,NA,NA,NA,NA
528,NA,NA,16719.431,16719.498,17545.998,17546.265,NA,NA,NA,NA,NA,NA,NA,NA
529,NA,NA,16719.631,16719.665,17550.031,17585.065,NA,NA,NA,NA,NA,NA,NA,NA
530,NA,NA,16719.865,16720.398,17585.398,17586.131,NA,NA,NA,NA,NA,NA,NA,NA
531,NA,NA,16720.531,16720.698,17586.498,17586.998,NA,NA,NA,NA,NA,NA,NA,NA
532,NA,NA,16721.198,16721.265,17589.565,17668.831,NA,NA,NA,NA,NA,NA,NA,NA
533,NA,NA,16721.398,16721.598,17671.065,17672.731,NA,NA,NA,NA,NA,NA,NA,NA
534,NA,NA,16721.731,16721.798,17673.265,17673.331,NA,NA,NA,NA,NA,NA,NA,NA
535,NA,NA,16721.931,16722.665,17688.365,17763.798,NA,NA,NA,NA,NA,NA,NA,NA
536,NA,NA,16722.731,16726.965,17763.931,17764.131,NA,NA,NA,NA,NA,NA,NA,NA
537,NA,NA,16728.998,16729.498,17764.198,17764.331,NA,NA,NA,NA,NA,NA,NA,NA
538,NA,NA,16730.298,16730.431,17765.598,18180.698,NA,NA,NA,NA,NA,NA,NA,NA
539,NA,NA,16731.031,16735.265,18251.631,18251.798,NA,NA,NA,NA,NA,NA,NA,NA
540,NA,NA,16735.798,16737.698,18252.798,18252.865,NA,NA,NA,NA,NA,NA,NA,NA
541,NA,NA,16737.765,16744.931,18252.931,18254.331,NA,NA,NA,NA,NA,NA,NA,NA
542,NA,NA,16745.231,16745.498,18254.398,18254.465,NA,NA,NA,NA,NA,NA,NA,NA
543,NA,NA,16746.731,16747.231,18254.731,18720.831,NA,NA,NA,NA,NA,NA,NA,NA
544,NA,NA,16747.898,16754.131,18748.398,18748.498,NA,NA,NA,NA,NA,NA,NA,NA
545,NA,NA,16757.331,16763.231,18748.531,18748.764,NA,NA,NA,NA,NA,NA,NA,NA
546,NA,NA,16772.931,16773.365,18749.631,18749.664,NA,NA,NA,NA,NA,NA,NA,NA
547,NA,NA,16773.831,16774.198,18749.864,18759.798,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,16774.598,16774.998,18825.498,18831.031,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,16776.065,16776.131,18833.231,18835.064,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,16776.531,16776.998,18835.364,18839.798,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,16783.331,16783.465,18841.931,19343.598,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,16786.465,16787.465,19343.731,19343.864,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,16821.398,16823.065,19343.931,19343.998,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,16823.865,16823.931,19344.264,19865.064,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,16826.398,16826.465,19865.798,21289.531,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,16866.865,16872.565,21289.531,21600,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,16893.365,16893.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,16894.165,16896.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,17015.665,17043.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,17043.731,17043.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,17044.031,17044.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,17049.298,17049.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,17052.331,17052.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,17052.598,17052.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,17053.131,17053.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,17057.331,17059.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,17059.565,17060.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,17060.898,17060.965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,17065.631,17098.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,17100.798,17101.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,17101.865,17102.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,17160.198,17160.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,17160.531,17161.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,17197.631,17199.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,17208.498,17208.765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,17209.031,17210.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,17210.165,17210.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,17210.565,17211.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,17211.631,17211.698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,17326.798,17326.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,17326.998,17328.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,17510.931,17511.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,17517.331,17541.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,17545.765,17545.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,17546.265,17550.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,17585.065,17585.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,17586.131,17586.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,17586.998,17589.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,NA,NA,17668.831,17671.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,NA,NA,17672.731,17673.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,NA,NA,17673.331,17688.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,NA,NA,17763.798,17763.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,NA,NA,17764.131,17764.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,NA,NA,17764.331,17765.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,NA,NA,18180.698,18251.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,NA,NA,18251.798,18252.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,NA,NA,18252.865,18252.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
598,NA,NA,18254.331,18254.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,NA,NA,18254.465,18254.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600,NA,NA,18720.831,18748.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,NA,NA,18748.498,18748.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,NA,NA,18748.764,18749.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
603,NA,NA,18749.664,18749.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,NA,NA,18759.798,18825.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,NA,NA,18831.031,18833.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
606,NA,NA,18835.064,18835.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,NA,NA,18839.798,18841.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,NA,NA,19343.598,19343.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,NA,NA,19343.864,19343.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,NA,NA,19343.998,19344.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,NA,NA,19865.064,19865.798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
