"X1","Center_start","Center_stop","Left_start","Left_stop","Contact_Left_start","Contact_Left_stop","Contact_Center_start","Contact_Center_stop","Contact_Right_start","Contact_Right_stop","Right_start","Right_stop","Unknown_start","Unknown_stop"
400,NA,NA,10259.83418,10260.24752,15340.46338,15345.02506,NA,NA,15183.17838,15183.59172,13026.3852,13026.58274,NA,NA
401,NA,NA,10261.90918,10262.32252,15629.88438,15630.29274,NA,NA,15319.29838,15319.71172,13027.7464,13029.76994,NA,NA
402,NA,NA,10286.80918,10288.88086,15638.59938,15639.42772,NA,NA,15418.6444,15422.79772,13030.004,13030.30114,NA,NA
403,NA,NA,10295.10918,10300.91752,15649.80438,15659.34772,NA,NA,15424.45938,15425.70272,13053.1112,13063.33514,NA,NA
404,NA,NA,10305.4792,10306.31252,15661.00606,15661.83772,NA,NA,15427.36438,15449.35772,13063.6688,13064.76274,NA,NA
405,NA,NA,10307.97418,10309.21752,15662.66938,15663.08272,NA,NA,15451.0144,15453.50772,13065.2624,13082.98954,NA,NA
406,NA,NA,10310.04918,10331.46152,15663.91438,15673.87272,NA,NA,15454.33938,15529.45272,13083.7216,13083.85274,NA,NA
407,NA,NA,10376.36286,10388.80954,15674.28938,15681.34272,NA,NA,15769.23972,15769.24138,13127.7116,13185.4464,NA,NA
408,NA,NA,10391.434,10391.59834,15682.17438,15683.00272,NA,NA,15770.0664,15774.21972,13186.28138,13220.30972,NA,NA
409,NA,NA,10391.7992,10453.96952,15683.4144,15684.24772,NA,NA,15775.0464,15779.19972,13231.10138,13243.13472,NA,NA
410,NA,NA,10496.79918,10505.92752,15685.07938,15685.49272,NA,NA,15780.86138,15784.17474,13244.79638,13247.28472,NA,NA
411,NA,NA,10507.58752,10510.07752,15686.32438,15686.73772,NA,NA,15799.12138,15800.36472,13247.69806,13248.61272,NA,NA
412,NA,NA,10550.6612,10554.48252,15693.79438,15694.2044,NA,NA,15804.51638,15806.17472,13475.95138,13476.36472,NA,NA
413,NA,NA,10555.72918,10559.87752,15758.86638,15759.27972,NA,NA,15806.59138,15807.00472,13480.92972,13481.34472,NA,NA
414,NA,NA,10561.53918,10563.19752,15954.74638,15955.57472,NA,NA,15807.83638,15810.73972,13485.9728,13486.17034,NA,NA
415,NA,NA,10566.10418,10663.12952,16097.17438,16098.00272,NA,NA,15811.57138,15811.98472,13488.828,13490.45314,NA,NA
416,NA,NA,10678.90118,10703.46752,16099.24938,16099.66272,NA,NA,15814.47638,15815.30472,13491.0856,13491.38772,NA,NA
417,NA,NA,10703.79786,10704.21452,16102.07138,16102.48472,NA,NA,15850.5764,15850.99472,13521.3308,13521.6628,NA,NA
418,NA,NA,10705.54418,10705.95586,16107.8764,16108.70474,NA,NA,15851.40806,15852.23972,13522.2604,13522.92274,NA,NA
419,NA,NA,10706.37418,10707.19754,16109.95638,16110.36972,NA,NA,15853.07138,15854.72972,14034.1712,14054.08954,NA,NA
420,NA,NA,10709.69418,10711.76586,16111.61638,16115.76472,NA,NA,15855.1414,15855.97472,14116.62506,14130.73672,NA,NA
421,NA,NA,10776.09418,10783.56252,16116.17972,16117.00972,NA,NA,15856.3864,15875.06472,14141.94338,14155.63174,NA,NA
422,NA,NA,10783.98084,10784.80752,16130.70638,16131.11474,NA,NA,15880.46138,15880.87472,14235.81804,14238.71972,NA,NA
423,NA,NA,10789.78918,10901.75452,16132.7764,16133.19472,NA,NA,15881.28972,15886.68472,14239.55138,14277.72972,NA,NA
424,NA,NA,10902.9962,10906.73452,16134.02638,16136.51472,NA,NA,15887.51638,15889.17472,14278.97638,14280.21972,NA,NA
425,NA,NA,10907.14952,10907.15118,16136.93138,16138.17472,NA,NA,15890.00638,15890.83472,14296.40638,14302.21472,NA,NA
426,NA,NA,10911.30118,10921.25952,16187.97638,16188.80472,NA,NA,15891.66638,15892.0764,14308.85638,14316.32472,NA,NA
427,NA,NA,10922.09118,10979.85752,16189.63804,16190.87972,NA,NA,15892.9064,15893.73972,14361.14804,14361.97472,NA,NA
428,NA,NA,10980.68918,10982.7592,16192.12638,16192.95472,NA,NA,15894.57138,15895.39972,14362.80638,14364.04972,NA,NA
429,NA,NA,10983.59418,10998.11752,16194.20138,16195.85972,NA,NA,15896.23138,15899.54972,14366.95638,14393.09972,NA,NA
430,NA,NA,10998.94918,11010.15252,16490.92638,16491.33806,NA,NA,15900.3764,15901.20474,14394.34638,14395.58972,NA,NA
431,NA,NA,11011.81418,11026.33752,16494.66304,16496.73472,NA,NA,15903.28638,15904.52972,14398.90806,14399.32306,NA,NA
432,NA,NA,11028.4092,11035.46752,16502.54638,16502.87672,NA,NA,15905.36138,15906.18972,14422.64938,14425.80172,NA,NA
433,NA,NA,11048.33418,11048.74752,16503.29338,16503.7034,NA,NA,15907.02138,15910.75472,14426.22004,14442.76194,NA,NA
434,NA,NA,11051.23918,11052.48252,16504.1184,16504.95172,NA,NA,15914.07638,15916.14972,14443.0956,14461.49172,NA,NA
435,NA,NA,11052.89918,11073.64752,16507.44338,16507.85506,NA,NA,15916.56638,15919.05472,14463.15006,14465.22672,NA,NA
436,NA,NA,11074.06418,11922.1532,16508.68838,16509.10172,NA,NA,15919.4664,15919.88472,14465.64172,14466.88672,NA,NA
437,NA,NA,11925.89318,12036.28152,16536.90838,16538.15172,NA,NA,15920.71638,15921.95972,14466.88838,14467.30172,NA,NA
438,NA,NA,12041.2084,12041.33954,16538.56838,16543.13172,NA,NA,15922.79138,15923.20472,14467.30338,14470.61674,NA,NA
439,NA,NA,12043.3,12043.43114,16546.03838,16546.86672,NA,NA,15930.67638,15936.48472,14471.86838,14473.11172,NA,NA
440,NA,NA,12051.9652,12052.69394,16548.9384,16549.77172,NA,NA,16027.3996,16027.63034,14473.9384,14479.33672,NA,NA
441,NA,NA,12056.912,12068.40252,16553.67438,16554.08772,NA,NA,16046.87638,16092.93972,14479.75338,14480.9934,NA,NA
442,NA,NA,12068.82084,12072.13752,16554.50272,16554.91772,NA,NA,16774.78638,16776.85972,14481.57606,14484.06772,NA,NA
443,NA,NA,12073.38086,12120.60952,16555.74606,16556.16272,NA,NA,16776.86138,16778.10306,14484.90104,14513.11274,NA,NA
444,NA,NA,12187.01118,12187.83952,16557.4044,16557.40772,NA,NA,16778.10472,16783.91306,14545.90438,14554.18114,NA,NA
445,NA,NA,12188.67284,12189.91452,16661.07472,16661.07638,NA,NA,16784.33138,16793.04638,14554.4484,14554.86506,NA,NA
446,NA,NA,12190.33118,12223.1444,16661.90638,16662.31972,NA,NA,16793.87638,16794.28972,14556.11338,14598.44172,NA,NA
447,NA,NA,12223.1444,12223.30874,16662.73472,16662.73638,NA,NA,16794.70638,16809.64472,14599.27338,14599.6834,NA,NA
448,NA,NA,12223.6092,12266.83394,16665.22638,16666.05472,NA,NA,16927.00672,16927.94794,14601.34838,14603.00672,NA,NA
449,NA,NA,12268.1304,12268.36114,16671.86638,16672.27972,NA,NA,16928.0824,16928.44594,14605.08338,14619.19172,NA,NA
450,NA,NA,12277.4596,12279.58274,16672.69472,16673.52472,NA,NA,16928.5804,16936.38074,14624.17006,14624.58506,NA,NA
451,NA,NA,12281.5764,12321.00306,16676.42972,16676.43138,NA,NA,17014.336,17014.59994,14640.35838,14640.77172,NA,NA
452,NA,NA,12323.49472,12328.47472,16678.09138,16678.91474,NA,NA,17015.2988,17015.96114,14641.60338,14648.32472,NA,NA
453,NA,NA,12331.38138,12332.2064,16679.75138,16681.82638,NA,NA,17017.5896,17026.81754,14729.25138,14733.8114,NA,NA
454,NA,NA,12333.87138,12334.2814,16683.06806,16683.48472,NA,NA,17030.3052,17030.50274,14734.64638,14735.05972,NA,NA
455,NA,NA,12334.70138,12338.01972,16684.31638,16684.72972,NA,NA,17080.64138,17081.46972,14740.04138,14747.5064,NA,NA
456,NA,NA,12338.43306,12451.81272,16685.56138,16685.97638,NA,NA,17085.20638,17087.69472,14752.9014,14753.73472,NA,NA
457,NA,NA,12453.47438,12454.71274,16686.39138,16686.80472,NA,NA,17334.95172,17335.78172,14759.96138,14761.70272,NA,NA
458,NA,NA,12454.8472,12459.36074,16687.21972,16687.22138,NA,NA,17347.40338,17363.17338,14762.11772,14762.53272,NA,NA
459,NA,NA,12459.6612,12486.09172,16688.05138,16688.46472,NA,NA,17364.41838,17384.33672,14765.02438,14765.85272,NA,NA
460,NA,NA,12585.36138,12586.64954,16753.6164,16761.91474,NA,NA,17404.25838,17404.66674,14768.7544,14769.58772,NA,NA
461,NA,NA,12814.5028,12814.93274,16887.25138,16893.88972,NA,NA,17404.8344,17405.09834,14770.4144,14777.47272,NA,NA
462,NA,NA,12848.0348,12860.58274,17106.45438,17106.86274,NA,NA,17405.1996,17415.98794,14779.13438,14780.79272,NA,NA
463,NA,NA,12860.684,12862.17634,17194.01938,17194.84772,NA,NA,17416.1556,17416.35314,14782.45438,14784.11272,NA,NA
464,NA,NA,12972.8668,12980.13594,17307.31438,17307.72772,NA,NA,17416.886,17418.44474,14784.94438,14787.84772,NA,NA
465,NA,NA,13031.5644,13032.39274,17310.63438,17313.12272,NA,NA,17418.8448,17431.02754,14789.09438,14793.24272,NA,NA
466,NA,NA,13033.2244,13035.61314,17521.03938,17523.52772,NA,NA,17431.3944,17431.72474,14793.65938,14795.31772,NA,NA
467,NA,NA,13035.7808,13035.91194,17707.21004,17709.69672,NA,NA,17431.9588,17442.44834,14797.80938,14798.6344,NA,NA
468,NA,NA,13041.624,13049.95554,17712.18838,17716.33672,NA,NA,17443.0476,17443.14554,14808.18438,14810.25772,NA,NA
469,NA,NA,13084.3192,13085.04794,17717.16838,17738.33172,NA,NA,17444.2428,17447.22914,14815.15638,14815.98472,NA,NA
470,NA,NA,13086.3776,13087.77034,17741.25,17741.41434,NA,NA,17448.5256,17469.82672,14818.47638,14819.30472,NA,NA
471,NA,NA,13249.02938,13249.44106,17742.1132,17756.59172,NA,NA,17470.24338,17472.36154,14820.54806,14821.79638,NA,NA
472,NA,NA,13252.2448,13475.11972,17759.842,17760.07274,NA,NA,17472.662,17481.75714,14823.8664,14829.6764,NA,NA
473,NA,NA,13526.6428,13527.57074,17760.34,17768.14034,NA,NA,17482.3232,17485.60834,14833.41638,14836.31972,NA,NA
474,NA,NA,13528.0372,13529.69554,17781.1564,17786.46674,NA,NA,17487.27,17489.69194,14839.22472,14839.6364,NA,NA
475,NA,NA,13530.3944,13532.18554,17787.066,17796.36034,NA,NA,17490.2248,17491.55114,14842.13138,14843.37472,NA,NA
476,NA,NA,13532.3532,13894.76274,17796.694,17797.72154,NA,NA,17494.8728,17495.73434,14845.03638,14846.27972,NA,NA
477,NA,NA,13895.0632,13896.02434,17798.0884,17803.06674,NA,NA,17496.4996,17497.22834,14847.52638,14848.76972,NA,NA
478,NA,NA,13898.9476,13906.81434,17806.0564,17822.57672,NA,NA,17498.06,17499.08754,14850.43138,14851.67472,NA,NA
479,NA,NA,13908.476,13913.15554,17836.35472,17836.35638,NA,NA,17500.052,17501.61074,14852.0864,14854.99472,NA,NA
480,NA,NA,13946.97638,14031.21474,17974.88338,17975.71172,NA,NA,17502.21,17502.90554,14857.89806,14859.55474,NA,NA
481,NA,NA,14031.6812,14032.94114,17976.54338,17977.78672,NA,NA,17503.87,17505.62794,14861.22138,14922.63474,NA,NA
482,NA,NA,14055.6184,14116.20674,18012.31638,18012.72972,NA,NA,17509.68,17510.04354,15132.96338,15139.18506,NA,NA
483,NA,NA,14157.71338,14169.91272,18013.56138,18016.87474,NA,NA,17511.0744,17512.16834,15139.18672,15140.01672,NA,NA
484,NA,NA,14175.30938,14176.13772,18017.7064,18020.19474,NA,NA,17513.2656,17518.04972,15152.05338,15183.17672,NA,NA
485,NA,NA,14187.34438,14191.49272,18020.61804,18021.02474,NA,NA,17532.65938,17533.90272,15183.59338,15192.72172,NA,NA
486,NA,NA,14215.97938,14217.22272,18021.86138,18022.27472,NA,NA,17534.73272,17535.97274,15318.0484,15319.29672,NA,NA
487,NA,NA,14218.46938,14218.86114,18024.3464,18026.42472,NA,NA,17612.3344,17622.29772,15319.71338,15320.95672,NA,NA
488,NA,NA,14219.062,14220.04472,18075.39638,18075.80474,NA,NA,17623.54604,17624.78772,15386.52838,15418.64274,NA,NA
489,NA,NA,14220.45972,14221.70472,18082.86638,18090.74972,NA,NA,17644.70938,17645.10114,15422.79938,15424.45772,NA,NA
490,NA,NA,14336.99338,14338.23672,18127.68638,18134.23674,NA,NA,17645.2356,17645.36674,15425.70438,15427.36272,NA,NA
491,NA,NA,14340.72838,14342.89634,18135.48838,18148.35172,NA,NA,17645.5012,17645.69874,15449.35938,15451.01274,NA,NA
492,NA,NA,14343.0308,14345.55234,18241.72838,18245.46172,NA,NA,17645.8664,17646.09714,15453.50938,15454.33772,NA,NA
493,NA,NA,14347.6456,14348.63994,18247.53838,18250.02672,NA,NA,17646.2648,17647.35874,15529.45438,15530.28272,NA,NA
494,NA,NA,14348.7412,14358.15672,18256.66838,18257.08338,NA,NA,17647.4932,17650.64554,15763.84638,15766.33472,NA,NA
495,NA,NA,14358.98838,14360.72972,18257.49838,18261.64672,NA,NA,17651.5768,17654.19794,15768.4064,15769.23972,NA,NA
496,NA,NA,14513.53438,14514.35774,18296.0884,18297.33672,NA,NA,17658.2832,17662.39834,15769.24138,15770.06474,NA,NA
497,NA,NA,14515.6044,14516.43772,18299.4084,18311.61272,NA,NA,17662.6324,17662.73034,15774.22138,15775.04474,NA,NA
498,NA,NA,14648.73806,14649.98472,18339.75138,18340.57806,NA,NA,17662.8316,17664.92154,15779.20138,15780.85972,NA,NA
499,NA,NA,14653.7164,14655.37972,18341.82638,18349.29472,NA,NA,17668.708,17668.93874,15784.1764,15799.11972,NA,NA
500,NA,NA,14673.22638,14714.30972,18354.27638,18355.10472,NA,NA,17670.866,17672.52434,15800.36638,15804.51472,NA,NA
501,NA,NA,14716.38638,14717.21472,18359.25638,18360.4549,NA,NA,17674.8168,17675.77794,15806.17638,15806.58972,NA,NA
502,NA,NA,14935.09138,14935.91972,18361.4592,18377.06652,NA,NA,17676.2444,17678.26794,15807.00638,15807.83472,NA,NA
503,NA,NA,14938.41138,14943.38474,18379.14318,18379.97152,NA,NA,17690.7196,17693.34074,15810.74138,15811.56972,NA,NA
504,NA,NA,14956.67138,14957.91472,18381.21486,18390.76152,NA,NA,17700.7128,17701.6756,15811.98638,15814.47472,NA,NA
505,NA,NA,14957.91638,15059.58474,18438.48818,18444.87752,NA,NA,17703.8004,17704.03114,15815.30638,15819.86972,NA,NA
506,NA,NA,15060.00472,15061.66472,18447.36918,18448.61252,NA,NA,17704.896,17706.15594,15838.54638,15850.57474,NA,NA
507,NA,NA,15066.2264,15109.80472,18454.42418,18458.98752,NA,NA,17896.11638,17896.52972,15850.99638,15851.4064,NA,NA
508,NA,NA,15111.8764,15113.12472,18490.52918,18491.35752,NA,NA,17896.53138,17898.60638,15852.24138,15853.06972,NA,NA
509,NA,NA,15213.05838,15214.30172,18510.86252,18511.6892,NA,NA,17900.26638,17966.24474,15854.73138,15855.13974,NA,NA
510,NA,NA,15214.30338,15234.22172,18517.08918,18526.63086,NA,NA,17969.90338,17970.31672,15855.97638,15856.38474,NA,NA
511,NA,NA,15255.88638,15256.71472,18529.95418,18534.09754,NA,NA,21454.04252,21462.75752,15875.06638,15880.45972,NA,NA
512,NA,NA,15258.37638,15258.78474,18535.34918,18536.59086,NA,NA,21580.24568,21587.67252,15880.87638,15881.28806,NA,NA
513,NA,NA,15259.19974,15259.2014,18540.32918,18540.74086,NA,NA,21589.33584,21590.57752,15886.68638,15887.51472,NA,NA
514,NA,NA,15260.03638,15264.18472,18542.81918,18545.71754,NA,NA,21591.40918,21598.04752,15889.17638,15890.00472,NA,NA
515,NA,NA,15265.01638,15266.25972,18546.13586,18547.79752,NA,NA,NA,NA,15890.83638,15891.66472,NA,NA
516,NA,NA,15266.67472,15267.50472,18551.94918,18555.67754,NA,NA,NA,NA,15892.07806,15892.90474,NA,NA
517,NA,NA,15267.50638,15271.23474,18559.41918,18577.67586,NA,NA,NA,NA,15893.74138,15894.56972,NA,NA
518,NA,NA,15271.65306,15271.65472,18579.7492,18582.23754,NA,NA,NA,NA,15895.40138,15896.22972,NA,NA
519,NA,NA,15273.72972,15274.55972,18586.39584,18590.12752,NA,NA,NA,NA,15899.55138,15899.96638,NA,NA
520,NA,NA,15275.7184,15276.13672,18591.78752,18613.36752,NA,NA,NA,NA,15901.2064,15903.28472,NA,NA
521,NA,NA,15277.79838,15283.19172,18614.6092,18827.9192,NA,NA,NA,NA,15904.53138,15905.35972,NA,NA
522,NA,NA,15304.35838,15306.43172,19004.54652,19005.37652,NA,NA,NA,NA,15906.19138,15907.01972,NA,NA
523,NA,NA,15307.67838,15308.50506,19005.7882,19006.2032,NA,NA,NA,NA,15910.75638,15914.07472,NA,NA
524,NA,NA,15316.39338,15317.21674,19006.20486,19006.61654,NA,NA,NA,NA,15916.15138,15916.56472,NA,NA
525,NA,NA,15335.4784,15340.46172,19007.0332,19009.93986,NA,NA,NA,NA,15919.05638,15919.46474,NA,NA
526,NA,NA,15345.02672,15345.4384,19009.94318,19233.62486,NA,NA,NA,NA,15919.88638,15920.71472,NA,NA
527,NA,NA,15611.62438,15629.88272,19302.68418,20634.99354,NA,NA,NA,NA,15921.96138,15922.78972,NA,NA
528,NA,NA,15630.2944,15638.59772,20635.1612,21445.16152,NA,NA,NA,NA,15923.20638,15930.67472,NA,NA
529,NA,NA,15639.42938,15649.80272,21445.99318,21448.06652,NA,NA,NA,NA,15936.48638,15950.59472,NA,NA
530,NA,NA,15659.34938,15661.0044,21600,21600,NA,NA,NA,NA,16021.97638,16027.39794,NA,NA
531,NA,NA,15661.83938,15662.66772,21600,21600,NA,NA,NA,NA,16027.632,16046.87472,NA,NA
532,NA,NA,15663.08438,15663.91272,21600,21600,NA,NA,NA,NA,16092.94138,16093.35472,NA,NA
533,NA,NA,15673.87438,15674.28772,21600,21600,NA,NA,NA,NA,16766.8964,16774.78472,NA,NA
534,NA,NA,15681.34438,15682.17272,21600,21600,NA,NA,NA,NA,16776.85972,16776.86138,NA,NA
535,NA,NA,15683.00438,15683.41274,21600,21600,NA,NA,NA,NA,16778.10306,16778.10472,NA,NA
536,NA,NA,15684.24938,15685.07772,21600,21600,NA,NA,NA,NA,16783.91472,16784.32972,NA,NA
537,NA,NA,15685.49438,15686.32272,21600,21600,NA,NA,NA,NA,16793.04638,16793.87472,NA,NA
538,NA,NA,15686.73938,15693.79272,21600,21600,NA,NA,NA,NA,16794.29138,16794.70472,NA,NA
539,NA,NA,15694.20606,15758.86472,21600,21600,NA,NA,NA,NA,16809.64638,16864.00972,NA,NA
540,NA,NA,15759.28138,15763.01472,21600,21600,NA,NA,NA,NA,16914.64138,16927.00672,NA,NA
541,NA,NA,15820.70138,15824.84972,21600,21600,NA,NA,NA,NA,16927.9496,16928.08074,NA,NA
542,NA,NA,15953.50138,15954.74472,21600,21600,NA,NA,NA,NA,16928.4476,16928.57874,NA,NA
543,NA,NA,15955.57638,15994.99474,21600,21600,NA,NA,NA,NA,16936.3824,17014.33434,NA,NA
544,NA,NA,16096.34604,16097.17272,21600,21600,NA,NA,NA,NA,17014.6016,17015.29714,NA,NA
545,NA,NA,16098.00438,16099.24772,21600,21600,NA,NA,NA,NA,17015.9628,17017.58794,NA,NA
546,NA,NA,16099.66438,16102.06972,21600,21600,NA,NA,NA,NA,17026.8192,17030.30354,NA,NA
547,NA,NA,16102.48638,16107.87474,21600,21600,NA,NA,NA,NA,17030.5044,17040.88272,NA,NA
548,NA,NA,16108.7064,16109.95472,21600,21600,NA,NA,NA,NA,17073.17138,17080.63972,NA,NA
549,NA,NA,16110.37138,16111.61472,21600,21600,NA,NA,NA,NA,17081.47138,17085.20472,NA,NA
550,NA,NA,16115.76638,16116.17806,21600,21600,NA,NA,NA,NA,17087.69638,17089.35472,NA,NA
551,NA,NA,16117.01138,16130.70472,21600,21600,NA,NA,NA,NA,17334.70438,17334.95006,NA,NA
552,NA,NA,16131.1164,16132.77474,21600,21600,NA,NA,NA,NA,17335.78338,17347.40172,NA,NA
553,NA,NA,16133.19638,16134.02472,21600,21600,NA,NA,NA,NA,17363.17338,17364.41672,NA,NA
554,NA,NA,16136.51638,16136.92972,21600,21600,NA,NA,NA,NA,17384.33838,17404.25672,NA,NA
555,NA,NA,16138.17638,16187.97472,21600,21600,NA,NA,NA,NA,17404.6684,17404.83274,NA,NA
556,NA,NA,16188.80638,16189.63638,21600,21600,NA,NA,NA,NA,17405.1,17405.19794,NA,NA
557,NA,NA,16190.88138,16192.12472,21600,21600,NA,NA,NA,NA,17415.9896,17416.15394,NA,NA
558,NA,NA,16192.95638,16194.19972,21600,21600,NA,NA,NA,NA,17416.3548,17416.88434,NA,NA
559,NA,NA,16195.86138,16490.92472,21600,21600,NA,NA,NA,NA,17418.4464,17418.84314,NA,NA
560,NA,NA,16491.33972,16494.66138,21600,21600,NA,NA,NA,NA,17431.0292,17431.39274,NA,NA
561,NA,NA,16496.73638,16502.54472,21600,21600,NA,NA,NA,NA,17431.7264,17431.95714,NA,NA
562,NA,NA,16502.87838,16503.29172,21600,21600,NA,NA,NA,NA,17442.45,17443.04594,NA,NA
563,NA,NA,16503.70506,16504.11674,21600,21600,NA,NA,NA,NA,17443.1472,17444.24114,NA,NA
564,NA,NA,16504.95338,16507.44172,21600,21600,NA,NA,NA,NA,17447.2308,17448.52394,NA,NA
565,NA,NA,16507.85672,16508.68672,21600,21600,NA,NA,NA,NA,17469.82838,17470.24172,NA,NA
566,NA,NA,16509.10338,16536.90672,21600,21600,NA,NA,NA,NA,17472.3632,17472.66034,NA,NA
567,NA,NA,16538.15338,16538.56672,21600,21600,NA,NA,NA,NA,17481.7588,17482.32154,NA,NA
568,NA,NA,16543.13338,16546.03672,21600,21600,NA,NA,NA,NA,17485.61,17487.26834,NA,NA
569,NA,NA,16546.86838,16548.93674,21600,21600,NA,NA,NA,NA,17489.6936,17490.22314,NA,NA
570,NA,NA,16549.77338,16553.67272,21600,21600,NA,NA,NA,NA,17491.5528,17494.87114,NA,NA
571,NA,NA,16554.08938,16554.50106,21600,21600,NA,NA,NA,NA,17495.736,17496.49794,NA,NA
572,NA,NA,16554.91938,16555.7444,21600,21600,NA,NA,NA,NA,17497.23,17498.05834,NA,NA
573,NA,NA,16556.16438,16557.40274,21600,21600,NA,NA,NA,NA,17499.0892,17500.05034,NA,NA
574,NA,NA,16557.40938,16661.07472,21600,21600,NA,NA,NA,NA,17501.6124,17502.20834,NA,NA
575,NA,NA,16661.07638,16661.90472,21600,21600,NA,NA,NA,NA,17502.9072,17503.86834,NA,NA
576,NA,NA,16662.32138,16662.73472,21600,21600,NA,NA,NA,NA,17505.6296,17509.67834,NA,NA
577,NA,NA,16662.73638,16665.22472,21600,21600,NA,NA,NA,NA,17510.0452,17511.07274,NA,NA
578,NA,NA,16666.05638,16671.86472,21600,21600,NA,NA,NA,NA,17512.17,17513.26394,NA,NA
579,NA,NA,16672.28138,16672.69306,21600,21600,NA,NA,NA,NA,17518.05138,17519.29472,NA,NA
580,NA,NA,16673.52638,16676.42972,21600,21600,NA,NA,NA,NA,17532.24438,17532.65772,NA,NA
581,NA,NA,16676.43138,16678.08972,21600,21600,NA,NA,NA,NA,17533.90438,17534.73106,NA,NA
582,NA,NA,16678.9164,16679.74972,21600,21600,NA,NA,NA,NA,17535.9744,17612.33274,NA,NA
583,NA,NA,16681.82638,16683.0664,21600,21600,NA,NA,NA,NA,17622.29938,17623.54438,NA,NA
584,NA,NA,16683.48638,16684.31472,21600,21600,NA,NA,NA,NA,17624.78938,17644.70772,NA,NA
585,NA,NA,16684.73138,16685.55972,21600,21600,NA,NA,NA,NA,17645.1028,17645.23394,NA,NA
586,NA,NA,16685.97804,16686.38972,21600,21600,NA,NA,NA,NA,17645.3684,17645.49954,NA,NA
587,NA,NA,16686.80638,16687.21972,21600,21600,NA,NA,NA,NA,17645.7004,17645.86474,NA,NA
588,NA,NA,16687.22138,16688.04972,21600,21600,NA,NA,NA,NA,17646.0988,17646.26314,NA,NA
589,NA,NA,16688.46638,16753.61474,21600,21600,NA,NA,NA,NA,17647.3604,17647.49154,NA,NA
590,NA,NA,16761.9164,16764.82472,21600,21600,NA,NA,NA,NA,17650.6472,17651.57514,NA,NA
591,NA,NA,16868.9864,16887.24972,NA,NA,NA,NA,NA,NA,17654.1996,17658.28154,NA,NA
592,NA,NA,16893.89138,16905.50972,NA,NA,NA,NA,NA,NA,17662.4,17662.63074,NA,NA
593,NA,NA,17051.25938,17068.18972,NA,NA,NA,NA,NA,NA,17662.732,17662.82994,NA,NA
594,NA,NA,17093.09138,17106.45272,NA,NA,NA,NA,NA,NA,17664.9232,17668.70634,NA,NA
595,NA,NA,17106.8644,17129.69272,NA,NA,NA,NA,NA,NA,17668.9404,17670.86434,NA,NA
596,NA,NA,17192.77106,17194.01772,NA,NA,NA,NA,NA,NA,17672.526,17674.81514,NA,NA
597,NA,NA,17194.84938,17307.31272,NA,NA,NA,NA,NA,NA,17675.7796,17676.24274,NA,NA
598,NA,NA,17307.72938,17310.63272,NA,NA,NA,NA,NA,NA,17678.2696,17690.71794,NA,NA
599,NA,NA,17313.12438,17314.78272,NA,NA,NA,NA,NA,NA,17693.3424,17700.71114,NA,NA
600,NA,NA,17520.20938,17521.03772,NA,NA,NA,NA,NA,NA,17701.6756,17703.79874,NA,NA
601,NA,NA,17523.52938,17531.41272,NA,NA,NA,NA,NA,NA,17704.0328,17704.89434,NA,NA
602,NA,NA,17706.6556,17707.20838,NA,NA,NA,NA,NA,NA,17706.1576,17706.32194,NA,NA
603,NA,NA,17709.69838,17712.18672,NA,NA,NA,NA,NA,NA,17860.84138,17896.11472,NA,NA
604,NA,NA,17716.33838,17717.16672,NA,NA,NA,NA,NA,NA,17896.52972,17896.53138,NA,NA
605,NA,NA,17738.33338,17741.24834,NA,NA,NA,NA,NA,NA,17898.60638,17900.26472,NA,NA
606,NA,NA,17741.416,17742.11154,NA,NA,NA,NA,NA,NA,17966.2464,17969.90172,NA,NA
607,NA,NA,17756.59338,17759.84034,NA,NA,NA,NA,NA,NA,17970.31838,17971.14506,NA,NA
608,NA,NA,17760.0744,17760.33834,NA,NA,NA,NA,NA,NA,21453.62586,21454.04086,NA,NA
609,NA,NA,17768.142,17781.15474,NA,NA,NA,NA,NA,NA,21462.75918,21580.24402,NA,NA
610,NA,NA,17786.4684,17787.06434,NA,NA,NA,NA,NA,NA,21587.67418,21589.33418,NA,NA
611,NA,NA,17796.362,17796.69234,NA,NA,NA,NA,NA,NA,21590.57918,21591.40752,NA,NA
612,NA,NA,17797.7232,17798.08674,NA,NA,NA,NA,NA,NA,21598.04918,21600,NA,NA
613,NA,NA,17803.0684,17806.05474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
614,NA,NA,17822.57838,17836.35472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,NA,NA,17836.35638,17857.93472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
616,NA,NA,17972.39338,17974.88172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,NA,NA,17975.71338,17976.54172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,NA,NA,17977.78838,18012.31472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,NA,NA,18012.73138,18013.55972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,NA,NA,18016.8764,18017.70474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,NA,NA,18020.1964,18020.61638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,NA,NA,18021.0264,18021.85972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
