"X1","Center_start","Center_stop","Left_start","Left_stop","Right_start","Right_stop","Contact_Center_start","Contact_Center_stop","Contact_Left_start","Contact_Left_stop","Contact_Right_start","Contact_Right_stop","Unknown_start","Unknown_stop"
682,NA,NA,12804.898,12817.165,20313.631,20313.731,NA,NA,21485.031,21485.364,NA,NA,NA,NA
683,NA,NA,12820.098,12839.032,20314.164,20314.431,NA,NA,21487.164,21597.664,NA,NA,NA,NA
684,NA,NA,12839.098,12844.765,20316.631,20316.864,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,12845.165,12845.232,20317.364,20317.531,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,12845.565,12847.432,20319.297,20339.997,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,12848.165,12849.598,20340.064,20340.364,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,12849.632,12849.698,20340.531,20340.764,NA,NA,NA,NA,NA,NA,NA,NA
689,NA,NA,12852.998,12970.632,20341.597,20341.697,NA,NA,NA,NA,NA,NA,NA,NA
690,NA,NA,12999.298,13094.698,20341.764,20342.197,NA,NA,NA,NA,NA,NA,NA,NA
691,NA,NA,13094.765,13124.765,20342.631,20343.564,NA,NA,NA,NA,NA,NA,NA,NA
692,NA,NA,13126.265,13127.265,20365.531,20411.464,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,13128.498,13129.765,20411.864,20444.097,NA,NA,NA,NA,NA,NA,NA,NA
694,NA,NA,13130.332,13130.432,20444.297,20446.497,NA,NA,NA,NA,NA,NA,NA,NA
695,NA,NA,13132.232,13189.665,20785.131,20931.297,NA,NA,NA,NA,NA,NA,NA,NA
696,NA,NA,13189.932,13190.298,20931.564,20931.897,NA,NA,NA,NA,NA,NA,NA,NA
697,NA,NA,13190.665,13190.798,20958.897,20960.264,NA,NA,NA,NA,NA,NA,NA,NA
698,NA,NA,13190.965,13190.998,20965.064,20967.931,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,13191.098,13191.232,20968.131,20968.197,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,13236.965,13289.432,20968.264,20968.697,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,13334.532,13334.632,20968.764,20969.431,NA,NA,NA,NA,NA,NA,NA,NA
702,NA,NA,13335.232,13336.032,20969.464,20969.531,NA,NA,NA,NA,NA,NA,NA,NA
703,NA,NA,13360.332,13384.065,20969.997,20971.031,NA,NA,NA,NA,NA,NA,NA,NA
704,NA,NA,13387.932,13404.032,20980.264,20980.464,NA,NA,NA,NA,NA,NA,NA,NA
705,NA,NA,13405.898,13406.765,20981.931,20984.531,NA,NA,NA,NA,NA,NA,NA,NA
706,NA,NA,13414.898,13419.032,20984.797,20984.864,NA,NA,NA,NA,NA,NA,NA,NA
707,NA,NA,13427.098,13429.765,20988.297,20988.331,NA,NA,NA,NA,NA,NA,NA,NA
708,NA,NA,13505.832,13506.198,20989.664,20990.064,NA,NA,NA,NA,NA,NA,NA,NA
709,NA,NA,13510.732,13517.932,20990.597,21019.997,NA,NA,NA,NA,NA,NA,NA,NA
710,NA,NA,13518.198,13518.432,21020.131,21020.531,NA,NA,NA,NA,NA,NA,NA,NA
711,NA,NA,13618.498,13620.265,21020.864,21020.997,NA,NA,NA,NA,NA,NA,NA,NA
712,NA,NA,13623.965,13624.932,21021.331,21021.464,NA,NA,NA,NA,NA,NA,NA,NA
713,NA,NA,13625.398,13625.832,21021.531,21023.864,NA,NA,NA,NA,NA,NA,NA,NA
714,NA,NA,13626.698,13634.365,21025.231,21039.197,NA,NA,NA,NA,NA,NA,NA,NA
715,NA,NA,13643.265,13645.298,21041.097,21048.297,NA,NA,NA,NA,NA,NA,NA,NA
716,NA,NA,13647.765,13702.665,21111.631,21155.131,NA,NA,NA,NA,NA,NA,NA,NA
717,NA,NA,13703.398,13704.398,21158.931,21159.064,NA,NA,NA,NA,NA,NA,NA,NA
718,NA,NA,13706.465,13719.465,21159.264,21161.597,NA,NA,NA,NA,NA,NA,NA,NA
719,NA,NA,14061.832,14065.332,21163.197,21163.531,NA,NA,NA,NA,NA,NA,NA,NA
720,NA,NA,14066.832,14068.165,21163.731,21163.931,NA,NA,NA,NA,NA,NA,NA,NA
721,NA,NA,14321.265,14340.265,21164.397,21164.531,NA,NA,NA,NA,NA,NA,NA,NA
722,NA,NA,14344.865,14405.365,21164.797,21205.064,NA,NA,NA,NA,NA,NA,NA,NA
723,NA,NA,14405.365,14410.731,21205.264,21206.131,NA,NA,NA,NA,NA,NA,NA,NA
724,NA,NA,14574.965,14577.031,21207.731,21230.831,NA,NA,NA,NA,NA,NA,NA,NA
725,NA,NA,14577.231,14577.431,21231.097,21231.564,NA,NA,NA,NA,NA,NA,NA,NA
726,NA,NA,14600.398,14609.665,21238.064,21288.864,NA,NA,NA,NA,NA,NA,NA,NA
727,NA,NA,14611.565,14616.365,21289.431,21290.397,NA,NA,NA,NA,NA,NA,NA,NA
728,NA,NA,14616.598,14617.865,21290.531,21290.764,NA,NA,NA,NA,NA,NA,NA,NA
729,NA,NA,14626.765,14626.965,21291.431,21291.997,NA,NA,NA,NA,NA,NA,NA,NA
730,NA,NA,14770.531,14772.898,21297.497,21300.431,NA,NA,NA,NA,NA,NA,NA,NA
731,NA,NA,14788.965,14790.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,NA,NA,14790.431,14790.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
733,NA,NA,14790.498,14790.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,NA,NA,17069.598,17073.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
735,NA,NA,17073.731,17074.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
736,NA,NA,17220.298,17221.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
737,NA,NA,17221.531,17221.898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,NA,NA,17224.631,17224.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
739,NA,NA,17234.998,17240.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
740,NA,NA,17240.598,17246.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
741,NA,NA,17250.565,17250.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,NA,NA,17250.798,17251.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
743,NA,NA,17251.398,17251.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
744,NA,NA,17252.265,17253.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,NA,NA,17253.631,17254.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,NA,NA,17254.731,17255.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,NA,NA,17255.265,17255.565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,NA,NA,17255.865,17256.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
749,NA,NA,17256.998,17257.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
750,NA,NA,17257.998,17258.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,NA,NA,17263.365,17264.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
752,NA,NA,17264.298,17264.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,NA,NA,17267.965,17268.198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
754,NA,NA,17341.298,17341.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,NA,NA,17341.865,17342.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
756,NA,NA,17377.598,17377.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
757,NA,NA,17378.131,17383.865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
758,NA,NA,17384.065,17384.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
759,NA,NA,17384.831,17385.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,NA,NA,17386.831,17388.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
761,NA,NA,17439.198,17441.498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,NA,NA,17445.731,17602.098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,NA,NA,17602.531,17602.998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,NA,NA,17606.465,17606.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,NA,NA,17607.365,17607.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
766,NA,NA,17657.765,17662.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
767,NA,NA,17663.631,17663.665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
768,NA,NA,17663.765,17664.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
769,NA,NA,17664.665,17665.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
770,NA,NA,17693.865,17694.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
771,NA,NA,17833.331,17834.398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,NA,NA,17834.865,17835.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
773,NA,NA,17836.398,17836.598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
774,NA,NA,18232.031,18232.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
775,NA,NA,18232.531,18235.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
776,NA,NA,18235.497,18235.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
777,NA,NA,18266.597,18266.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
778,NA,NA,18399.964,18421.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,NA,NA,18502.364,18504.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,NA,NA,18511.531,18511.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,NA,NA,18511.697,18511.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,NA,NA,18516.197,18516.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
783,NA,NA,18522.064,18522.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
784,NA,NA,18522.364,18548.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
785,NA,NA,18549.064,18594.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
786,NA,NA,18626.864,18631.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
787,NA,NA,18631.964,18632.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
788,NA,NA,18634.731,18635.331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
789,NA,NA,18639.064,18652.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
790,NA,NA,18652.431,18657.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
791,NA,NA,18657.464,18658.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
792,NA,NA,18658.797,18660.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
793,NA,NA,18661.264,18661.864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
794,NA,NA,18662.097,18662.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
795,NA,NA,18663.164,18687.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
796,NA,NA,18778.564,18778.931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
797,NA,NA,18780.697,18780.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,NA,NA,18781.031,18781.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
799,NA,NA,18782.997,18783.797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,NA,NA,18783.831,18931.697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
801,NA,NA,19400.197,19400.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
802,NA,NA,19401.931,19410.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
803,NA,NA,19410.697,19440.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
804,NA,NA,19449.031,19451.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
805,NA,NA,19648.131,19650.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
806,NA,NA,19738.464,19738.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
807,NA,NA,19739.164,19740.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
808,NA,NA,19740.164,19745.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
809,NA,NA,19747.097,19747.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
810,NA,NA,19973.764,19980.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
811,NA,NA,19980.864,19981.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
812,NA,NA,19981.797,19982.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
813,NA,NA,19982.731,19986.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
814,NA,NA,19987.264,19987.364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
815,NA,NA,19987.397,19987.497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
816,NA,NA,19987.797,19987.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
817,NA,NA,19993.197,19993.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
818,NA,NA,20183.697,20212.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
819,NA,NA,20212.731,20212.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,NA,NA,20212.931,20212.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,NA,NA,20213.131,20213.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,NA,NA,20223.131,20272.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,NA,NA,20273.797,20274.831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,NA,NA,20355.131,20359.297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,NA,NA,20362.097,20364.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,NA,NA,20447.897,20498.064,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,NA,NA,20510.931,20527.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,NA,NA,20540.931,20544.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,NA,NA,20550.731,20553.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830,NA,NA,20554.897,20555.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
831,NA,NA,20560.164,20562.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,NA,NA,20566.264,20567.597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,NA,NA,20567.931,20568.731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,NA,NA,20570.297,20615.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,NA,NA,20615.664,20616.397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836,NA,NA,20616.431,20617.897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837,NA,NA,20627.397,20639.097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,NA,NA,20643.397,20645.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,NA,NA,20668.764,20673.764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,NA,NA,20677.797,20681.464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,NA,NA,20779.931,20780.531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,NA,NA,20783.797,20784.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843,NA,NA,20935.497,20953.131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
844,NA,NA,21103.097,21104.631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845,NA,NA,21110.097,21110.264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,NA,NA,21292.664,21293.997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,NA,NA,21294.164,21296.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,NA,NA,21301.031,21301.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,NA,NA,21302.197,21302.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,NA,NA,21302.264,21314.197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851,NA,NA,21314.431,21485.031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,NA,NA,21485.364,21487.164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853,NA,NA,21597.664,21600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
