"X1","Center_start","Center_stop","Contact_Left_start","Contact_Left_stop","Left_start","Left_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Unknown_start","Unknown_stop","Contact_Center_start","Contact_Center_stop"
459,NA,NA,21514.231,21516.297,19609.098,19609.298,2761.7,2761.733,2814.5,2814.867,NA,NA,NA,NA
460,NA,NA,21516.697,21516.831,19609.798,19611.231,2761.9,2763.3,2815.3,2815.367,NA,NA,NA,NA
461,NA,NA,21517.097,21517.697,19611.431,19611.965,2763.4,2764.133,2816,2816.1,NA,NA,NA,NA
462,NA,NA,21519.697,21520.564,19612.065,19612.465,2764.167,2764.633,2817.233,2817.367,NA,NA,NA,NA
463,NA,NA,21520.631,21520.764,19612.631,19612.831,2765.067,2773.433,2817.567,2818.4,NA,NA,NA,NA
464,NA,NA,21531.131,21531.464,19614.465,19615.465,2773.467,2773.633,2818.633,2818.7,NA,NA,NA,NA
465,NA,NA,21542.664,21543.731,19615.631,19615.898,2774.267,2786.067,2909.567,2909.733,NA,NA,NA,NA
466,NA,NA,21546.131,21546.331,19616.065,19616.265,2786.1,2786.3,2910.367,2910.967,NA,NA,NA,NA
467,NA,NA,21548.531,21548.664,19617.298,19617.631,2786.967,2787.1,2922.333,2922.5,NA,NA,NA,NA
468,NA,NA,21552.264,21552.531,19618.531,19618.798,2789.233,2789.4,2923.167,2925.967,NA,NA,NA,NA
469,NA,NA,21553.197,21553.331,19621.098,19621.498,2790.1,2790.167,2939.533,2939.667,NA,NA,NA,NA
470,NA,NA,21557.297,21557.331,19621.731,19622.698,2790.267,2790.3,2939.733,2939.767,NA,NA,NA,NA
471,NA,NA,21558.031,21559.164,19623.731,19634.265,2790.833,2790.867,2939.933,2939.967,NA,NA,NA,NA
472,NA,NA,21559.264,21559.331,19641.265,19652.765,2791.633,2791.667,2940.733,2941.133,NA,NA,NA,NA
473,NA,NA,21559.431,21559.597,19662.631,19669.965,2792.167,2792.8,2941.2,2941.267,NA,NA,NA,NA
474,NA,NA,21559.831,21559.931,19679.898,19680.465,2792.967,2795.033,2942.733,2943.433,NA,NA,NA,NA
475,NA,NA,21561.231,21561.364,19681.831,19762.665,2795.133,2796.667,2943.5,2943.567,NA,NA,NA,NA
476,NA,NA,21561.431,21561.631,20307.298,20311.065,2797.033,2797.1,2943.767,2944.4,NA,NA,NA,NA
477,NA,NA,21563.964,21564.231,20311.098,20361.565,2797.2,2798.067,2945.467,2945.633,NA,NA,NA,NA
478,NA,NA,21564.364,21568.864,20521.965,20535.865,2798.167,2799.2,2945.667,2945.933,NA,NA,NA,NA
479,NA,NA,21568.931,21569.297,20766.031,20774.298,2799.433,2799.533,2947.467,2947.5,NA,NA,NA,NA
480,NA,NA,21573.931,21573.964,20774.365,20783.565,2799.633,2799.833,2947.767,2947.833,NA,NA,NA,NA
481,NA,NA,21573.997,21574.131,20783.598,20786.531,2799.933,2800.133,2947.9,2948.067,NA,NA,NA,NA
482,NA,NA,21574.264,21574.631,20786.831,20790.498,2800.367,2803.567,2949.533,2949.833,NA,NA,NA,NA
483,NA,NA,21576.297,21576.497,20790.565,20790.998,2804.333,2805.667,2950,2951.533,NA,NA,NA,NA
484,NA,NA,21580.264,21582.797,20791.631,20792.365,2805.9,2806.533,2951.567,2951.6,NA,NA,NA,NA
485,NA,NA,21583.497,21585.697,20793.665,20793.965,2807.8,2807.933,2951.767,2952.833,NA,NA,NA,NA
486,NA,NA,21585.864,21586.031,20794.031,20794.265,2809.1,2809.133,2952.867,2953.467,NA,NA,NA,NA
487,NA,NA,21586.164,21587.664,20794.398,20794.565,2809.167,2809.2,2953.9,2954.033,NA,NA,NA,NA
488,NA,NA,21588.064,21588.264,20794.798,20795.031,2809.333,2809.733,2954.133,2954.233,NA,NA,NA,NA
489,NA,NA,21590.264,21590.331,20795.565,20800.298,2809.933,2810.2,2954.367,2954.533,NA,NA,NA,NA
490,NA,NA,21590.697,21591.964,20800.331,20802.898,2810.233,2810.433,2954.567,2954.6,NA,NA,NA,NA
491,NA,NA,21595.131,21596.631,20803.165,20806.831,2810.5,2814.133,2954.8,2956.367,NA,NA,NA,NA
492,NA,NA,21596.764,21596.964,20806.898,20809.965,2814.267,2814.333,2956.4,2956.467,NA,NA,NA,NA
493,NA,NA,21600,21600,20811.898,20813.465,2814.433,2814.5,2957.567,2958.533,NA,NA,NA,NA
494,NA,NA,21600,21600,20813.531,20814.298,2814.867,2815.3,2958.833,2958.933,NA,NA,NA,NA
495,NA,NA,21600,21600,20814.398,20814.698,2815.367,2816,2962.6,2962.833,NA,NA,NA,NA
496,NA,NA,21600,21600,20814.865,20815.431,2816.1,2817.233,2965.8,2966.433,NA,NA,NA,NA
497,NA,NA,21600,21600,20815.465,20815.565,2817.367,2817.567,2971.167,2971.367,NA,NA,NA,NA
498,NA,NA,21600,21600,20815.598,20818.865,2818.4,2818.633,2984.167,2984.233,NA,NA,NA,NA
499,NA,NA,21600,21600,20818.898,20820.298,2818.7,2820.733,2988.933,2989.033,NA,NA,NA,NA
500,NA,NA,21600,21600,20820.365,20820.631,2899.133,2909.567,3025.367,3025.9,NA,NA,NA,NA
501,NA,NA,21600,21600,20820.831,20821.498,2909.733,2910.367,3026.033,3026.3,NA,NA,NA,NA
502,NA,NA,21600,21600,20822.031,20825.531,2910.967,2922.333,3027.333,3027.6,NA,NA,NA,NA
503,NA,NA,21600,21600,20829.331,20862.031,2922.5,2923.167,3027.767,3028.2,NA,NA,NA,NA
504,NA,NA,21600,21600,20864.298,20896.031,2925.967,2939.533,3029.1,3029.633,NA,NA,NA,NA
505,NA,NA,21600,21600,20896.098,20896.398,2939.667,2939.733,3031.4,3031.967,NA,NA,NA,NA
506,NA,NA,21600,21600,20898.231,20903.431,2939.767,2939.933,3033,3033.1,NA,NA,NA,NA
507,NA,NA,21600,21600,20903.465,20905.098,2939.967,2940.733,3033.4,3033.567,NA,NA,NA,NA
508,NA,NA,21600,21600,20905.431,20906.531,2941.133,2941.2,3033.867,3033.9,NA,NA,NA,NA
509,NA,NA,21600,21600,20906.631,20910.931,2941.267,2942.733,3035.133,3035.5,NA,NA,NA,NA
510,NA,NA,21600,21600,20911.798,20912.265,2943.433,2943.5,3038.467,3039.033,NA,NA,NA,NA
511,NA,NA,21600,21600,20912.465,20913.931,2943.567,2943.767,3039.267,3039.733,NA,NA,NA,NA
512,NA,NA,21600,21600,20915.398,21023.365,2944.4,2945.467,3039.9,3043.033,NA,NA,NA,NA
513,NA,NA,21600,21600,21026.065,21028.798,2945.633,2945.667,3043.233,3044.533,NA,NA,NA,NA
514,NA,NA,21600,21600,21032.865,21058.731,2945.933,2947.467,3044.667,3044.767,NA,NA,NA,NA
515,NA,NA,21600,21600,21058.765,21062.498,2947.5,2947.767,3044.833,3045.067,NA,NA,NA,NA
516,NA,NA,21600,21600,21064.898,21079.298,2947.833,2947.9,3045.267,3045.833,NA,NA,NA,NA
517,NA,NA,21600,21600,21079.565,21122.565,2948.067,2949.533,3046.133,3046.233,NA,NA,NA,NA
518,NA,NA,21600,21600,21125.731,21127.565,2949.833,2950,3051.633,3051.7,NA,NA,NA,NA
519,NA,NA,21600,21600,21127.631,21128.365,2951.533,2951.567,3059.9,3059.967,NA,NA,NA,NA
520,NA,NA,21600,21600,21128.431,21129.431,2951.6,2951.767,3097.133,3097.2,NA,NA,NA,NA
521,NA,NA,21600,21600,21129.831,21130.298,2952.833,2952.867,3097.3,3097.367,NA,NA,NA,NA
522,NA,NA,21600,21600,21130.498,21141.165,2953.467,2953.9,3098.367,3099.7,NA,NA,NA,NA
523,NA,NA,21600,21600,21143.498,21145.631,2954.033,2954.133,3100.233,3100.333,NA,NA,NA,NA
524,NA,NA,21600,21600,21151.031,21153.098,2954.233,2954.367,3105.1,3105.133,NA,NA,NA,NA
525,NA,NA,21600,21600,21155.931,21161.131,2954.533,2954.567,3106.267,3106.533,NA,NA,NA,NA
526,NA,NA,21600,21600,21162.398,21163.165,2954.6,2954.8,3106.833,3106.9,NA,NA,NA,NA
527,NA,NA,21600,21600,21163.198,21165.165,2956.367,2956.4,3107.233,3107.433,NA,NA,NA,NA
528,NA,NA,21600,21600,21165.498,21167.865,2956.467,2957.567,3118.7,3118.9,NA,NA,NA,NA
529,NA,NA,21600,21600,21172.865,21189.031,2958.533,2958.833,3126.567,3126.7,NA,NA,NA,NA
530,NA,NA,21600,21600,21190.965,21193.298,2958.933,2962.6,3126.9,3126.933,NA,NA,NA,NA
531,NA,NA,21600,21600,21193.765,21203.765,2962.833,2965.8,3282.367,3282.767,NA,NA,NA,NA
532,NA,NA,21600,21600,21208.698,21248.865,2966.433,2971.167,3413.667,3418.6,NA,NA,NA,NA
533,NA,NA,21600,21600,21259.631,21267.298,2971.367,2984.167,3418.8,3419.033,NA,NA,NA,NA
534,NA,NA,21600,21600,21274.598,21278.831,2984.233,2988.933,3419.067,3419.1,NA,NA,NA,NA
535,NA,NA,21600,21600,21278.898,21284.198,2989.033,2996.633,3419.133,3419.433,NA,NA,NA,NA
536,NA,NA,21600,21600,21285.598,21285.665,3022.767,3025.367,3419.533,3421.467,NA,NA,NA,NA
537,NA,NA,21600,21600,21285.698,21293.398,3025.9,3026.033,3421.6,3423.1,NA,NA,NA,NA
538,NA,NA,21600,21600,21293.465,21294.931,3026.3,3027.333,3423.133,3423.6,NA,NA,NA,NA
539,NA,NA,21600,21600,21294.998,21295.398,3027.6,3027.767,3424.067,3424.467,NA,NA,NA,NA
540,NA,NA,21600,21600,21295.465,21297.531,3028.2,3029.1,3424.5,3426.667,NA,NA,NA,NA
541,NA,NA,21600,21600,21297.665,21305.698,3029.633,3031.4,3426.967,3427.233,NA,NA,NA,NA
542,NA,NA,21600,21600,21305.765,21309.365,3031.967,3033,3427.367,3427.8,NA,NA,NA,NA
543,NA,NA,21600,21600,21309.498,21311.365,3033.1,3033.4,3428.633,3428.667,NA,NA,NA,NA
544,NA,NA,21600,21600,21311.565,21312.365,3033.567,3033.867,3428.733,3428.833,NA,NA,NA,NA
545,NA,NA,21600,21600,21314.965,21316.565,3033.9,3035.133,3428.933,3429.1,NA,NA,NA,NA
546,NA,NA,21600,21600,21318.965,21319.098,3035.5,3038.467,3430.033,3430.267,NA,NA,NA,NA
547,NA,NA,21600,21600,21319.431,21319.598,3039.033,3039.267,3430.333,3430.4,NA,NA,NA,NA
548,NA,NA,21600,21600,21321.398,21321.631,3039.733,3039.9,3430.6,3432.467,NA,NA,NA,NA
549,NA,NA,21600,21600,21321.865,21323.931,3043.033,3043.233,3433.533,3433.667,NA,NA,NA,NA
550,NA,NA,21600,21600,21328.298,21329.598,3044.533,3044.667,3434.7,3434.833,NA,NA,NA,NA
551,NA,NA,21600,21600,21329.665,21329.931,3044.767,3044.833,3435.9,3438.1,NA,NA,NA,NA
552,NA,NA,21600,21600,21329.965,21361.731,3045.067,3045.267,3442.7,3442.8,NA,NA,NA,NA
553,NA,NA,21600,21600,21361.865,21364.931,3045.833,3046.133,3444.033,3444.133,NA,NA,NA,NA
554,NA,NA,21600,21600,21369.598,21369.898,3046.233,3051.633,3444.2,3444.6,NA,NA,NA,NA
555,NA,NA,21600,21600,21370.165,21370.565,3051.7,3059.9,3445.767,3445.933,NA,NA,NA,NA
556,NA,NA,21600,21600,21370.698,21370.931,3059.967,3061.633,3447.2,3447.367,NA,NA,NA,NA
557,NA,NA,21600,21600,21372.198,21378.398,3095.433,3097.133,3449.033,3449.367,NA,NA,NA,NA
558,NA,NA,21600,21600,21379.131,21379.331,3097.2,3097.3,3452.533,3452.9,NA,NA,NA,NA
559,NA,NA,21600,21600,21381.665,21388.631,3097.367,3098.367,3453.133,3453.5,NA,NA,NA,NA
560,NA,NA,21600,21600,21392.398,21397.631,3099.7,3100.233,3453.7,3454.067,NA,NA,NA,NA
561,NA,NA,21600,21600,21397.665,21397.698,3100.333,3105.1,3454.133,3454.2,NA,NA,NA,NA
562,NA,NA,21600,21600,21398.065,21401.565,3105.133,3106.267,3454.333,3454.467,NA,NA,NA,NA
563,NA,NA,21600,21600,21401.631,21405.565,3106.533,3106.833,3454.667,3454.8,NA,NA,NA,NA
564,NA,NA,21600,21600,21407.931,21409.065,3106.9,3107.233,3536.833,3537.9,NA,NA,NA,NA
565,NA,NA,21600,21600,21414.498,21414.698,3107.433,3118.7,3538.066,3539.4,NA,NA,NA,NA
566,NA,NA,21600,21600,21415.465,21415.565,3118.9,3119.733,3540.466,3540.533,NA,NA,NA,NA
567,NA,NA,21600,21600,21415.831,21416.398,3119.967,3126.567,3540.7,3540.733,NA,NA,NA,NA
568,NA,NA,21600,21600,21416.731,21427.798,3126.7,3126.9,3542.733,3542.866,NA,NA,NA,NA
569,NA,NA,21600,21600,21427.831,21461.198,3126.933,3128,3546.7,3546.733,NA,NA,NA,NA
570,NA,NA,21600,21600,21461.331,21462.131,3283.533,3286.2,3638.166,3638.9,NA,NA,NA,NA
571,NA,NA,21600,21600,21462.265,21468.198,3410.533,3413.667,3639.666,3642.5,NA,NA,NA,NA
572,NA,NA,21600,21600,21468.231,21470.665,3418.6,3418.8,3650.933,3651.5,NA,NA,NA,NA
573,NA,NA,21600,21600,21470.731,21471.498,3419.033,3419.067,3706.666,3707.5,NA,NA,NA,NA
574,NA,NA,21600,21600,21471.598,21475.798,3419.1,3419.133,3707.533,3707.8,NA,NA,NA,NA
575,NA,NA,21600,21600,21476.065,21494.331,3419.433,3419.533,3707.933,3708.033,NA,NA,NA,NA
576,NA,NA,21600,21600,21494.331,21497.197,3421.467,3421.6,3710.166,3710.266,NA,NA,NA,NA
577,NA,NA,21600,21600,21497.264,21513.631,3423.1,3423.133,3711.166,3711.3,NA,NA,NA,NA
578,NA,NA,21600,21600,21513.697,21514.231,3423.6,3424.067,3807.533,3807.8,NA,NA,NA,NA
579,NA,NA,21600,21600,21516.297,21516.697,3424.467,3424.5,3818.166,3819.433,NA,NA,NA,NA
580,NA,NA,21600,21600,21516.831,21517.097,3426.667,3426.967,3823.933,3824.366,NA,NA,NA,NA
581,NA,NA,21600,21600,21517.697,21519.697,3427.233,3427.367,3825.666,3825.833,NA,NA,NA,NA
582,NA,NA,21600,21600,21520.564,21520.631,3427.8,3428.633,3894.933,3895.466,NA,NA,NA,NA
583,NA,NA,21600,21600,21520.764,21531.131,3428.667,3428.733,3897,3897.6,NA,NA,NA,NA
584,NA,NA,21600,21600,21531.464,21542.664,3428.833,3428.933,3897.666,3897.7,NA,NA,NA,NA
585,NA,NA,21600,21600,21543.731,21546.131,3429.1,3430.033,3900.4,3900.433,NA,NA,NA,NA
586,NA,NA,21600,21600,21546.331,21548.531,3430.267,3430.333,3900.466,3900.533,NA,NA,NA,NA
587,NA,NA,21600,21600,21548.664,21552.264,3430.4,3430.6,3903.533,3904.9,NA,NA,NA,NA
588,NA,NA,21600,21600,21552.531,21553.197,3432.467,3433.533,3904.933,3905.066,NA,NA,NA,NA
589,NA,NA,21600,21600,21553.331,21557.297,3433.667,3434.7,3908.8,3909.166,NA,NA,NA,NA
590,NA,NA,21600,21600,21557.331,21558.031,3434.833,3435.9,3909.3,3909.333,NA,NA,NA,NA
591,NA,NA,21600,21600,21559.164,21559.264,3438.1,3442.7,3920.1,3920.6,NA,NA,NA,NA
592,NA,NA,21600,21600,21559.331,21559.431,3442.8,3444.033,3946.4,3946.5,NA,NA,NA,NA
593,NA,NA,21600,21600,21559.597,21559.831,3444.133,3444.2,3946.533,3946.966,NA,NA,NA,NA
594,NA,NA,21600,21600,21559.931,21561.231,3444.6,3445.767,3992.333,3992.533,NA,NA,NA,NA
595,NA,NA,21600,21600,21561.364,21561.431,3445.933,3447.2,3993.3,3993.433,NA,NA,NA,NA
596,NA,NA,21600,21600,21561.631,21563.964,3447.367,3449.033,3993.7,3993.766,NA,NA,NA,NA
597,NA,NA,21600,21600,21564.231,21564.364,3449.367,3452.533,3994.5,3994.666,NA,NA,NA,NA
598,NA,NA,21600,21600,21568.864,21568.931,3452.9,3453.133,3994.766,3996.3,NA,NA,NA,NA
599,NA,NA,21600,21600,21569.297,21573.931,3453.5,3453.7,3997.1,3997.166,NA,NA,NA,NA
600,NA,NA,21600,21600,21573.964,21573.997,3454.067,3454.133,3998.766,3998.866,NA,NA,NA,NA
601,NA,NA,21600,21600,21574.131,21574.264,3454.2,3454.333,4000.4,4000.666,NA,NA,NA,NA
602,NA,NA,21600,21600,21574.631,21576.297,3454.467,3454.667,4002.633,4002.7,NA,NA,NA,NA
603,NA,NA,21600,21600,21576.497,21580.264,3454.8,3464.633,4003.266,4003.466,NA,NA,NA,NA
604,NA,NA,21600,21600,21582.797,21583.497,3469.167,3482.2,4003.7,4004.033,NA,NA,NA,NA
605,NA,NA,21600,21600,21585.697,21585.864,3482.2,3492.966,4005.966,4006,NA,NA,NA,NA
606,NA,NA,21600,21600,21586.031,21586.164,3534.766,3536.833,4006.433,4007.066,NA,NA,NA,NA
607,NA,NA,21600,21600,21587.664,21588.064,3537.9,3538.066,4007.133,4007.433,NA,NA,NA,NA
608,NA,NA,21600,21600,21588.264,21590.264,3539.4,3540.466,4007.466,4007.666,NA,NA,NA,NA
609,NA,NA,21600,21600,21590.331,21590.697,3540.533,3540.7,4007.9,4008.566,NA,NA,NA,NA
610,NA,NA,21600,21600,21591.964,21595.131,3540.733,3542.733,4008.866,4009.033,NA,NA,NA,NA
611,NA,NA,21600,21600,21596.631,21596.764,3542.866,3546.7,4009.333,4009.433,NA,NA,NA,NA
612,NA,NA,21600,21600,21596.964,21600,3546.733,3548.9,4009.666,4010.633,NA,NA,NA,NA
613,NA,NA,21600,21600,21600,21600,3624.133,3638.166,4010.7,4010.733,NA,NA,NA,NA
614,NA,NA,21600,21600,21600,21600,3638.9,3639.666,4012,4012.133,NA,NA,NA,NA
615,NA,NA,21600,21600,21600,21600,3642.5,3650.933,4013.266,4013.433,NA,NA,NA,NA
616,NA,NA,21600,21600,21600,21600,3651.5,3653.4,4016.033,4016.2,NA,NA,NA,NA
617,NA,NA,21600,21600,21600,21600,3653.5,3654.9,4016.233,4016.3,NA,NA,NA,NA
618,NA,NA,21600,21600,21600,21600,3703.9,3706.666,4017,4017.1,NA,NA,NA,NA
619,NA,NA,21600,21600,21600,21600,3707.5,3707.533,4020.733,4020.866,NA,NA,NA,NA
620,NA,NA,21600,21600,21600,21600,3707.8,3707.933,4021.433,4021.466,NA,NA,NA,NA
621,NA,NA,21600,21600,21600,21600,3708.033,3710.166,4021.5,4021.6,NA,NA,NA,NA
622,NA,NA,21600,21600,21600,21600,3710.266,3711.166,4169.7,4169.766,NA,NA,NA,NA
623,NA,NA,21600,21600,21600,21600,3711.3,3728.566,4171.366,4172.833,NA,NA,NA,NA
624,NA,NA,NA,NA,21600,21600,3807.4,3807.533,4173.566,4173.666,NA,NA,NA,NA
625,NA,NA,NA,NA,21600,21600,3807.8,3818.166,4173.833,4175.066,NA,NA,NA,NA
626,NA,NA,NA,NA,21600,21600,3819.433,3823.933,4483.366,4483.533,NA,NA,NA,NA
627,NA,NA,NA,NA,21600,21600,3824.366,3825.666,5188.466,5188.533,NA,NA,NA,NA
628,NA,NA,NA,NA,21600,21600,3825.833,3826.466,5189.466,5189.533,NA,NA,NA,NA
629,NA,NA,NA,NA,21600,21600,3894.466,3894.933,5190.033,5190.2,NA,NA,NA,NA
630,NA,NA,NA,NA,21600,21600,3895.466,3897,5190.333,5191.066,NA,NA,NA,NA
631,NA,NA,NA,NA,21600,21600,3897.6,3897.666,5195.433,5195.633,NA,NA,NA,NA
632,NA,NA,NA,NA,21600,21600,3897.7,3900.4,5199.833,5201.466,NA,NA,NA,NA
633,NA,NA,NA,NA,21600,21600,3900.433,3900.466,5201.533,5201.633,NA,NA,NA,NA
634,NA,NA,NA,NA,21600,21600,3900.533,3903.533,5201.766,5201.8,NA,NA,NA,NA
635,NA,NA,NA,NA,21600,21600,3904.9,3904.933,5202.166,5202.366,NA,NA,NA,NA
636,NA,NA,NA,NA,21600,21600,3905.066,3908.8,5202.7,5203.233,NA,NA,NA,NA
637,NA,NA,NA,NA,21600,21600,3909.166,3909.3,5203.466,5203.766,NA,NA,NA,NA
638,NA,NA,NA,NA,21600,21600,3909.333,3910.366,5204.766,5205.2,NA,NA,NA,NA
639,NA,NA,NA,NA,21600,21600,3913.333,3920.1,5205.7,5205.8,NA,NA,NA,NA
640,NA,NA,NA,NA,21600,21600,3920.6,3933.1,5208.466,5208.533,NA,NA,NA,NA
641,NA,NA,NA,NA,21600,21600,3935.166,3935.433,5209.066,5209.333,NA,NA,NA,NA
642,NA,NA,NA,NA,21600,21600,3935.466,3946.4,5209.5,5210.366,NA,NA,NA,NA
643,NA,NA,NA,NA,21600,21600,3946.5,3946.533,5219,5220.366,NA,NA,NA,NA
644,NA,NA,NA,NA,21600,21600,3946.966,3948.566,5220.633,5220.666,NA,NA,NA,NA
645,NA,NA,NA,NA,21600,21600,3985,3992.333,5221.3,5221.8,NA,NA,NA,NA
646,NA,NA,NA,NA,21600,21600,3992.533,3993.3,5222.533,5222.633,NA,NA,NA,NA
647,NA,NA,NA,NA,21600,21600,3993.433,3993.7,5222.933,5223.233,NA,NA,NA,NA
648,NA,NA,NA,NA,21600,21600,3993.766,3994.5,5226.333,5226.433,NA,NA,NA,NA
649,NA,NA,NA,NA,21600,21600,3994.666,3994.766,5227.766,5227.8,NA,NA,NA,NA
650,NA,NA,NA,NA,21600,21600,3996.3,3997.1,5229.066,5229.3,NA,NA,NA,NA
651,NA,NA,NA,NA,21600,21600,3997.166,3998.766,5229.666,5230.3,NA,NA,NA,NA
652,NA,NA,NA,NA,21600,21600,3998.866,4000.4,5230.433,5230.466,NA,NA,NA,NA
653,NA,NA,NA,NA,21600,21600,4000.666,4002.633,5235.1,5235.233,NA,NA,NA,NA
654,NA,NA,NA,NA,21600,21600,4002.7,4003.266,5285.166,5285.2,NA,NA,NA,NA
655,NA,NA,NA,NA,21600,21600,4003.466,4003.7,5285.233,5285.3,NA,NA,NA,NA
656,NA,NA,NA,NA,21600,21600,4004.033,4005.966,5285.866,5285.933,NA,NA,NA,NA
657,NA,NA,NA,NA,21600,21600,4006,4006.433,5291.133,5291.233,NA,NA,NA,NA
658,NA,NA,NA,NA,21600,21600,4007.066,4007.133,5293.666,5293.766,NA,NA,NA,NA
659,NA,NA,NA,NA,21600,21600,4007.433,4007.466,5297.633,5299.333,NA,NA,NA,NA
660,NA,NA,NA,NA,21600,21600,4007.666,4007.9,5300.333,5300.4,NA,NA,NA,NA
661,NA,NA,NA,NA,21600,21600,4008.566,4008.866,5301.2,5301.3,NA,NA,NA,NA
662,NA,NA,NA,NA,21600,21600,4009.033,4009.333,5301.7,5302.433,NA,NA,NA,NA
663,NA,NA,NA,NA,21600,21600,4009.433,4009.666,5302.533,5302.566,NA,NA,NA,NA
664,NA,NA,NA,NA,21600,21600,4010.633,4010.7,5302.933,5303,NA,NA,NA,NA
665,NA,NA,NA,NA,21600,21600,4010.733,4012,5305.833,5305.9,NA,NA,NA,NA
666,NA,NA,NA,NA,21600,21600,4012.133,4013.266,5306.666,5306.8,NA,NA,NA,NA
667,NA,NA,NA,NA,21600,21600,4013.433,4016.033,5307.266,5308.366,NA,NA,NA,NA
668,NA,NA,NA,NA,21600,21600,4016.2,4016.233,5309.5,5309.7,NA,NA,NA,NA
669,NA,NA,NA,NA,21600,21600,4016.3,4017,5309.8,5309.833,NA,NA,NA,NA
670,NA,NA,NA,NA,21600,21600,4017.1,4020.733,5311.433,5311.466,NA,NA,NA,NA
671,NA,NA,NA,NA,21600,21600,4020.866,4021.433,5398.2,5398.233,NA,NA,NA,NA
672,NA,NA,NA,NA,21600,21600,4021.466,4021.5,5398.266,5401.233,NA,NA,NA,NA
673,NA,NA,NA,NA,21600,21600,4021.6,4036.5,5401.366,5401.466,NA,NA,NA,NA
674,NA,NA,NA,NA,21600,21600,4138.866,4139.9,5402.133,5402.2,NA,NA,NA,NA
675,NA,NA,NA,NA,21600,21600,4163.266,4169.7,5402.8,5402.966,NA,NA,NA,NA
676,NA,NA,NA,NA,21600,21600,4169.766,4171.366,5403.8,5404.433,NA,NA,NA,NA
677,NA,NA,NA,NA,21600,21600,4172.833,4173.566,5405.566,5405.733,NA,NA,NA,NA
678,NA,NA,NA,NA,21600,21600,4173.666,4173.833,5410.233,5410.3,NA,NA,NA,NA
679,NA,NA,NA,NA,21600,21600,4175.066,4180.033,5410.366,5410.433,NA,NA,NA,NA
680,NA,NA,NA,NA,21600,21600,4203.1,4211.233,5410.833,5410.9,NA,NA,NA,NA
681,NA,NA,NA,NA,21600,21600,5190.2,5190.333,5411.3,5411.433,NA,NA,NA,NA
682,NA,NA,NA,NA,21600,21600,5191.066,5195.433,5411.633,5413.066,NA,NA,NA,NA
683,NA,NA,NA,NA,21600,21600,5195.633,5199.833,5413.4,5413.8,NA,NA,NA,NA
684,NA,NA,NA,NA,21600,21600,5201.466,5201.533,5414.5,5414.7,NA,NA,NA,NA
685,NA,NA,NA,NA,21600,21600,5201.633,5201.766,5414.8,5414.9,NA,NA,NA,NA
686,NA,NA,NA,NA,21600,21600,5201.8,5202.166,5415.7,5416,NA,NA,NA,NA
687,NA,NA,NA,NA,21600,21600,5202.366,5202.7,5416.366,5416.433,NA,NA,NA,NA
688,NA,NA,NA,NA,21600,21600,5203.233,5203.466,5455.633,5455.7,NA,NA,NA,NA
689,NA,NA,NA,NA,21600,21600,5203.766,5204.766,5653.033,5653.366,NA,NA,NA,NA
690,NA,NA,NA,NA,21600,21600,5205.2,5205.7,5654.933,5656.3,NA,NA,NA,NA
691,NA,NA,NA,NA,21600,21600,5205.8,5208.466,5657.233,5657.4,NA,NA,NA,NA
692,NA,NA,NA,NA,21600,21600,5208.533,5209.066,5684.233,5684.633,NA,NA,NA,NA
693,NA,NA,NA,NA,21600,21600,5209.333,5209.5,5686.5,5686.533,NA,NA,NA,NA
694,NA,NA,NA,NA,21600,21600,5210.366,5219,5686.566,5687.266,NA,NA,NA,NA
695,NA,NA,NA,NA,21600,21600,5220.366,5220.633,5687.433,5688,NA,NA,NA,NA
696,NA,NA,NA,NA,21600,21600,5220.666,5221.3,5689.133,5689.366,NA,NA,NA,NA
697,NA,NA,NA,NA,21600,21600,5221.8,5222.533,5690.7,5690.866,NA,NA,NA,NA
698,NA,NA,NA,NA,21600,21600,5222.633,5222.933,5692.833,5692.866,NA,NA,NA,NA
699,NA,NA,NA,NA,21600,21600,5223.233,5226.333,5693.366,5693.7,NA,NA,NA,NA
700,NA,NA,NA,NA,21600,21600,5226.433,5227.766,5694.066,5695.133,NA,NA,NA,NA
701,NA,NA,NA,NA,21600,21600,5227.8,5229.066,5696,5696.066,NA,NA,NA,NA
702,NA,NA,NA,NA,21600,21600,5229.3,5229.666,5696.1,5696.833,NA,NA,NA,NA
703,NA,NA,NA,NA,21600,21600,5230.3,5230.433,5702.666,5703.9,NA,NA,NA,NA
704,NA,NA,NA,NA,21600,21600,5230.466,5235.1,6804.433,6804.499,NA,NA,NA,NA
705,NA,NA,NA,NA,21600,21600,5235.233,5236.633,6804.533,6804.799,NA,NA,NA,NA
706,NA,NA,NA,NA,21600,21600,5282.266,5283.5,6805.099,6805.199,NA,NA,NA,NA
707,NA,NA,NA,NA,21600,21600,5285.2,5285.233,6805.633,6805.833,NA,NA,NA,NA
708,NA,NA,NA,NA,21600,21600,5285.3,5285.866,6806.266,6807.666,NA,NA,NA,NA
709,NA,NA,NA,NA,21600,21600,5285.933,5291.133,6808.233,6809.833,NA,NA,NA,NA
710,NA,NA,NA,NA,21600,21600,5291.233,5293.666,6810.299,6810.366,NA,NA,NA,NA
711,NA,NA,NA,NA,21600,21600,5293.766,5297.633,6810.499,6811.966,NA,NA,NA,NA
