"X1","Center_start","Center_stop","Contact_Left_start","Contact_Left_stop","Left_start","Left_stop","Right_start","Right_stop","Contact_Right_start","Contact_Right_stop","Unknown_start","Unknown_stop","Contact_Center_start","Contact_Center_stop"
979,NA,NA,NA,NA,NA,NA,11780.366,11783.932,12450.832,12451.032,NA,NA,NA,NA
980,NA,NA,NA,NA,NA,NA,11784.132,11784.266,12459.032,12459.132,NA,NA,NA,NA
981,NA,NA,NA,NA,NA,NA,11790.799,11790.866,12459.166,12459.299,NA,NA,NA,NA
982,NA,NA,NA,NA,NA,NA,11791.266,11792.032,12459.632,12459.766,NA,NA,NA,NA
983,NA,NA,NA,NA,NA,NA,11792.166,11792.232,12463.732,12464.399,NA,NA,NA,NA
984,NA,NA,NA,NA,NA,NA,11794.632,11794.666,12464.766,12465.266,NA,NA,NA,NA
985,NA,NA,NA,NA,NA,NA,11795.566,11796.199,12466.299,12466.466,NA,NA,NA,NA
986,NA,NA,NA,NA,NA,NA,11796.299,11796.466,12469.499,12469.599,NA,NA,NA,NA
987,NA,NA,NA,NA,NA,NA,11800.966,11811.932,12469.932,12471.799,NA,NA,NA,NA
988,NA,NA,NA,NA,NA,NA,11812.032,11828.366,12471.932,12472.299,NA,NA,NA,NA
989,NA,NA,NA,NA,NA,NA,11831.699,11846.366,12663.832,12663.966,NA,NA,NA,NA
990,NA,NA,NA,NA,NA,NA,11971.832,11971.866,12670.066,12670.699,NA,NA,NA,NA
991,NA,NA,NA,NA,NA,NA,11971.999,11972.066,12670.799,12673.632,NA,NA,NA,NA
992,NA,NA,NA,NA,NA,NA,11972.199,11972.332,12673.832,12674.732,NA,NA,NA,NA
993,NA,NA,NA,NA,NA,NA,11972.432,11975.199,12675.266,12675.366,NA,NA,NA,NA
994,NA,NA,NA,NA,NA,NA,11977.132,11983.132,12675.466,12675.732,NA,NA,NA,NA
995,NA,NA,NA,NA,NA,NA,11983.899,11984.899,12675.832,12676.632,NA,NA,NA,NA
996,NA,NA,NA,NA,NA,NA,11985.532,11985.632,12676.766,12676.966,NA,NA,NA,NA
997,NA,NA,NA,NA,NA,NA,11985.732,12050.399,12677.632,12677.732,NA,NA,NA,NA
998,NA,NA,NA,NA,NA,NA,12050.532,12051.866,12678.132,12678.199,NA,NA,NA,NA
999,NA,NA,NA,NA,NA,NA,12054.132,12054.632,12680.566,12680.932,NA,NA,NA,NA
1000,NA,NA,NA,NA,NA,NA,12054.766,12056.032,12681.899,12681.999,NA,NA,NA,NA
1001,NA,NA,NA,NA,NA,NA,12061.066,12061.132,12682.066,12682.899,NA,NA,NA,NA
1002,NA,NA,NA,NA,NA,NA,12061.166,12061.299,12683.932,12684.166,NA,NA,NA,NA
1003,NA,NA,NA,NA,NA,NA,12061.599,12063.066,12684.266,12684.632,NA,NA,NA,NA
1004,NA,NA,NA,NA,NA,NA,12063.099,12063.332,12687.532,12691.099,NA,NA,NA,NA
1005,NA,NA,NA,NA,NA,NA,12064.932,12065.866,12692.399,12692.932,NA,NA,NA,NA
1006,NA,NA,NA,NA,NA,NA,12066.799,12068.166,12693.099,12693.132,NA,NA,NA,NA
1007,NA,NA,NA,NA,NA,NA,12121.032,12145.099,12695.266,12702.999,NA,NA,NA,NA
1008,NA,NA,NA,NA,NA,NA,12145.299,12145.366,12703.266,12708.399,NA,NA,NA,NA
1009,NA,NA,NA,NA,NA,NA,12145.966,12146.032,12709.866,12714.666,NA,NA,NA,NA
1010,NA,NA,NA,NA,NA,NA,12147.066,12147.099,12718.166,12719.066,NA,NA,NA,NA
1011,NA,NA,NA,NA,NA,NA,12147.366,12148.432,12722.599,12727.066,NA,NA,NA,NA
1012,NA,NA,NA,NA,NA,NA,12148.599,12152.232,12756.966,12760.066,NA,NA,NA,NA
1013,NA,NA,NA,NA,NA,NA,12152.932,12153.132,12760.532,12761.166,NA,NA,NA,NA
1014,NA,NA,NA,NA,NA,NA,12153.299,12156.066,12761.232,12761.499,NA,NA,NA,NA
1015,NA,NA,NA,NA,NA,NA,12158.466,12158.599,12762.466,12766.732,NA,NA,NA,NA
1016,NA,NA,NA,NA,NA,NA,12159.066,12159.599,12767.166,12767.299,NA,NA,NA,NA
1017,NA,NA,NA,NA,NA,NA,12159.766,12163.366,12769.766,12769.799,NA,NA,NA,NA
1018,NA,NA,NA,NA,NA,NA,12358.332,12358.432,12774.766,12777.299,NA,NA,NA,NA
1019,NA,NA,NA,NA,NA,NA,12358.632,12365.132,12777.599,12777.666,NA,NA,NA,NA
1020,NA,NA,NA,NA,NA,NA,12368.266,12368.666,12783.899,12784.332,NA,NA,NA,NA
1021,NA,NA,NA,NA,NA,NA,12369.466,12370.299,12796.599,12798.599,NA,NA,NA,NA
1022,NA,NA,NA,NA,NA,NA,12370.366,12371.632,13051.532,13052.332,NA,NA,NA,NA
1023,NA,NA,NA,NA,NA,NA,12372.566,12373.166,13056.266,13056.299,NA,NA,NA,NA
1024,NA,NA,NA,NA,NA,NA,12373.332,12373.666,13569.266,13570.499,NA,NA,NA,NA
1025,NA,NA,NA,NA,NA,NA,12374.832,12374.866,13571.899,13571.999,NA,NA,NA,NA
1026,NA,NA,NA,NA,NA,NA,12376.499,12376.566,13572.066,13572.232,NA,NA,NA,NA
1027,NA,NA,NA,NA,NA,NA,12378.232,12378.666,13572.299,13572.532,NA,NA,NA,NA
1028,NA,NA,NA,NA,NA,NA,12378.866,12378.966,13572.599,13572.632,NA,NA,NA,NA
1029,NA,NA,NA,NA,NA,NA,12382.599,12383.166,13573.066,13573.199,NA,NA,NA,NA
1030,NA,NA,NA,NA,NA,NA,12383.366,12383.432,13573.666,13574.032,NA,NA,NA,NA
1031,NA,NA,NA,NA,NA,NA,12383.599,12383.999,13576.966,13576.999,NA,NA,NA,NA
1032,NA,NA,NA,NA,NA,NA,12384.466,12384.732,13583.266,13583.366,NA,NA,NA,NA
1033,NA,NA,NA,NA,NA,NA,12384.932,12384.966,13583.499,13583.666,NA,NA,NA,NA
1034,NA,NA,NA,NA,NA,NA,12385.032,12387.332,13598.266,13598.399,NA,NA,NA,NA
1035,NA,NA,NA,NA,NA,NA,12387.399,12387.432,13600.399,13600.466,NA,NA,NA,NA
1036,NA,NA,NA,NA,NA,NA,12389.132,12389.199,13600.766,13600.899,NA,NA,NA,NA
1037,NA,NA,NA,NA,NA,NA,12389.232,12389.499,13600.999,13601.432,NA,NA,NA,NA
1038,NA,NA,NA,NA,NA,NA,12389.799,12389.966,13602.132,13602.232,NA,NA,NA,NA
1039,NA,NA,NA,NA,NA,NA,12390.032,12390.232,13746.832,13748.732,NA,NA,NA,NA
1040,NA,NA,NA,NA,NA,NA,12390.566,12391.299,13748.799,13749.399,NA,NA,NA,NA
1041,NA,NA,NA,NA,NA,NA,12391.332,12391.399,13756.899,13771.432,NA,NA,NA,NA
1042,NA,NA,NA,NA,NA,NA,12391.532,12391.699,16032.899,16033.365,NA,NA,NA,NA
1043,NA,NA,NA,NA,NA,NA,12392.332,12392.499,16033.565,16034.199,NA,NA,NA,NA
1044,NA,NA,NA,NA,NA,NA,12392.599,12393.466,16034.999,16038.699,NA,NA,NA,NA
1045,NA,NA,NA,NA,NA,NA,12393.666,12393.766,16038.965,16039.065,NA,NA,NA,NA
1046,NA,NA,NA,NA,NA,NA,12393.832,12394.299,16039.565,16039.632,NA,NA,NA,NA
1047,NA,NA,NA,NA,NA,NA,12394.499,12395.166,16039.665,16039.732,NA,NA,NA,NA
1048,NA,NA,NA,NA,NA,NA,12397.099,12397.399,16039.765,16040.032,NA,NA,NA,NA
1049,NA,NA,NA,NA,NA,NA,12397.566,12401.366,16040.232,16040.299,NA,NA,NA,NA
1050,NA,NA,NA,NA,NA,NA,12401.532,12446.799,16040.499,16040.699,NA,NA,NA,NA
1051,NA,NA,NA,NA,NA,NA,12447.332,12447.466,16041.632,16041.899,NA,NA,NA,NA
1052,NA,NA,NA,NA,NA,NA,12447.499,12449.199,16042.199,16043.665,NA,NA,NA,NA
1053,NA,NA,NA,NA,NA,NA,12449.232,12449.299,16043.832,16043.899,NA,NA,NA,NA
1054,NA,NA,NA,NA,NA,NA,12450.266,12450.832,16045.399,16045.665,NA,NA,NA,NA
1055,NA,NA,NA,NA,NA,NA,12451.032,12453.999,16046.065,16048.132,NA,NA,NA,NA
1056,NA,NA,NA,NA,NA,NA,12459.132,12459.166,16048.365,16048.799,NA,NA,NA,NA
1057,NA,NA,NA,NA,NA,NA,12459.299,12459.632,16051.732,16051.765,NA,NA,NA,NA
1058,NA,NA,NA,NA,NA,NA,12459.766,12463.732,16052.699,16054.232,NA,NA,NA,NA
1059,NA,NA,NA,NA,NA,NA,12464.399,12464.766,17888.832,17889.499,NA,NA,NA,NA
1060,NA,NA,NA,NA,NA,NA,12465.266,12466.299,18192.532,18193.898,NA,NA,NA,NA
1061,NA,NA,NA,NA,NA,NA,12466.466,12469.499,18193.932,18194.098,NA,NA,NA,NA
1062,NA,NA,NA,NA,NA,NA,12469.599,12469.932,18194.465,18194.498,NA,NA,NA,NA
1063,NA,NA,NA,NA,NA,NA,12471.799,12471.932,18195.632,18195.698,NA,NA,NA,NA
1064,NA,NA,NA,NA,NA,NA,12472.299,12472.732,18195.798,18195.832,NA,NA,NA,NA
1065,NA,NA,NA,NA,NA,NA,12472.866,12472.999,18196.565,18196.698,NA,NA,NA,NA
1066,NA,NA,NA,NA,NA,NA,12655.199,12663.832,18197.198,18197.232,NA,NA,NA,NA
1067,NA,NA,NA,NA,NA,NA,12663.966,12670.066,18197.398,18197.432,NA,NA,NA,NA
1068,NA,NA,NA,NA,NA,NA,12670.699,12670.799,18197.798,18198.098,NA,NA,NA,NA
1069,NA,NA,NA,NA,NA,NA,12673.632,12673.832,18198.965,18199.032,NA,NA,NA,NA
1070,NA,NA,NA,NA,NA,NA,12674.732,12675.266,18200.198,18200.898,NA,NA,NA,NA
1071,NA,NA,NA,NA,NA,NA,12675.366,12675.466,18201.232,18201.298,NA,NA,NA,NA
1072,NA,NA,NA,NA,NA,NA,12675.732,12675.832,18202.165,18202.232,NA,NA,NA,NA
1073,NA,NA,NA,NA,NA,NA,12676.632,12676.766,18202.398,18202.565,NA,NA,NA,NA
1074,NA,NA,NA,NA,NA,NA,12676.966,12677.632,18866.998,18867.498,NA,NA,NA,NA
1075,NA,NA,NA,NA,NA,NA,12677.732,12678.132,18867.531,18867.631,NA,NA,NA,NA
1076,NA,NA,NA,NA,NA,NA,12678.199,12680.566,18867.765,18871.031,NA,NA,NA,NA
1077,NA,NA,NA,NA,NA,NA,12680.932,12681.899,18879.231,18880.765,NA,NA,NA,NA
1078,NA,NA,NA,NA,NA,NA,12681.999,12682.066,18881.031,18881.965,NA,NA,NA,NA
1079,NA,NA,NA,NA,NA,NA,12682.899,12683.932,18882.031,18882.298,NA,NA,NA,NA
1080,NA,NA,NA,NA,NA,NA,12684.166,12684.266,18883.231,18883.498,NA,NA,NA,NA
1081,NA,NA,NA,NA,NA,NA,12684.632,12687.532,18883.565,18883.731,NA,NA,NA,NA
1082,NA,NA,NA,NA,NA,NA,12691.099,12692.399,18884.498,18884.598,NA,NA,NA,NA
1083,NA,NA,NA,NA,NA,NA,12692.932,12693.099,18884.931,18885.298,NA,NA,NA,NA
1084,NA,NA,NA,NA,NA,NA,12693.132,12695.266,18885.831,18887.998,NA,NA,NA,NA
1085,NA,NA,NA,NA,NA,NA,12702.999,12703.266,18888.265,18888.765,NA,NA,NA,NA
1086,NA,NA,NA,NA,NA,NA,12708.399,12709.866,18890.398,18890.731,NA,NA,NA,NA
1087,NA,NA,NA,NA,NA,NA,12714.666,12718.166,18896.431,18896.465,NA,NA,NA,NA
1088,NA,NA,NA,NA,NA,NA,12719.066,12722.599,18896.731,18896.765,NA,NA,NA,NA
1089,NA,NA,NA,NA,NA,NA,12727.066,12756.966,18897.265,18903.331,NA,NA,NA,NA
1090,NA,NA,NA,NA,NA,NA,12760.066,12760.532,18903.565,18903.765,NA,NA,NA,NA
1091,NA,NA,NA,NA,NA,NA,12761.166,12761.232,18903.798,18904.665,NA,NA,NA,NA
1092,NA,NA,NA,NA,NA,NA,12761.499,12762.466,18904.898,18904.965,NA,NA,NA,NA
1093,NA,NA,NA,NA,NA,NA,12766.732,12767.166,18905.231,18906.298,NA,NA,NA,NA
1094,NA,NA,NA,NA,NA,NA,12767.299,12769.766,18914.431,18914.465,NA,NA,NA,NA
1095,NA,NA,NA,NA,NA,NA,12769.799,12774.766,18915.298,18915.631,NA,NA,NA,NA
1096,NA,NA,NA,NA,NA,NA,12777.299,12777.599,18922.365,18922.631,NA,NA,NA,NA
1097,NA,NA,NA,NA,NA,NA,12777.666,12783.899,18930.831,18932.765,NA,NA,NA,NA
1098,NA,NA,NA,NA,NA,NA,12784.332,12796.599,18933.698,18933.865,NA,NA,NA,NA
1099,NA,NA,NA,NA,NA,NA,12798.599,12828.499,18935.098,18935.365,NA,NA,NA,NA
1100,NA,NA,NA,NA,NA,NA,13050.432,13051.532,18937.798,18939.598,NA,NA,NA,NA
1101,NA,NA,NA,NA,NA,NA,13052.532,13056.266,18944.065,18944.498,NA,NA,NA,NA
1102,NA,NA,NA,NA,NA,NA,13056.299,13058.299,18955.698,18955.731,NA,NA,NA,NA
1103,NA,NA,NA,NA,NA,NA,13062.899,13064.399,18957.465,18957.698,NA,NA,NA,NA
1104,NA,NA,NA,NA,NA,NA,13567.099,13569.266,18959.898,18960.031,NA,NA,NA,NA
1105,NA,NA,NA,NA,NA,NA,13570.499,13571.899,18961.165,18962.865,NA,NA,NA,NA
1106,NA,NA,NA,NA,NA,NA,13571.999,13572.066,18964.198,18967.731,NA,NA,NA,NA
1107,NA,NA,NA,NA,NA,NA,13572.232,13572.299,18967.798,18971.465,NA,NA,NA,NA
1108,NA,NA,NA,NA,NA,NA,13572.532,13572.599,18972.998,18981.465,NA,NA,NA,NA
1109,NA,NA,NA,NA,NA,NA,13572.632,13573.066,18981.665,19011.031,NA,NA,NA,NA
1110,NA,NA,NA,NA,NA,NA,13573.199,13573.666,19011.231,19024.865,NA,NA,NA,NA
1111,NA,NA,NA,NA,NA,NA,13574.032,13576.966,19025.165,19025.365,NA,NA,NA,NA
1112,NA,NA,NA,NA,NA,NA,13576.999,13583.266,19027.165,19031.165,NA,NA,NA,NA
1113,NA,NA,NA,NA,NA,NA,13583.366,13583.499,19031.231,19031.431,NA,NA,NA,NA
1114,NA,NA,NA,NA,NA,NA,13583.666,13598.266,19036.265,19036.498,NA,NA,NA,NA
1115,NA,NA,NA,NA,NA,NA,13598.399,13600.399,19039.631,19039.731,NA,NA,NA,NA
1116,NA,NA,NA,NA,NA,NA,13600.466,13600.766,19039.898,19051.398,NA,NA,NA,NA
1117,NA,NA,NA,NA,NA,NA,13600.899,13600.999,19051.965,19052.098,NA,NA,NA,NA
1118,NA,NA,NA,NA,NA,NA,13601.432,13602.132,19052.165,19052.231,NA,NA,NA,NA
1119,NA,NA,NA,NA,NA,NA,13602.232,13603.532,19052.298,19052.465,NA,NA,NA,NA
1120,NA,NA,NA,NA,NA,NA,13603.566,13603.732,19137.831,19137.965,NA,NA,NA,NA
1121,NA,NA,NA,NA,NA,NA,13720.399,13720.466,19147.231,19150.098,NA,NA,NA,NA
1122,NA,NA,NA,NA,NA,NA,13723.799,13742.366,19151.131,19151.198,NA,NA,NA,NA
1123,NA,NA,NA,NA,NA,NA,13748.732,13748.799,19151.365,19152.131,NA,NA,NA,NA
1124,NA,NA,NA,NA,NA,NA,13749.399,13756.899,19154.431,19156.431,NA,NA,NA,NA
1125,NA,NA,NA,NA,NA,NA,13771.432,13772.966,19156.498,19156.665,NA,NA,NA,NA
1126,NA,NA,NA,NA,NA,NA,13783.866,13786.866,19157.531,19157.665,NA,NA,NA,NA
1127,NA,NA,NA,NA,NA,NA,16031.265,16032.899,19157.698,19166.098,NA,NA,NA,NA
1128,NA,NA,NA,NA,NA,NA,16033.365,16033.565,19166.165,19166.231,NA,NA,NA,NA
1129,NA,NA,NA,NA,NA,NA,16034.199,16034.999,19198.098,19198.465,NA,NA,NA,NA
1130,NA,NA,NA,NA,NA,NA,16038.699,16038.965,19200.231,19200.431,NA,NA,NA,NA
1131,NA,NA,NA,NA,NA,NA,16039.065,16039.565,19200.465,19200.565,NA,NA,NA,NA
1132,NA,NA,NA,NA,NA,NA,16039.632,16039.665,19200.698,19200.731,NA,NA,NA,NA
1133,NA,NA,NA,NA,NA,NA,16039.732,16039.765,19203.931,19204.465,NA,NA,NA,NA
1134,NA,NA,NA,NA,NA,NA,16040.032,16040.232,19213.198,19213.931,NA,NA,NA,NA
1135,NA,NA,NA,NA,NA,NA,16040.299,16040.499,19221.331,19221.431,NA,NA,NA,NA
1136,NA,NA,NA,NA,NA,NA,16040.699,16041.632,19222.831,19223.031,NA,NA,NA,NA
1137,NA,NA,NA,NA,NA,NA,16041.899,16042.199,19233.265,19233.698,NA,NA,NA,NA
1138,NA,NA,NA,NA,NA,NA,16043.665,16043.832,19233.731,19233.831,NA,NA,NA,NA
1139,NA,NA,NA,NA,NA,NA,16043.899,16045.399,19233.865,19233.931,NA,NA,NA,NA
1140,NA,NA,NA,NA,NA,NA,16045.665,16046.065,19234.965,19235.398,NA,NA,NA,NA
1141,NA,NA,NA,NA,NA,NA,16048.132,16048.365,19290.565,19296.398,NA,NA,NA,NA
1142,NA,NA,NA,NA,NA,NA,16048.799,16051.732,19296.665,19301.731,NA,NA,NA,NA
1143,NA,NA,NA,NA,NA,NA,16051.765,16052.699,19304.065,19306.798,NA,NA,NA,NA
1144,NA,NA,NA,NA,NA,NA,18185.532,18185.565,19307.098,19308.731,NA,NA,NA,NA
1145,NA,NA,NA,NA,NA,NA,18187.332,18192.532,19380.931,19381.065,NA,NA,NA,NA
1146,NA,NA,NA,NA,NA,NA,18193.898,18193.932,19384.398,19384.598,NA,NA,NA,NA
1147,NA,NA,NA,NA,NA,NA,18194.098,18194.465,20122.165,20122.265,NA,NA,NA,NA
1148,NA,NA,NA,NA,NA,NA,18194.498,18195.632,20122.798,20122.931,NA,NA,NA,NA
1149,NA,NA,NA,NA,NA,NA,18195.698,18195.798,20125.065,20125.198,NA,NA,NA,NA
1150,NA,NA,NA,NA,NA,NA,18195.832,18196.565,20125.231,20125.765,NA,NA,NA,NA
1151,NA,NA,NA,NA,NA,NA,18196.698,18197.198,20127.098,20128.298,NA,NA,NA,NA
1152,NA,NA,NA,NA,NA,NA,18197.232,18197.398,20128.998,20129.465,NA,NA,NA,NA
1153,NA,NA,NA,NA,NA,NA,18197.432,18197.798,20129.565,20129.631,NA,NA,NA,NA
1154,NA,NA,NA,NA,NA,NA,18198.098,18198.965,20132.465,20133.298,NA,NA,NA,NA
1155,NA,NA,NA,NA,NA,NA,18199.032,18200.198,20133.365,20134.365,NA,NA,NA,NA
1156,NA,NA,NA,NA,NA,NA,18200.898,18201.232,20135.765,20135.831,NA,NA,NA,NA
1157,NA,NA,NA,NA,NA,NA,18201.298,18202.165,20136.165,20136.298,NA,NA,NA,NA
1158,NA,NA,NA,NA,NA,NA,18202.232,18202.398,20136.498,20136.598,NA,NA,NA,NA
1159,NA,NA,NA,NA,NA,NA,18202.565,18202.998,20136.831,20140.898,NA,NA,NA,NA
1160,NA,NA,NA,NA,NA,NA,18867.498,18867.531,20142.431,20142.498,NA,NA,NA,NA
1161,NA,NA,NA,NA,NA,NA,18867.631,18867.765,20148.365,20148.698,NA,NA,NA,NA
1162,NA,NA,NA,NA,NA,NA,18871.031,18879.231,20149.365,20149.465,NA,NA,NA,NA
1163,NA,NA,NA,NA,NA,NA,18880.765,18881.031,20149.598,20149.698,NA,NA,NA,NA
1164,NA,NA,NA,NA,NA,NA,18881.965,18882.031,20158.131,20158.431,NA,NA,NA,NA
1165,NA,NA,NA,NA,NA,NA,18882.298,18883.231,20159.165,20159.831,NA,NA,NA,NA
1166,NA,NA,NA,NA,NA,NA,18883.498,18883.565,20160.331,20161.831,NA,NA,NA,NA
1167,NA,NA,NA,NA,NA,NA,18883.731,18884.498,20162.931,20163.398,NA,NA,NA,NA
1168,NA,NA,NA,NA,NA,NA,18884.598,18884.931,20164.831,20165.098,NA,NA,NA,NA
1169,NA,NA,NA,NA,NA,NA,18885.298,18885.831,20165.131,20165.198,NA,NA,NA,NA
1170,NA,NA,NA,NA,NA,NA,18887.998,18888.265,20165.231,20165.265,NA,NA,NA,NA
1171,NA,NA,NA,NA,NA,NA,18888.765,18890.398,20173.765,20173.798,NA,NA,NA,NA
1172,NA,NA,NA,NA,NA,NA,18890.731,18896.431,20175.465,20175.598,NA,NA,NA,NA
1173,NA,NA,NA,NA,NA,NA,18896.465,18896.731,20176.065,20176.098,NA,NA,NA,NA
1174,NA,NA,NA,NA,NA,NA,18896.765,18897.265,20176.865,20177.965,NA,NA,NA,NA
1175,NA,NA,NA,NA,NA,NA,18903.331,18903.565,20178.031,20178.431,NA,NA,NA,NA
1176,NA,NA,NA,NA,NA,NA,18903.765,18903.798,20178.565,20178.965,NA,NA,NA,NA
1177,NA,NA,NA,NA,NA,NA,18904.665,18904.898,20179.165,20180.265,NA,NA,NA,NA
1178,NA,NA,NA,NA,NA,NA,18904.965,18905.231,20181.065,20181.498,NA,NA,NA,NA
1179,NA,NA,NA,NA,NA,NA,18906.298,18914.431,20182.465,20182.631,NA,NA,NA,NA
1180,NA,NA,NA,NA,NA,NA,18914.465,18915.298,20182.698,20184.365,NA,NA,NA,NA
1181,NA,NA,NA,NA,NA,NA,18915.631,18922.365,20185.531,20189.565,NA,NA,NA,NA
1182,NA,NA,NA,NA,NA,NA,18922.631,18930.831,20192.331,20192.398,NA,NA,NA,NA
1183,NA,NA,NA,NA,NA,NA,18932.765,18933.698,20196.498,20197.231,NA,NA,NA,NA
1184,NA,NA,NA,NA,NA,NA,18933.865,18935.098,20198.831,20199.231,NA,NA,NA,NA
1185,NA,NA,NA,NA,NA,NA,18935.365,18937.798,20201.765,20204.031,NA,NA,NA,NA
1186,NA,NA,NA,NA,NA,NA,18939.598,18944.065,20204.365,20205.198,NA,NA,NA,NA
1187,NA,NA,NA,NA,NA,NA,18944.498,18955.698,20209.231,20209.298,NA,NA,NA,NA
1188,NA,NA,NA,NA,NA,NA,18955.731,18957.465,20225.531,20225.998,NA,NA,NA,NA
1189,NA,NA,NA,NA,NA,NA,18957.698,18959.898,20230.531,20230.931,NA,NA,NA,NA
1190,NA,NA,NA,NA,NA,NA,18960.031,18961.165,20231.398,20231.465,NA,NA,NA,NA
1191,NA,NA,NA,NA,NA,NA,18962.865,18964.198,20232.598,20232.731,NA,NA,NA,NA
1192,NA,NA,NA,NA,NA,NA,18967.731,18967.798,20232.931,20236.431,NA,NA,NA,NA
1193,NA,NA,NA,NA,NA,NA,18971.465,18972.998,20236.831,20237.365,NA,NA,NA,NA
1194,NA,NA,NA,NA,NA,NA,18981.465,18981.665,20237.398,20237.498,NA,NA,NA,NA
1195,NA,NA,NA,NA,NA,NA,19011.031,19011.231,20237.531,20239.731,NA,NA,NA,NA
1196,NA,NA,NA,NA,NA,NA,19024.865,19025.165,20239.798,20240.498,NA,NA,NA,NA
1197,NA,NA,NA,NA,NA,NA,19025.365,19027.165,20240.698,20240.898,NA,NA,NA,NA
1198,NA,NA,NA,NA,NA,NA,19031.165,19031.231,20242.165,20242.198,NA,NA,NA,NA
1199,NA,NA,NA,NA,NA,NA,19031.431,19036.265,20245.598,20246.098,NA,NA,NA,NA
1200,NA,NA,NA,NA,NA,NA,19036.498,19039.631,20246.631,20246.665,NA,NA,NA,NA
1201,NA,NA,NA,NA,NA,NA,19039.731,19039.898,20253.998,20254.031,NA,NA,NA,NA
1202,NA,NA,NA,NA,NA,NA,19051.398,19051.965,20254.531,20255.031,NA,NA,NA,NA
1203,NA,NA,NA,NA,NA,NA,19136.665,19137.831,20255.131,20256.631,NA,NA,NA,NA
1204,NA,NA,NA,NA,NA,NA,19137.965,19147.231,20266.398,20266.431,NA,NA,NA,NA
1205,NA,NA,NA,NA,NA,NA,19150.098,19151.131,20266.465,20266.698,NA,NA,NA,NA
1206,NA,NA,NA,NA,NA,NA,19151.198,19151.365,20267.165,20267.331,NA,NA,NA,NA
1207,NA,NA,NA,NA,NA,NA,19152.131,19154.431,20268.798,20269.165,NA,NA,NA,NA
1208,NA,NA,NA,NA,NA,NA,19156.431,19156.498,20269.198,20272.231,NA,NA,NA,NA
1209,NA,NA,NA,NA,NA,NA,19156.665,19157.531,20273.398,20275.198,NA,NA,NA,NA
1210,NA,NA,NA,NA,NA,NA,19157.665,19157.698,20276.798,20278.198,NA,NA,NA,NA
1211,NA,NA,NA,NA,NA,NA,19166.098,19166.165,20279.631,20279.865,NA,NA,NA,NA
1212,NA,NA,NA,NA,NA,NA,19166.231,19198.098,20282.031,20282.198,NA,NA,NA,NA
1213,NA,NA,NA,NA,NA,NA,19198.465,19200.231,20286.031,20286.165,NA,NA,NA,NA
1214,NA,NA,NA,NA,NA,NA,19200.431,19200.465,20286.865,20287.065,NA,NA,NA,NA
1215,NA,NA,NA,NA,NA,NA,19200.565,19200.698,20287.365,20287.531,NA,NA,NA,NA
1216,NA,NA,NA,NA,NA,NA,19200.731,19203.931,20288.731,20288.898,NA,NA,NA,NA
1217,NA,NA,NA,NA,NA,NA,19212.531,19213.198,20289.565,20289.665,NA,NA,NA,NA
1218,NA,NA,NA,NA,NA,NA,19213.931,19221.331,20425.965,20426.498,NA,NA,NA,NA
1219,NA,NA,NA,NA,NA,NA,19221.431,19222.831,20426.531,20426.765,NA,NA,NA,NA
1220,NA,NA,NA,NA,NA,NA,19223.031,19233.265,20428.065,20428.131,NA,NA,NA,NA
1221,NA,NA,NA,NA,NA,NA,19233.698,19233.731,20431.465,20431.531,NA,NA,NA,NA
1222,NA,NA,NA,NA,NA,NA,19233.831,19233.865,20431.598,20432.498,NA,NA,NA,NA
1223,NA,NA,NA,NA,NA,NA,19233.931,19234.965,20445.198,20445.998,NA,NA,NA,NA
1224,NA,NA,NA,NA,NA,NA,19235.398,19235.531,20446.231,20446.465,NA,NA,NA,NA
1225,NA,NA,NA,NA,NA,NA,19285.798,19290.565,20456.198,20456.431,NA,NA,NA,NA
1226,NA,NA,NA,NA,NA,NA,19296.398,19296.665,20663.665,20664.331,NA,NA,NA,NA
1227,NA,NA,NA,NA,NA,NA,19301.731,19304.065,20667.298,20668.498,NA,NA,NA,NA
1228,NA,NA,NA,NA,NA,NA,19306.798,19307.098,20668.565,20668.831,NA,NA,NA,NA
1229,NA,NA,NA,NA,NA,NA,19308.731,19380.931,21600,21600,NA,NA,NA,NA
1230,NA,NA,NA,NA,NA,NA,19381.065,19384.398,21600,21600,NA,NA,NA,NA
1231,NA,NA,NA,NA,NA,NA,19384.598,19384.665,21600,21600,NA,NA,NA,NA
1232,NA,NA,NA,NA,NA,NA,20099.798,20101.465,21600,21600,NA,NA,NA,NA
1233,NA,NA,NA,NA,NA,NA,20116.565,20122.165,21600,21600,NA,NA,NA,NA
1234,NA,NA,NA,NA,NA,NA,20122.265,20122.798,21600,21600,NA,NA,NA,NA
1235,NA,NA,NA,NA,NA,NA,20122.931,20125.065,21600,21600,NA,NA,NA,NA
1236,NA,NA,NA,NA,NA,NA,20125.198,20125.231,21600,21600,NA,NA,NA,NA
1237,NA,NA,NA,NA,NA,NA,20125.765,20127.098,21600,21600,NA,NA,NA,NA
1238,NA,NA,NA,NA,NA,NA,20128.298,20128.998,21600,21600,NA,NA,NA,NA
1239,NA,NA,NA,NA,NA,NA,20129.465,20129.565,21600,21600,NA,NA,NA,NA
1240,NA,NA,NA,NA,NA,NA,20129.631,20132.465,21600,21600,NA,NA,NA,NA
1241,NA,NA,NA,NA,NA,NA,20133.298,20133.365,21600,21600,NA,NA,NA,NA
